Sentence,Sequence
"['1', ' <RIGHT PARENTHESIS> ', 'payed|VERB', '$', '2200', 'for', 'a', ' <QUOTATION_MARK> ', 'premium|NOUN', ' <QUOTATION_MARK> ', 'laptop|NOUN']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'bought|VERB', 'them', 'for', 'my|ADJ', 'college|NOUN', 'age|NOUN', 'grandchildren|NOUN', 'and', 'these', 'macs|NOUN', 'are|VERB', 'totally', 'reliable|ADJ', 'and', 'support|VERB', 'their|ADJ', 'class|NOUN', 'work|NOUN', '100', '%|NOUN', 'of', 'the', 'time|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'board|NOUN', 'has|VERB', 'a', 'bad|ADJ', 'connector|NOUN', 'with', 'the', 'power|NOUN', 'supply|NOUN', 'and', 'shortly', 'after', 'warrenty|NOUN', 'expires|VERB', 'the', 'power|NOUN', 'supply|NOUN', 'will|VERB', 'start|VERB', 'having|VERB', 'issues|NOUN', ' <PERIOD> ']","[5, 1, 5, 5, 3, 1, 5, 5, 1, 2, 5, 5, 5, 1, 5, 5, 1, 2, 5, 5, 5, 3, 5]"
"['do|VERB', 'not', 'purchase|VERB', 'this', 'laptop|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5]"
"['my|ADJ', 'dad|NOUN', 'has|VERB', 'one', 'of', 'the', 'very', 'first|ADJ', 'toshibas|NOUN', 'ever', 'made|VERB', ' <COMMA> ', 'yes', 'its|ADJ', 'abit|NOUN', 'slow', 'now', 'but', 'still', 'works|VERB', 'well', 'and', 'i', 'hooked|VERB', 'to', 'my|ADJ', 'ethernet|NOUN', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 1, 5]"
"['mostly', 'i', 'love|VERB', 'the', 'drag|NOUN', 'and', 'drop|VERB', 'feature|NOUN', ' <PERIOD> ']","[5, 5, 3, 5, 1, 2, 2, 2, 5]"
"['oh', 'yeah', ' <COMMA> ', 'and', 'if', 'the', 'fancy|ADJ', 'webcam|NOUN', 'breaks|NOUN', 'guess|VERB', 'who|NOUN', 'you', 'have|VERB', 'to', 'send|VERB', 'it', 'to', 'to', 'get|VERB', 'it', 'fixed|VERB', ' <QUESTION_MARK> ']","[5, 5, 5, 5, 5, 5, 3, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['she', 'brought|VERB', 'out', '2', 'other|ADJ', 'identical|ADJ', 'netbooks|NOUN', 'and', 'still', 'insist|VERB', 'that', ' <QUOTATION_MARK> ', 'it', 'is|VERB', 'like', 'that', 'one|NOUN', ' <QUOTATION_MARK> ', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'ordered|VERB', 'through', 'macmall|NOUN', ' <COMMA> ', 'which|ADJ', 'saved|VERB', 'me', 'the', 'sales|NOUN', 'tax|NOUN', 'i', 'would|VERB', 'have|VERB', 'incurred|VERB', 'buying|NOUN', 'locally', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 3, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5]"
"['very', 'fast|ADJ', 'and', 'efficient|ADJ', ' <EXCLAMATION_MARK> ']","[5, 3, 5, 3, 5]"
"['of', 'course|NOUN', ' <COMMA> ', 'i', 'also', 'have|VERB', 'several|ADJ', 'great|ADJ', 'software|NOUN', 'packages|NOUN', 'that|ADJ', 'came|VERB', 'for', 'free|ADJ', 'including|VERB', 'iwork|NOUN', ' <COMMA> ', 'garageband|VERB', ' <COMMA> ', 'and', 'imovie|ADJ', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 3, 1, 2, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5]"
"['being|VERB', 'virus|NOUN', ' <HYPHEN> ', 'resistant|ADJ', 'is|VERB', 'a', 'huge|ADJ', 'plus|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 3, 4, 5]"
"['the', 'screen|NOUN', 'is|VERB', 'very', 'large|ADJ', 'and', 'crystal|NOUN', 'clear|ADJ', 'with', 'amazing|ADJ', 'colors|NOUN', 'and', 'resolution|NOUN', ' <PERIOD> ']","[5, 1, 5, 5, 3, 5, 3, 4, 5, 3, 1, 5, 1, 5]"
"['after', 'a', 'little|ADJ', 'more|ADJ', 'than', 'a', 'year|NOUN', 'of', 'owning|VERB', 'my|ADJ', 'macbook|NOUN', 'pro|ADJ', ' <COMMA> ', 'the', 'monitor|NOUN', 'has|VERB', 'completely', 'died|VERB', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 3, 5]"
"['in', 'my|ADJ', 'house|NOUN', ' <COMMA> ', 'hp', 'is|VERB', 'a', 'nasty|ADJ', 'word|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'brand|NOUN', 'of', 'itunes|NOUN', 'has|VERB', 'just', 'become|VERB', 'ingrained|ADJ', 'in', 'our|ADJ', 'lexicon|NOUN', 'now', ' <COMMA> ', 'but', 'keep|VERB', 'in', 'mind|NOUN', 'that', 'apple|NOUN', 'started|VERB', 'it', 'all', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['by', 'the', 'way|NOUN', 'teachers|NOUN', ' <COMMA> ', 'they', 'offer|VERB', 'a', 'discount|NOUN', 'which|ADJ', 'helps|VERB', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['now', 'he', 'mows|VERB', 'yards|NOUN', 'so', 'he', 'can|VERB', 'earn|VERB', 'the', 'money|NOUN', 'for', 'the', 'wireless|ADJ', 'internet|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'still', 'see|VERB', 'the', 'benefits|NOUN', 'of', 'a', 'pc|NOUN', 'when', 'i', 'do|VERB', 'not', 'know|VERB', 'how', 'to', 'do|VERB', 'something|NOUN', 'on', 'my|ADJ', 'mac|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['size|NOUN', ' <COLON> ', 'i', 'know|VERB', '13', 'is|VERB', 'small|ADJ', ' <LEFT PARENTHESIS> ', 'especially', 'for', 'a', 'desktop|ADJ', 'replacement|NOUN', ' <RIGHT PARENTHESIS> ', 'but', 'with', 'an', 'external|ADJ', 'monitor|NOUN', ' <COMMA> ', 'who|NOUN', 'cares|VERB', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['additional|ADJ', 'caveat|NOUN', ' <COLON> ', 'the', 'base|NOUN', 'installation|NOUN', 'comes|VERB', 'with', 'some', 'toshiba|NOUN', ' <HYPHEN> ', 'specific|ADJ', 'software|NOUN', 'that|ADJ', 'may|VERB', 'or', 'may|VERB', 'not', 'be|VERB', 'to', 'a', 'user|NOUN', ""'s"", 'liking|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5]"
"['it', 'is|VERB', 'held|VERB', 'in', 'place|NOUN', 'magnetically', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5]"
"['taking|VERB', 'it', 'back', 'to', 'best|ADJ', 'buy|NOUN', 'i', 'found|VERB', 'that', 'a', 'tiny|ADJ', 'plastic|NOUN', 'piece|NOUN', 'inside', 'had|VERB', 'broken|VERB', ' <LEFT PARENTHESIS> ', 'manuf|NOUN', 'issue|NOUN', ' <RIGHT PARENTHESIS> ', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 1, 5, 5, 5]"
"['it', 'has|VERB', 'no', 'camera|NOUN', 'but', ' <COMMA> ', 'i', 'can|VERB', 'always', 'buy|VERB', 'and', 'install|VERB', 'one', 'easy|ADJ', ' <PERIOD> ']","[5, 5, 3, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5]"
"['the', 'display|NOUN', 'is|VERB', 'incredibly', 'bright|ADJ', ' <COMMA> ', 'much', 'brighter|ADJ', 'than', 'my|ADJ', 'powerbook|NOUN', 'and', 'very', 'crisp|ADJ', ' <PERIOD> ']","[5, 1, 5, 5, 3, 5, 5, 3, 5, 5, 5, 5, 5, 3, 5]"
"['we', 'were|VERB', 'pc|ADJ', 'users|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5]"
"['the', 'amd|NOUN', 'turin|NOUN', 'processor|NOUN', 'seems|VERB', 'to', 'always', 'perform|VERB', 'so', 'much', 'better|ADJ', 'than', 'intel|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5]"
"['after', 'that', 'the', 'said|VERB', 'it', 'was|VERB', 'under', 'warranty|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 1, 5]"
"['the', 'start|NOUN', 'menu|NOUN', 'is|VERB', 'not', 'the', 'easiest|ADJ', 'thing|NOUN', 'to', 'navigate|VERB', 'due', 'to', 'the', 'stacking|NOUN', ' <PERIOD> ']","[5, 1, 2, 5, 5, 5, 3, 5, 5, 1, 5, 5, 5, 5, 5]"
"['only|ADJ', 'thing|NOUN', 'i', 'would|VERB', 'want|VERB', 'to', 'add|VERB', 'to', 'this', 'is|VERB', 'an', 'internal|ADJ', 'bluray|NOUN', 'read|NOUN', '/', 'write|VERB', 'drive|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 2, 5, 5, 5]"
"['this', 'computer|NOUN', 'was|VERB', 'awful|ADJ', ' <COMMA> ', 'i', 'would|VERB', 'never', 'recomend|VERB', 'it', 'to', 'another', 'person|NOUN', ' <PERIOD> ']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'service|NOUN', 'tech|NOUN', 'said|VERB', 'he', 'had|VERB', 'tried|VERB', 'to', 'duplicate|VERB', 'the', 'damage|NOUN', 'and', 'was|VERB', ""n't"", 'able|ADJ', 'to', 'recreate|VERB', 'it', 'therefore', 'it', 'had|VERB', 'to', 'be|VERB', 'their|ADJ', 'defect|NOUN', ' <PERIOD> ']","[5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5]"
"['the', 'tech|NOUN', 'store|NOUN', 'i', 'purchased|VERB', 'this', 'from', 'sent|VERB', 'it', 'back,,,,,eventually', 'i', 'got|VERB', 'a', 'new|ADJ', 'or', 'repaired|VERB', 'machine|NOUN', 'approximately', '3', 'weeks|NOUN', 'later', ' <PERIOD> ']","[5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'loved|VERB', 'it', 'then', ' <COMMA> ', 'but', 'unfortunately', 'it', 'was|VERB', 'before', 'the', 'days|NOUN', 'of', 'wireless|ADJ', 'internet|NOUN', ' <PERIOD> ']","[5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['really', 'like', 'the', 'textured|VERB', 'surface|NOUN', 'which|ADJ', 'shows|VERB', 'no', 'fingerprints|NOUN', ' <PERIOD> ']","[5, 3, 5, 5, 1, 5, 5, 5, 5, 5]"
"['i', 'will|VERB', 'never', 'again', 'buy|VERB', 'another', 'acer|NOUN', ' <COMMA> ', 'not', 'will|VERB', 'i', 'buy|VERB', 'gateway|NOUN', ' <COMMA> ', 'or', 'emachine|VERB', 'as', 'they', 'are|VERB', 'all', 'from', 'the', 'same|ADJ', 'company|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'screen|NOUN', 'is|VERB', 'bright|ADJ', 'and', 'the', 'keyboard|NOUN', 'is|VERB', 'nice|ADJ', ' <SEMICOLON> ']","[5, 1, 5, 3, 5, 5, 1, 5, 3, 5]"
"['i', 'look|VERB', 'forward', 'to', 'years|NOUN', 'of', 'use|NOUN', ' <COMMA> ', 'it', 'has|VERB', 'held|VERB', 'up', 'well', 'over', 'the', 'years|NOUN', 'and', 'it', 'fits|VERB', 'my|ADJ', 'needs|NOUN', 'very', 'well', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'm|VERB', 'very', 'happy|ADJ', 'with', 'this', 'computer|NOUN', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 3, 5, 5, 5, 5]"
"['but', 'the', 'machine|NOUN', 'is|VERB', 'awesome|ADJ', 'and', 'ilife|NOUN', 'is|VERB', 'great|ADJ', 'and', 'i', 'love|VERB', 'snow|NOUN', 'leopard|NOUN', 'x.|NOUN']","[5, 5, 5, 5, 3, 5, 5, 5, 3, 5, 5, 3, 5, 5, 5]"
"['high|ADJ', 'price|NOUN', 'tag|NOUN', ' <COMMA> ', 'however', ' <PERIOD> ']","[3, 1, 2, 5, 5, 5]"
"['i', 'thought|VERB', 'learning|VERB', 'the', 'mac|NOUN', 'os|NOUN', 'would|VERB', 'be|VERB', 'hard|ADJ', ' <COMMA> ', 'but', 'it', 'is|VERB', 'easily', 'picked|VERB', 'up', 'if', 'you', 'are|VERB', 'familiar|ADJ', 'with', 'a', 'pc|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['my|ADJ', 'kids|NOUN', 'have|VERB', 'to', 'take|VERB', 'their|ADJ', 'pcs|NOUN', 'in', 'once', 'a', 'year|NOUN', 'to', 'have|VERB', 'them', ' <QUOTATION_MARK> ', 'de', ' <HYPHEN> ', 'bugged|VERB', ' <QUOTATION_MARK> ', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'had|VERB', 'static|ADJ', 'in', 'the', 'output|NOUN', ' <COMMA> ', 'and', 'i', 'had|VERB', 'to', 'reduce|VERB', 'the', 'sound|ADJ', 'output|NOUN', 'quality|NOUN', 'to', ' <QUOTATION_MARK> ', 'fm|VERB', ' <QUOTATION_MARK> ', 'as', 'opposed|VERB', 'to', 'the', 'default|NOUN', ' <QUOTATION_MARK> ', 'cd|NOUN', ' <PERIOD> ']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['it', 'was|VERB', 'a', 'laugh|NOUN', ' ', 'too', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 5, 5, 5, 5]"
"['since', 'i', 'purchased|VERB', 'my|ADJ', 'toshiba|NOUN', 'netbook|NOUN', ' <COMMA> ', 'i', 'have|VERB', 'been|VERB', 'very', 'pleased|ADJ', 'with', 'it', ' <COMMA> ', 'i', 'have|VERB', 'a', 'laptob|ADJ', 'and', 'a', 'desktop|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'bought|VERB', 'my|ADJ', 'macbook|NOUN', 'a', 'few|ADJ', 'months|NOUN', 'ago', 'and', 'it', 'has|VERB', 'been|VERB', 'my|ADJ', 'baby|NOUN', 'ever', 'since', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['that', 'is|VERB', 'how', 'it', 'is|VERB', 'able|ADJ', 'to', 'function|VERB', 'better', 'than', 'any', 'other|ADJ', 'pc|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5]"
"['i', 'custom|NOUN', 'ordered|VERB', 'the', 'machine|NOUN', 'from', 'hp', 'and', 'could|VERB', 'not', 'understand|VERB', 'the', 'techie|NOUN', 'due', 'to', 'his|ADJ', 'accent|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 1, 5, 5, 5, 5, 5]"
"['it', 'is|VERB', 'easy|ADJ', 'to', 'use|VERB', 'and', 'lightweight|ADJ', ' <PERIOD> ']","[5, 5, 3, 5, 1, 5, 5, 5]"
"['i', 'went|VERB', 'to', 'toshiba|VERB', 'online|ADJ', 'help|NOUN', 'and', 'found|VERB', 'some', 'suggestions|NOUN', 'to', 'fix|VERB', 'it', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['it', 'is|VERB', 'a', 'bit|NOUN', 'heavy|ADJ', ' <PERIOD> ']","[5, 5, 5, 5, 3, 5]"
"['  ', 'after', 'trying|VERB', 'to', 'get|VERB', 'some', 'help|NOUN', 'he', 'disconnected|VERB', 'on', 'me', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['they', 'also', 'have|VERB', 'a', 'longer|ADJ', 'service|NOUN', 'life|NOUN', 'than', 'other|ADJ', 'computers|NOUN', ' <LEFT PARENTHESIS> ', 'i', 'have|VERB', 'several|ADJ', 'friends|NOUN', 'who|NOUN', 'still', 'use|VERB', 'the', 'older|ADJ', 'apple|NOUN', 'powerbooks|NOUN', ' <RIGHT PARENTHESIS> ', ' <PERIOD> ']","[5, 5, 5, 5, 3, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['if', 'you', 'check|VERB', 'you', 'will|VERB', 'find|VERB', 'the', 'same|ADJ', 'notebook|NOUN', 'with', 'the', 'above|ADJ', 'missing|VERB', 'ports|NOUN', 'and', 'a', 'dual|ADJ', 'core|NOUN', 'amd|NOUN', 'or', 'intel|NOUN', 'processor|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 5, 5, 5, 5, 5, 5, 5, 1, 5]"
"['this', 'laptop|NOUN', 'is|VERB', 'a', 'great|ADJ', 'price|NOUN', 'and', 'has|VERB', 'a', 'sleek|ADJ', 'look|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 3, 1, 5, 5, 5, 3, 1, 5]"
"['i', 'especially', 'like', 'the', 'keyboard|NOUN', 'which|ADJ', 'has|VERB', 'chiclet|NOUN', 'type|NOUN', 'keys|NOUN', ' <PERIOD> ']","[5, 5, 3, 5, 1, 5, 5, 5, 5, 1, 5]"
"['small|ADJ', 'screen|NOUN', 'somewhat', 'limiting|VERB', 'but', 'great|ADJ', 'for', 'travel|NOUN', ' <PERIOD> ']","[3, 1, 5, 3, 5, 3, 5, 5, 5]"
"['one', 'of', 'the', 'primary|ADJ', 'reasons|NOUN', 'why', 'i', 'purchased|VERB', 'an', 'ipad|NOUN', 'was|VERB', 'to', 'store|VERB', 'photographs|NOUN', 'so', 'that', 'i', 'could|VERB', 'show|VERB', 'to', 'my|ADJ', 'customers|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['runs|VERB', 'hot|ADJ', ' ', 'i', 'thought|VERB', 'we', 'were|VERB', 'paying|VERB', 'for', 'quality|NOUN', 'in', 'our|ADJ', 'decision|NOUN', 'to', 'buy|VERB', 'an', 'apple|NOUN', 'product|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['for', 'the', 'not', 'so', 'good|ADJ', ' <COMMA> ', 'i', 'got|VERB', 'the', 'stock|NOUN', 'screen|NOUN', ' <HYPHEN> ', 'which|ADJ', 'is|VERB', 'very', 'glossy|ADJ', ' <PERIOD> ']","[5, 5, 5, 5, 3, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 3, 5]"
"['the', 'gray|ADJ', 'color|NOUN', 'was|VERB', 'a', 'good|ADJ', 'choice|NOUN', ' <PERIOD> ']","[5, 1, 2, 5, 5, 3, 5, 5]"
"['this', 'was|VERB', 'the', 'second|ADJ', 'computer|NOUN', 'and', 'brand|NOUN', 'bought|VERB', 'that', 'day|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['buy|VERB', 'this', ' <PERIOD> ']","[5, 5, 5]"
"['very', 'disappointing|ADJ', ' <COLON> ']","[5, 3, 5]"
"['i', 'love|VERB', 'this', 'product|NOUN', 'because', 'it', 'is|VERB', 'toshiba|NOUN', 'and', 'its|ADJ', '15.6', ' <QUOTATION_MARK> ', ' <PERIOD> ']","[5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'would|VERB', 'like|VERB', 'to', 'have|VERB', 'volume|NOUN', 'buttons|NOUN', 'rather', 'than', 'the', 'adjustment|NOUN', 'that|ADJ', 'is|VERB', 'on', 'the', 'front|NOUN', ' <PERIOD> ']","[5, 5, 3, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['this', 'is|VERB', 'my|ADJ', 'first|ADJ', 'computer|NOUN', 'purchase|NOUN']","[5, 5, 5, 5, 5, 5]"
"['people|NOUN', 'know|VERB', 'what|NOUN', 'they', 'are|VERB', 'talking|VERB', 'about', 'and', 'they', 'have|VERB', 'pride|NOUN', 'in', 'the', 'product|NOUN', 'that', 'they', 'are|VERB', 'selling|VERB', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'processor|NOUN', 'a', 'amd|NOUN', 'semprom', 'at', '2.1', 'ghz|NOUN', 'is|VERB', 'a', 'bummer|NOUN', 'it', 'does|VERB', 'not', 'have|VERB', 'the', 'power|NOUN', 'for', 'hd|NOUN', 'or', 'heavy|ADJ', 'computing|NOUN', ' <PERIOD> ']","[5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5]"
"['would|VERB', 'highly', 'recommend|VERB', 'this', 'netbook|NOUN', 'though', ' <PERIOD> ']","[5, 5, 3, 5, 5, 5, 5]"
"['i', 'have|VERB', 'had|VERB', 'several|ADJ', 'machines|NOUN', 'over', 'the', 'years|NOUN', ' <COMMA> ', 'both', 'for', 'personal|ADJ', 'and', 'business|NOUN', 'use|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'bought|VERB', 'a', 'protector|NOUN', 'for', 'my|ADJ', 'key|ADJ', 'pad|NOUN', 'and', 'it', 'works|VERB', 'great|ADJ', ':)']","[5, 5, 5, 1, 5, 5, 1, 2, 5, 5, 5, 3, 5]"
"['the', 'magnetic|ADJ', 'plug|NOUN', ' <HYPHEN> ', 'in', 'power|NOUN', 'charging|VERB', 'power|NOUN', 'cord|NOUN', 'is|VERB', 'great|ADJ', ' <LEFT PARENTHESIS> ', 'i', 'even', 'put|VERB', 'it', 'to', 'the', 'test|NOUN', 'by', 'accident)-', 'excellent|ADJ', 'innovation|NOUN', ' <EXCLAMATION_MARK> ']","[5, 1, 2, 2, 2, 2, 2, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5]"
"['well', 'i', 'got|VERB', 'this', 'computer|NOUN', 'from', 'best|ADJ', 'buy|NOUN', 'and', 'i', 'have|VERB', 'had|VERB', 'nothing|NOUN', 'but', 'problems|NOUN', 'i', 'bought|VERB', 'the', 'computer|NOUN', 'with', 'a', 'virus|NOUN', '.....']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['it', 'seems|VERB', 'they', 'could|VERB', 'have|VERB', 'updated|VERB', 'xp', 'and', 'done|VERB', 'without', 'creating|VERB', 'vista|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['it', 'is|VERB', 'easy|ADJ', 'to', 'use|VERB', ' <COMMA> ', 'fast', 'and', 'has|VERB', 'great|ADJ', 'graphics|NOUN', 'for', 'the', 'money|NOUN', ' <PERIOD> ']","[5, 5, 3, 5, 5, 5, 3, 5, 5, 3, 1, 5, 5, 5, 5]"
"['i', 'decided|VERB', 'i', 'wanted|VERB', 'a', 'laptop|NOUN', 'so', 'i', 'went|VERB', 'into', 'the', 'bby|NOUN', 'store|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'like|VERB', 'how', 'the', 'mac|NOUN', 'os|NOUN', 'is|VERB', 'so', 'simple|ADJ', 'and', 'easy|ADJ', 'to', 'use|VERB', ' <PERIOD> ']","[5, 3, 5, 5, 5, 5, 5, 5, 3, 5, 3, 5, 5, 5]"
"['while', 'apple|NOUN', ""'s"", 'saving|VERB', 'grace|NOUN', 'is|VERB', 'the', 'fact|NOUN', 'that', 'they', 'at', 'least|ADJ', 'stand|VERB', 'behind', 'their|ADJ', 'products|NOUN', ' <COMMA> ', 'and', 'their|ADJ', 'support|NOUN', 'is|VERB', 'great|ADJ', ' <COMMA> ', 'it', 'would|VERB', 'be|VERB', 'nice|ADJ', 'if', 'their|ADJ', 'products|NOUN', 'were|VERB', 'more', 'reliable|ADJ', 'to', 'justify|VERB', 'the', 'premium|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 3, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5]"
"['in', 'the', 'three', 'years|NOUN', 'i', ""'ve|VERB"", 'had|VERB', 'my|ADJ', 'macbook|NOUN', 'pro|ADJ', ' <COMMA> ', 'i', 'have|VERB', 'never', 'had|VERB', 'a', 'virus|NOUN', 'on', 'my|ADJ', 'computer|NOUN', ' <COMMA> ', 'and', 'i', 'do|VERB', 'a', 'lot|NOUN', 'of', 'work|NOUN', 'on', 'the', 'internet|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
