Sentence,Sequence
"['however', ' <COMMA> ', 'my', 'girlfriend', 'realized', 'that', 'the', 'netbook', ""'s"", 'hinge', 'is', 'a', 'bit', 'loose', ' <LEFT PARENTHESIS> ', 'when', 'you', 'open', 'or', 'close', 'the', 'lcd', ' <RIGHT PARENTHESIS> ', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['my', 'problem', 'was', 'with', 'dell', 'customer', 'service', ' <PERIOD> ']","[5, 3, 5, 5, 5, 5, 5, 5]"
"['there', 'are', 'so', 'many', 'things', 'wrong', 'with', 'this', 'product', ' <COMMA> ', 'it', 'just', 'makes', 'me', 'want', 'to', 'set', 'my', 'self', 'on', 'fire', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['it', 'is', 'not', 'even', 'a', 'year', 'old', 'yet', ' <COMMA> ', 'so', 'i', 'would', 'definitely', 'not', 'recommend', 'it', 'to', 'anyone', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5]"
"['amazing', 'machine', ' <PERIOD> ']","[3, 5, 5]"
"['i', 'do', ""n't"", 'do', 'any', 'high', 'tech', 'stuff', 'on', 'it', ' <COMMA> ', 'just', 'write', 'papers', ' <COMMA> ', 'check', 'mail', ' <COMMA> ', 'and', 'sometimes', 'play', 'games', ' <COMMA> ', 'so', 'i', 'ca', ""n't"", 'reccomend', 'it', 'if', 'you', 'are', 'in', 'the', 'computer', 'field', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['newegg', ""'s"", 'rma', 'service', 'was', 'great', 'as', 'always', ' <COMMA> ', 'i', 'contacted', 'them', 'late', 'friday', 'night', ' <COMMA> ', 'and', 'they', 'issued', 'me', 'an', 'rma', 'number', 'and', 'a', 'prepaid', 'ups', 'shipping', 'label', 'the', 'very', 'next', 'morning', 'on', 'saturday', ' <PERIOD> ']","[5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', ""'m"", 'very', 'impressed', ' <PERIOD> ']","[5, 5, 5, 3, 5]"
"['dell', 'sucks']","[5, 3]"
"['design', ' <COLON> ', 'very', 'durable', ' <PERIOD> ']","[5, 5, 5, 3, 5]"
"['it', 'is', 'easy', 'to', 'go', 'from', 'one', 'keyboard', 'to', 'another', ' <PERIOD> ']","[5, 5, 3, 5, 5, 5, 5, 1, 5, 5, 5]"
"['i', 'spoke', 'to', '4', 'different', 'people', 'and', 'was', 'told', 'they', 'needed', 'to', 'transfer', 'me', 'to', 'a', '5th', 'person', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'mac', 'book', 'pro', 'performs', 'flawlessly', ' <PERIOD> ']","[5, 5, 5, 5, 5, 3, 5]"
"['has', 'a', '5', '-', '6', 'hour', 'battery', 'life', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 1, 2, 5]"
"['my', 'only', 'issues', 'are', ' <COLON> ', '1', ' <RIGHT PARENTHESIS> ', 'the', 'screen', '/', 'video', 'resolution', 'wo', ""n't"", 'increase', 'to', 'a', 'higher', 'resolution', 'then', '1024', 'x', '60']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5]"
"['i', 'run', 'dreamweaver', ' <COMMA> ', 'final', 'cut', 'pro', '7', ' <COMMA> ', 'photoshop', ' <COMMA> ', 'safari', ' <COMMA> ', 'firefox', ' <COMMA> ', 'msn', 'messenger', 'and', 'a', 'few', 'other', 'applications', 'constantly', 'at', 'the', 'same', 'time', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5]"
"['i', 'have', 'owned', 'many', 'computers', 'and', 'laptops', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'recently', 'purchased', 'the', 'mini', 'and', 'absolutely', 'love', 'it', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 5, 5, 5, 5, 3, 5, 5]"
"['does', 'a', 'great', 'job', 'with', 'video', 'shot', 'on', 'a', 'canon', '5d', 'mkii', ' <PERIOD> ']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'was', 'told', 'by', 'many', ' ', 'that', 'it', 'was', 'a', 'great', 'computer', ' <COMMA> ', 'but', 'we', 'got', 'one', 'of', 'these', ' <COMMA> ', 'and', 'it', 'worked', ' ', 'great', 'for', 'one', 'year', ' <COMMA> ', 'and', 'as', 'soon', 'as', 'the', 'warrenty', 'was', 'up', ' <COMMA> ', 'then', 'it', 'got', ' ', 'really', 'bad', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5]"
"['i', 've', 'had', 'to', 'call', 'tech', 'support', 'many', 'times', ' <PERIOD> ']","[5, 5, 5, 5, 5, 1, 2, 5, 5, 5]"
"['the', 'apple', 'applications', ' <LEFT PARENTHESIS> ', 'ex.iphoto', ' <RIGHT PARENTHESIS> ', 'are', 'fun', ' <COMMA> ', 'easy', ' <COMMA> ', 'and', 'really', 'cool', 'to', 'use', ' <LEFT PARENTHESIS> ', 'unlike', 'the', 'competition', ' <RIGHT PARENTHESIS> ', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 5, 5, 5, 5, 3, 5, 3, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5]"
"['yes', ' <COMMA> ', 'i', 'have', 'it', 'on', 'the', 'highest', 'available', 'setting', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5]"
"['not', 'to', 'mention', 'it', 'has', 'shit', 'gigs', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 1, 5]"
"['hieroglyphics', 'are', 'quite', 'common', ' <PERIOD> ']","[5, 5, 5, 5, 5]"
"['this', 'worked', 'just', 'fine', ' <PERIOD> ']","[5, 5, 5, 3, 5]"
"['i', 'paid', 'for', 'extra', 'memory', 'and', 'the', '17-inch', 'screen', ' <COMMA> ', 'as', 'well', 'as', 'the', 'top', 'of', 'the', 'line', 'dvd', 'and', 'cd', 'burners', ' <PERIOD> ']","[5, 5, 5, 5, 1, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['its', 'pretty', 'fast', 'and', 'does', 'not', 'have', 'hiccups', 'while', 'i', 'am', 'using', 'it', 'for', 'web', 'browsing', ' <COMMA> ', 'uploading', 'photos', ' <COMMA> ', 'watching', 'movies', ' <LEFT PARENTHESIS> ', '720p', ' <RIGHT PARENTHESIS> ', 'on', 'occasion', 'and', 'creating', 'presentations', ' <PERIOD> ']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 5, 1, 2, 5, 1, 2, 5, 5, 5, 5, 5, 5, 1, 2, 5]"
"['i', 'was', 'so', 'happy', 'with', 'my', 'new', 'mac', ' <PERIOD> ']","[5, 5, 5, 3, 5, 5, 5, 5, 5]"
"['quality', 'display', ' ', 'i', 'love', 'hp', ' <COMMA> ', ' <COMMA> ', 'it', ""'s"", 'the', 'only', 'computer', '/', 'printer', 'we', 'will', 'buy', ' <PERIOD> ']","[5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['despite', 'the', 'inconvenient', 'weight', ' <COMMA> ', 'i', 'opted', 'for', 'the', '12', 'cell', 'battery', ' <PERIOD> ']","[5, 5, 3, 1, 5, 5, 5, 5, 5, 1, 2, 2, 5]"
"['my', 'macbook', 'is', 'faster', 'than', 'any', 'comparable', 'pc', ' <PERIOD> ']","[5, 5, 5, 3, 5, 5, 5, 5, 5]"
"['the', 'case', 'is', 'carved', 'out', 'of', 'a', 'single', 'block', 'of', 'aluminum', ' <PERIOD> ']","[5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', ""'m"", 'very', 'happy', 'with', 'this', 'machine', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 3, 5, 5, 5, 5]"
"['i', 'do', 'not', 'recommend', 'this', 'company', 'or', 'their', 'products', ' <EXCLAMATION_MARK> ', ' <EXCLAMATION_MARK> ', ' <EXCLAMATION_MARK> ', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'like', 'this', 'machine', 'because', 'its', 'very', 'lightweight', '...']","[5, 3, 5, 5, 5, 5, 5, 5, 5]"
"['first', 'it', 'burned', 'or', 'fused', 'the', 'power', 'adapter', 'plug', ' <PERIOD> ']","[5, 5, 3, 5, 5, 5, 1, 2, 2, 5]"
"['the', 'features', 'are', 'great', ' <COMMA> ', 'the', 'only', 'thing', 'it', 'needs', 'is', 'better', 'speakers', ' <PERIOD> ']","[5, 1, 5, 3, 5, 5, 5, 5, 5, 5, 5, 3, 1, 5]"
"['it', 'was', 'still', 'working', ' <COMMA> ', 'but', 'there', 'was', 'nothing', 'on', 'the', 'screen', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 1, 5]"
"['i', 'bought', 'this', 'laptop', 'and', 'found', 'its', 'tab', 'is', 'not', 'functioning', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5]"
"['toshiba', 'is', 'aware', 'of', 'the', 'issue', 'but', 'unless', 'the', 'extended', 'warrenty', 'is', 'bought', 'toshiba', 'will', 'do', 'nothing', 'about', 'it', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['hp', 'said', 'i', 'had', 'done', 'the', 'damage', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5]"
"['-called', 'headquarters', 'again', ' <COMMA> ', 'they', 'report', 'that', 'tft', 'panel', 'is', 'broken', ' <COMMA> ', 'should', 'be', 'fixed', 'by', 'the', 'end', 'of', 'the', 'week', ' <LEFT PARENTHESIS> ', 'week', '3', ' <RIGHT PARENTHESIS> ', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['navigation', 'through', 'the', 'computer', 'is', 'far', 'superior', 'compared', 'to', 'windows', 'operating', 'systems', ' <COMMA> ', 'as', 'well', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'would', 'recommend', 'this', 'product', ' <PERIOD> ']","[5, 5, 3, 5, 5, 5]"
"['if', 'i', 'had', 'to', 'buy', 'another', 'computer', ' <COMMA> ', 'i', 'would', 'most', 'definetly', 'buy', 'an', 'acer', 'one', 'computer', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'screen', 'is', 'framed', 'by', 'half-', 'to', 'a', 'full', ' <HYPHEN> ', 'inch', 'margin', 'that', 'is', 'obviously', 'unnecessary', ' <COMMA> ', 'reduces', 'the', 'screen', 'size', 'and', 'increases', 'the', 'bulk', ' <PERIOD> ']","[5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 3, 5, 1, 2, 5, 3, 5, 1, 5]"
"['though', 'the', 'picture', ' <COMMA> ', 'video', ' <COMMA> ', 'and', 'music', 'software', 'is', 'nowhere', 'close', 'to', 'professional', 'grade', 'software', 'i', 'm', 'used', 'to', ' <LEFT PARENTHESIS> ', 'cs5', ' <RIGHT PARENTHESIS> ', 'but', 'does', 'the', 'job', 'for', 'beginner', 'and', 'even', 'intermediate', 'media', 'designers', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 3, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'previously', 'owned', 'an', 'hp', 'desktop', 'and', 'a', 'dell', 'laptop', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['everything', 'else', 'just', 'install', 'and', 'go', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5]"
"['  ', 'this', 'thing', 'is', 'a', 'lemon', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5]"
"['my', 'laptop', 'is', 'almost', '2yrs', 'old', 'and', 'i', 'have', 'never', 'had', 'any', 'problems', 'with', 'it', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['all', 'the', 'customers', 'that', 'come', 'in', 'hate', 'dell', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 3, 5, 5]"
"['we', 'now', 'own', 'two', 'of', 'these', ' <COMMA> ', 'identical', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', ""'ve"", 'already', 'recommended', 'this', 'laptop', 'to', 'a', 'friend', 'who', ""eye'd"", 'the', 'computer', 'when', 'i', 'took', 'it', 'out', 'of', 'my', 'bag', ' <PERIOD> ']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'enjoy', 'very', 'much', 'my', 'new', 'toshiba', ' <COMMA> ', 'purchased', 'specifially', 'for', 'attending', 'online', 'schooling', ' <PERIOD> ']","[5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['once', 'you', 'go', 'mac', ' <COMMA> ', 'you', 'ca', ""n't"", 'go', 'back', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'brought', 'this', 'laptop', 'last', 'friday', ' <COMMA> ', 'and', 'originally', 'it', 'worked', 'fantastic', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5]"
"['the', 'much', 'lauded', 'combined', 'touch', 'pad', 'and', 'clicker', 'is', 'a', 'nightmare', ' <PERIOD> ']","[5, 5, 5, 1, 2, 2, 2, 2, 5, 5, 3, 5]"
"['the', 'unibody', 'construction', 'is', 'solid', ' <COMMA> ', 'sleek', 'and', 'beautiful', ' <PERIOD> ']","[5, 5, 5, 5, 3, 5, 3, 5, 3, 5]"
"['they', ""'re"", 'easy', ' <COMMA> ', 'fun', ' <COMMA> ', 'powerful', 'and', 'will', 'last', 'a', 'long', 'time', ' <PERIOD> ']","[5, 5, 3, 5, 5, 5, 3, 5, 5, 5, 5, 3, 5, 5]"
"['i', 'want', 'my', 'l505-s5988', 'back', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 5, 5, 5]"
"['i', 'let', 'my', 'friend', 'borrow', 'it', ' <COMMA> ', 'and', 'she', 'knows', 'nothing', 'about', 'computers', ' <COMMA> ', 'and', 'she', 'used', 'it', 'with', 'ease', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5]"
"['this', 'macbook', 'is', 'an', 'outstanding', 'product', 'with', 'great', 'value', ' <PERIOD> ']","[5, 5, 5, 5, 3, 5, 5, 3, 1, 5]"
"['if', 'that', 'is', 'the', 'case', 'for', 'you', ' <COMMA> ', 'i', 'would', 'suggest', 'a', 'pull', ' <HYPHEN> ', 'behind', 'solution', 'when', 'looking', 'at', 'cases', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'had', 'to', 're', ' <HYPHEN> ', 'install', 'windows', 'within', 'two', 'weeks', 'of', 'the', 'purchase', 'and', 'soon', 'discovered', 'cracks', 'in', 'the', 'screen', 'hinges', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5]"
"['a', 'second', 'problem', 'involves', 'the', 'battery', 'which', 'is', 'advertised', 'as', 'having', 'a', 'storage', 'life', 'of', '11', 'hours', 'but', 'when', 'fully', 'charged', 'shows', 'only', '7', 'hours', 'of', 'service', ' <PERIOD> ']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['and', 'plenty', 'of', 'storage', 'with', '250', 'gb(though', 'i', 'will', 'upgrade', 'this', 'and', 'the', 'ram', '..', ' <RIGHT PARENTHESIS> ']","[5, 3, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5]"
"['i', 'had', 'to', 'call', 'apple', '19', 'times', ' <LEFT PARENTHESIS> ', 'each', 'time', '40', 'to', '75', 'minutes', 'on', 'the', 'phone', ' <RIGHT PARENTHESIS> ', ' <COMMA> ', 'and', 'take', 'it', 'to', 'their', 'store', 'for', 'evaluations', ' <COMMA> ', 'and', 'diagnostics', ' <COMMA> ', '5', 'times', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['no', 'temporary', 'replacement', ' <COMMA> ', 'they', 'are', 'out', 'of', 'replacements', 'because', ' <QUOTATION_MARK> ', 'many', 'computers', 'had', 'problems', 'with', 'the', 'nvidia', 'chipset', '""-', 'inquired', 'status', 'of', 'repair', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'took', 'it', 'to', 'friend', 'who', 'temporarily', 'fixed', 'it', 'and', 'i', 'finally', 'paid', 'about', '1500', 'for', 'the', 'extended', 'warranty', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 5]"
"['i', 'respond', 'that', 'i', 'do', 'not', 'have', 'the', 'old', 'computer', '...']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'homeschool', 'my', 'kids', 'and', 'with', 'this', 'netbook', 'next', 'to', 'my', 'desk', 'we', 'get', 'to', 'teaching', 'and', 'illustrating', 'without', 'skipping', 'a', 'beat', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['programs', 'would', 'crash', 'all', 'the', 'time', ' <COMMA> ', 'and', 'it', 'turned', 'out', 'to', 'be', 'a', 'very', 'unstable', ' <COMMA> ', 'unreliable', 'laptop', 'for', 'me', ' <PERIOD> ']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 3, 5, 5, 5, 5]"
"['i', 'bought', 'this', 'lap', 'top', 'and', 'the', 'charge', 'time', ""dosen't"", 'last', 'as', 'long', 'as', 'they', 'say', 'it', 'will', 'more', 'like', '2', 'hours']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['also', ' <COMMA> ', 'because', 'of', 'the', 'size', 'and', 'consistancy', 'of', 'the', 'laptop', 'computer', ' <COMMA> ', 'some', 'websites', 'would', ""n't"", 'even', 'attempt', 'to', 'work', 'on', 'the', 'computer', 'because', 'of', 'browser', 'problems', ' <PERIOD> ']","[5, 5, 5, 5, 5, 1, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5]"
"['i', 'work', 'with', 'kids', 'and', 'they', 'love', 'making', 'short', 'videos', 'on', 'there', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5]"
"['it', 'is', 'very', 'durable', ' <COMMA> ', 'i', 'am', 'pretty', 'rough', 'when', 'it', 'comes', 'to', 'electronics', 'and', 'it', 'has', 'taken', 'it', 'all', 'with', 'no', 'reprecutions', 'yet', ' <PERIOD> ']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'key', 'bindings', 'take', 'a', 'little', 'getting', 'used', 'to', ' <COMMA> ', 'but', 'have', 'loved', 'the', 'macbook', 'pro', ' <PERIOD> ']","[5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5]"
"['keyboard', 'is', 'reasonable', 'size', ' <PERIOD> ']","[5, 5, 3, 5, 5]"
"['instead', 'it', 'is', 'sitting', 'in', 'west', 'verginia', 'waiting', 'for', 'ups', 'to', 'take', 'two', 'days', 'to', 'send', 'me', 'a', 'box', 'and', 'two', 'days', 'for', 'them', 'to', 'ship', 'the', 'computer', 'some', '691', 'miles', 'by', 'air', ' <QUESTION_MARK> ', 'to', 'louisville', 'ky', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', ""'m"", 'now', 'trying', 'to', 'decide', 'on', 'another', 'dell', 'model', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'find', 'myself', 'using', 'the', '10-key', 'more', 'than', 'i', 'thought', 'i', 'would', ' <PERIOD> ']","[5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'macbook', 'is', 'a', 'fantastic', 'laptop', ' <PERIOD> ']","[5, 5, 5, 5, 3, 5, 5]"
"['fan', 'noise', ' <COLON> ', 'the', 'fan', 'made', 'a', 'constant', 'hissing', 'noise', 'in', 'the', 'background', ' <PERIOD> ']","[5, 3, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5]"
"['i', 'believe', 'this', 'is', 'because', 'i', 'was', 'more', 'active', 'than', 'the', 'average', 'user', ' <COMMA> ', 'meaning', 'i', 'average', 'about', 'three', ' <QUOTATION_MARK> ', 'tabs', ' <QUOTATION_MARK> ', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['best', 'buy', 'rocks', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 5]"
"['a', 'couple', 'things', 'you', 'should', 'know', ' <COLON> ']","[5, 5, 5, 5, 5, 5, 5]"
"['bought', 'the', 'first', 'asus', 'laptop', 'in', 'san', 'francisco', ' <COMMA> ', 'returned', 'it', 'in', 'santa', 'maria', ' <COMMA> ', 'thinking', 'it', 'was', 'just', 'a', 'problem', 'with', 'that', 'computer', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'screen', 'is', 'bright', 'and', 'clear', ' <COMMA> ', 'the', 'operating', 'system', 'is', 'solid', 'and', 'friendly', 'to', 'a', 'novice', ' <PERIOD> ']","[5, 1, 5, 3, 5, 3, 5, 5, 1, 2, 5, 3, 5, 3, 5, 5, 5, 5]"
"['it', 'has', 'a', '.1', 'ghz', 'faster', 'processor', 'and', 'a', 'stock', '500', 'gb', 'hard', 'drive', ' <PERIOD> ']","[5, 5, 5, 5, 5, 3, 1, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'feature', 'are', 'good', 'enough', 'for', 'what', 'i', 'need', ' <PERIOD> ']","[5, 1, 5, 3, 5, 5, 5, 5, 5, 5]"
"['all', 'the', 'yada', ' <HYPHEN> ', 'yada', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5]"
"['finally', ' <COMMA> ', 'the', 'biggest', 'problem', 'has', 'been', 'tech', 'support', ' <PERIOD> ']","[5, 5, 5, 5, 3, 5, 5, 1, 2, 5]"
"['this', 'laptop', 'is', 'great', 'for', 'work', 'and', 'doing', 'my', 'pictures', ' <PERIOD> ']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'had', 'the', 'computer', 'for', 'a', 'full', 'year', 'and', 'it', 'was', 'a', 'new', 'computer', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[' <QUOTATION_MARK> ', 'this', 'is', ""n't"", 'a', 'big', 'deal', ' <COMMA> ', 'i', 'have', ""n't"", 'noticed', 'the', 'issue', 'with', 'dvds', 'or', 'other', 'media', ' <COMMA> ', 'only', 'through', 'usb', 'output', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'love', 'it', ' <EXCLAMATION_MARK> ']","[5, 3, 5, 5]"
"['with', 'windows', 'laptops', 'a', 'wireless', 'mouse', 'is', 'an', 'absolute', 'must', ' <PERIOD> ']","[5, 5, 5, 5, 1, 2, 5, 5, 3, 4, 5]"
"[' <LEFT PARENTHESIS> ', 'i', 'had', 'been', 'a', 'windows', '/', 'linux', 'user', 'before', 'this', ' <RIGHT PARENTHESIS> ', 'i', 'love', 'the', 'size', 'because', 'the', 'screen', 'is', 'big', 'enough', 'for', 'what', 'i', 'use', 'it', 'for', ' <LEFT PARENTHESIS> ', 'internet', ' <COMMA> ', 'artwork', ' <RIGHT PARENTHESIS> ', ' <COMMA> ', 'and', 'yet', 'it', 'is', 'small', 'enough', 'to', 'be', 'reasonably', 'portable', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 1, 5, 5, 1, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 3, 5]"
"['but', 'if', 'you', ""'re"", 'willing', 'to', 'pay', 'another', '200', 'dollar', 'for', 'a', 'windows', 'disc', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 5]"
"['very', 'good', 'quality', 'and', 'well', 'made', ' <PERIOD> ']","[5, 3, 1, 5, 3, 5, 5]"
