Sentence,Sequence
"['Service', 'was', 'quick']","[1, 5, 3]"
"['Tends', 'to', 'turn', 'people', 'away']","[5, 5, 5, 5, 5]"
"['We', 'thought', 'this', 'a', 'prelude', 'to', 'what', 'the', 'evening', 'will', 'be', 'like']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['I', 'was', 'turned', 'on', 'to', 'this', 'restaurant', 'by', 'a', 'fellow', 'foodie', 'friend', 'of', 'mine', 'and', 'have', 'been', 'going', 'back', 'regularly', 'ever', 'since']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Drawbacks', 'service', 'is', 'slow', 'and', 'they', 'dont', 'toast']","[5, 1, 5, 3, 5, 5, 5, 5]"
"['Went', 'there', 'for', 'an', 'office', 'lunch']","[5, 5, 5, 5, 1, 2]"
"['I', 'have', 'been', 'doing', 'all', 'of', 'the', 'above', 'at', 'the', 'Heartland', 'Brewery', 'for', 'over', '5', 'years', 'now', 'and', 'I', 'HAVE', 'NEVER', 'BEEN', 'DISAPPOINTED']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Everytime', 'I', 'decide', 'to', 'try', 'another', 'place', 'on', 'the', 'UES', 'I', 'get', 'angry', 'that', 'I', 'didnt', 'just', 'go', 'to', 'Zucchero', 'Pomodori']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['The', 'sweet', 'lassi', 'was', 'excellent', 'as', 'was', 'the', 'lamb', 'chettinad', 'and', 'the', 'garlic', 'naan', 'but', 'the', 'rasamalai', 'was', 'forgettable']","[5, 1, 2, 5, 3, 5, 5, 5, 1, 2, 5, 5, 1, 2, 5, 5, 1, 5, 3]"
"['Weve', 'been', 'following', 'chef', 'Lyles', 'food', 'around', 'New', 'York', 'for', '15', 'years', 'and', 'while', 'remaining', 'classic', 'his', 'innovations', 'with', 'bistro', 'fare', 'have', 'made', 'us', 'return', 'and', 'return']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5]"
"['The', 'best', 'thing', 'I', 'tasted', 'were', 'the', 'lambchops']","[5, 3, 5, 5, 5, 5, 5, 1]"
"['its', 'delicious']","[5, 3]"
"['The', 'spicy', 'tuna', 'and', 'salmon', 'are', 'the', 'best', 'weve', 'ever', 'had']","[5, 1, 2, 5, 1, 5, 5, 3, 5, 5, 5]"
"['Even', 'though', 'its', 'good', 'seafood', 'the', 'prices', 'are', 'too', 'high']","[5, 5, 5, 3, 1, 5, 1, 5, 5, 3]"
"['In', 'addition', 'the', 'food', 'is', 'very', 'good', 'and', 'the', 'prices', 'are', 'reasonable']","[5, 5, 5, 1, 5, 5, 3, 5, 5, 1, 5, 3]"
"['Upon', 'entering', 'we', 'were', 'greeted', 'by', 'the', 'owners', 'Steven', 'and', 'Frederick', 'who', 'went', 'out', 'of', 'their', 'way', 'to', 'be', 'more', 'than', 'gracious', 'hosts']","[5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1]"
"['If', 'you', 'live', 'outside', 'the', 'neighborhood', 'dont', 'bother']","[5, 5, 5, 5, 5, 5, 5, 5]"
"['Been', 'going', 'here', 'since', 'it', 'opened', 'have', 'seen', 'the', 'quality', 'value', 'decrease', 'considerably']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 3, 5]"
"['Meat', 'dishes', 'now', 'adorn', 'the', 'selections', 'although', 'theres', 'still', 'a', 'large', 'number', 'of', 'vegetarianfriendly', 'choices']","[1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5]"
"['I', 'never', 'had', 'anything', 'I', 'didnt', 'like', 'here']","[5, 5, 5, 5, 5, 5, 3, 5]"
"['Reasonable', 'prices']","[5, 1]"
"['they', 'bring', 'service', 'up', 'a', 'notch', 'by', 'offerng', 'complementary', 'amuse', 'bouche', 'to', 'all', 'tables', 'and', 'gave', 'us', 'a', 'small', 'dessert', 'for', 'our', 'celebration']","[5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5]"
"['Try', 'the', 'crunchy', 'tuna', 'it', 'is', 'to', 'die', 'for']","[5, 5, 1, 2, 5, 5, 5, 3, 4]"
"['It', 'wont', 'break', 'the', 'bank', 'but', 'I', 'also', 'wouldnt', 'come', 'back', 'for', 'the', 'food']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1]"
"['All', 'in', 'all', 'this', 'midtown', 'gem', 'instantly', 'became', 'one', 'of', 'my', 'favorite', 'sushi', 'restaurants', 'in', 'the', 'city']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 5, 5, 5, 5]"
"['Ive', 'been', 'to', 'Joya', 'twice', 'and', 'I', 'will', 'never', 'go', 'again']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['So', 'rushing', 'us', 'out', 'was', 'absolutely', 'unnecessary']","[5, 5, 5, 5, 5, 5, 5]"
"['However', 'it', 'is', 'the', 'ONLY', 'Taiwanese', 'restaurant', 'in', 'town']","[5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['It', 'is', 'a', 'lot', 'of', 'fun', 'with', 'live', 'entertainment', 'and', 'all', 'kinds', 'of', 'Disney', 'type', 'special', 'effects']","[5, 5, 5, 5, 5, 3, 5, 1, 2, 5, 5, 5, 5, 5, 5, 1, 2]"
"['if', 'youre', 'looking', 'for', 'perfect', 'traditional', 'sushi', 'go', 'here', 'if', 'youre', 'looking', 'for', 'interesting', 'combinations', 'try', 'sushi', 'of', 'garis', 'east', 'side']","[5, 5, 5, 5, 3, 5, 1, 5, 5, 5, 5, 5, 5, 3, 5, 5, 1, 5, 5, 5, 5]"
"['No', 'refills', 'on', 'fountain', 'drinks', 'though']","[5, 5, 5, 1, 2, 5]"
"['Wow', 'over', '100', 'beers', 'to', 'choose', 'from']","[5, 5, 5, 1, 5, 5, 5]"
"['Be', 'careful', 'of', 'portions', 'theyre', 'HUGE']","[5, 5, 5, 1, 5, 5]"
"['The', 'Steak', 'Tartare', 'is', 'a', 'great', 'bet', 'they', 'fix', 'it', 'for', 'you', 'at', 'the', 'table']","[5, 1, 2, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['My', 'first', 'time', 'there', 'I', 'happened', 'not', 'to', 'like', 'the', 'Crab', 'Croquette', 'apt', 'that', 'i', 'ordered', 'and', 'they', 'were', 'happy', 'to', 'change', 'it', 'for', 'me', 'without', 'making', 'no', 'big', 'deal']","[5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 1, 2, 2, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Great', 'for', 'large', 'groups', 'and', 'celebrations', 'our', 'SUPER', 'HAPPY', 'waiter', 'was', 'the', 'entertainment', 'of', 'the', 'evening']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5]"
"['Did', 'I', 'mention', 'the', 'wine']","[5, 5, 5, 5, 1]"
"['Plus', 'on', 'Wednesday', 'nights', 'the', 'house', 'wine', 'is', 'unlimited']","[5, 5, 5, 5, 5, 1, 2, 5, 3]"
"['It', 'is', 'by', 'far', 'my', 'favorite', 'restaurant', 'in', 'Brooklyn']","[5, 5, 5, 5, 5, 3, 5, 5, 5]"
"['Now', 'its', 'so', 'crowded', 'and', 'loud', 'you', 'cant', 'even', 'talk', 'to', 'the', 'person', 'next', 'to', 'you']","[5, 5, 5, 3, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Love', 'Pizza', '33']","[5, 5, 5]"
"['Even', 'my', 'Indian', 'friend', 'couldnt', 'believe', 'how', 'good', 'and', 'tasty', 'everything', 'was']","[5, 5, 5, 5, 5, 5, 5, 3, 5, 3, 5, 5]"
"['Im', 'from', 'England', 'and', 'Harus', 'was', 'the', 'best', 'I', 'had', 'in', 'NYC']","[5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5]"
"['Less', 'More', 'in', 'their', 'case']","[5, 5, 5, 5, 5]"
"['Ruby', 'Foos', 'is', 'a', 'tourist', 'trap']","[5, 5, 5, 5, 5, 5]"
"['Ive', 'been', 'here', 'a', 'couple', 'of', 'times', 'and', 'have', 'not', 'been', 'impressed']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3]"
"['Ive', 'been', 'many', 'time', 'and', 'have', 'never', 'been', 'disappointed']","[5, 5, 5, 5, 5, 5, 5, 5, 3]"
"['Ciao', 'Bella']","[5, 5]"
"['like', 'saying', 'her', 'bread', 'comes', 'from', 'a', 'special', 'bakery', 'when', 'we', 'have', 'seen', 'her', 'buying', 'it', 'dowtown', 'manhathan']","[5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['The', 'dim', 'sum', 'servings', 'here', 'are', 'a', 'bit', 'larger', 'than', 'Im', 'used', 'to']","[5, 1, 2, 2, 5, 5, 5, 5, 3, 5, 5, 5, 5]"
"['However', 'in', 'the', 'summer', 'of', '2003', 'it', 'seems', 'the', 'management', 'has', 'changed', 'and', 'the', 'great', 'big', 'door', 'has', 'been', 'replaced', 'for', 'a', 'glass', 'front', 'ridding', 'itself', 'of', 'the', 'dark', 'romantic', 'getup']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 3, 4, 1, 5, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5]"
"['We', 'wont', 'go', 'to', 'this', 'place', 'again', 'for', 'a', 'good', 'meal']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1]"
"['Its', 'a', 'much', 'more', 'grown', 'up', 'restaurant', 'compared', 'to', 'the', 'rest', 'of', 'the', 'street']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Barbecued', 'codfish', 'was', 'gorgeously', 'moist', 'as', 'if', 'poached', 'yet', 'the', 'fabulous', 'texture', 'was', 'let', 'down', 'by', 'curiously', 'bland', 'seasoning', 'a', 'spice', 'rub', 'might', 'have', 'overwhelmed', 'however', 'herb', 'mix', 'or', 'other', 'sauce', 'would', 'have', 'done', 'much', 'to', 'enhance']","[1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['We', 'were', 'treated', 'with', 'attitude', 'ever', 'since', 'the', 'moment', 'we', 'stepped', 'into', 'the', 'restaurant']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['After', 'dinner', 'take', 'your', 'date', 'to', 'the', 'HUGE', 'dance', 'floor', 'probably', 'one', 'of', 'the', 'biggest', 'youll', 'see', 'in', 'NY']","[5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Taj', 'Mahal', 'offeres', 'gret', 'value', 'and', 'great', 'food']","[5, 5, 5, 5, 1, 5, 3, 1]"
"['Has', 'the', 'chef', 'and', 'owner', 'changed']","[5, 5, 1, 5, 1, 5]"
"['My', 'boyfriend', 'and', 'I', 'recently', 'had', 'an', 'early', 'dinner', 'at', 'Artisanal', 'and', 'was', 'satisfied', 'with', 'our', 'experience']","[5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 3, 5, 5, 5]"
"['I', 'absolutely', 'Loved', 'this', 'place']","[5, 5, 5, 5, 5]"
"['I', 'wish', 'I', 'lived', 'there', 'as', 'I', 'would', 'eat', 'at', 'this', 'place', 'as', 'often', 'as', 'possible']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['But', 'dont', 'ever', 'order', 'bacon', 'late', 'at', 'nite', 'either', 'platter', 'or', 'in', 'sandwiches', 'for', 'that', 'matter', 'dont', 'from', 'any', 'take', 'out', 'place', 'as', 'it', 'is', 'from', 'the', 'morning', 'frying', 'turns', 'out', 'hard', 'almost', 'like', 'bacos', 'hurt', 'my', 'molars']","[5, 5, 5, 5, 1, 5, 5, 5, 5, 1, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 1, 3, 5, 5]"
"['Outstanding', 'Bagels', 'but', 'you', 'get', 'what', 'you', 'pay', 'for']","[5, 1, 5, 5, 5, 5, 5, 5, 5]"
"['Pizza', 'the', 'only', 'pizza', 'in', 'NYC', 'that', 'should', 'not', 'have', 'additional', 'toppings', 'the', 'crust', 'tastes', 'like', 'the', 'best', 'freshly', 'baked', 'bread']","[1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 3, 3, 5, 5]"
"['If', 'youre', 'in', 'town', 'its', 'worth', 'searching', 'for', 'another', 'place']","[5, 5, 5, 5, 5, 3, 5, 5, 5, 5]"
"['I', 'have', 'tried', 'the', 'various', 'slice', 'joints', 'around', 'the', 'village', 'but', 'this', 'is', 'by', 'far', 'the', 'best', 'one']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5]"
"['I', 'found', 'it', 'on', 'a', 'cold', 'night', 'the', 'perfect', 'spot', 'to', 'warm', 'up']","[5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 5, 5, 5]"
"['They', 'even', 'have', 'a', 'section', 'in', 'the', 'menu', 'called', 'American', 'Chinese', 'food']","[5, 5, 5, 5, 5, 5, 5, 1, 5, 1, 2, 2]"
"['Service', 'was', 'warm', 'and', 'attentive', 'beef', 'carpaachio', 'was', 'exellent', 'huge', 'portion', 'and', 'pasta', 'was', 'fresh', 'and', 'wellprepared']","[1, 5, 3, 5, 3, 1, 2, 5, 3, 3, 5, 5, 1, 5, 3, 5, 5]"
"['kalbi', 'and', 'nebbiolo', 'do', 'work', 'together']","[1, 5, 1, 5, 5, 5]"
"['Best', 'Italian', 'food', 'I', 'ever', 'had', 'and', 'being', 'Italian', 'that', 'means', 'alot']","[5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['I', 'will', 'recommend', 'Scopa', 'to', 'all', 'of', 'my', 'friends', 'for', 'a', 'place', 'to', 'go', 'for', 'wonderful', 'Italian', 'food']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 2]"
"['Located', 'at', 'the', 'end', 'of', 'a', 'magnificent', 'block']","[1, 5, 5, 5, 5, 5, 5, 5]"
"['This', 'restaurant', 'is', 'not', 'worth', 'the', 'time', 'effort', 'or', 'money', 'to', 'say', 'the', 'least']","[5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Looking', 'around', 'I', 'saw', 'a', 'room', 'full', 'of', 'New', 'Yorkers', 'enjoying', 'a', 'real', 'meal', 'in', 'a', 'real', 'restaurant', 'not', 'a', 'clubhouse', 'of', 'the', 'fabulous', 'trying', 'to', 'be', 'seen']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 3, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5]"
"['Keep', 'up', 'the', 'good', 'work', 'guys']","[5, 5, 5, 3, 5, 5]"
"['Hurleys', 'is', 'terrific']","[5, 5, 3]"
"['They', 'dont', 'walk', 'around', 'with', 'the', 'trays', 'of', 'Dim', 'Sum']","[5, 5, 5, 5, 5, 5, 1, 2, 2, 2]"
"['Took', 'my', 'sister', 'here', 'before', 'attending', 'a', 'show', 'one', 'evening']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Great', 'bar', 'most', 'gorgeous', 'bartenders', 'youve', 'ever', 'seen', 'specifically', 'the', 'blond', 'lady']","[5, 1, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5]"
"['We', 'were', 'planning', 'to', 'get', 'dessert', 'but', 'the', 'waitress', 'basically', 'through', 'the', 'bill', 'at', 'us', 'before', 'we', 'had', 'a', 'chance', 'to', 'order']","[5, 5, 5, 5, 5, 1, 5, 5, 1, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
['Really'],[5]
"['I', 'really', 'loved', 'the', 'different', 'and', 'inovated', 'touch', 'thats', 'the', 'cheff', 'gives', 'to', 'the', 'food']","[5, 5, 3, 5, 3, 5, 3, 5, 5, 5, 1, 5, 5, 5, 1]"
"['Our', 'friends', 'have', 'not', 'arrived', 'yet']","[5, 5, 5, 5, 5, 5]"
"['They', 'came', 'out', 'over', 'cooked', 'and', 'the', 'cheese', 'was', 'almost', 'non', 'existant']","[5, 5, 5, 3, 4, 5, 5, 1, 5, 5, 3, 4]"
"['I', 'had', 'a', 'terrific', 'meal', 'and', 'our', 'server', 'guided', 'us', 'toward', 'a', 'very', 'nice', 'wine', 'in', 'our', 'price', 'range', 'instead', 'of', 'allowing', 'us', 'to', 'purchase', 'a', 'similarly', 'priced', 'wine', 'that', 'wasnt', 'as', 'good']","[5, 5, 5, 3, 1, 5, 5, 1, 5, 5, 5, 5, 5, 3, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 3]"
"['The', 'svc', 'can', 'be', 'a', 'bit', 'rude', 'at', 'times', 'esp', 'if', 'you', 'have', 'big', 'group', 'but', 'overall', 'the', 'restaurant', 'is', 'a', 'must']","[5, 1, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['My', 'husband', 'and', 'I', 'thougt', 'it', 'would', 'be', 'great', 'to', 'go', 'to', 'the', 'Jekyll', 'and', 'Hyde', 'Pub', 'for', 'our', 'anniversary', 'and', 'to', 'our', 'surprise', 'it', 'was', 'fantastic']","[5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3]"
"['Never', 'once', 'did', 'I', 'leave', 'feeling', 'unwelcome', 'or', 'impressed']","[5, 5, 5, 5, 5, 5, 3, 5, 3]"
"['The', 'food', 'is', 'good', 'especially', 'their', 'more', 'basic', 'dishes', 'and', 'the', 'drinks', 'are', 'delicious']","[5, 1, 5, 3, 5, 5, 5, 5, 1, 5, 5, 1, 5, 3]"
"['But', 'the', 'main', 'hit', 'was', 'the', 'whole', 'grilled', 'fish']","[5, 5, 5, 3, 5, 5, 1, 2, 2]"
"['I', 'had', 'the', 'tuna', 'tartare', 'with', 'sake', 'mushroom', 'ravioli', 'with', 'pinot', 'noir', 'and', 'the', 'chocolate', 'sampler', 'with', 'a', 'dessert', 'wine', 'for', '49']","[5, 5, 5, 1, 2, 5, 1, 1, 2, 5, 1, 2, 5, 5, 1, 2, 5, 5, 1, 2, 5, 5]"
"['On', 'a', 'hot', 'day', 'it', 'was', 'fabulous', 'to', 'stop', 'in', 'and', 'enjoy', 'lunch']","[5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 3, 1]"
"['The', 'food', 'is', 'delicious', 'and', 'beautifully', 'prepared', 'along', 'with', 'the', 'friendly', 'and', 'personable', 'service']","[5, 1, 5, 3, 5, 3, 5, 5, 5, 5, 3, 5, 3, 1]"
"['I', 'usually', 'go', 'there', 'later', 'at', 'night', 'when', 'I', 'get', 'off', 'work', 'so', 'I', 'dont', 'have', 'to', 'deal', 'with', 'crowds', 'or', 'lines']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1]"
"['Pizza', 'here', 'is', 'consistently', 'good']","[1, 5, 5, 5, 3]"
"['We', 'had', 'a', 'great', 'tiem', 'watching', 'the', 'shows', 'and', 'characters', 'and', 'ar', 'food', 'was', 'just', 'what', 'we', 'were', 'looking', 'for']","[5, 5, 5, 3, 5, 5, 5, 1, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5]"
"['After', '2', 'tries', 'by', 'the', 'waiter', 'to', 'take', 'it', 'away', 'we', 'hadnt', 'even', 'looked', 'at', 'it', 'yet', 'we', 'had', 'full', 'beers', 'yet', 'to', 'drink', 'the', 'manager', 'approached', 'and', 'told', 'us', 'they', 'needed', 'the', 'table', 'for', 'people', 'with', 'reservations']","[5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1]"
"['Wouldnt', 'recomend', 'it', 'for', 'dinner']","[5, 3, 5, 5, 1]"
"['Sauce', 'was', 'watery', 'and', 'the', 'food', 'didnt', 'have', 'much', 'flavor']","[1, 5, 3, 5, 5, 1, 5, 5, 5, 1]"
"['My', 'husband', 'and', 'I', 'enjoy', 'Sangria']","[5, 5, 5, 5, 3, 1]"
"['But', 'after', 'last', 'night', 'Spice', 'Grill', 'is', 'the', 'only', 'place', 'Im', 'eating', 'indian', 'cuisine']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2]"
"['We', 'both', 'opted', 'for', 'a', 'pasta', 'dish', 'and', 'they', 'were', 'served', 'timely', 'and', 'fresh']","[5, 5, 5, 5, 5, 1, 2, 5, 5, 5, 1, 3, 5, 3]"
"['First', 'the', 'wrong', 'bread', 'came', 'out', 'with', 'the', 'appetizer', 'then', 'when', 'i', 'tried', 'to', 'order', 'a', 'second', 'glass', 'of', 'wine', 'for', 'my', 'main', 'course']","[5, 5, 3, 1, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 2, 5, 5, 1, 2]"
"['Not', 'sure', 'where', 'the', 'previous', 'reviewer', 'lonk', 'dined', 'but', 'Saul', 'is', 'in', 'a', 'great', 'neighborhood', 'and', 'has', 'great', 'food']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 5, 5, 3, 1]"
"['In', 'an', 'area', 'sadly', 'lacking', 'in', 'decent', 'Thai', 'food', 'this', 'is', 'one', 'of', 'the', 'best', 'spots']","[5, 5, 5, 5, 5, 5, 3, 1, 2, 5, 5, 5, 5, 5, 3, 5]"
"['Tell', 'them', 'Herky', 'sent', 'you', 'and', 'get', 'a', 'free', 'confused', 'look', 'from', 'the', 'waiter']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1]"
"['Make', 'reservations', 'but', 'expect', 'to', 'be', 'delayed', '1520', 'minutes', 'as', 'the', 'hosting', 'staff', 'was', 'having', 'difficulty', 'seating', 'guests', 'who', 'arrived', 'with', 'a', 'reservation', 'because', 'they', 'probably', 'had', 'a', 'lot', 'of', 'walk', 'ins', 'being', 'so', 'close', 'to', 'Time', 'Square']","[5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['The', 'food', 'was', 'average', 'or', 'above', 'including', 'some', 'surprising', 'tasty', 'dishes']","[5, 1, 5, 3, 5, 5, 5, 5, 3, 4, 1]"
"['They', 'dont', 'seem', 'to', 'place', 'an', 'emphasis', 'on', 'specials', 'or', 'fresh', 'ingredients', 'which', 'to', 'me', 'is', 'necessary', 'for', 'good', 'thai']","[5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 1, 5, 5, 5, 5, 5, 5, 3, 1]"
"['Other', 'apetizers', 'and', 'food']","[5, 1, 5, 1]"
"['The', 'noodle', 'and', 'rices', 'dishes', 'taste', 'great']","[5, 1, 2, 2, 2, 5, 3]"
"['The', 'foods', 'as', 'good', 'as', 'ever']","[5, 5, 5, 3, 5, 5]"
"['The', 'crust', 'is', 'thin', 'the', 'ingredients', 'are', 'fresh', 'and', 'the', 'staff', 'is', 'friendly']","[5, 1, 5, 3, 5, 5, 5, 3, 5, 5, 1, 5, 3]"
"['Your', 'friends', 'will', 'thank', 'you', 'for', 'introducing', 'them', 'to', 'this', 'gem']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Also', 'a', 'little', 'more', 'expensive', 'than', 'your', 'average', 'bagel', 'place']","[5, 5, 5, 5, 3, 5, 5, 5, 1, 5]"
"['the', 'food', 'was', 'undercookedthe', 'sauce', 'watery', 'and', 'the', 'vegetables', 'raw']","[5, 1, 5, 5, 5, 5, 5, 5, 1, 5]"
"['And', 'the', 'fried', 'clams', 'had', 'just', 'enough', 'kick', 'to', 'them', 'to', 'make', 'em', 'worth', 'eating']","[5, 5, 1, 2, 5, 5, 3, 5, 5, 5, 5, 5, 5, 3, 5]"
"['The', 'sauces', 'used', 'are', 'also', 'not', 'that', 'exciting']","[5, 1, 5, 5, 5, 5, 5, 3]"
"['The', 'secret', 'is', 'the', 'lunch', 'menu', 'which', 'offers', 'a', 'complimentary', 'appetizer', 'with', 'every', 'entree', 'ordered']","[5, 3, 5, 5, 1, 2, 5, 5, 5, 3, 1, 5, 5, 1, 5]"
"['I', 'absolutely', 'love', 'this', 'place']","[5, 5, 3, 5, 5]"
"['The', 'rice', 'was', 'poor', 'quality', 'and', 'was', 'cooked', 'so', 'badly', 'it', 'was', 'hard']","[5, 1, 5, 3, 1, 5, 5, 1, 5, 3, 5, 5, 3]"
"['We', 'had', 'champagne', 'and', 'caviar', 'and', 'felt', 'like', 'princesses']","[5, 5, 1, 5, 1, 5, 5, 5, 5]"
"['The', 'shrimp', 'scampi', 'was', 'excellent', 'and', 'the', 'antipasti', 'were', 'plentiful']","[5, 1, 2, 5, 3, 5, 5, 1, 5, 3]"
"['I', 'am', 'surprised', 'to', 'say', 'the', 'least', 'and', 'find', 'such', 'practice', 'not', 'worth', 'the', 'effort']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5]"
"['When', 'my', 'dessert', 'came', 'there', 'was', 'a', 'candle', 'in', 'it', 'not', 'because', 'anyone', 'asked', 'for', 'one', 'but', 'because', 'the', 'waiter', 'must', 'have', 'seen', 'me', 'opening', 'my', 'birthday', 'card', 'and', 'gift', 'and', 'said', 'he', 'knew', 'it', 'was', 'a', 'special', 'occassion', 'of', 'some', 'sort']","[5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['I', 'got', 'the', '10', '10piece', 'dim', 'sum', 'combo', 'every', 'bite', 'of', 'which', 'was', 'great']","[5, 5, 5, 5, 5, 1, 2, 2, 5, 5, 5, 5, 5, 3]"
"['There', 'are', 'other', 'Vietnamese', 'restaurants', 'in', 'the', 'chinatown', 'area', 'and', 'you', 'can', 'forget', 'about', 'those']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['There', 'is', 'also', 'very', 'limited', 'seating', 'and', 'there', 'can', 'be', 'a', 'substantial', 'wait', 'in', 'getting', 'food', 'at', 'peak', 'times']","[5, 5, 5, 5, 3, 1, 5, 5, 5, 5, 5, 3, 5, 5, 5, 1, 5, 5, 5]"
