Sentence,Sequence,Tags
"['What', 'a', 'great', 'little', 'laptop']","[5, 5, 3, 5, 5]","[('What', 'ADJ', 'WDT', 'det'), ('a', 'DET', 'DT', 'det'), ('great', 'ADJ', 'JJ', 'amod'), ('little', 'ADJ', 'JJ', 'amod'), ('laptop', 'NOUN', 'NN', 'ROOT')]"
"['Acer', 'was', 'no', 'help', 'and', 'Garmin', 'could', 'not', 'determine', 'the', 'problemafter', 'spending', 'about', '2', 'hours', 'with', 'me', 'so', 'I', 'returned', 'it', 'and', 'purchased', 'a', 'Toshiba', 'R700', 'that', 'seems', 'even', 'nicer', 'and', 'I', 'was', 'able', 'to', 'load', 'all', 'of', 'my', 'software', 'with', 'no', 'problem']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 3, 4]","[('Acer', 'PROPN', 'NNP', 'nsubj'), ('was', 'VERB', 'VBD', 'ROOT'), ('no', 'DET', 'DT', 'det'), ('help', 'NOUN', 'NN', 'attr'), ('and', 'CCONJ', 'CC', 'cc'), ('Garmin', 'PROPN', 'NNP', 'nsubj'), ('could', 'VERB', 'MD', 'aux'), ('not', 'ADV', 'RB', 'neg'), ('determine', 'VERB', 'VB', 'conj'), ('the', 'DET', 'DT', 'det'), ('problemafter', 'NOUN', 'NN', 'dobj'), ('spending', 'VERB', 'VBG', 'acl'), ('about', 'ADV', 'RB', 'advmod'), ('2', 'NUM', 'CD', 'nummod'), ('hours', 'NOUN', 'NNS', 'dobj'), ('with', 'ADP', 'IN', 'prep'), ('me', 'PRON', 'PRP', 'pobj'), ('so', 'ADV', 'RB', 'advmod'), ('I', 'PRON', 'PRP', 'nsubj'), ('returned', 'VERB', 'VBD', 'ROOT'), ('it', 'PRON', 'PRP', 'dobj'), ('and', 'CCONJ', 'CC', 'cc'), ('purchased', 'VERB', 'VBD', 'conj'), ('a', 'DET', 'DT', 'det'), ('Toshiba', 'PROPN', 'NNP', 'compound'), ('R700', 'PROPN', 'NNP', 'dobj'), ('that', 'DET', 'DT', 'nsubj'), ('seems', 'VERB', 'VBZ', 'relcl'), ('even', 'ADV', 'RB', 'advmod'), ('nicer', 'ADJ', 'JJR', 'oprd'), ('and', 'CCONJ', 'CC', 'cc'), ('I', 'PRON', 'PRP', 'nsubj'), ('was', 'VERB', 'VBD', 'conj'), ('able', 'ADJ', 'JJ', 'acomp'), ('to', 'PART', 'TO', 'aux'), ('load', 'VERB', 'VB', 'xcomp'), ('all', 'DET', 'DT', 'dobj'), ('of', 'ADP', 'IN', 'prep'), ('my', 'ADJ', 'PRP$', 'poss'), ('software', 'NOUN', 'NN', 'pobj'), ('with', 'ADP', 'IN', 'prep'), ('no', 'DET', 'DT', 'det'), ('problem', 'NOUN', 'NN', 'pobj')]"
"['I', 'wish', 'the', 'volume', 'could', 'be', 'louder', 'and', 'the', 'mouse', 'didnt', 'break', 'after', 'only', 'a', 'month']","[5, 5, 5, 1, 5, 5, 3, 5, 5, 1, 5, 3, 5, 5, 5, 5]","[('I', 'PRON', 'PRP', 'nsubj'), ('wish', 'VERB', 'VBP', 'ROOT'), ('the', 'DET', 'DT', 'det'), ('volume', 'NOUN', 'NN', 'nsubj'), ('could', 'VERB', 'MD', 'aux'), ('be', 'VERB', 'VB', 'ccomp'), ('louder', 'ADJ', 'JJR', 'acomp'), ('and', 'CCONJ', 'CC', 'cc'), ('the', 'DET', 'DT', 'det'), ('mouse', 'NOUN', 'NN', 'nsubj'), ('did', 'VERB', 'VBD', 'aux'), ('nt', 'ADV', 'RB', 'advmod'), ('break', 'VERB', 'VB', 'conj'), ('after', 'ADP', 'IN', 'prep'), ('only', 'ADV', 'RB', 'advmod'), ('a', 'DET', 'DT', 'det'), ('month', 'NOUN', 'NN', 'pobj')]"
"['I', 'play', 'a', 'lot', 'of', 'casual', 'games', 'online', 'and', 'the', 'touchpad', 'is', 'very', 'responsive']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 3]","[('I', 'PRON', 'PRP', 'nsubj'), ('play', 'VERB', 'VBP', 'ROOT'), ('a', 'DET', 'DT', 'det'), ('lot', 'NOUN', 'NN', 'dobj'), ('of', 'ADP', 'IN', 'prep'), ('casual', 'ADJ', 'JJ', 'amod'), ('games', 'NOUN', 'NNS', 'pobj'), ('online', 'ADV', 'RB', 'advmod'), ('and', 'CCONJ', 'CC', 'cc'), ('the', 'DET', 'DT', 'det'), ('touchpad', 'NOUN', 'NN', 'nsubj'), ('is', 'VERB', 'VBZ', 'conj'), ('very', 'ADV', 'RB', 'advmod'), ('responsive', 'ADJ', 'JJ', 'acomp')]"
"['Granted', 'its', 'still', 'a', 'very', 'new', 'laptop', 'but', 'in', 'comparison', 'to', 'my', 'previous', 'laptops', 'and', 'desktops', 'my', 'Mac', 'boots', 'up', 'noticeably', 'quicker']","[5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 5, 3]","[('Granted', 'VERB', 'VBN', 'ROOT'), ('its', 'ADJ', 'PRP$', 'poss'), ('still', 'ADV', 'RB', 'advmod'), ('a', 'DET', 'DT', 'det'), ('very', 'ADV', 'RB', 'advmod'), ('new', 'ADJ', 'JJ', 'amod'), ('laptop', 'NOUN', 'NN', 'dobj'), ('but', 'CCONJ', 'CC', 'cc'), ('in', 'ADP', 'IN', 'conj'), ('comparison', 'NOUN', 'NN', 'pobj'), ('to', 'ADP', 'IN', 'prep'), ('my', 'ADJ', 'PRP$', 'poss'), ('previous', 'ADJ', 'JJ', 'amod'), ('laptops', 'NOUN', 'NNS', 'pobj'), ('and', 'CCONJ', 'CC', 'cc'), ('desktops', 'VERB', 'VBZ', 'conj'), ('my', 'ADJ', 'PRP$', 'poss'), ('Mac', 'PROPN', 'NNP', 'compound'), ('boots', 'NOUN', 'NNS', 'dobj'), ('up', 'PART', 'RP', 'prt'), ('noticeably', 'ADV', 'RB', 'advmod'), ('quicker', 'ADV', 'RBR', 'advmod')]"
"['It', 'caught', 'a', 'virus', 'that', 'completely', 'wiped', 'out', 'my', 'hard', 'drive', 'in', 'a', 'matter', 'of', 'hours']","[5, 5, 5, 5, 5, 5, 3, 4, 5, 1, 2, 5, 5, 5, 5, 5]","[('It', 'PRON', 'PRP', 'nsubj'), ('caught', 'VERB', 'VBD', 'ROOT'), ('a', 'DET', 'DT', 'det'), ('virus', 'NOUN', 'NN', 'dobj'), ('that', 'ADJ', 'WDT', 'nsubj'), ('completely', 'ADV', 'RB', 'advmod'), ('wiped', 'VERB', 'VBD', 'relcl'), ('out', 'PART', 'RP', 'prt'), ('my', 'ADJ', 'PRP$', 'poss'), ('hard', 'ADJ', 'JJ', 'amod'), ('drive', 'NOUN', 'NN', 'dobj'), ('in', 'ADP', 'IN', 'prep'), ('a', 'DET', 'DT', 'det'), ('matter', 'NOUN', 'NN', 'pobj'), ('of', 'ADP', 'IN', 'prep'), ('hours', 'NOUN', 'NNS', 'pobj')]"
"['WOULD', 'PAY', 'MORE', 'FOR', 'IT', 'IF', 'I', 'HAD', 'TOO']","[5, 5, 5, 5, 5, 5, 5, 5, 5]","[('WOULD', 'VERB', 'MD', 'aux'), ('PAY', 'VERB', 'VB', 'ROOT'), ('MORE', 'ADJ', 'JJR', 'dobj'), ('FOR', 'ADP', 'IN', 'prep'), ('IT', 'NOUN', 'NN', 'pobj'), ('IF', 'ADP', 'IN', 'mark'), ('I', 'PRON', 'PRP', 'nsubj'), ('HAD', 'PROPN', 'NNP', 'advcl'), ('TOO', 'PROPN', 'NNP', 'advmod')]"
"['Couldnt', 'keep', 'a', 'page', 'up', 'you', 'were', 'working', 'on']","[5, 5, 5, 5, 5, 5, 5, 5, 5]","[('Could', 'VERB', 'MD', 'aux'), ('nt', 'ADV', 'RB', 'advmod'), ('keep', 'VERB', 'VB', 'advcl'), ('a', 'DET', 'DT', 'det'), ('page', 'NOUN', 'NN', 'dobj'), ('up', 'PART', 'RP', 'prt'), ('you', 'PRON', 'PRP', 'nsubj'), ('were', 'VERB', 'VBD', 'aux'), ('working', 'VERB', 'VBG', 'ROOT'), ('on', 'ADP', 'IN', 'prep')]"
"['It', 'is', 'everything', 'Id', 'hoped', 'it', 'would', 'be', 'from', 'a', 'look', 'and', 'feel', 'standpoint', 'but', 'somehow', 'a', 'bit', 'more', 'sturdy']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 2, 2, 5, 5, 5, 5, 5, 3]","[('It', 'PRON', 'PRP', 'nsubj'), ('is', 'VERB', 'VBZ', 'ROOT'), ('everything', 'NOUN', 'NN', 'attr'), ('I', 'PRON', 'PRP', 'nsubj'), ('d', 'VERB', 'MD', 'aux'), ('hoped', 'VERB', 'VBD', 'relcl'), ('it', 'PRON', 'PRP', 'nsubj'), ('would', 'VERB', 'MD', 'aux'), ('be', 'VERB', 'VB', 'ccomp'), ('from', 'ADP', 'IN', 'prep'), ('a', 'DET', 'DT', 'det'), ('look', 'NOUN', 'NN', 'pobj'), ('and', 'CCONJ', 'CC', 'cc'), ('feel', 'VERB', 'VB', 'conj'), ('standpoint', 'NOUN', 'NN', 'dobj'), ('but', 'CCONJ', 'CC', 'cc'), ('somehow', 'ADV', 'RB', 'advmod'), ('a', 'DET', 'DT', 'det'), ('bit', 'NOUN', 'NN', 'npadvmod'), ('more', 'ADV', 'RBR', 'advmod'), ('sturdy', 'ADJ', 'JJ', 'conj')]"
"['the', 'only', 'fact', 'i', 'dont', 'like', 'about', 'apples', 'is', 'they', 'generally', 'use', 'safari', 'and', 'i', 'dont', 'use', 'safari', 'but', 'after', 'i', 'install', 'Mozzilla', 'firfox', 'i', 'love', 'every', 'single', 'bit', 'about', 'it']","[5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 1, 5, 5, 5, 5, 1, 2, 5, 3, 5, 5, 5, 5, 5]","[('the', 'DET', 'DT', 'det'), ('only', 'ADJ', 'JJ', 'amod'), ('fact', 'NOUN', 'NN', 'nsubj'), ('i', 'PRON', 'PRP', 'nsubj'), ('do', 'VERB', 'VBP', 'aux'), ('nt', 'ADV', 'RB', 'advmod'), ('like', 'VERB', 'VB', 'relcl'), ('about', 'ADP', 'IN', 'prep'), ('apples', 'NOUN', 'NNS', 'pobj'), ('is', 'VERB', 'VBZ', 'ROOT'), ('they', 'PRON', 'PRP', 'nsubj'), ('generally', 'ADV', 'RB', 'advmod'), ('use', 'VERB', 'VBP', 'ccomp'), ('safari', 'NOUN', 'NN', 'dobj'), ('and', 'CCONJ', 'CC', 'cc'), ('i', 'PRON', 'PRP', 'nsubj'), ('do', 'VERB', 'VBP', 'aux'), ('nt', 'ADV', 'RB', 'advmod'), ('use', 'VERB', 'VB', 'conj'), ('safari', 'NOUN', 'NN', 'dobj'), ('but', 'CCONJ', 'CC', 'cc'), ('after', 'ADP', 'IN', 'mark'), ('i', 'PRON', 'PRP', 'nsubj'), ('install', 'VERB', 'VBP', 'conj'), ('Mozzilla', 'PROPN', 'NNP', 'nsubj'), ('firfox', 'NOUN', 'NN', 'ccomp'), ('i', 'PRON', 'PRP', 'nsubj'), ('love', 'VERB', 'VBP', 'ccomp'), ('every', 'DET', 'DT', 'det'), ('single', 'ADJ', 'JJ', 'amod'), ('bit', 'NOUN', 'NN', 'npadvmod'), ('about', 'ADP', 'IN', 'prep'), ('it', 'PRON', 'PRP', 'pobj')]"
"['The', 'Bluetooth', 'was', 'not', 'there', 'at', 'all', 'and', 'the', 'fingerprint', 'reader', 'driver', 'would', 'be', 'there', 'but', 'the', 'software', 'would', 'hang', 'after', 'installation', 'was', '12', 'way', 'done']","[5, 1, 5, 5, 5, 5, 5, 5, 5, 1, 2, 2, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5]","[('The', 'DET', 'DT', 'det'), ('Bluetooth', 'PROPN', 'NNP', 'nsubj'), ('was', 'VERB', 'VBD', 'ROOT'), ('not', 'ADV', 'RB', 'neg'), ('there', 'ADV', 'RB', 'advmod'), ('at', 'ADV', 'RB', 'advmod'), ('all', 'ADV', 'RB', 'advmod'), ('and', 'CCONJ', 'CC', 'cc'), ('the', 'DET', 'DT', 'det'), ('fingerprint', 'NOUN', 'NN', 'compound'), ('reader', 'NOUN', 'NN', 'compound'), ('driver', 'NOUN', 'NN', 'nsubj'), ('would', 'VERB', 'MD', 'aux'), ('be', 'VERB', 'VB', 'conj'), ('there', 'ADV', 'RB', 'advmod'), ('but', 'CCONJ', 'CC', 'cc'), ('the', 'DET', 'DT', 'det'), ('software', 'NOUN', 'NN', 'nsubj'), ('would', 'VERB', 'MD', 'aux'), ('hang', 'VERB', 'VB', 'conj'), ('after', 'ADP', 'IN', 'mark'), ('installation', 'NOUN', 'NN', 'nsubj'), ('was', 'VERB', 'VBD', 'advcl'), ('12', 'NUM', 'CD', 'nummod'), ('way', 'NOUN', 'NN', 'attr'), ('done', 'VERB', 'VBN', 'conj')]"
"['Great', 'battery', 'speed', 'display']","[5, 1, 1, 1]","[('Great', 'ADJ', 'JJ', 'amod'), ('battery', 'NOUN', 'NN', 'compound'), ('speed', 'NOUN', 'NN', 'compound'), ('display', 'NOUN', 'NN', 'ROOT')]"
"['I', 'would', 'not', 'recommend', 'this', 'product', 'to', 'anyone']","[5, 5, 5, 3, 5, 5, 5, 5]","[('I', 'PRON', 'PRP', 'nsubj'), ('would', 'VERB', 'MD', 'aux'), ('not', 'ADV', 'RB', 'neg'), ('recommend', 'VERB', 'VB', 'ROOT'), ('this', 'DET', 'DT', 'det'), ('product', 'NOUN', 'NN', 'dobj'), ('to', 'ADP', 'IN', 'dative'), ('anyone', 'NOUN', 'NN', 'pobj')]"
"['I', 'like', 'to', 'use', 'it', 'at', 'the', 'race', 'track', 'to', 'handiecap', 'the', 'horse', 'races']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('I', 'PRON', 'PRP', 'nsubj'), ('like', 'VERB', 'VBP', 'ROOT'), ('to', 'PART', 'TO', 'aux'), ('use', 'VERB', 'VB', 'xcomp'), ('it', 'PRON', 'PRP', 'dobj'), ('at', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('race', 'NOUN', 'NN', 'compound'), ('track', 'NOUN', 'NN', 'pobj'), ('to', 'PART', 'TO', 'aux'), ('handiecap', 'VERB', 'VB', 'xcomp'), ('the', 'DET', 'DT', 'det'), ('horse', 'NOUN', 'NN', 'compound'), ('races', 'NOUN', 'NNS', 'dobj')]"
"['I', 'was', 'given', 'a', 'Mac', 'as', 'a', 'birthday', 'present', 'and', 'couldnt', 'be', 'happier', 'with', 'it', '3', 'years', 'later']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('I', 'PRON', 'PRP', 'nsubjpass'), ('was', 'VERB', 'VBD', 'auxpass'), ('given', 'VERB', 'VBN', 'ROOT'), ('a', 'DET', 'DT', 'det'), ('Mac', 'PROPN', 'NNP', 'dobj'), ('as', 'ADP', 'IN', 'prep'), ('a', 'DET', 'DT', 'det'), ('birthday', 'NOUN', 'NN', 'pobj'), ('present', 'NOUN', 'NN', 'amod'), ('and', 'CCONJ', 'CC', 'cc'), ('could', 'VERB', 'MD', 'aux'), ('nt', 'ADV', 'RB', 'advmod'), ('be', 'VERB', 'VB', 'conj'), ('happier', 'ADJ', 'JJR', 'acomp'), ('with', 'ADP', 'IN', 'prep'), ('it', 'PRON', 'PRP', 'pobj'), ('3', 'NUM', 'CD', 'nummod'), ('years', 'NOUN', 'NNS', 'npadvmod'), ('later', 'ADV', 'RB', 'advmod')]"
"['The', 'delivery', 'was', 'fast', 'and', 'I', 'would', 'not', 'hesitate', 'to', 'purchase', 'this', 'laptop', 'again']","[5, 1, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('The', 'DET', 'DT', 'det'), ('delivery', 'NOUN', 'NN', 'nsubj'), ('was', 'VERB', 'VBD', 'ROOT'), ('fast', 'ADJ', 'JJ', 'acomp'), ('and', 'CCONJ', 'CC', 'cc'), ('I', 'PRON', 'PRP', 'nsubj'), ('would', 'VERB', 'MD', 'aux'), ('not', 'ADV', 'RB', 'neg'), ('hesitate', 'VERB', 'VB', 'conj'), ('to', 'PART', 'TO', 'aux'), ('purchase', 'VERB', 'VB', 'xcomp'), ('this', 'DET', 'DT', 'det'), ('laptop', 'NOUN', 'NN', 'dobj'), ('again', 'ADV', 'RB', 'advmod')]"
"['Ive', 'been', 'impressed', 'with', 'the', 'battery', 'life', 'and', 'the', 'performance', 'for', 'such', 'a', 'small', 'amount', 'of', 'memory']","[5, 5, 3, 5, 5, 1, 2, 5, 5, 1, 5, 5, 5, 3, 5, 5, 1]","[('I', 'PRON', 'PRP', 'nsubjpass'), ('ve', 'VERB', 'VB', 'aux'), ('been', 'VERB', 'VBN', 'auxpass'), ('impressed', 'VERB', 'VBN', 'ROOT'), ('with', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('battery', 'NOUN', 'NN', 'compound'), ('life', 'NOUN', 'NN', 'pobj'), ('and', 'CCONJ', 'CC', 'cc'), ('the', 'DET', 'DT', 'det'), ('performance', 'NOUN', 'NN', 'conj'), ('for', 'ADP', 'IN', 'prep'), ('such', 'ADJ', 'PDT', 'predet'), ('a', 'DET', 'DT', 'det'), ('small', 'ADJ', 'JJ', 'amod'), ('amount', 'NOUN', 'NN', 'pobj'), ('of', 'ADP', 'IN', 'prep'), ('memory', 'NOUN', 'NN', 'pobj')]"
"['do', 'a', 'quick', 'search', 'on', 'the', 'internet', 'see', 'if', 'im', 'the', 'only', 'one']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('do', 'VERB', 'VB', 'ROOT'), ('a', 'DET', 'DT', 'det'), ('quick', 'ADJ', 'JJ', 'amod'), ('search', 'NOUN', 'NN', 'dobj'), ('on', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('internet', 'NOUN', 'NN', 'pobj'), ('see', 'VERB', 'VB', 'advcl'), ('if', 'ADP', 'IN', 'mark'), ('i', 'PRON', 'PRP', 'nsubj'), ('m', 'VERB', 'VBP', 'ccomp'), ('the', 'DET', 'DT', 'det'), ('only', 'ADJ', 'JJ', 'amod'), ('one', 'NUM', 'CD', 'attr')]"
"['Im', 'extremely', 'happy', 'with', 'my', 'purchase', 'as', 'I', 'now', 'have', 'the', 'portable', 'power', 'I', 'have', 'been', 'looking', 'for']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('I', 'PRON', 'PRP', 'nsubj'), ('m', 'VERB', 'VBP', 'ROOT'), ('extremely', 'ADV', 'RB', 'advmod'), ('happy', 'ADJ', 'JJ', 'acomp'), ('with', 'ADP', 'IN', 'prep'), ('my', 'ADJ', 'PRP$', 'poss'), ('purchase', 'NOUN', 'NN', 'pobj'), ('as', 'ADP', 'IN', 'mark'), ('I', 'PRON', 'PRP', 'nsubj'), ('now', 'ADV', 'RB', 'advmod'), ('have', 'VERB', 'VBP', 'advcl'), ('the', 'DET', 'DT', 'det'), ('portable', 'ADJ', 'JJ', 'amod'), ('power', 'NOUN', 'NN', 'dobj'), ('I', 'PRON', 'PRP', 'nsubj'), ('have', 'VERB', 'VBP', 'aux'), ('been', 'VERB', 'VBN', 'aux'), ('looking', 'VERB', 'VBG', 'relcl'), ('for', 'ADP', 'IN', 'prep')]"
"['Its', 'applications', 'are', 'terrific', 'including', 'the', 'replacements', 'for', 'Microsoft', 'office']","[5, 1, 5, 3, 5, 5, 5, 5, 1, 2]","[('Its', 'ADJ', 'PRP$', 'poss'), ('applications', 'NOUN', 'NNS', 'nsubj'), ('are', 'VERB', 'VBP', 'ROOT'), ('terrific', 'ADJ', 'JJ', 'acomp'), ('including', 'VERB', 'VBG', 'prep'), ('the', 'DET', 'DT', 'det'), ('replacements', 'NOUN', 'NNS', 'pobj'), ('for', 'ADP', 'IN', 'prep'), ('Microsoft', 'PROPN', 'NNP', 'compound'), ('office', 'NOUN', 'NN', 'pobj')]"
"['they', 'improved', 'nothing', 'else', 'such', 'as', 'Resolution', 'appearance', 'cooling', 'system', 'graphics', 'card', 'etc']","[5, 5, 3, 5, 5, 5, 1, 1, 1, 2, 1, 2, 5]","[('they', 'PRON', 'PRP', 'nsubj'), ('improved', 'VERB', 'VBD', 'ROOT'), ('nothing', 'NOUN', 'NN', 'dobj'), ('else', 'ADV', 'RB', 'advmod'), ('such', 'ADJ', 'JJ', 'amod'), ('as', 'ADP', 'IN', 'prep'), ('Resolution', 'PROPN', 'NNP', 'compound'), ('appearance', 'NOUN', 'NN', 'compound'), ('cooling', 'VERB', 'VBG', 'amod'), ('system', 'NOUN', 'NN', 'compound'), ('graphics', 'NOUN', 'NNS', 'compound'), ('card', 'NOUN', 'NN', 'pobj'), ('etc', 'X', 'FW', 'dep')]"
"['I', 'got', 'it', 'back', 'and', 'my', 'builtin', 'webcam', 'and', 'builtin', 'mic', 'were', 'shorting', 'out', 'anytime', 'I', 'touched', 'the', 'lid', 'mind', 'you', 'this', 'was', 'my', 'means', 'of', 'communication', 'with', 'my', 'fiance', 'who', 'was', 'deployed', 'but', 'I', 'suffered', 'thru', 'it', 'and', 'would', 'constandly', 'have', 'to', 'reset', 'the', 'computer', 'to', 'be', 'able', 'to', 'use', 'my', 'cam', 'and', 'mic', 'anytime', 'they', 'went', 'out']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('I', 'PRON', 'PRP', 'nsubj'), ('got', 'VERB', 'VBD', 'ROOT'), ('it', 'PRON', 'PRP', 'dobj'), ('back', 'ADV', 'RB', 'advmod'), ('and', 'CCONJ', 'CC', 'cc'), ('my', 'ADJ', 'PRP$', 'poss'), ('builtin', 'NOUN', 'NN', 'compound'), ('webcam', 'NOUN', 'NN', 'nsubj'), ('and', 'CCONJ', 'CC', 'cc'), ('builtin', 'VERB', 'VB', 'conj'), ('mic', 'NOUN', 'NN', 'nsubj'), ('were', 'VERB', 'VBD', 'aux'), ('shorting', 'VERB', 'VBG', 'conj'), ('out', 'PART', 'RP', 'prt'), ('anytime', 'ADV', 'RB', 'advmod'), ('I', 'PRON', 'PRP', 'nsubj'), ('touched', 'VERB', 'VBD', 'advcl'), ('the', 'DET', 'DT', 'det'), ('lid', 'ADJ', 'JJ', 'amod'), ('mind', 'NOUN', 'NN', 'dobj'), ('you', 'PRON', 'PRP', 'ROOT'), ('this', 'DET', 'DT', 'nsubj'), ('was', 'VERB', 'VBD', 'ROOT'), ('my', 'ADJ', 'PRP$', 'poss'), ('means', 'NOUN', 'NNS', 'attr'), ('of', 'ADP', 'IN', 'prep'), ('communication', 'NOUN', 'NN', 'pobj'), ('with', 'ADP', 'IN', 'prep'), ('my', 'ADJ', 'PRP$', 'poss'), ('fiance', 'NOUN', 'NN', 'pobj'), ('who', 'NOUN', 'WP', 'nsubjpass'), ('was', 'VERB', 'VBD', 'auxpass'), ('deployed', 'VERB', 'VBN', 'relcl'), ('but', 'CCONJ', 'CC', 'cc'), ('I', 'PRON', 'PRP', 'nsubj'), ('suffered', 'VERB', 'VBD', 'ROOT'), ('thru', 'ADP', 'IN', 'prep'), ('it', 'PRON', 'PRP', 'pobj'), ('and', 'CCONJ', 'CC', 'cc'), ('would', 'VERB', 'MD', 'aux'), ('constandly', 'ADV', 'RB', 'advmod'), ('have', 'VERB', 'VB', 'conj'), ('to', 'PART', 'TO', 'aux'), ('reset', 'VERB', 'VB', 'xcomp'), ('the', 'DET', 'DT', 'det'), ('computer', 'NOUN', 'NN', 'dobj'), ('to', 'PART', 'TO', 'aux'), ('be', 'VERB', 'VB', 'advcl'), ('able', 'ADJ', 'JJ', 'acomp'), ('to', 'PART', 'TO', 'aux'), ('use', 'VERB', 'VB', 'xcomp'), ('my', 'ADJ', 'PRP$', 'poss'), ('cam', 'NOUN', 'NN', 'dobj'), ('and', 'CCONJ', 'CC', 'cc'), ('mic', 'NOUN', 'NN', 'conj'), ('anytime', 'NOUN', 'NN', 'mark'), ('they', 'PRON', 'PRP', 'nsubj'), ('went', 'VERB', 'VBD', 'advcl'), ('out', 'PART', 'RP', 'prt')]"
"['Is', 'this', 'partially', 'due', 'to', 'the', 'fact', 'that', 'it', 'is', 'running', 'Windows', 'Vista']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2]","[('Is', 'VERB', 'VBZ', 'ROOT'), ('this', 'DET', 'DT', 'nsubj'), ('partially', 'ADV', 'RB', 'advmod'), ('due', 'ADJ', 'JJ', 'acomp'), ('to', 'ADP', 'IN', 'pcomp'), ('the', 'DET', 'DT', 'det'), ('fact', 'NOUN', 'NN', 'pobj'), ('that', 'ADP', 'IN', 'mark'), ('it', 'PRON', 'PRP', 'nsubj'), ('is', 'VERB', 'VBZ', 'aux'), ('running', 'VERB', 'VBG', 'acl'), ('Windows', 'PROPN', 'NNP', 'compound'), ('Vista', 'PROPN', 'NNP', 'dobj')]"
"['You', 'might', 'think', 'I', 'am', 'new', 'in', 'this', 'game', 'but', 'I', 'am', 'a', 'gadget', 'lover', 'and', 'have', 'had', 'more', 'than', '2', 'dozens', 'laptops', 'in', 'the', 'past', '15', 'years', 'and', 'none', 'gets', 'this', 'hot', 'that', 'fast']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('You', 'PRON', 'PRP', 'nsubj'), ('might', 'VERB', 'MD', 'aux'), ('think', 'VERB', 'VB', 'ROOT'), ('I', 'PRON', 'PRP', 'nsubj'), ('am', 'VERB', 'VBP', 'ccomp'), ('new', 'ADJ', 'JJ', 'acomp'), ('in', 'ADP', 'IN', 'prep'), ('this', 'DET', 'DT', 'det'), ('game', 'NOUN', 'NN', 'pobj'), ('but', 'CCONJ', 'CC', 'cc'), ('I', 'PRON', 'PRP', 'nsubj'), ('am', 'VERB', 'VBP', 'ROOT'), ('a', 'DET', 'DT', 'det'), ('gadget', 'NOUN', 'NN', 'compound'), ('lover', 'NOUN', 'NN', 'attr'), ('and', 'CCONJ', 'CC', 'cc'), ('have', 'VERB', 'VBP', 'aux'), ('had', 'VERB', 'VBN', 'conj'), ('more', 'ADJ', 'JJR', 'amod'), ('than', 'ADP', 'IN', 'quantmod'), ('2', 'NUM', 'CD', 'nummod'), ('dozens', 'NOUN', 'NNS', 'nummod'), ('laptops', 'NOUN', 'NNS', 'dobj'), ('in', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('past', 'ADJ', 'JJ', 'amod'), ('15', 'NUM', 'CD', 'nummod'), ('years', 'NOUN', 'NNS', 'pobj'), ('and', 'CCONJ', 'CC', 'cc'), ('none', 'NOUN', 'NN', 'nsubj'), ('gets', 'VERB', 'VBZ', 'ROOT'), ('this', 'DET', 'DT', 'det'), ('hot', 'ADJ', 'JJ', 'acomp'), ('that', 'ADP', 'IN', 'advmod'), ('fast', 'ADV', 'RB', 'ccomp')]"
