Sentence,Sequence
"['When', 'I', 'called', 'Toshiba', 'they', 'would', 'not', 'do', 'anything', 'and', 'even', 'tried', 'to', 'charge', 'me', '35', 'for', 'the', 'phone', 'call', 'even', 'though', 'they', 'didnt', 'offer', 'any', 'technical', 'support']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2]"
"['My', 'HP', 'is', 'very', 'heavy']","[5, 5, 5, 5, 3]"
"['I', 'bought', 'this', 'notebook', 'and', 'only', 'had', 'it', 'for', '3', 'months', 'If', 'it', 'is', 'overload', 'with', 'updates', 'the', 'BOOT', 'MGR']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 1, 2]"
"['Oh', 'and', 'if', 'thats', 'not', 'bad', 'enough', 'it', 'doesnt', 'come', 'with', 'a', 'recovery', 'cd', 'so', 'you', 'can', 'make', 'one', 'if', 'you', 'know', 'how', 'to', 'or', 'buy', 'one', 'if', 'you', 'buy', 'it', 'the', 'cost', 'is', '25', 'for', 'two', 'cds']","[5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['The', 'price', 'and', 'features', 'more', 'than', 'met', 'my', 'needs']","[5, 1, 5, 1, 3, 5, 5, 5, 5]"
"['They', 'refuse']","[5, 5]"
"['big', 'mistake']","[5, 5]"
"['Best', 'Buy', 'was', 'great', 'as', 'always', 'and', 'accepted', 'the', 'return', 'and', 'gave', 'me', 'another', 'model', '1764']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['and', 'dell', 'and', 'best', 'buy', 'both', 'refused', 'to', 'take', 'it', 'back', 'after', 'i', 'only', 'had', 'it', 'for', '1', 'hour']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['My', 'friends', 'or', 'children', 'use', 'that', 'when', 'they', 'need', 'to', 'borrow', 'the', 'Net', 'When', 'I', 'out', 'grow', 'this', 'Meaning', 'when', 'its', 'old', 'and', 'my', 'oldest', 'child', 'is', 'ready', 'for', 'one', 'she', 'will', 'get', 'this', 'one', 'ANd', 'I', 'will', 'be', 'buying', 'only', 'TOSHIBA']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['First', 'of', 'all', 'Ive', 'been', 'Dell', 'fan', 'for', 'more', 'than', 'fifteen', 'years']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['GREAT', 'INVESTMENT']","[5, 5]"
"['I', 'am', 'just', 'amazed']","[5, 5, 5, 3]"
"['I', 'burned', 'my', 'leg', 'after', 'lifting', 'it', 'from', 'my', 'desk', 'and', 'for', 'less', 'than', '5', 'second', 'putting', 'it', 'on', 'my', 'lap', 'to', 'clean', 'my', 'coffee', 'table', 'so', 'I', 'can', 'place', 'it', 'there']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['I', 'thought', 'all', 'my', 'problems', 'would', 'finally', 'be', 'solved', 'being', 'that', 'my', 'old', 'computer', 'wouldnt', 'go', 'onto', 'our', 'wireless', 'network', 'and', 'I', 'wouldnt', 'have', 'the', 'same', 'problems', 'because', 'it', 'was', 'updated']","[5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Skype', 'is', 'just', 'so', 'dang', 'cool', 'with', 'this', 'machine', 'too']","[1, 5, 5, 5, 5, 3, 5, 5, 5, 5]"
"['I', 'would', 'buy', 'this', 'lap', 'top', 'over', 'and', 'over', 'again']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'mouse', 'buttons', 'are', 'hard', 'to', 'push']","[5, 1, 2, 5, 3, 5, 5]"
"['I', 'can', 'actually', 'get', 'work', 'done', 'with', 'this', 'MAC', 'and', 'not', 'fight', 'with', 'it', 'like', 'my', 'tired', 'old', 'PC', 'laptop']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Also', 'HDD', 'secures', 'inside', 'using', 'rails', 'and', 'there', 'is', 'only', 'one', 'set', 'on', 'the', 'main', 'hard', 'drive']","[5, 1, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2]"
"['If', 'youre', 'not', 'wanting', 'to', 'be', 'mobile', 'this', 'is', 'a', 'good', 'laptop', 'to', 'sit', 'on', 'a', 'desk']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5]"
"['I', 'also', 'travel', 'with', 'it', 'and', 'it', 'never', 'gives', 'me', 'any', 'problems']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Just', 'dont', 'waste', 'your', 'time', 'and', 'money', 'on', 'this']","[5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['All', 'I', 'will', 'say', 'now', 'is', 'that', 'it', 'was', 'over', 'two', 'grand', 'less', 'expensive', 'and', 'so', 'much', 'better', 'quality', 'than', 'my', 'hunk', 'of', 'crap', 'Vaio']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 4, 5, 5, 5, 3, 1, 5, 5, 5, 5, 5, 5]"
"['Beware', 'their', 'staff', 'could', 'send', 'you', 'back', 'making', 'you', 'feel', 'that', 'only', 'they', 'know', 'what', 'a', 'computer', 'is']","[5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['And', 'Im', 'still', 'paying', 'the', 'bloody', 'financing', 'for', 'a', 'product', 'which', 'didnt', 'last', 'me', 'at', 'least', 'three', 'years']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Games', 'being', 'the', 'main', 'issue']","[1, 5, 5, 5, 3]"
"['No', 'problems', 'no', 'lock', 'ups', 'no', 'disappointments']","[5, 5, 5, 5, 5, 5, 5]"
"['While', 'the', 'computer', 'seems', 'to', 'be', 'set', 'up', 'in', 'a', 'common', 'sense', 'way', 'rather', 'than', 'in', 'geekspeak', 'there', 'are', 'certain', 'quirks', 'that', 'can', 'drive', 'you', 'crazy', 'trying', 'to', 'deal', 'with', 'the', 'PC', 'world']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5]"
"['I', 'am', 'definitely', 'sold', 'and', 'not', 'going', 'back', 'to', 'PCs', 'for', 'home', 'use']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['I', 'have', 'a', 'lapdesk', 'which', 'I', 'can', 'use', 'but', 'I', 'can', 'still', 'feel', 'the', 'heat', 'through', 'the', 'foam', 'and', 'plastic']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['and', 'its', 'really', 'cheap', 'and', 'you', 'wont', 'regret', 'buying', 'it']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5]"
"['It', 'was', 'over', 'rated']","[5, 5, 3, 4]"
"['I', 'dont', 'understand', 'how', 'anyone', 'can', 'think', 'this', 'is', 'a', 'great', 'product', 'worth', 'purchasing']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 3, 5]"
"['My', 'sister', 'has', 'the', 'same', 'Mac', 'as', 'me', 'and', 'she', 'is', 'in', 'a', 'band', 'and', 'uses', 'GarageBand', 'to', 'record', 'and', 'edit']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5]"
"['I', 'wasnt', 'really', 'sure', 'I', 'wanted', 'to', 'spend', 'that', 'kind', 'of', 'money']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Other', 'Thoughts', 'Do', 'not', 'purchase', 'this', 'product']","[5, 5, 5, 5, 5, 5, 5]"
"['They', 'say', 'that', 'this', 'will', 'invalidate', 'the', 'warranty', 'on', 'the', 'hard', 'drive', 'I', 'dont', 'really', 'understand', 'why', 'but', 'anyway']","[5, 5, 5, 5, 5, 3, 5, 1, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5]"
"['and', 'looks', 'very', 'sexyyD', 'really', 'the', 'mac', 'book', 'pro', 'is', 'the', 'best', 'laptop', 'specially', 'for', 'students', 'in', 'college', 'if', 'you', 'are', 'not', 'caring', 'about', 'price']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1]"
"['I', 'took', 'the', 'computer', 'back', 'in', 'yet', 'again', 'except', 'this', 'time', 'they', 'kept', 'it', 'to', 'send', 'into', 'their', 'Geek', 'Squad', 'headquarters']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['This', 'is', 'a', 'great', 'laptop', 'and', 'I', 'would', 'recommend', 'it', 'to', 'anyone']","[5, 5, 5, 3, 5, 5, 5, 5, 3, 5, 5, 5]"
"['Thank', 'God', 'for', 'ctrl', 'ZBottom', 'line', 'Ive', 'been', 'using', 'laptops', 'since', 'the', 'mid', '90s', 'and', 'probably', 'the', 'majority', 'of', 'brands', 'out', 'there']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['They', 'definitely', 'have', 'a', 'superior', 'product']","[5, 5, 5, 5, 3, 5]"
"['A', 'great', 'computer', 'for', 'light', 'home', 'use', 'and', 'business', 'use']","[5, 3, 5, 5, 3, 1, 2, 5, 1, 2]"
"['Bought', 'it', 'to', 'use', 'mostly', 'for', 'oline', 'classes']","[5, 5, 5, 5, 5, 5, 5, 5]"
"['Even', 'with', 'virus', 'protection', 'it', 'always', 'turned', 'off', 'when', 'updates', 'were', 'needed', 'and', 'installed']","[5, 5, 1, 2, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5]"
"['Also', 'consider', 'the', 'MS', 'Office', 'apps', 'are', 'all', 'trial', 'versions', 'hope', 'you', 'have', 'your', 'own', 'copies']","[5, 5, 5, 1, 2, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['They', 'are', 'wonderful', 'but', 'very', 'dangerous', 'when', 'it', 'comes', 'to', 'emitting', 'heat']","[5, 5, 3, 5, 5, 3, 5, 5, 5, 5, 5, 5]"
"['This', 'computer', 'was', 'awful']","[5, 5, 5, 3]"
"['Heck', 'if', 'I', 'had', 'enough', 'money', 'I', 'would', 'but', 'it', 'as', 'a', 'gift', 'for', 'someone']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Even', 'so', 'I', 'like', 'playing', 'online', 'games', 'so', 'it', 'was', 'wonderful', 'that', 'there', 'is', 'a', 'feature', 'where', 'I', 'can', 'dualboot', 'Windows']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 1, 5, 5, 5, 5, 1]"
"['The', 'battery', 'life', 'is', 'amazingly', 'long', 'at', '7hrs', 'and', '5hrs', 'if', 'you', 'use', 'it']","[5, 1, 2, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5]"
"['My', 'previous', 'purchases', 'were', 'with', 'Dell', 'and', 'HP']","[5, 5, 5, 5, 5, 5, 5, 5]"
"['I', 'have', 'not', 'have', 'any', 'problems']","[5, 5, 5, 5, 5, 5]"
"['I', 'purchased', 'an', 'HP', 'right', 'after', 'my', 'high', 'school', 'graduation']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Me', 'and', 'my', 'boyfriend', 'bought', 'the', 'Gateway', 'NV78', 'in', 'nov', 'of', '09']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['It', 'is', 'very', 'user', 'friendly', 'and', 'not', 'hard', 'to', 'figure', 'out', 'at', 'all']","[5, 5, 5, 3, 4, 5, 5, 3, 5, 5, 5, 5, 5]"
"['lightweight', 'long', 'battery', 'life', 'excellent', 'transition', 'from', 'PC']","[5, 3, 1, 2, 3, 5, 5, 5]"
"['The', 'price', 'is', 'another', 'driving', 'influence', 'that', 'made', 'me', 'purchase', 'this', 'laptop']","[5, 1, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5]"
"['The', 'Nortons', 'virus', 'scan', 'is', 'only', 'for', 'a', 'very', 'short', 'time', 'unlike', 'others', 'that', 'usually', 'are', 'good', 'for', 'a', 'year']","[5, 1, 2, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5]"
"['It', 'is', 'stamped', 'and', 'not', 'in', 'pieces', 'therefore', 'it', 'is', 'a', 'stronger', 'more', 'resilient', 'frame']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 1]"
"['I', 'am', 'first', 'time', 'Mac', 'Buyer', 'and', 'am', 'amazed', 'at', 'features', 'and', 'ease', 'of', 'use', 'the', 'Mac', 'offers']","[5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 1, 5, 3, 5, 1, 5, 5, 5]"
"['Two', 'owning', 'a', '17', 'inmac', 'book', 'gives', 'the', 'flexibility', 'to', 'sit', 'anywhere', 'you', 'want', 'without', 'worry', 'about', 'bother', 'anyone']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Sent', 'unit', 'back', 'and', 'its', 'been', 'two', 'months']","[5, 5, 5, 5, 5, 5, 5, 5]"
"['Came', 'fully', 'loaded', 'good']","[5, 5, 1, 3]"
"['I', 'noticed', 'windows', 'has', 'a', 'new', 'system', 'called', 'Windows', '7', 'what', 'about', 'us', 'Vista', 'users', 'They', 'should', 'get', 'all', 'the', 'bugs', 'out', 'of', 'Vista', 'before', 'investing', 'in', 'a', 'new', 'system']","[5, 5, 5, 5, 5, 3, 5, 5, 1, 2, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5]"
"['When', 'we', 'bought', 'our', 'new', 'HP', 'comouter', 'in', 'Dec', 'of', '2008', 'we', 'wanted', 'Windows', 'XP', 'but', 'were', 'told', 'it', 'would', 'cost', 'an', 'extra', '159', 'so', 'we', 'went', 'with', 'Vista']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1]"
"['I', 'definatly', 'cant']","[5, 5, 5]"
"['Files', 'as', 'well', 'would', 'become', 'lost', 'deleted', 'or', 'corrupted']","[5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['It', 'is', 'meant', 'to', 'be', 'PORTABLE']","[5, 5, 5, 5, 5, 5]"
"['My', 'laptop', 'worked', 'again', 'for', 'just', 'a', 'while', 'before', 'I', 'started', 'having', 'issues', 'AGAIN']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['This', 'is', 'perfect', 'for', 'her', 'field']","[5, 5, 3, 5, 5, 5]"
"['taking', 'it', 'back', 'less', 'than', '24', 'hours', 'of', 'purchase']","[5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Thats', 'the', 'downside', 'for', 'me']","[5, 5, 5, 5, 5]"
"['The', 'only', 'thing', 'that', 'I', 'have', 'is', 'the', 'key', 'broad', 'is', 'a', 'little', 'dark', 'to', 'see', 'the', 'letters', 'would', 'help', 'if', 'it', 'was', 'a', 'little', 'lighter', 'then', 'it', 'is']","[5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Hopefully', 'Amazon', 'will', 'take', 'this', 'back']","[5, 5, 5, 5, 5, 5]"
"['They', 'ended', 'up', 'keeping', 'my', 'computer', 'for', 'almost', '3', 'months']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Im', 'still', 'within', 'the', 'one', 'year', 'warranty', 'but', 'the', 'repair', 'depot', 'has', 'deemed', 'that', 'this', 'time', 'it', 'was', 'caused', 'by', 'physical', 'abuse', 'and', 'is', 'not', 'covered']","[5, 5, 5, 5, 5, 5, 1, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['But', 'I', 'needed', 'a', 'laptop', 'for', 'school', 'use']","[5, 5, 5, 5, 5, 5, 1, 2]"
"['he', 'cant', 'stand', 'it']","[5, 5, 5, 5]"
"['The', 'computer', 'was', 'delivered', 'as', 'promised']","[5, 5, 5, 5, 5, 5]"
"['This', 'is', 'the', 'complete', 'opposite', 'to', 'an', 'ergonomic', 'design']","[5, 5, 5, 5, 3, 5, 5, 3, 1]"
"['I', 'would', 'like', 'at', 'least', 'a', '4', 'hr', 'battery', 'life']","[5, 5, 3, 5, 5, 5, 5, 5, 1, 2]"
"['The', 'only', 'thing', 'that', 'I', 'dont', 'like', 'about', 'my', 'mac', 'is', 'that', 'sometimes', 'there', 'are', 'programs', 'that', 'I', 'want', 'to', 'be', 'able', 'to', 'run', 'and', 'I', 'am', 'not', 'able', 'to']","[5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Looking', 'online', 'many', 'people', 'are', 'having', 'the', 'same', 'problem']","[5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Wireless', 'has', 'not', 'been', 'a', 'issue', 'for', 'me', 'like', 'some', 'others', 'have', 'meantioned']","[1, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5]"
"['THIS', 'IS', 'MY', 'SECOND', 'MAC', 'BOOK', 'PRO']","[5, 5, 5, 5, 5, 5, 5]"
"['MacBook', 'Notebooks', 'quickly', 'die', 'out', 'because', 'of', 'their', 'short', 'battery', 'life', 'as', 'well', 'as', 'the', 'many', 'background', 'programs', 'that', 'run', 'without', 'the', 'users', 'knowlede']","[5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 2, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5]"
"['All', 'the', 'things', 'you', 'can', 'do', 'with', 'the', 'trackpad', 'make', 'navigating', 'around', 'the', 'computer', 'and', 'its', 'programs', 'so', 'much', 'simpler', 'quicker', 'and', 'easier']","[5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 3, 3, 5, 3]"
"['I', 'guess', 'the', 'only', 'good', 'thing', 'that', 'came', 'out', 'of', 'these', 'were', 'the', 'speakers', 'and', 'the', 'subwoofer']","[5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 1]"
"['Theres', 'a', 'built', 'in', 'camera', 'with', 'special', 'effects', 'for', 'video', 'and', 'photography']","[5, 5, 1, 2, 2, 5, 3, 5, 5, 5, 5, 5]"
"['All', 'for', 'such', 'a', 'great', 'price']","[5, 5, 5, 5, 3, 1]"
"['I', 'went', 'right', 'out', 'and', 'purchased', 'another', 'laptop']","[5, 5, 5, 5, 5, 5, 5, 5]"
"['Long', 'story', 'short', 'since', 'I', 'experience', 'so', 'many', 'problems', 'with', 'my', 'laptop', 'every', 'since', 'I', 'bought', 'it', 'from', 'day', 'one', 'I', 'didnt', 'ask', 'for', 'a', 'new', 'laptop', 'or', 'a', 'refund', 'of', 'what', 'I', 'pay', 'for', 'a', 'crapy', 'laptop', 'but', 'just', 'an', 'extension', 'of', 'my', 'laptop', 'warranty', 'for', 'another', 'year', 'they', 'made', 'a', 'big', 'deal', 'of', 'out', 'that', 'and', 'after', 'so', 'many', 'calls', 'and', 'complaints', 'about', 'their', 'products', 'and', 'services', 'they', 'finally', 'gave', 'in']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['I', 'am', 'able', 'to', 'play', '720p', 'and', '1080p', 'media', 'files', 'just', 'fine', 'with', 'it']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5]"
"['I', 'already', 'own', 'an', 'iPhone', 'and', 'so', 'the', 'move', 'just', 'made', 'more', 'sense']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['So', 'think', 'about', 'factoring', 'those', 'things', 'in', 'when', 'you', 'purchase']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Took', 'the', 'netbook', 'on', 'a', 'vacation', 'trip', 'and', 'I', 'was', 'able', 'to', 'do', 'whatever', 'I', 'wanted', 'to', 'do', 'without', 'lugging', 'a', 'much', 'heavier', 'laptop']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Everything', 'was', 'up', 'and', 'running', 'within', '15', 'minutes', 'of', 'unboxing']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['This', 'computer', 'gets', 'very', 'hot', 'before', 'shutting', 'down']","[5, 5, 5, 5, 3, 5, 5, 5]"
"['Another', 'thing', 'is', 'that', 'after', 'only', 'a', 'month', 'the', 'left', 'mouse', 'key', 'broke', 'and', 'it', 'costed', '175', 'to', 'send', 'it', 'in', 'to', 'fix', 'it']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 2, 3, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Went', 'silently']","[5, 5]"
"['Satisfy', 'what', 'I', 'paid', 'for', 'it']","[3, 5, 5, 5, 5, 5]"
"['IT', 'IS', 'TRASH']","[5, 5, 5]"
"['It', 'has', 'good', 'speed', 'and', 'plenty', 'of', 'hard', 'drive', 'space']","[5, 5, 3, 1, 5, 3, 5, 1, 2, 2]"
"['Clear', 'picture', 'on', 'it', 'and', 'everything']","[5, 1, 5, 5, 5, 5]"
"['Overall', 'though', 'for', 'the', 'money', 'spent', 'its', 'a', 'great', 'deal']","[5, 5, 5, 5, 5, 5, 5, 5, 3, 5]"
"['So', 'you', 'dont', 'get', 'frustrated', 'the', 'first', 'few', 'weeks']","[5, 5, 5, 5, 3, 5, 5, 5, 5]"
"['They', 'said', 'that', 'my', 'computer', 'was', 'covered', 'on', 'an', 'extended', 'warranty', 'and', 'that', 'products', 'with', 'extended', 'warranties', 'are', 'taken', 'care', 'of', 'through', 'third', 'parties', 'and', 'not', 'Sony', 'itself', 'anymore']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Its', 'so', 'useable', 'and', 'responsive']","[5, 5, 3, 5, 3]"
"['It', 'is', 'truly', 'a', 'Desktop', 'Replacement']","[5, 5, 5, 5, 5, 5]"
"['I', 'only', 'used', 'it', 'to', 'browse', 'the', 'internet', 'and', 'and', 'I', 'dont', 'know', 'how', 'many', 'times', 'it', 'has', 'spontaniously', 'shut', 'down', 'and', 'it', 'is', 'just', 'a', 'blank', 'screen', 'now']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['A', 'little', 'pricey', 'but', 'it', 'is', 'well', 'well', 'worth', 'it']","[5, 5, 3, 5, 5, 5, 3, 3, 4, 5]"
"['Very', 'longlife', 'battery', 'up', 'to', '1011', 'hours', 'depending', 'on', 'how', 'you', 'configure', 'power', 'level', 'settings']","[5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Screen', 'is', 'awesome', 'battery', 'life', 'is', 'good']","[1, 5, 3, 1, 2, 5, 3]"
"['The', 'black', 'model', 'also', 'has', 'a', 'very', 'nice', 'seamless', 'appearance', 'one', 'of', 'the', 'better', 'looking', 'notebooks', 'Ive', 'seen']","[5, 5, 5, 5, 5, 5, 5, 3, 3, 1, 5, 5, 5, 3, 4, 5, 5, 5]"
"['In', 'my', 'opinion', 'it', 'was', 'not', 'as', 'user', 'friendly', 'as', 'I', 'expected', 'either']","[5, 5, 5, 5, 5, 5, 5, 3, 4, 5, 5, 5, 5]"
"['The', 'technical', 'service', 'for', 'dell', 'is', 'so', '3rd', 'world', 'it', 'might', 'as', 'well', 'not', 'even', 'bother']","[5, 1, 2, 2, 2, 5, 5, 3, 4, 5, 5, 5, 5, 5, 5, 5]"
"['The', 'graphics', 'were', 'awful', 'and', 'the', 'warranty', 'isnt', 'even', 'worth', 'the', 'cheap', 'payment', 'on', 'the', 'computer']","[5, 1, 5, 3, 5, 5, 1, 5, 5, 3, 5, 3, 5, 5, 5, 5]"
"['and', 'if', 'u', 'did']","[5, 5, 5, 5]"
"['Ive', 'had', 'the', 'MacBook', 'Pro', '15', 'for', 'about', 'three', 'weeks', 'and', 'it', 'really', 'is', 'a', 'great', 'computer']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5]"
"['They', 'gave', 'me', 'a', 'hard', 'time', 'yet', 'again', 'but', 'their', 'was', 'a', 'malfunction', 'in', 'the', 'battery', 'itself', 'it', 'didnt', 'die']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 1, 5, 5, 5, 5]"
"['It', 'was', 'definelty', 'a', 'smart', 'move']","[5, 5, 5, 5, 5, 5]"
"['Im', 'excited', 'to', 'learn', 'more', 'about', 'what', 'this', 'powerful', 'machine', 'has', 'to', 'offer', 'and', 'encourage', 'others', 'to', 'do', 'the', 'same']","[5, 3, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Apparently', 'they', 'are', 'defective', 'since', 'they', 'are', 'not', 'securely', 'attached']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5]"
"['but', 'other', 'then', 'that', 'I', 'would', 'give', 'this', 'product', 'a', '4', 'in', 'hafe', 'stars']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Sure', 'hope', 'Best', 'Buy', 'will', 'replace', 'it', 'asap']","[5, 5, 5, 5, 5, 5, 5, 5]"
"['I', 'babyed', 'the', 'heck', 'out', 'of', 'it', 'and', 'i', 'still', 'do']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Handles', 'all', 'my', 'basic', 'media', 'needs', 'easily']","[5, 5, 5, 5, 5, 5, 3]"
