Sentence,Sequence
"[u'Macs', u'are', u'designed', u'for', u'the', u'""', u'frontal', u'lobe', u'challenged', u'""', u'people', u'out', u'there', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'Fan', u'vents', u'to', u'the', u'side', u',', u'so', u'no', u'cooling', u'pad', u'needed', u',', u'great', u'feature', u'!']","[1, 5, 5, 5, 5, 5, 5, 3, 1, 2, 5, 5, 3, 1, 5]"
"[u'i', u'use', u'my', u'mac', u'all', u'the', u'time', u',', u'i', u'love', u'the', u'software', u',', u'the', u'way', u'it', u'takes', u'a', u'short', u'time', u'to', u'load', u'things', u',', u'how', u'easy', u'it', u'is', u'to', u'use', u'and', u'most', u'of', u'all', u'how', u'you', u'do', u""n't"", u'have', u'to', u'worry', u'about', u'viruses', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 1, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'Wasted', u'me', u'at', u'least', u'8', u'hours', u'of', u'installation', u'time', u'.']","[5, 5, 5, 5, 5, 5, 5, 1, 2, 5]"
"[u'It', u'has', u'far', u'exceeded', u'my', u'expectations', u'for', u'power', u',', u'storage', u',', u'and', u'abilitiy', u'.']","[5, 5, 5, 3, 5, 5, 5, 1, 5, 1, 5, 5, 1, 5]"
"[u'A', u'great', u'feature', u'is', u'the', u'spotlight', u'search', u':', u'one', u'can', u'search', u'for', u'documents', u'by', u'simply', u'typing', u'a', u'keyword', u',', u'rather', u'than', u'parsing', u'tens', u'of', u'file', u'folders', u'for', u'a', u'document', u'.']","[5, 3, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'My', u'wireless', u'system', u'would', u'not', u'recognize', u'Windows', u'7', u'and', u'I', u'could', u""n't"", u'get', u'online', u'to', u'find', u'out', u'why', u'.']","[5, 1, 2, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'I', u'am', u'enjoying', u'it', u'and', u'the', u'quality', u'it', u'provides', u'is', u'great', u'!']","[5, 5, 3, 5, 5, 5, 1, 5, 5, 5, 3, 5]"
"[u'It', u'is', u'the', u'worst', u'laptop', u'ever']","[5, 5, 5, 3, 5, 5]"
"[u'Suffice', u'it', u'to', u'say', u',', u'my', u'MacBook', u'Pro', u'keeps', u'me', u'going', u'with', u'its', u'long', u'battery', u'life', u'and', u'blazing', u'speed', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 2, 5, 3, 1, 5]"
"[u'I', u""'m"", u'not', u'going', u'to', u'lie', u',', u'I', u""'ve"", u'never', u'really', u'liked', u'the', u'Acer', u'brand', u'in', u'general', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'The', u'OS', u'is', u'also', u'very', u'user', u'friendly', u',', u'even', u'for', u'those', u'that', u'switch', u'from', u'a', u'PC', u',', u'with', u'a', u'little', u'practice', u'you', u'can', u'take', u'full', u'advantage', u'of', u'this', u'OS', u'!']","[5, 1, 5, 5, 5, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5]"
"[u'iTunes', u'is', u'a', u'handy', u'music', u'-', u'management', u'program', u',', u'and', u'it', u'is', u'essential', u'for', u'anyone', u'with', u'an', u'iPod', u'.']","[1, 5, 5, 3, 5, 5, 5, 1, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5]"
"[u'-I', u'give', u'up', u'on', u'my', u'data', u',', u'I', u'just', u'want', u'a', u'computer', u'reasonably', u'fast', u'...']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5]"
"[u'Would', u'buy', u'100', u'more', u'of', u'these', u'if', u'I', u'could', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'  ', u'while', u'it', u'was', u'barely', u'a', u'bargin', u'in', u'the', u'begining', u',', u'i', u'would', u'never', u'purchase', u'another', u'dell', u'and', u'would', u'not', u'recomend', u'the', u'dell', u'brand', u'to', u'others', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5]"
"[u'it', u'was', u'shooting', u'sparks', u'!']","[5, 5, 5, 5, 5]"
"[u'Great', u'product', u'.']","[5, 5, 5]"
"[u'Mac', u'is', u'not', u'made', u'for', u'gaming', u'.']","[5, 5, 5, 5, 5, 1, 5]"
"[u'Well', u'I', u'spilled', u'something', u'on', u'it', u'and', u'they', u'replaced', u'it', u'with', u'this', u'model', u',', u'which', u'gets', u'hot', u'and', u'the', u'battery', u'does', u""n't"", u'make', u'it', u'through', u'1', u'DVD', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'I', u""'ve"", u'had', u'to', u'call', u'Apple', u'support', u'to', u'set', u'up', u'my', u'new', u'printer', u'and', u'have', u'had', u'wonderful', u'experiences', u'with', u'helpful', u',', u'english', u'speaking', u'(', u'from', u'Vancouver', u')', u'techs', u'that', u'walked', u'me', u'through', u'the', u'processes', u'to', u'help', u'me', u'.']","[5, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'But', u'Sony', u'said', u'we', u'could', u'send', u'it', u'back', u'and', u'be', u'charged', u'for', u'adding', u'the', u'bluetooth', u'an', u'additional', u'seventy', u'something', u'dollars', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 2, 5, 5, 5, 5, 5, 5]"
"[u'  ', u'By', u'this', u'time', u'I', u'was', u'regretting', u'ever', u'SEEING', u'this', u'machine', u'on', u'the', u'shelf', u'!']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'Toshiba', u'is', u'a', u'great', u'brand', u',', u'even', u'though', u'I', u'have', u""n't"", u'had', u'it', u'for', u'a', u'long', u'time', u',', u'I', u'am', u'very', u'happy', u'with', u'it', u'!']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5]"
"[u'I', u'need', u'graphic', u'power', u'to', u'run', u'my', u'Adobe', u'Creative', u'apps', u'efficiently', u'.']","[5, 5, 1, 2, 5, 5, 5, 1, 2, 2, 3, 5]"
"[u'the', u'programs', u'are', u'esay', u'to', u'use', u'and', u'are', u'quick', u'to', u'process', u'this', u'computer', u'works', u'like', u'a', u'charm', u'.']","[5, 1, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'The', u'materials', u'that', u'came', u'with', u'the', u'computer', u'did', u'not', u'include', u'the', u'right', u'#', u'anywhere', u'.']","[5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5]"
"[u'So', u'when', u'you', u'do', u'call', u'to', u'complain', u'about', u'the', u'hunk', u'of', u'metal', u'you', u'get', u'the', u'joy', u'of', u'speaking', u'with', u'a', u'bunch', u'of', u'people', u'you', u'ca', u'nt', u'understand', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'That', u'day', u'!']","[5, 5, 5]"
"[u'""', u'For', u'one', u',', u'I', u'noticed', u'that', u'from', u'turning', u'on', u'my', u'mac', u'to', u'logging', u'on', u'only', u'took', u'about', u'25', u'seconds', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'It', u'does', u'not', u'even', u'have', u'the', u'software', u'to', u'play', u'a', u'dvd', u'now', u'.']","[5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5]"
"[u'My', u'brother', u'is', u'a', u'computer', u'wiz', u'and', u'would', u'laugh', u'at', u'me', u'because', u'he', u'used', u'an', u'Apple', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'Tech', u'support', u'tells', u'me', u'the', u'latter', u'problem', u'is', u'a', u'power', u'supply', u'problem', u'and', u'have', u'offered', u'to', u'fix', u'it', u'if', u'it', u'happens', u'again', u'.']","[1, 2, 5, 5, 5, 5, 3, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'Since', u'I', u'never', u'really', u'got', u'to', u'use', u'this', u',', u'I', u'ca', u""n't"", u'comment', u'on', u'anything', u'except', u'what', u'went', u'wrong', u'after', u'trying', u'2', u'of', u'them', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'Buyers', u'beware', u'.']","[5, 5, 5]"
"[u'HOW', u'DOES', u'THE', u'POWER', u'SUPPLY', u'NOT', u'WORK', u'!', u'!', u'!']","[5, 5, 5, 1, 2, 5, 5, 5, 5, 5]"
"[u'Sells', u'for', u'the', u'same', u'as', u'a', u'netbook', u'without', u'sacrificing', u'size', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 5]"
"[u'  ', u'I', u""'ll"", u'rather', u'be', u'out', u'of', u'date', u'then', u'spend', u'more', u'money', u'on', u'toshiba', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'upon', u'giving', u'them', u'the', u'serial', u'number', u'the', u'first', u'thing', u'I', u'was', u'told', u',', u'was', u'that', u'it', u'was', u'out', u'of', u'warranty', u'and', u'I', u'could', u'pay', u'to', u'have', u'it', u'repaired', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 4, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'Windows', u'XP', u'SP2', u'caused', u'many', u'problems', u'on', u'the', u'computer', u',', u'so', u'I', u'had', u'to', u'remove', u'it', u'.']","[1, 2, 2, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'Love', u'it', u'.']","[5, 5, 5]"
"[u'I', u'reloaded', u'with', u'Windows', u'7', u'Ultimate', u',', u'and', u'the', u'Bluetooth', u'and', u'Fingerprint', u'reader', u'(', u'software', u')', u'would', u'not', u'load', u'.']","[5, 5, 5, 1, 2, 2, 5, 5, 5, 1, 5, 1, 2, 5, 1, 5, 5, 5, 5, 5]"
"[u'None', u'of', u'the', u'techs', u'at', u'HP', u'knew', u'what', u'they', u'were', u'doing', u'.']","[5, 5, 5, 1, 2, 2, 5, 5, 5, 5, 5, 5]"
"[u'Oh', u',', u'it', u'is', u'such', u'a', u'great', u'piece', u'of', u'equipment', u'.']","[5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5]"
"[u'this', u'is', u'my', u'second', u'one', u'and', u'the', u'same', u'problem', u',', u'bad', u'video', u'card', u' ', u'unreliable', u'overall', u',', u'this', u'will', u'be', u'my', u'second', u'time', u'returning', u'this', u'laptop', u'back', u'to', u'best', u'buy', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 2, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'I', u'use', u'that', u'alot', u'on', u'my', u'desktop', u',', u'so', u'I', u'am', u'adjusting', u'to', u'not', u'having', u'it', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'With', u'awesome', u'graphics', u'and', u'assuring', u'security', u',', u'it', u""'s"", u'perfect', u'!']","[5, 3, 1, 5, 3, 1, 5, 5, 5, 3, 5]"
"[u'Laptop', u'was', u'in', u'new', u'condition', u'and', u'operational', u',', u'but', u'for', u'the', u'audio', u'problem', u'when', u'1st', u'sent', u'for', u'repair', u'.']","[5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5]"
"[u'I', u'was', u'disappointed', u'when', u'I', u'realized', u'that', u'the', u'keyboard', u'does', u""n't"", u'light', u'up', u'on', u'this', u'model', u'.']","[5, 5, 3, 5, 5, 5, 5, 5, 1, 5, 3, 4, 4, 5, 5, 5, 5]"
"[u'This', u'machine', u'was', u'a', u'horrible', u'experience', u'.']","[5, 5, 5, 5, 3, 5, 5]"
"[u'It', u'runs', u'perfectly', u'.']","[5, 1, 3, 5]"
"[u'Very', u'dissappointed', u'becase', u'I', u'have', u'had', u'toshibas', u'for', u'years', u',', u'and', u'never', u'a', u'issue', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'If', u'you', u'have', u'any', u'creativity', u'in', u'you', u'do', u'yourself', u'a', u'favor', u'and', u'get', u'a', u'mac', u'!']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'The', u'laptop', u'was', u'very', u'easy', u'to', u'set', u'up', u'.']","[5, 5, 5, 5, 3, 5, 1, 2, 5]"
"[u'Congratulations', u'Asus', u'for', u'creating', u'one', u'big', u'piece', u'of', u'dump', u'which', u'is', u'my', u'laptop', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'Sometimes', u'the', u'screen', u'even', u'goes', u'black', u'on', u'this', u'computer', u'.']","[5, 5, 1, 5, 5, 3, 5, 5, 5, 5]"
"[u'I', u'would', u'definitely', u'recommend', u'checking', u'out', u'this', u'laptop', u'if', u'you', u'are', u'in', u'the', u'market', u'for', u'one', u'.']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'I', u'recommend', u'for', u'word', u'processing', u'and', u'internet', u'users', u'.']","[5, 3, 5, 1, 2, 5, 1, 5, 5]"
"[u'Since', u'I', u""'ve"", u'had', u'this', u'computer', u'I', u""'ve"", u'only', u'used', u'the', u'trackpad', u'because', u'it', u'is', u'so', u'nice', u'and', u'smooth', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 3, 5, 3, 5]"
"[u'  ', u'When', u'the', u'computer', u'has', u'been', u'on', u'for', u'several', u'minutes', u',', u'it', u'will', u'occasionaly', u'just', u'go', u'off', u'by', u'itself', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'A', u'longer', u'battery', u'life', u'would', u'have', u'been', u'great', u'-', u'but', u'it', u'meets', u'it', u""'s"", u'spec', u'quite', u'easily', u'.']","[5, 3, 1, 2, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 1, 5, 3, 5]"
"[u'Who', u'could', u""n't"", u'love', u'a', u'DVD', u'burner', u',', u'80-gigabyte', u'HD', u',', u'and', u'fairly', u'new', u'graphics', u'chip', u'?', u'As', u'I', u'soon', u'discovered', u',', u'though', u',', u'there', u'is', u'a', u'reason', u'for', u'which', u'similarly', u'-', u'configured', u'Sony', u'and', u'Toshiba', u'machines', u'cost', u'more', u':', u'they', u'use', u'higher', u'-', u'quality', u'components', u'that', u'are', u'faster', u',', u'better', u'-', u'configured', u',', u'and', u'end', u'up', u'lasting', u'a', u'lot', u'longer', u'.']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 1, 5, 5, 5, 3, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 4, 4, 1, 5, 5, 3, 5, 3, 4, 4, 5, 5, 5, 5, 5, 5, 5, 3, 5]"
"[u'falls', u'into', u'the', u'case', u'.']","[5, 5, 5, 5, 5]"
"[u'This', u'is', u'something', u'i', u'would', u'deffinately', u'reccomend', u'to', u'someone', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'Its', u'fast', u'and', u'another', u'thing', u'I', u'like', u'is', u'that', u'it', u'has', u'three', u'USB', u'ports', u'.']","[5, 3, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 1, 2, 5]"
"[u'Mac', u'computers', u'automatically', u'""', u'defrag', u'""', u'each', u'time', u'you', u'start', u'your', u'computer', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'That', u'is', u'my', u'only', u'complaint', u'!']","[5, 5, 5, 5, 5, 5]"
"[u'The', u'salesman', u'talked', u'us', u'into', u'this', u'computer', u'away', u'from', u'another', u'we', u'were', u'looking', u'at', u'and', u'we', u'have', u'had', u'nothing', u'but', u'problems', u'with', u'software', u'problems', u'and', u'just', u'not', u'happy', u'with', u'it', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 1, 5, 5, 5, 5, 3, 5, 5, 5]"
"[u'That', u'system', u'is', u'fixed', u'.']","[5, 1, 5, 3, 5]"
"[u'The', u'computer', u'itself', u'was', u'fast', u',', u'ran', u'smoothly', u',', u'and', u'had', u'no', u'problems', u'.']","[5, 5, 5, 5, 3, 5, 1, 3, 5, 5, 5, 5, 5, 5]"
"[u'One', u'of', u'the', u'smartest', u'thing', u'I', u'did', u'was', u'take', u'my', u'time', u'to', u'compare', u'laptops', u'before', u'making', u'my', u'purchase', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'Like', u'the', u'price', u'and', u'operation', u'.']","[5, 5, 1, 5, 1, 5]"
"[u'The', u'brand', u'is', u'tarnished', u'in', u'my', u'heart', u'.']","[5, 1, 5, 3, 5, 5, 5, 5]"
"[u'This', u'is', u'likely', u'due', u'to', u'poor', u'grounding', u'and', u'isolation', u'between', u'the', u'components', u',', u'and', u'I', u""'m"", u'hoping', u'that', u'it', u'can', u'be', u'fixed', u'with', u'a', u'ground', u'loop', u'isolator', u',', u'but', u'I', u'still', u'expected', u'better', u'product', u'quality', u'for', u'this', u'price', u'range', u'.']","[5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 1, 2, 2, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 1, 2, 5]"
"[u'Honestly', u',', u'this', u'is', u'absolutely', u'wonderful', u'.']","[5, 5, 5, 5, 5, 3, 5]"
"[u'I', u""'"", u'have', u'had', u'it', u'for', u'about', u'a', u'1', u'1/2', u'and', u'yes', u'I', u'have', u'had', u'an', u'issue', u'with', u'it', u'one', u'month', u'out', u'of', u'warranty', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 4, 1, 5]"
"[u'I', u'really', u'wish', u'I', u'had', u'done', u'this', u'years', u'ago', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'Well', u',', u'maybe', u'I', u'was', u'just', u'very', u'unlucky', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'For', u'example', u',', u'when', u'my', u'husband', u'turns', u'the', u'light', u'out', u'while', u'I', u""'m"", u'on', u'the', u'computer', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'Once', u'open', u',', u'the', u'leading', u'edge', u'is', u'razor', u'sharp', u'.']","[5, 5, 5, 5, 1, 2, 5, 3, 4, 5]"
"[u'Loaded', u'with', u'bloatware', u'.']","[5, 5, 1, 5]"
"[u'If', u'you', u'buy', u',', u'pray', u'you', u'do', u'nt', u'have', u'major', u'prolems', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'Do', u""n't"", u'get', u'me', u'wrong', u',', u'I', u'am', u'no', u'Microsoft', u'hater', u',', u'I', u""'ve"", u'just', u'managed', u'to', u'turn', u'into', u'a', u'much', u'bigger', u'Apple', u'fan', u'because', u'of', u'this', u'machine', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'HP', u'refused', u'to', u'give', u'me', u'a', u'new', u'one', u'and', u'Wal', u'Mart', u'refused', u'to', u'take', u'it', u'back', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'Within', u'3', u'weeks', u'the', u'same', u'issues', u'started', u'happening', u'AGAIN', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'Maximum', u'sound', u'is', u""n't"", u'nearly', u'as', u'loud', u'as', u'it', u'should', u'be', u'.']","[1, 2, 5, 3, 4, 4, 4, 5, 5, 5, 5, 5]"
"[u'Well', u',', u'they', u'do', u""n't"", u'care', u'a', u'bunch', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'I', u'loaded', u'windows', u'7', u'via', u'Bootcamp', u'and', u'it', u'works', u'flawlessly', u'!']","[5, 5, 1, 2, 5, 1, 5, 5, 5, 3, 5]"
"[u'I', u'have', u'never', u'had', u'to', u'shut', u'down', u'the', u'computer', u'unexpectedly', u'and', u'the', u'computer', u'has', u'never', u'froze', u'on', u'me', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 3, 5, 5, 5]"
"[u'Great', u'Laptop', u'for', u'the', u'price', u',', u'works', u'well', u'with', u'action', u'pack', u'games', u'.']","[5, 5, 5, 5, 1, 5, 5, 5, 5, 1, 2, 2, 5]"
"[u'Although', u'the', u'price', u'is', u'higher', u'then', u'Dell', u'laptops', u',', u'the', u'Macbooks', u'are', u'worth', u'the', u'dough', u'.']","[5, 5, 1, 5, 3, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5]"
"[u'Recommended', u'to', u'people', u'as', u'their', u'first', u'laptop', u'.']","[5, 5, 5, 5, 5, 5, 5, 5]"
"[u'I', u'would', u'recomend', u'this', u'acer', u'to', u'parents', u'and', u'grandparents', u'it', u'can', u'really', u'help', u'them', u'in', u'school', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'I', u'would', u'not', u'recommend', u'this', u'to', u'anyone', u'wanting', u'a', u'notebook', u'expecting', u'the', u'performance', u'of', u'a', u'Desktop', u'it', u'does', u'not', u'meet', u'the', u'expectations', u'.']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'The', u'Macbook', u'arrived', u'in', u'a', u'nice', u'twin', u'packing', u'and', u'sealed', u'in', u'the', u'box', u',', u'all', u'the', u'functions', u'works', u'great', u'.']","[5, 5, 5, 5, 5, 3, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 3, 5]"
"[u'So', u'what', u'if', u'the', u'laptops', u'/', u'mobile', u'phones', u'look', u'chic', u'and', u'cool', u'?', u'The', u'after', u'sales', u'support', u'is', u'terrible', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 3, 5, 5, 1, 2, 2, 5, 3, 5]"
"[u'they', u'have', u'not', u'sent', u'a', u'new', u'one', u'nor', u'called', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'I', u'would', u'easly', u'reccomend', u'this', u'laptop', u'to', u'a', u'friend', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'I', u'hate', u'the', u'display', u'screen', u'and', u'I', u'have', u'done', u'everything', u'I', u'could', u'do', u'the', u'change', u'it', u'.']","[5, 3, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'I', u'spent', u'alot', u'of', u'money', u'on', u'this', u'product', u'and', u'its', u'been', u'a', u'nightmare', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'I', u'also', u'like', u'the', u'acer', u'arcade', u'but', u'these', u'were', u'reallythe', u'only', u'two', u'things', u'I', u'liked', u'about', u'this', u'laptop', u'.']","[5, 5, 3, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5]"
"[u'Have', u'not', u'yet', u'needed', u'any', u'customer', u'support', u'with', u'this', u'yet', u'so', u'to', u'me', u'that', u'is', u'a', u'great', u'thing', u',', u'which', u'is', u'leaps', u'and', u'bounds', u'ahead', u'of', u'PC', u'in', u'my', u'opinion', u'.']","[5, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'Thinking', u'about', u'returning', u'it']","[5, 5, 5, 5]"
"[u'I', u'gave', u'it', u'to', u'my', u'daughter', u'because', u'I', u'just', u'hated', u'the', u'screen', u',', u'hated', u'that', u'it', u'had', u'no', u'cd', u'drive', u'to', u'at', u'least', u'play', u'cd', u""'s"", u'when', u'I', u'wanted', u'to', u'listen', u'to', u'music', u'and', u'do', u'schoolwork', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 1, 5, 3, 5, 5, 5, 3, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'It', u'runs', u'very', u'quiet', u'too', u'which', u'is', u'a', u'plus', u'.']","[5, 1, 5, 3, 5, 5, 5, 5, 3, 5]"
"[u'but', u'it', u' ', u'has', u'a', u'major', u'design', u'flaw', u'.']","[5, 5, 5, 5, 5, 5, 1, 3, 5]"
"[u'  ', u'I', u'took', u'the', u'laptop', u'home', u'and', u'not', u'even', u'a', u'month', u'later', u',', u'I', u'began', u'to', u'have', u'problems', u'with', u'it', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'It', u'was', u'heavy', u',', u'bulky', u',', u'and', u'hard', u'to', u'carry', u'because', u'of', u'the', u'size', u'.']","[5, 5, 3, 5, 3, 5, 5, 3, 5, 5, 5, 5, 5, 1, 5]"
"[u'That', u'was', u'my', u'first', u'Apple', u'product', u'and', u'since', u'then', u'I', u'have', u'been', u'incredibly', u'happy', u'with', u'every', u'product', u'of', u'theirs', u'I', u'have', u'bought', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'i', u'tried', u'turning', u'it', u'done', u'but', u'it', u'did', u'nothing', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'It', u'is', u'super', u'fast', u',', u'and', u'always', u'loads', u'.']","[5, 5, 5, 3, 5, 5, 5, 5, 5]"
