Sentence,Sequence,Tags
"['The', 'menu', 'is', 'limited', 'but', 'almost', 'all', 'of', 'the', 'dishes', 'are', 'excellent']","[5, 1, 5, 3, 5, 5, 5, 5, 5, 1, 5, 3]","[('The', 'DET', 'DT', 'det'), ('menu', 'NOUN', 'NN', 'nsubj'), ('is', 'VERB', 'VBZ', 'ROOT'), ('limited', 'VERB', 'VBN', 'acomp'), ('but', 'CCONJ', 'CC', 'cc'), ('almost', 'ADV', 'RB', 'advmod'), ('all', 'DET', 'DT', 'nsubj'), ('of', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('dishes', 'NOUN', 'NNS', 'pobj'), ('are', 'VERB', 'VBP', 'conj'), ('excellent', 'ADJ', 'JJ', 'acomp')]"
"['Not', 'too', 'crazy', 'about', 'their', 'sake', 'martini']","[5, 5, 3, 5, 5, 1, 2]","[('Not', 'ADV', 'RB', 'neg'), ('too', 'ADV', 'RB', 'advmod'), ('crazy', 'ADJ', 'JJ', 'ROOT'), ('about', 'ADP', 'IN', 'prep'), ('their', 'ADJ', 'PRP$', 'poss'), ('sake', 'NOUN', 'NN', 'compound'), ('martini', 'NOUN', 'NN', 'pobj')]"
"['Great', 'bagels', 'spreads', 'and', 'a', 'good', 'place', 'to', 'hang', 'out', 'in']","[5, 1, 1, 5, 5, 5, 5, 5, 5, 5, 5]","[('Great', 'ADJ', 'JJ', 'amod'), ('bagels', 'VERB', 'VBZ', 'nsubj'), ('spreads', 'NOUN', 'NNS', 'ROOT'), ('and', 'CCONJ', 'CC', 'cc'), ('a', 'DET', 'DT', 'det'), ('good', 'ADJ', 'JJ', 'amod'), ('place', 'NOUN', 'NN', 'conj'), ('to', 'PART', 'TO', 'aux'), ('hang', 'VERB', 'VB', 'relcl'), ('out', 'PART', 'RP', 'prt'), ('in', 'ADP', 'IN', 'prep')]"
"['The', 'service', 'varys', 'from', 'day', 'to', 'day', 'sometimes', 'theyre', 'very', 'nice', 'and', 'sometimes', 'not']","[5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5]","[('The', 'DET', 'DT', 'det'), ('service', 'NOUN', 'NN', 'nsubj'), ('varys', 'VERB', 'VBZ', 'appos'), ('from', 'ADP', 'IN', 'prep'), ('day', 'NOUN', 'NN', 'pobj'), ('to', 'ADP', 'IN', 'prep'), ('day', 'NOUN', 'NN', 'pobj'), ('sometimes', 'ADV', 'RB', 'advmod'), ('they', 'PRON', 'PRP', 'nsubj'), ('re', 'VERB', 'VBZ', 'ROOT'), ('very', 'ADV', 'RB', 'advmod'), ('nice', 'ADJ', 'JJ', 'acomp'), ('and', 'CCONJ', 'CC', 'cc'), ('sometimes', 'ADV', 'RB', 'conj'), ('not', 'ADV', 'RB', 'neg')]"
"['whoever', 'the', 'jazz', 'duo', 'was', 'they', 'were', 'on', 'POINT']","[5, 5, 5, 5, 5, 5, 5, 5, 5]","[('whoever', 'NOUN', 'WP', 'attr'), ('the', 'DET', 'DT', 'det'), ('jazz', 'NOUN', 'NN', 'compound'), ('duo', 'NOUN', 'NN', 'nsubj'), ('was', 'VERB', 'VBD', 'ROOT'), ('they', 'PRON', 'PRP', 'nsubj'), ('were', 'VERB', 'VBD', 'ccomp'), ('on', 'ADP', 'IN', 'prep'), ('POINT', 'PROPN', 'NNP', 'pobj')]"
"['One', 'thing', 'I', 'liked', 'about', 'this', 'place', 'is', 'that', 'I', 'never', 'felt', 'rushed', 'or', 'pressured', 'to', 'give', 'up', 'my', 'table', 'ot', 'incoming', 'guests']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5]","[('One', 'NUM', 'CD', 'nummod'), ('thing', 'NOUN', 'NN', 'nsubj'), ('I', 'PRON', 'PRP', 'nsubj'), ('liked', 'VERB', 'VBD', 'relcl'), ('about', 'ADP', 'IN', 'prep'), ('this', 'DET', 'DT', 'det'), ('place', 'NOUN', 'NN', 'pobj'), ('is', 'VERB', 'VBZ', 'ROOT'), ('that', 'ADP', 'IN', 'mark'), ('I', 'PRON', 'PRP', 'nsubj'), ('never', 'ADV', 'RB', 'neg'), ('felt', 'VERB', 'VBD', 'ccomp'), ('rushed', 'VERB', 'VBN', 'acomp'), ('or', 'CCONJ', 'CC', 'cc'), ('pressured', 'VERB', 'VBN', 'conj'), ('to', 'PART', 'TO', 'aux'), ('give', 'VERB', 'VB', 'xcomp'), ('up', 'PART', 'RP', 'prt'), ('my', 'ADJ', 'PRP$', 'poss'), ('table', 'NOUN', 'NN', 'dobj'), ('ot', 'ADP', 'IN', 'nmod'), ('incoming', 'ADJ', 'JJ', 'amod'), ('guests', 'NOUN', 'NNS', 'dobj')]"
"['This', 'place', 'is', 'a', 'great', 'bargain']","[5, 5, 5, 5, 3, 5]","[('This', 'DET', 'DT', 'det'), ('place', 'NOUN', 'NN', 'nsubj'), ('is', 'VERB', 'VBZ', 'ROOT'), ('a', 'DET', 'DT', 'det'), ('great', 'ADJ', 'JJ', 'amod'), ('bargain', 'NOUN', 'NN', 'attr')]"
"['We', 'happened', 'upon', 'this', 'place', 'purely', 'by', 'accident', 'and', 'were', 'pleased', 'with', 'the', 'results']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5]","[('We', 'PRON', 'PRP', 'nsubj'), ('happened', 'VERB', 'VBD', 'ROOT'), ('upon', 'ADP', 'IN', 'prep'), ('this', 'DET', 'DT', 'det'), ('place', 'NOUN', 'NN', 'pobj'), ('purely', 'ADV', 'RB', 'advmod'), ('by', 'ADP', 'IN', 'prep'), ('accident', 'NOUN', 'NN', 'pobj'), ('and', 'CCONJ', 'CC', 'cc'), ('were', 'VERB', 'VBD', 'conj'), ('pleased', 'ADJ', 'JJ', 'acomp'), ('with', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('results', 'NOUN', 'NNS', 'pobj')]"
"['Unfortunately', 'the', 'food', 'is', 'outstanding', 'but', 'everything', 'else', 'about', 'this', 'restaurant', 'is', 'the', 'pits']","[5, 5, 1, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('Unfortunately', 'ADV', 'RB', 'advmod'), ('the', 'DET', 'DT', 'det'), ('food', 'NOUN', 'NN', 'nsubj'), ('is', 'VERB', 'VBZ', 'ROOT'), ('outstanding', 'ADJ', 'JJ', 'acomp'), ('but', 'CCONJ', 'CC', 'cc'), ('everything', 'NOUN', 'NN', 'nsubj'), ('else', 'ADV', 'RB', 'advmod'), ('about', 'ADP', 'IN', 'prep'), ('this', 'DET', 'DT', 'det'), ('restaurant', 'NOUN', 'NN', 'pobj'), ('is', 'VERB', 'VBZ', 'conj'), ('the', 'DET', 'DT', 'det'), ('pits', 'NOUN', 'NNS', 'attr')]"
"['Deff', 'recimmend', 'Bukhara', 'they', 'also', 'have', 'opened', 'two', 'new', 'locations', 'guess', 'ill', 'try', 'them', 'out']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('Deff', 'PROPN', 'NNP', 'nsubj'), ('recimmend', 'NOUN', 'NN', 'ROOT'), ('Bukhara', 'PROPN', 'NNP', 'dobj'), ('they', 'PRON', 'PRP', 'nsubj'), ('also', 'ADV', 'RB', 'advmod'), ('have', 'VERB', 'VBP', 'aux'), ('opened', 'VERB', 'VBN', 'ccomp'), ('two', 'NUM', 'CD', 'nummod'), ('new', 'ADJ', 'JJ', 'amod'), ('locations', 'NOUN', 'NNS', 'dobj'), ('guess', 'VERB', 'VBP', 'advcl'), ('ill', 'ADV', 'RB', 'ccomp'), ('try', 'VERB', 'VB', 'advcl'), ('them', 'PRON', 'PRP', 'dobj'), ('out', 'PART', 'RP', 'prt')]"
"['We', 'always', 'have', 'a', 'delicious', 'meal', 'and', 'always', 'leave', 'feeling', 'satisfied']","[5, 5, 5, 5, 3, 1, 5, 5, 5, 5, 3]","[('We', 'PRON', 'PRP', 'nsubj'), ('always', 'ADV', 'RB', 'advmod'), ('have', 'VERB', 'VBP', 'ROOT'), ('a', 'DET', 'DT', 'det'), ('delicious', 'ADJ', 'JJ', 'amod'), ('meal', 'NOUN', 'NN', 'dobj'), ('and', 'CCONJ', 'CC', 'cc'), ('always', 'ADV', 'RB', 'advmod'), ('leave', 'VERB', 'VBP', 'conj'), ('feeling', 'NOUN', 'NN', 'xcomp'), ('satisfied', 'ADJ', 'JJ', 'acomp')]"
"['Dip', 'the', 'ingredients', 'in', 'with', 'your', 'chopsticks', 'swirl', 'them', 'around', 'and', 'eat']","[5, 5, 1, 5, 5, 5, 1, 5, 5, 5, 5, 5]","[('Dip', 'PROPN', 'NNP', 'nsubj'), ('the', 'DET', 'DT', 'det'), ('ingredients', 'NOUN', 'NNS', 'dobj'), ('in', 'ADP', 'IN', 'prep'), ('with', 'ADP', 'IN', 'prep'), ('your', 'ADJ', 'PRP$', 'poss'), ('chopsticks', 'NOUN', 'NNS', 'pobj'), ('swirl', 'VERB', 'VB', 'ROOT'), ('them', 'PRON', 'PRP', 'dobj'), ('around', 'PART', 'RP', 'prt'), ('and', 'CCONJ', 'CC', 'cc'), ('eat', 'VERB', 'VB', 'conj')]"
"['First', 'went', 'here', 'to', 'enjoy', 'their', 'garden', 'terrace']","[5, 5, 5, 5, 3, 5, 1, 2]","[('First', 'ADV', 'RB', 'advmod'), ('went', 'VERB', 'VBD', 'ROOT'), ('here', 'ADV', 'RB', 'advmod'), ('to', 'PART', 'TO', 'aux'), ('enjoy', 'VERB', 'VB', 'advcl'), ('their', 'ADJ', 'PRP$', 'poss'), ('garden', 'NOUN', 'NN', 'compound'), ('terrace', 'NOUN', 'NN', 'dobj')]"
"['My', 'husbands', 'was', 'perfect', 'my', 'was', 'well', 'done', 'and', 'dry']","[5, 5, 5, 3, 5, 5, 3, 5, 5, 5]","[('My', 'ADJ', 'PRP$', 'poss'), ('husbands', 'NOUN', 'NNS', 'nsubj'), ('was', 'VERB', 'VBD', 'ROOT'), ('perfect', 'ADJ', 'JJ', 'acomp'), ('my', 'ADJ', 'PRP$', 'nsubjpass'), ('was', 'VERB', 'VBD', 'auxpass'), ('well', 'ADV', 'RB', 'advmod'), ('done', 'VERB', 'VBN', 'ccomp'), ('and', 'CCONJ', 'CC', 'cc'), ('dry', 'ADJ', 'JJ', 'conj')]"
"['Everyone', 'I', 'have', 'spoken', 'too', 'there', 'is', 'super', 'friendly', 'helpful', 'and', 'willing', 'to', 'the', 'extra', 'mile', 'for', 'a', 'customer']","[5, 5, 5, 5, 5, 5, 5, 5, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('Everyone', 'NOUN', 'NN', 'nsubj'), ('I', 'PRON', 'PRP', 'nsubj'), ('have', 'VERB', 'VBP', 'aux'), ('spoken', 'VERB', 'VBN', 'relcl'), ('too', 'ADV', 'RB', 'advmod'), ('there', 'ADV', 'EX', 'expl'), ('is', 'VERB', 'VBZ', 'ROOT'), ('super', 'ADV', 'RB', 'advmod'), ('friendly', 'ADJ', 'JJ', 'amod'), ('helpful', 'ADJ', 'JJ', 'acomp'), ('and', 'CCONJ', 'CC', 'cc'), ('willing', 'ADJ', 'JJ', 'conj'), ('to', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('extra', 'ADJ', 'JJ', 'amod'), ('mile', 'NOUN', 'NN', 'pobj'), ('for', 'ADP', 'IN', 'prep'), ('a', 'DET', 'DT', 'det'), ('customer', 'NOUN', 'NN', 'pobj')]"
"['The', 'pizza', 'was', 'pretty', 'good', 'and', 'huge']","[5, 1, 5, 5, 3, 5, 3]","[('The', 'DET', 'DT', 'det'), ('pizza', 'NOUN', 'NN', 'nsubj'), ('was', 'VERB', 'VBD', 'ROOT'), ('pretty', 'ADV', 'RB', 'advmod'), ('good', 'ADJ', 'JJ', 'acomp'), ('and', 'CCONJ', 'CC', 'cc'), ('huge', 'ADJ', 'JJ', 'conj')]"
"['Sapphire', 'is', 'the', 'only', 'Indian', 'restaurant', 'I', 'go', 'to', 'when', 'Im', 'in', 'NYC']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('Sapphire', 'NOUN', 'NN', 'nsubj'), ('is', 'VERB', 'VBZ', 'ROOT'), ('the', 'DET', 'DT', 'det'), ('only', 'ADJ', 'JJ', 'amod'), ('Indian', 'ADJ', 'JJ', 'amod'), ('restaurant', 'NOUN', 'NN', 'attr'), ('I', 'PRON', 'PRP', 'nsubj'), ('go', 'VERB', 'VBP', 'relcl'), ('to', 'ADP', 'IN', 'prep'), ('when', 'ADV', 'WRB', 'advmod'), ('I', 'PRON', 'PRP', 'nsubj'), ('m', 'VERB', 'VBP', 'pobj'), ('in', 'ADP', 'IN', 'prep'), ('NYC', 'PROPN', 'NNP', 'pobj')]"
"['The', 'cuisine', 'from', 'what', 'Ive', 'gathered', 'is', 'authentic', 'Taiwanese', 'though', 'its', 'very', 'different', 'from', 'what', 'Ive', 'been', 'accustomed', 'to', 'in', 'Taipei']","[5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5]","[('The', 'DET', 'DT', 'det'), ('cuisine', 'NOUN', 'NN', 'nsubj'), ('from', 'ADP', 'IN', 'prep'), ('what', 'NOUN', 'WP', 'dobj'), ('I', 'PRON', 'PRP', 'nsubj'), ('ve', 'VERB', 'VB', 'aux'), ('gathered', 'VERB', 'VBN', 'pcomp'), ('is', 'VERB', 'VBZ', 'ROOT'), ('authentic', 'ADJ', 'JJ', 'amod'), ('Taiwanese', 'PROPN', 'NNPS', 'attr'), ('though', 'ADP', 'IN', 'mark'), ('its', 'ADJ', 'PRP$', 'poss'), ('very', 'ADV', 'RB', 'advmod'), ('different', 'ADJ', 'JJ', 'advcl'), ('from', 'ADP', 'IN', 'prep'), ('what', 'NOUN', 'WP', 'pobj'), ('I', 'PRON', 'PRP', 'nsubjpass'), ('ve', 'VERB', 'VB', 'aux'), ('been', 'VERB', 'VBN', 'auxpass'), ('accustomed', 'VERB', 'VBN', 'pcomp'), ('to', 'ADP', 'IN', 'prep'), ('in', 'ADP', 'IN', 'prep'), ('Taipei', 'PROPN', 'NNP', 'pobj')]"
"['I', 'heartily', 'recommend']","[5, 5, 5]","[('I', 'PRON', 'PRP', 'nsubj'), ('heartily', 'ADV', 'RB', 'advmod'), ('recommend', 'VERB', 'VBP', 'ROOT')]"
"['Heartland', 'Brewery', 'is', 'by', 'far', 'one', 'of', 'the', 'best', 'places', 'in', 'NYC', 'to', 'make', 'new', 'friends', 'and', 'catch', 'up', 'with', 'old', 'ones']","[5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('Heartland', 'PROPN', 'NNP', 'compound'), ('Brewery', 'PROPN', 'NNP', 'nsubj'), ('is', 'VERB', 'VBZ', 'ROOT'), ('by', 'ADP', 'IN', 'prep'), ('far', 'ADV', 'RB', 'amod'), ('one', 'NUM', 'CD', 'pobj'), ('of', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('best', 'ADJ', 'JJS', 'amod'), ('places', 'NOUN', 'NNS', 'pobj'), ('in', 'ADP', 'IN', 'prep'), ('NYC', 'PROPN', 'NNP', 'pobj'), ('to', 'PART', 'TO', 'aux'), ('make', 'VERB', 'VB', 'advcl'), ('new', 'ADJ', 'JJ', 'amod'), ('friends', 'NOUN', 'NNS', 'dobj'), ('and', 'CCONJ', 'CC', 'cc'), ('catch', 'VERB', 'VB', 'conj'), ('up', 'PART', 'RP', 'prt'), ('with', 'ADP', 'IN', 'prep'), ('old', 'ADJ', 'JJ', 'amod'), ('ones', 'NOUN', 'NNS', 'pobj')]"
"['I', 'almost', 'hesititate', 'to', 'write', 'a', 'review', 'because', 'the', 'atmosphere', 'was', 'so', 'great', 'and', 'I', 'would', 'hate', 'for', 'it', 'too', 'become', 'to', 'crowded']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('I', 'PRON', 'PRP', 'nsubj'), ('almost', 'ADV', 'RB', 'advmod'), ('hesititate', 'VERB', 'VBP', 'ROOT'), ('to', 'PART', 'TO', 'aux'), ('write', 'VERB', 'VB', 'xcomp'), ('a', 'DET', 'DT', 'det'), ('review', 'NOUN', 'NN', 'dobj'), ('because', 'ADP', 'IN', 'mark'), ('the', 'DET', 'DT', 'det'), ('atmosphere', 'NOUN', 'NN', 'nsubj'), ('was', 'VERB', 'VBD', 'advcl'), ('so', 'ADV', 'RB', 'advmod'), ('great', 'ADJ', 'JJ', 'acomp'), ('and', 'CCONJ', 'CC', 'cc'), ('I', 'PRON', 'PRP', 'nsubj'), ('would', 'VERB', 'MD', 'aux'), ('hate', 'VERB', 'VB', 'conj'), ('for', 'ADP', 'IN', 'mark'), ('it', 'PRON', 'PRP', 'nsubj'), ('too', 'ADV', 'RB', 'advmod'), ('become', 'VERB', 'VBP', 'advcl'), ('to', 'ADP', 'IN', 'aux'), ('crowded', 'VERB', 'VBN', 'xcomp')]"
"['They', 'are', 'often', 'crowded', 'on', 'the', 'weekends', 'but', 'they', 'are', 'efficient', 'and', 'accurate', 'with', 'their', 'service']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 3, 5, 3, 5, 5, 1]","[('They', 'PRON', 'PRP', 'nsubjpass'), ('are', 'VERB', 'VBP', 'auxpass'), ('often', 'ADV', 'RB', 'advmod'), ('crowded', 'VERB', 'VBN', 'ROOT'), ('on', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('weekends', 'NOUN', 'NNS', 'pobj'), ('but', 'CCONJ', 'CC', 'cc'), ('they', 'PRON', 'PRP', 'nsubj'), ('are', 'VERB', 'VBP', 'conj'), ('efficient', 'ADJ', 'JJ', 'acomp'), ('and', 'CCONJ', 'CC', 'cc'), ('accurate', 'ADJ', 'JJ', 'conj'), ('with', 'ADP', 'IN', 'prep'), ('their', 'ADJ', 'PRP$', 'poss'), ('service', 'NOUN', 'NN', 'pobj')]"
"['All', 'my', 'coworkers', 'were', 'amazed', 'at', 'how', 'small', 'the', 'dish', 'was']","[5, 5, 5, 5, 5, 5, 5, 3, 5, 1, 5]","[('All', 'DET', 'DT', 'predet'), ('my', 'ADJ', 'PRP$', 'poss'), ('coworkers', 'NOUN', 'NNS', 'nsubj'), ('were', 'VERB', 'VBD', 'ROOT'), ('amazed', 'ADJ', 'JJ', 'acomp'), ('at', 'ADP', 'IN', 'prep'), ('how', 'ADV', 'WRB', 'advmod'), ('small', 'ADJ', 'JJ', 'acomp'), ('the', 'DET', 'DT', 'det'), ('dish', 'NOUN', 'NN', 'nsubj'), ('was', 'VERB', 'VBD', 'pcomp')]"
"['The', 'atmosphere', 'is', 'unheralded', 'the', 'service', 'impecible', 'and', 'the', 'food', 'magnificant']","[5, 1, 5, 3, 5, 1, 5, 5, 5, 1, 5]","[('The', 'DET', 'DT', 'det'), ('atmosphere', 'NOUN', 'NN', 'nsubjpass'), ('is', 'VERB', 'VBZ', 'auxpass'), ('unheralded', 'VERB', 'VBN', 'ROOT'), ('the', 'DET', 'DT', 'det'), ('service', 'NOUN', 'NN', 'nsubj'), ('impecible', 'ADJ', 'JJ', 'ccomp'), ('and', 'CCONJ', 'CC', 'cc'), ('the', 'DET', 'DT', 'det'), ('food', 'NOUN', 'NN', 'compound'), ('magnificant', 'NOUN', 'NN', 'conj')]"
"['We', 'ordered', 'the', 'special', 'grilled', 'branzino', 'that', 'was', 'so', 'infused', 'with', 'bone', 'it', 'was', 'difficult', 'to', 'eat']","[5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5]","[('We', 'PRON', 'PRP', 'nsubj'), ('ordered', 'VERB', 'VBD', 'ROOT'), ('the', 'DET', 'DT', 'det'), ('special', 'ADJ', 'JJ', 'amod'), ('grilled', 'VERB', 'VBN', 'amod'), ('branzino', 'NOUN', 'NN', 'dobj'), ('that', 'ADJ', 'WDT', 'nsubjpass'), ('was', 'VERB', 'VBD', 'auxpass'), ('so', 'ADV', 'RB', 'advmod'), ('infused', 'VERB', 'VBN', 'relcl'), ('with', 'ADP', 'IN', 'prep'), ('bone', 'NOUN', 'NN', 'pobj'), ('it', 'PRON', 'PRP', 'nsubj'), ('was', 'VERB', 'VBD', 'ccomp'), ('difficult', 'ADJ', 'JJ', 'acomp'), ('to', 'PART', 'TO', 'aux'), ('eat', 'VERB', 'VB', 'xcomp')]"
"['The', 'wait', 'staff', 'is', 'friendly', 'and', 'the', 'food', 'has', 'gotten', 'better', 'and', 'better']","[5, 1, 2, 5, 3, 5, 5, 1, 5, 5, 3, 5, 5]","[('The', 'DET', 'DT', 'det'), ('wait', 'NOUN', 'NN', 'amod'), ('staff', 'NOUN', 'NN', 'nsubj'), ('is', 'VERB', 'VBZ', 'ROOT'), ('friendly', 'ADJ', 'JJ', 'acomp'), ('and', 'CCONJ', 'CC', 'cc'), ('the', 'DET', 'DT', 'det'), ('food', 'NOUN', 'NN', 'nsubj'), ('has', 'VERB', 'VBZ', 'aux'), ('gotten', 'VERB', 'VBN', 'conj'), ('better', 'ADJ', 'JJR', 'acomp'), ('and', 'CCONJ', 'CC', 'cc'), ('better', 'ADJ', 'JJR', 'conj')]"
"['This', 'place', 'which', 'is', 'only', 'a', 'few', 'months', 'old', 'is', 'perhaps', 'Queens', 'biggest', 'secret']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('This', 'DET', 'DT', 'det'), ('place', 'NOUN', 'NN', 'nsubj'), ('which', 'ADJ', 'WDT', 'nsubj'), ('is', 'VERB', 'VBZ', 'relcl'), ('only', 'ADV', 'RB', 'advmod'), ('a', 'DET', 'DT', 'quantmod'), ('few', 'ADJ', 'JJ', 'nummod'), ('months', 'NOUN', 'NNS', 'npadvmod'), ('old', 'ADJ', 'JJ', 'acomp'), ('is', 'VERB', 'VBZ', 'ROOT'), ('perhaps', 'ADV', 'RB', 'advmod'), ('Queens', 'PROPN', 'NNP', 'attr'), ('biggest', 'ADJ', 'JJS', 'amod'), ('secret', 'NOUN', 'NN', 'acomp')]"
"['It', 'may', 'be', 'a', 'bit', 'packed', 'on', 'weekends', 'but', 'the', 'vibe', 'is', 'good', 'and', 'it', 'is', 'the', 'best', 'French', 'food', 'you', 'will', 'find', 'in', 'the', 'area']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 3, 5, 5, 5, 5, 3, 1, 2, 5, 5, 5, 5, 5, 5]","[('It', 'PRON', 'PRP', 'nsubj'), ('may', 'VERB', 'MD', 'aux'), ('be', 'VERB', 'VB', 'ROOT'), ('a', 'DET', 'DT', 'det'), ('bit', 'NOUN', 'NN', 'npadvmod'), ('packed', 'ADJ', 'JJ', 'acomp'), ('on', 'ADP', 'IN', 'prep'), ('weekends', 'NOUN', 'NNS', 'pobj'), ('but', 'CCONJ', 'CC', 'cc'), ('the', 'DET', 'DT', 'det'), ('vibe', 'NOUN', 'NN', 'nsubj'), ('is', 'VERB', 'VBZ', 'conj'), ('good', 'ADJ', 'JJ', 'acomp'), ('and', 'CCONJ', 'CC', 'cc'), ('it', 'PRON', 'PRP', 'nsubj'), ('is', 'VERB', 'VBZ', 'conj'), ('the', 'DET', 'DT', 'det'), ('best', 'ADJ', 'JJS', 'amod'), ('French', 'ADJ', 'JJ', 'amod'), ('food', 'NOUN', 'NN', 'attr'), ('you', 'PRON', 'PRP', 'nsubj'), ('will', 'VERB', 'MD', 'aux'), ('find', 'VERB', 'VB', 'relcl'), ('in', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('area', 'NOUN', 'NN', 'pobj')]"
"['This', 'place', 'is', 'so', 'much', 'fun']","[5, 5, 5, 5, 5, 5]","[('This', 'DET', 'DT', 'det'), ('place', 'NOUN', 'NN', 'nsubj'), ('is', 'VERB', 'VBZ', 'ROOT'), ('so', 'ADV', 'RB', 'advmod'), ('much', 'ADJ', 'JJ', 'amod'), ('fun', 'NOUN', 'NN', 'acomp')]"
"['I', 'was', 'glad', 'I', 'did']","[5, 5, 5, 5, 5]","[('I', 'PRON', 'PRP', 'nsubj'), ('was', 'VERB', 'VBD', 'ROOT'), ('glad', 'ADJ', 'JJ', 'acomp'), ('I', 'PRON', 'PRP', 'nsubj'), ('did', 'VERB', 'VBD', 'ccomp')]"
"['Right', 'off', 'the', 'L', 'in', 'Brooklyn', 'this', 'is', 'a', 'nice', 'cozy', 'place', 'with', 'good', 'pizza']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 3, 5, 5, 3, 1]","[('Right', 'ADV', 'RB', 'advmod'), ('off', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('L', 'NOUN', 'NN', 'pobj'), ('in', 'ADP', 'IN', 'prep'), ('Brooklyn', 'PROPN', 'NNP', 'pobj'), ('this', 'DET', 'DT', 'nsubj'), ('is', 'VERB', 'VBZ', 'ROOT'), ('a', 'DET', 'DT', 'det'), ('nice', 'ADJ', 'JJ', 'amod'), ('cozy', 'ADJ', 'JJ', 'amod'), ('place', 'NOUN', 'NN', 'attr'), ('with', 'ADP', 'IN', 'prep'), ('good', 'ADJ', 'JJ', 'amod'), ('pizza', 'NOUN', 'NN', 'pobj')]"
"['Ive', 'never', 'been', 'treated', 'so', 'rudely']","[5, 5, 5, 5, 5, 5]","[('I', 'PRON', 'PRP', 'nsubjpass'), ('ve', 'VERB', 'VB', 'aux'), ('never', 'ADV', 'RB', 'neg'), ('been', 'VERB', 'VBN', 'auxpass'), ('treated', 'VERB', 'VBN', 'ROOT'), ('so', 'ADV', 'RB', 'advmod'), ('rudely', 'ADV', 'RB', 'advmod')]"
"['Ill', 'be', 'back', 'soon']","[5, 5, 5, 5]","[('Ill', 'PROPN', 'NNP', 'nsubj'), ('be', 'VERB', 'VB', 'ROOT'), ('back', 'ADV', 'RB', 'advmod'), ('soon', 'ADV', 'RB', 'advmod')]"
"['Le', 'Pere', 'Pinard', 'has', 'a', '15', 'pretheater', 'menu', 'that', 'is', 'outstanding']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3]","[('Le', 'PROPN', 'NNP', 'compound'), ('Pere', 'PROPN', 'NNP', 'compound'), ('Pinard', 'PROPN', 'NNP', 'nsubj'), ('has', 'VERB', 'VBZ', 'ROOT'), ('a', 'DET', 'DT', 'det'), ('15', 'NUM', 'CD', 'nummod'), ('pretheater', 'NOUN', 'NN', 'compound'), ('menu', 'NOUN', 'NN', 'dobj'), ('that', 'ADJ', 'WDT', 'nsubj'), ('is', 'VERB', 'VBZ', 'relcl'), ('outstanding', 'ADJ', 'JJ', 'acomp')]"
"['Went', 'inside', 'and', 'I', 'started', 'to', 'get', 'excited']","[5, 5, 5, 5, 5, 5, 5, 3]","[('Went', 'VERB', 'VBD', 'ROOT'), ('inside', 'ADV', 'RB', 'advmod'), ('and', 'CCONJ', 'CC', 'cc'), ('I', 'PRON', 'PRP', 'nsubj'), ('started', 'VERB', 'VBD', 'conj'), ('to', 'PART', 'TO', 'aux'), ('get', 'VERB', 'VB', 'xcomp'), ('excited', 'ADJ', 'JJ', 'acomp')]"
