Sentence,Sequence,Tags
"['try', 'their', 'plain', 'pizza', 'with', 'fresh', 'garlic', 'or', 'eggplant', ' <PERIOD> ']","[5, 5, 1, 2, 5, 5, 1, 5, 1, 5]","[('try', 'VERB', 'VB', 'ROOT'), ('their', 'ADJ', 'PRP$', 'poss'), ('plain', 'ADJ', 'JJ', 'amod'), ('pizza', 'NOUN', 'NN', 'dobj'), ('with', 'ADP', 'IN', 'prep'), ('fresh', 'ADJ', 'JJ', 'amod'), ('garlic', 'NOUN', 'NN', 'pobj'), ('or', 'CCONJ', 'CC', 'cc'), ('eggplant', 'ADJ', 'JJ', 'conj'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['do', ""n't"", 'go', 'there', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 5, 5]","[('do', 'VERB', 'VBP', 'aux'), (""n't"", 'ADV', 'RB', 'neg'), ('go', 'VERB', 'VB', 'ROOT'), ('there', 'ADV', 'RB', 'advmod'), (' <EXCLAMATION_MARK> ', 'PUNCT', '.', 'punct')]"
"['ok', ' <COMMA> ', 'so', 'the', 'servers', 'wander', 'around', 'a', 'little', 'clueless', ' <COMMA> ', 'but', 'there', ""'s"", 'more', 'than', 'enough', 'servers', 'for', 'the', 'crowd', 'they', 'get', '--', 'it', ""'s"", 'fine', ' <COMMA> ', 'you', 'just', 'have', 'to', 'make', 'a', 'small', 'effort', 'to', 'get', 'their', 'attention', ' <PERIOD> ']","[5, 5, 5, 5, 1, 5, 5, 5, 5, 3, 5, 5, 5, 5, 3, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('ok', 'INTJ', 'UH', 'intj'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('so', 'ADP', 'IN', 'advmod'), ('the', 'DET', 'DT', 'det'), ('servers', 'NOUN', 'NNS', 'nsubj'), ('wander', 'VERB', 'VBP', 'ROOT'), ('around', 'ADP', 'IN', 'prep'), ('a', 'DET', 'DT', 'det'), ('little', 'ADJ', 'JJ', 'amod'), ('clueless', 'ADJ', 'JJ', 'pobj'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('but', 'CCONJ', 'CC', 'cc'), ('there', 'ADV', 'EX', 'expl'), (""'s"", 'VERB', 'VBZ', 'conj'), ('more', 'ADJ', 'JJR', 'attr'), ('than', 'ADP', 'IN', 'prep'), ('enough', 'ADJ', 'JJ', 'amod'), ('servers', 'NOUN', 'NNS', 'pobj'), ('for', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('crowd', 'NOUN', 'NN', 'pobj'), ('they', 'PRON', 'PRP', 'nsubj'), ('get', 'VERB', 'VBP', 'relcl'), ('--', 'PUNCT', ':', 'punct'), ('it', 'PRON', 'PRP', 'nsubj'), (""'s"", 'VERB', 'VBZ', 'ccomp'), ('fine', 'ADJ', 'JJ', 'acomp'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('you', 'PRON', 'PRP', 'nsubj'), ('just', 'ADV', 'RB', 'advmod'), ('have', 'VERB', 'VBP', 'conj'), ('to', 'PART', 'TO', 'aux'), ('make', 'VERB', 'VB', 'xcomp'), ('a', 'DET', 'DT', 'det'), ('small', 'ADJ', 'JJ', 'amod'), ('effort', 'NOUN', 'NN', 'dobj'), ('to', 'PART', 'TO', 'aux'), ('get', 'VERB', 'VB', 'acl'), ('their', 'ADJ', 'PRP$', 'poss'), ('attention', 'NOUN', 'NN', 'dobj'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['good', 'luck', 'getting', 'a', 'table', ' <PERIOD> ']","[3, 4, 1, 2, 2, 5]","[('good', 'ADJ', 'JJ', 'amod'), ('luck', 'NOUN', 'NN', 'ROOT'), ('getting', 'VERB', 'VBG', 'acl'), ('a', 'DET', 'DT', 'det'), ('table', 'NOUN', 'NN', 'dobj'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['we', 'picked', 'it', 'randomly', ' <COMMA> ', 'without', 'a', 'recommendation', 'from', 'someone', 'who', 'has', 'been', 'there', ' <COMMA> ', 'so', 'we', 'were', ""n't"", 'sure', 'what', 'to', 'expect', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('we', 'PRON', 'PRP', 'nsubj'), ('picked', 'VERB', 'VBD', 'ROOT'), ('it', 'PRON', 'PRP', 'dobj'), ('randomly', 'ADV', 'RB', 'advmod'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('without', 'ADP', 'IN', 'prep'), ('a', 'DET', 'DT', 'det'), ('recommendation', 'NOUN', 'NN', 'pobj'), ('from', 'ADP', 'IN', 'prep'), ('someone', 'NOUN', 'NN', 'pobj'), ('who', 'NOUN', 'WP', 'nsubj'), ('has', 'VERB', 'VBZ', 'aux'), ('been', 'VERB', 'VBN', 'relcl'), ('there', 'ADV', 'RB', 'advmod'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('so', 'ADV', 'RB', 'cc'), ('we', 'PRON', 'PRP', 'nsubj'), ('were', 'VERB', 'VBD', 'conj'), (""n't"", 'ADV', 'RB', 'neg'), ('sure', 'ADJ', 'JJ', 'acomp'), ('what', 'NOUN', 'WP', 'dobj'), ('to', 'PART', 'TO', 'aux'), ('expect', 'VERB', 'VB', 'ccomp'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['do', ""n't"", 'look', 'down', 'your', 'nose', 'at', 'me', 'like', 'that', '...']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('do', 'VERB', 'VB', 'aux'), (""n't"", 'ADV', 'RB', 'neg'), ('look', 'VERB', 'VB', 'ROOT'), ('down', 'ADP', 'IN', 'prep'), ('your', 'ADJ', 'PRP$', 'poss'), ('nose', 'NOUN', 'NN', 'pobj'), ('at', 'ADP', 'IN', 'prep'), ('me', 'PRON', 'PRP', 'pobj'), ('like', 'ADP', 'IN', 'prep'), ('that', 'DET', 'DT', 'pobj'), ('...', 'PUNCT', '.', 'punct')]"
"['planet', 'thai', 'is', 'great', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 3, 5]","[('planet', 'NOUN', 'NN', 'compound'), ('thai', 'NOUN', 'NN', 'nsubj'), ('is', 'VERB', 'VBZ', 'ROOT'), ('great', 'ADJ', 'JJ', 'acomp'), (' <EXCLAMATION_MARK> ', 'PUNCT', '.', 'punct')]"
"['the', 'service', 'is', 'awful', ' <PERIOD> ']","[5, 1, 5, 3, 5]","[('the', 'DET', 'DT', 'det'), ('service', 'NOUN', 'NN', 'nsubj'), ('is', 'VERB', 'VBZ', 'ROOT'), ('awful', 'ADJ', 'JJ', 'acomp'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['just', 'do', ""n't"", 'do', 'it', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5]","[('just', 'ADV', 'RB', 'advmod'), ('do', 'VERB', 'VBP', 'aux'), (""n't"", 'ADV', 'RB', 'neg'), ('do', 'VERB', 'VB', 'ROOT'), ('it', 'PRON', 'PRP', 'dobj'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['just', 'ignore', 'the', 'trendy', 'wannabes', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5]","[('just', 'ADV', 'RB', 'advmod'), ('ignore', 'VERB', 'VB', 'ROOT'), ('the', 'DET', 'DT', 'det'), ('trendy', 'ADJ', 'JJ', 'amod'), ('wannabes', 'NOUN', 'NNS', 'dobj'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['the', 'takeout', 'menu', 'says', 'to', 'keep', 'an', 'eye', 'out', 'for', 'an', 'expanded', 'menu', 'offering', 'more', 'italian', 'dishes', ' <COMMA> ', 'i', 'ca', ""n't"", 'wait', ' <EXCLAMATION_MARK> ']","[5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 5, 3, 1, 2, 5, 5, 5, 5, 5, 5]","[('the', 'DET', 'DT', 'det'), ('takeout', 'NOUN', 'NN', 'compound'), ('menu', 'NOUN', 'NN', 'nsubj'), ('says', 'VERB', 'VBZ', 'ccomp'), ('to', 'PART', 'TO', 'aux'), ('keep', 'VERB', 'VB', 'xcomp'), ('an', 'DET', 'DT', 'det'), ('eye', 'NOUN', 'NN', 'dobj'), ('out', 'PART', 'RP', 'prt'), ('for', 'ADP', 'IN', 'prep'), ('an', 'DET', 'DT', 'det'), ('expanded', 'VERB', 'VBN', 'amod'), ('menu', 'NOUN', 'NN', 'pobj'), ('offering', 'VERB', 'VBG', 'acl'), ('more', 'ADV', 'RBR', 'amod'), ('italian', 'ADJ', 'JJ', 'amod'), ('dishes', 'NOUN', 'NNS', 'dobj'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('i', 'PRON', 'PRP', 'nsubj'), ('ca', 'VERB', 'MD', 'aux'), (""n't"", 'ADV', 'RB', 'neg'), ('wait', 'VERB', 'VB', 'ROOT'), (' <EXCLAMATION_MARK> ', 'PUNCT', '.', 'punct')]"
"['trust', 'me', ' <COMMA> ', 'it', 'will', 'be', 'great', ' <COMMA> ', 'and', 'all', 'of', 'it', 'will', 'be', 'devoured', 'in', 'no', 'time', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('trust', 'VERB', 'VB', 'advcl'), ('me', 'PRON', 'PRP', 'dobj'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('it', 'PRON', 'PRP', 'nsubj'), ('will', 'VERB', 'MD', 'aux'), ('be', 'VERB', 'VB', 'ROOT'), ('great', 'ADJ', 'JJ', 'acomp'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('and', 'CCONJ', 'CC', 'cc'), ('all', 'DET', 'DT', 'nsubjpass'), ('of', 'ADP', 'IN', 'prep'), ('it', 'PRON', 'PRP', 'pobj'), ('will', 'VERB', 'MD', 'aux'), ('be', 'VERB', 'VB', 'auxpass'), ('devoured', 'VERB', 'VBN', 'conj'), ('in', 'ADP', 'IN', 'prep'), ('no', 'DET', 'DT', 'det'), ('time', 'NOUN', 'NN', 'pobj'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['my', 'girlfiends', 'and', 'i', 'ate', 'at', 'o.g', ' <PERIOD> ', 'again', 'last', 'night', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('my', 'ADJ', 'PRP$', 'poss'), ('girlfiends', 'NOUN', 'NNS', 'nsubj'), ('and', 'CCONJ', 'CC', 'cc'), ('i', 'PRON', 'PRP', 'conj'), ('ate', 'VERB', 'VBD', 'ROOT'), ('at', 'ADP', 'IN', 'prep'), ('o.g', 'NUM', 'CD', 'pobj'), (' <PERIOD> ', 'PUNCT', '.', 'punct'), ('again', 'ADV', 'RB', 'advmod'), ('last', 'ADJ', 'JJ', 'amod'), ('night', 'NOUN', 'NN', 'npadvmod'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['i', 'wish', 'they', 'had', 'one', 'near', 'my', 'office-', 'i', 'would', 'go', 'everyday', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('i', 'PRON', 'PRP', 'nsubj'), ('wish', 'VERB', 'VBP', 'ROOT'), ('they', 'PRON', 'PRP', 'nsubj'), ('had', 'VERB', 'VBD', 'ccomp'), ('one', 'NUM', 'CD', 'dobj'), ('near', 'ADP', 'IN', 'prep'), ('my', 'ADJ', 'PRP$', 'poss'), ('office-', 'NOUN', 'NN', 'pobj'), ('i', 'PRON', 'PRP', 'nsubj'), ('would', 'VERB', 'MD', 'aux'), ('go', 'VERB', 'VB', 'ccomp'), ('everyday', 'ADV', 'RB', 'advmod'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['finally', ' <EXCLAMATION_MARK> ']","[5, 5]","[('finally', 'ADV', 'RB', 'ROOT'), (' <EXCLAMATION_MARK> ', 'PUNCT', '.', 'punct')]"
"['amma', 'has', 'the', 'worst', 'value', 'for', 'money', 'i', 'have', 'experienced', 'in', 'nyc', 'over', 'the', 'past', '2', 'years', ' <PERIOD> ']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('amma', 'DET', 'DT', 'nsubj'), ('has', 'VERB', 'VBZ', 'ROOT'), ('the', 'DET', 'DT', 'det'), ('worst', 'ADJ', 'JJS', 'amod'), ('value', 'NOUN', 'NN', 'dobj'), ('for', 'ADP', 'IN', 'prep'), ('money', 'NOUN', 'NN', 'pobj'), ('i', 'PRON', 'PRP', 'nsubj'), ('have', 'VERB', 'VBP', 'aux'), ('experienced', 'VERB', 'VBN', 'relcl'), ('in', 'ADP', 'IN', 'prep'), ('nyc', 'ADV', 'RB', 'pobj'), ('over', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('past', 'ADJ', 'JJ', 'amod'), ('2', 'NUM', 'CD', 'nummod'), ('years', 'NOUN', 'NNS', 'pobj'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['i', 'am', 'not', 'the', 'most', 'experienced', 'person', 'when', 'it', 'comes', 'to', 'thai', 'food', ' <COMMA> ', 'but', 'my', 'friend', 'who', 'took', 'me', 'there', 'is', ' <PERIOD> ']","[5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('i', 'PRON', 'PRP', 'nsubj'), ('am', 'VERB', 'VBP', 'ROOT'), ('not', 'ADV', 'RB', 'neg'), ('the', 'DET', 'DT', 'det'), ('most', 'ADV', 'RBS', 'advmod'), ('experienced', 'ADJ', 'JJ', 'amod'), ('person', 'NOUN', 'NN', 'attr'), ('when', 'ADV', 'WRB', 'advmod'), ('it', 'PRON', 'PRP', 'nsubj'), ('comes', 'VERB', 'VBZ', 'advcl'), ('to', 'ADP', 'IN', 'prep'), ('thai', 'ADJ', 'JJ', 'amod'), ('food', 'NOUN', 'NN', 'pobj'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('but', 'CCONJ', 'CC', 'cc'), ('my', 'ADJ', 'PRP$', 'poss'), ('friend', 'NOUN', 'NN', 'nsubj'), ('who', 'NOUN', 'WP', 'nsubj'), ('took', 'VERB', 'VBD', 'relcl'), ('me', 'PRON', 'PRP', 'dobj'), ('there', 'ADV', 'EX', 'advmod'), ('is', 'VERB', 'VBZ', 'conj'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['i', 'think', 'this', 'would', 'be', 'a', 'pretty', 'good', 'spot', 'if', 'it', 'were', 'not', 'so', 'overpriced', 'and', 'overrated', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 3, 5, 3, 5]","[('i', 'PRON', 'PRP', 'nsubj'), ('think', 'VERB', 'VBP', 'ROOT'), ('this', 'DET', 'DT', 'nsubj'), ('would', 'VERB', 'MD', 'aux'), ('be', 'VERB', 'VB', 'ccomp'), ('a', 'DET', 'DT', 'det'), ('pretty', 'ADV', 'RB', 'advmod'), ('good', 'ADJ', 'JJ', 'amod'), ('spot', 'NOUN', 'NN', 'attr'), ('if', 'ADP', 'IN', 'mark'), ('it', 'PRON', 'PRP', 'nsubj'), ('were', 'VERB', 'VBD', 'advcl'), ('not', 'ADV', 'RB', 'neg'), ('so', 'ADV', 'RB', 'advmod'), ('overpriced', 'ADJ', 'JJ', 'acomp'), ('and', 'CCONJ', 'CC', 'cc'), ('overrated', 'VERB', 'VBN', 'conj'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['regardless', 'of', 'whether', 'there', 'are', 'two', 'people', 'or', 'two', 'hundred', 'people', 'ahead', 'of', 'you', 'the', 'hostess', 'will', 'take', 'your', 'name', 'and', 'tell', 'you', 'five', 'minutes', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('regardless', 'ADV', 'RB', 'advmod'), ('of', 'ADP', 'IN', 'prep'), ('whether', 'ADP', 'IN', 'mark'), ('there', 'ADV', 'EX', 'expl'), ('are', 'VERB', 'VBP', 'pcomp'), ('two', 'NUM', 'CD', 'nummod'), ('people', 'NOUN', 'NNS', 'attr'), ('or', 'CCONJ', 'CC', 'cc'), ('two', 'NUM', 'CD', 'compound'), ('hundred', 'NUM', 'CD', 'nummod'), ('people', 'NOUN', 'NNS', 'conj'), ('ahead', 'ADV', 'RB', 'advmod'), ('of', 'ADP', 'IN', 'prep'), ('you', 'PRON', 'PRP', 'pobj'), ('the', 'DET', 'DT', 'det'), ('hostess', 'NOUN', 'NN', 'nsubj'), ('will', 'VERB', 'MD', 'aux'), ('take', 'VERB', 'VB', 'ROOT'), ('your', 'ADJ', 'PRP$', 'poss'), ('name', 'NOUN', 'NN', 'dobj'), ('and', 'CCONJ', 'CC', 'cc'), ('tell', 'VERB', 'VB', 'conj'), ('you', 'PRON', 'PRP', 'dative'), ('five', 'NUM', 'CD', 'nummod'), ('minutes', 'NOUN', 'NNS', 'dobj'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['the', 'pizza', 'is', 'good', 'though', ' <PERIOD> ']","[5, 1, 5, 3, 5, 5]","[('the', 'DET', 'DT', 'det'), ('pizza', 'NOUN', 'NN', 'nsubj'), ('is', 'VERB', 'VBZ', 'ROOT'), ('good', 'ADJ', 'JJ', 'acomp'), ('though', 'ADV', 'RB', 'advmod'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['bottles', 'of', 'wine', 'are', 'cheap', 'and', 'good', ' <PERIOD> ']","[1, 2, 2, 5, 3, 5, 3, 5]","[('bottles', 'NOUN', 'NNS', 'nsubj'), ('of', 'ADP', 'IN', 'prep'), ('wine', 'NOUN', 'NN', 'pobj'), ('are', 'VERB', 'VBP', 'ROOT'), ('cheap', 'ADJ', 'JJ', 'acomp'), ('and', 'CCONJ', 'CC', 'cc'), ('good', 'ADJ', 'JJ', 'conj'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['you', 'will', 'not', 'be', 'disapointed', 'at', 'all', ' <PERIOD> ']","[5, 5, 5, 5, 3, 5, 5, 5]","[('you', 'PRON', 'PRP', 'nsubjpass'), ('will', 'VERB', 'MD', 'aux'), ('not', 'ADV', 'RB', 'neg'), ('be', 'VERB', 'VB', 'auxpass'), ('disapointed', 'VERB', 'VBN', 'ROOT'), ('at', 'ADV', 'RB', 'advmod'), ('all', 'ADV', 'RB', 'advmod'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['walk', ' <HYPHEN> ', 'ins', 'are', 'risky', 'too', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5]","[('walk', 'NOUN', 'NN', 'compound'), (' <HYPHEN> ', 'PUNCT', 'HYPH', 'punct'), ('ins', 'NOUN', 'NNS', 'nsubj'), ('are', 'VERB', 'VBP', 'ROOT'), ('risky', 'ADJ', 'JJ', 'acomp'), ('too', 'ADV', 'RB', 'advmod'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['the', 'have', 'over', '100', 'different', 'beers', 'to', 'offer', 'thier', 'guest', 'so', 'that', 'made', 'my', 'husband', 'very', 'happy', 'and', 'the', 'food', 'was', 'delicious', ' <COMMA> ', 'if', 'i', 'must', 'recommend', 'a', 'dish', 'it', 'must', 'be', 'the', 'pumkin', 'tortelini', ' <PERIOD> ']","[5, 5, 5, 5, 3, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 1, 5, 3, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 1, 2, 5]","[('the', 'DET', 'DT', 'det'), ('have', 'VERB', 'VBP', 'ccomp'), ('over', 'ADP', 'IN', 'quantmod'), ('100', 'NUM', 'CD', 'nummod'), ('different', 'ADJ', 'JJ', 'amod'), ('beers', 'NOUN', 'NNS', 'dobj'), ('to', 'PART', 'TO', 'aux'), ('offer', 'VERB', 'VB', 'advcl'), ('thier', 'ADJ', 'PRP$', 'poss'), ('guest', 'NOUN', 'NN', 'dobj'), ('so', 'ADP', 'IN', 'mark'), ('that', 'ADP', 'IN', 'nsubj'), ('made', 'VERB', 'VBD', 'advcl'), ('my', 'ADJ', 'PRP$', 'poss'), ('husband', 'NOUN', 'NN', 'nsubj'), ('very', 'ADV', 'RB', 'advmod'), ('happy', 'ADJ', 'JJ', 'ccomp'), ('and', 'CCONJ', 'CC', 'cc'), ('the', 'DET', 'DT', 'det'), ('food', 'NOUN', 'NN', 'nsubj'), ('was', 'VERB', 'VBD', 'conj'), ('delicious', 'ADJ', 'JJ', 'acomp'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('if', 'ADP', 'IN', 'mark'), ('i', 'PRON', 'PRP', 'nsubj'), ('must', 'VERB', 'MD', 'aux'), ('recommend', 'VERB', 'VB', 'advcl'), ('a', 'DET', 'DT', 'det'), ('dish', 'NOUN', 'NN', 'dobj'), ('it', 'PRON', 'PRP', 'nsubj'), ('must', 'VERB', 'MD', 'aux'), ('be', 'VERB', 'VB', 'ROOT'), ('the', 'DET', 'DT', 'det'), ('pumkin', 'NOUN', 'NN', 'amod'), ('tortelini', 'NOUN', 'NNS', 'attr'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['they', 'did', ""n't"", 'give', 'us', 'the', 'dinner', 'special', 'until', 'we', 'asked', 'for', 'it', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5]","[('they', 'PRON', 'PRP', 'nsubj'), ('did', 'VERB', 'VBD', 'aux'), (""n't"", 'ADV', 'RB', 'neg'), ('give', 'VERB', 'VB', 'ROOT'), ('us', 'PRON', 'PRP', 'dative'), ('the', 'DET', 'DT', 'det'), ('dinner', 'NOUN', 'NN', 'dobj'), ('special', 'ADJ', 'JJ', 'acomp'), ('until', 'ADP', 'IN', 'mark'), ('we', 'PRON', 'PRP', 'nsubj'), ('asked', 'VERB', 'VBD', 'advcl'), ('for', 'ADP', 'IN', 'prep'), ('it', 'PRON', 'PRP', 'pobj'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['you', 'must', 'have', 'the', 'crabmeat', 'lasagna', 'which', 'is', 'out', 'of', 'this', 'world', 'and', 'the', 'chocolate', 'bread', 'pudding', 'for', 'dessert', ' <PERIOD> ']","[5, 5, 5, 5, 1, 2, 5, 5, 3, 4, 4, 4, 5, 5, 1, 2, 2, 5, 1, 5]","[('you', 'PRON', 'PRP', 'nsubj'), ('must', 'VERB', 'MD', 'aux'), ('have', 'VERB', 'VB', 'ROOT'), ('the', 'DET', 'DT', 'det'), ('crabmeat', 'NOUN', 'NN', 'compound'), ('lasagna', 'NOUN', 'NN', 'dobj'), ('which', 'ADJ', 'WDT', 'nsubj'), ('is', 'VERB', 'VBZ', 'relcl'), ('out', 'ADP', 'IN', 'prep'), ('of', 'ADP', 'IN', 'prep'), ('this', 'DET', 'DT', 'det'), ('world', 'NOUN', 'NN', 'pobj'), ('and', 'CCONJ', 'CC', 'cc'), ('the', 'DET', 'DT', 'det'), ('chocolate', 'NOUN', 'NN', 'compound'), ('bread', 'NOUN', 'NN', 'compound'), ('pudding', 'NOUN', 'NN', 'conj'), ('for', 'ADP', 'IN', 'prep'), ('dessert', 'NOUN', 'NN', 'pobj'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['word', 'of', 'advice', ' <COMMA> ', 'save', 'room', 'for', 'pasta', 'dishes', 'and', 'never', 'leave', 'until', 'you', ""'ve"", 'had', 'the', 'tiramisu', ' <PERIOD> ']","[5, 5, 5, 5, 3, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5]","[('word', 'NOUN', 'NN', 'ROOT'), ('of', 'ADP', 'IN', 'prep'), ('advice', 'NOUN', 'NN', 'pobj'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('save', 'VERB', 'VB', 'acl'), ('room', 'NOUN', 'NN', 'dobj'), ('for', 'ADP', 'IN', 'prep'), ('pasta', 'NOUN', 'NN', 'compound'), ('dishes', 'NOUN', 'NNS', 'pobj'), ('and', 'CCONJ', 'CC', 'cc'), ('never', 'ADV', 'RB', 'neg'), ('leave', 'VERB', 'VB', 'conj'), ('until', 'ADP', 'IN', 'mark'), ('you', 'PRON', 'PRP', 'nsubj'), (""'ve"", 'VERB', 'VB', 'aux'), ('had', 'VERB', 'VBN', 'advcl'), ('the', 'DET', 'DT', 'det'), ('tiramisu', 'NOUN', 'NN', 'dobj'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['very', 'good', 'service', 'and', 'very', 'good', 'prices', ' <PERIOD> ']","[5, 3, 1, 5, 5, 3, 1, 5]","[('very', 'ADV', 'RB', 'advmod'), ('good', 'ADJ', 'JJ', 'amod'), ('service', 'NOUN', 'NN', 'ROOT'), ('and', 'CCONJ', 'CC', 'cc'), ('very', 'ADV', 'RB', 'advmod'), ('good', 'ADJ', 'JJ', 'amod'), ('prices', 'NOUN', 'NNS', 'conj'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['i', 'recently', 'went', 'to', 'this', 'restaurant', 'with', 'some', 'co', ' <HYPHEN> ', 'workers', 'for', 'lunch', 'and', 'had', 'an', 'amazing', 'time', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 3, 5, 5]","[('i', 'PRON', 'PRP', 'nsubj'), ('recently', 'ADV', 'RB', 'advmod'), ('went', 'VERB', 'VBD', 'ROOT'), ('to', 'ADP', 'IN', 'prep'), ('this', 'DET', 'DT', 'det'), ('restaurant', 'NOUN', 'NN', 'pobj'), ('with', 'ADP', 'IN', 'prep'), ('some', 'DET', 'DT', 'punct'), ('co', 'NOUN', 'NN', 'nmod'), (' <HYPHEN> ', 'PUNCT', ',', 'punct'), ('workers', 'NOUN', 'NNS', 'punct'), ('for', 'ADP', 'IN', 'prep'), ('lunch', 'NOUN', 'NN', 'pobj'), ('and', 'CCONJ', 'CC', 'cc'), ('had', 'VERB', 'VBD', 'conj'), ('an', 'DET', 'DT', 'det'), ('amazing', 'ADJ', 'JJ', 'amod'), ('time', 'NOUN', 'NN', 'dobj'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
