Sentence,Sequence
"['the', 'establishment', 'scores', 'big', 'points', 'in', 'presentation', 'and', 'style', ' <PERIOD> ']","[5, 1, 5, 3, 5, 5, 5, 5, 5, 5]"
"['the', 'rest', 'of', 'the', 'dim', 'sum', ' <COMMA> ', 'though', 'pricey', 'by', 'chinatown', 'standards', ' <COMMA> ', 'is', 'worth', 'it', ' <PERIOD> ']","[5, 5, 5, 5, 1, 2, 5, 5, 3, 5, 5, 5, 5, 5, 3, 5, 5]"
"['good', 'food', ' <PERIOD> ']","[3, 1, 5]"
"['the', 'wait', 'staff', 'is', 'very', 'friendly', ' <COMMA> ', 'if', 'not', 'overly', 'efficient', ' <PERIOD> ']","[5, 1, 2, 5, 5, 3, 5, 5, 5, 3, 4, 5]"
"['surprisingly', 'nothing', 'could', 'be', 'further', 'from', 'the', 'truth', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'dim', 'sum', 'however', 'was', 'very', 'good', ' <PERIOD> ']","[5, 1, 2, 5, 5, 5, 3, 5]"
"['it', ""'s"", 'better', 'than', 'being', 'on', 'the', 'roof', 'of', 'sutton', 'place', 'with', '19', 'year', 'old', 'interns', 'jabbing', 'you', 'in', 'the', 'ribs', 'all', 'night', ' <PERIOD> ']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['service', 'has', 'always', 'been', 'friendly', 'and', 'efficient', ' <PERIOD> ']","[5, 5, 5, 5, 3, 5, 3, 5]"
"['went', 'there', 'and', 'had', 'a', 'combination', 'of', 'different', 'seafood', 'dishes', 'and', 'appetizers', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 5, 1, 5]"
"['its', 'a', 'great', 'place', 'for', 'a', 'casual', 'date', 'or', 'to', 'entertain', 'clients', 'for', 'lunch', ' <PERIOD> ']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5]"
"['all', 'we', 'received', 'was', 'an', 'apology', 'as', 'we', 'left', 'to', 'see', 'our', 'show', 'without', 'dinner', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 5]"
"['the', 'table', 'next', 'to', 'us', 'asked', 'if', 'he', 'crushed', 'the', 'grapes', 'himself', 'when', 'their', 'long', 'overdue', 'bottle', 'of', 'wine', 'finally', 'arrived', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 4, 1, 2, 2, 5, 5, 5]"
"['prices', 'are', 'very', 'good', ' <PERIOD> ']","[5, 5, 5, 3, 5]"
"['we', 'could', 'not', 'catch', 'our', 'waiter', ""'s"", 'eye', ' <COMMA> ', 'and', 'he', 'ignored', 'us', ' <PERIOD> ']","[5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5]"
"['fantastic', 'place', ' <PERIOD> ']","[3, 5, 5]"
"['plain', 'and', 'simple', 'it', ""'s"", 'bad', 'thai', 'food', ' <PERIOD> ']","[3, 5, 3, 5, 5, 3, 1, 2, 5]"
"['definitely', 'not', 'a', 'restaurant', 'to', 'skip', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 5, 5, 5, 5]"
"['they', 'refuse', 'to', 'seat', 'parties', 'of', '3', 'or', 'more', 'on', 'weekends', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['usually', '3', 'vs.', '4', 'items', 'per', 'dish', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 1, 5]"
"['while', 'certain', 'staples', 'are', 'excellent', ' <LEFT PARENTHESIS> ', 'the', 'burger', ' <COMMA> ', 'some', 'of', 'the', 'pastas', ' <RIGHT PARENTHESIS> ', ' <COMMA> ', 'the', 'food', 'is', 'not', 'really', 'the', 'point', ' <PERIOD> ']","[5, 5, 5, 5, 3, 5, 5, 1, 5, 5, 5, 5, 1, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5]"
"['the', 'dim', 'sum', 'was', 'so', ' <HYPHEN> ', 'so', ' <COMMA> ', 'but', 'not', 'spectacular', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'food', 'was', 'so', ' <HYPHEN> ', 'so', ' <PERIOD> ']","[5, 1, 5, 5, 5, 5, 5]"
"['the', 'waitress', ' <COMMA> ', 'seems', 'to', 'be', 'more', 'concerned', 'of', 'looking', 'good', 'than', 'actually', 'waitressing', ' <PERIOD> ']","[5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'place', 'is', 'larger', 'than', 'most', 'and', 'features', 'adequate', 'seating', 'unlike', 'most', 'joints', ' <COMMA> ', 'and', 'has', 'a', 'bar', 'which', 'deserves', 'a', 'mention', ' <PERIOD> ']","[5, 5, 5, 3, 5, 5, 5, 5, 3, 1, 5, 5, 5, 5, 5, 5, 5, 1, 5, 3, 5, 5, 5]"
"['what', 'a', 'ripoff', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 5]"
"['threw', 'my', 'fiance', ""'s"", 'surprise', '30th', 'birthday', 'dinner', 'here', 'could', ""n't"", 'be', 'happier', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 3, 5]"
"['you', 'can', 'do', 'it', 'here', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5]"
"['food', ' <HYPHEN> ', 'awesome', ' <PERIOD> ']","[5, 5, 3, 5]"
"['good', 'music', ' <COMMA> ', 'great', 'food', ' <COMMA> ', 'speedy', 'service', 'affordable', 'prices', ' <PERIOD> ']","[3, 1, 5, 3, 1, 5, 3, 1, 3, 1, 5]"
"['there', 'was', 'a', 'small', 'wait', ' <COMMA> ', 'but', 'shorter', 'than', 'i', 'expected', ' <PERIOD> ']","[5, 5, 5, 3, 1, 5, 5, 3, 5, 5, 5, 5]"
"['the', 'lobster', 'sandwich', 'is', '$', '24', 'and', 'although', 'it', 'was', 'good', 'it', 'was', 'not', 'nearly', 'enough', 'to', 'warrant', 'that', 'price', ' <PERIOD> ']","[5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 3, 5, 5, 5, 1, 5]"
"['may', ' <COMMA> ', 'the', 'owner', 'always', 'has', 'a', 'smile', 'on', 'her', 'and', 'will', 'warmly', 'greet', 'you', ' <PERIOD> ']","[5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5]"
"['i', ""'ve"", 'lived', 'in', 'ny', 'for', '5', 'years', 'and', 'this', 'place', 'has', 'it', 'all', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'just', 'read', 'mocaramel', ""'s"", 'review', 'and', 'felt', 'compelled', 'to', 'respond', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'sides', 'were', 'ok', 'and', 'incredibly', 'salty', ' <PERIOD> ']","[5, 1, 5, 3, 5, 3, 4, 5]"
"['it', 'hits', 'the', 'spot', 'every', 'time']","[5, 5, 5, 5, 5, 5]"
"['for', 'some', 'reason', ' <COMMA> ', 'all', 'the', 'seafood', 'on', 'the', 'menu', 'was', 'unavailable', 'except', 'for', 'the', 'salmon', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 1, 5, 5, 1, 5, 3, 5, 5, 5, 5, 5]"
"['not', 'a', 'large', 'place', ' <COMMA> ', 'but', 'it', ""'s"", 'cute', 'and', 'cozy', ' <PERIOD> ']","[5, 5, 3, 1, 5, 5, 5, 5, 3, 5, 3, 5]"
"['do', ""n't"", 'be', 'fooled', 'by', 'crowds', 'of', 'people', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['and', 'there', ""'s"", 'no', 'way', 'out', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5]"
"['the', 'beverages', 'were', 'excellent', ' <COMMA> ', 'and', 'the', 'dessert', 'was', 'good', ' <PERIOD> ']","[5, 1, 5, 3, 5, 5, 5, 1, 5, 3, 5]"
"['the', 'hostess', 'and', 'the', 'waitress', 'were', 'incredibly', 'rude', 'and', 'did', 'everything', 'they', 'could', 'to', 'rush', 'us', 'out', ' <PERIOD> ']","[5, 1, 5, 5, 1, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['next', 'time', ' <COMMA> ', 'we', 'would', ""n't"", 'dare', 'ordering', 'anything', 'else', 'other', 'than', 'some', 'simple', 'asian', 'appetizers', 'and', 'drinks', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5]"
"['please', 'if', 'your', 'thinking', 'about', 'it', 'go', ' <COMMA> ', 'and', 'stay', 'the', 'wait', 'you', 'wo', ""n't"", 'be', 'disappointed', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 3, 5]"
"['i', 'must', 'say', 'the', 'view', 'of', 'nyc', 'is', 'so', 'beautiful', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 5, 1, 5, 5, 5, 5, 3, 5]"
"['if', 'you', ""'d"", 'like', 'to', 'have', 'a', 'nice', 'light', 'meal', 'with', 'an', 'asian', 'accent', ' <COMMA> ', 'long', 'tan', 'is', 'a', 'good', 'place', 'on', 'the', 'slope', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 3, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5]"
"['when', 'going', 'out', 'for', 'a', 'nice', 'dinner', ' <COMMA> ', 'i', 'like', 'a', 'nice', 'ambiance', 'as', 'well', 'as', 'very', 'good', 'food', ' <PERIOD> ']","[5, 5, 5, 5, 5, 3, 1, 5, 5, 5, 5, 3, 1, 5, 5, 5, 5, 3, 1, 5]"
"['for', 'all', 'you', 'lazy', 'folks', 'that', 'do', ""n't"", 'want', 'to', 'come', 'to', 'alphabet', 'city', ' <COMMA> ', 'i', 'say', ' <COMMA> ', 'good', ' <HYPHEN> ', 'stay', 'out', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5]"
"['otherwise', ' <COMMA> ', 'this', 'place', 'has', 'great', 'service', 'and', 'prices', 'and', 'a', 'nice', 'friendly', 'atmosphere', ' <PERIOD> ']","[5, 5, 5, 5, 5, 3, 1, 5, 1, 5, 5, 3, 3, 1, 5]"
"['highly', 'recommend', 'this', 'as', 'great', 'value', 'for', 'excellent', 'sushi', 'and', 'service', ' <PERIOD> ']","[5, 3, 5, 5, 3, 5, 5, 3, 1, 5, 1, 5]"
"['this', 'place', 'would', 'be', 'so', 'much', 'better', 'served', 'by', 'being', 'run', 'by', 'a', 'group', 'that', 'actually', 'understands', 'customer', 'service', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5]"
"['a++', '  ', 'the', 'service', 'was', 'good', 'to', 'excellent', 'along', 'with', 'the', 'attitude', ' <PERIOD> ']","[5, 5, 5, 1, 5, 3, 5, 3, 5, 5, 5, 1, 5]"
"['this', 'is', 'my', 'fourth', 'try', 'over', 'a', 'two', 'year', 'period', ' <COMMA> ', 'and', 'i', ""'m"", 'done', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'food', 'is', 'awesome', ' <HYPHEN> ', 'definitely', 'try', 'the', 'striped', 'bass', ' <PERIOD> ']","[5, 1, 5, 3, 5, 3, 5, 5, 1, 2, 5]"
"['the', 'music', 'does', 'get', 'a', 'little', 'loud', 'at', 'times', ' <COMMA> ', 'but', 'it', 'just', 'made', 'me', 'want', 'to', 'lean', 'closer', 'to', 'my', 'beautiful', 'wife', ' <COMMA> ', 'and', 'as', 'i', 'did', ' <COMMA> ', 'i', 'got', 'a', 'whiff', 'of', 'corriander', ' <PERIOD> ']","[5, 1, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5]"
"['black', 'white', 'shakes', 'came', 'out', 'good', 'also', ' <PERIOD> ']","[1, 2, 2, 5, 5, 3, 5, 5]"
"['it', ""'s"", 'simply', 'the', 'best', 'meal', 'in', 'nyc', ' <PERIOD> ']","[5, 5, 5, 5, 3, 1, 5, 5, 5]"
"['probably', 'would', 'not', 'go', 'again', '...']","[5, 5, 5, 5, 5, 5]"
"['after', 'passing', 'by', 'this', 'restaurant', 'for', 'sometime', 'i', 'finally', 'decided', 'to', 'go', 'in', 'and', 'have', 'dinner', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5]"
"['the', 'seating', 'was', 'if', 'they', 'were', 'trying', 'to', 'get', 'the', 'maximum', 'amount', 'of', 'people', 'into', 'the', 'restaurant', ' <COMMA> ', 'so', 'be', 'nice', 'to', 'your', 'neighbor', 'when', 'you', 'dine', 'here', ' <PERIOD> ']","[5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'ordered', 'the', 'chu', 'chu', 'curry', 'and', 'my', 'friend', 'ordered', 'the', 'pad', 'thai', 'chicken', ' <PERIOD> ']","[5, 5, 5, 1, 2, 2, 5, 5, 5, 5, 5, 1, 2, 2, 5]"
"['we', 'go', 'on', 'mondays', 'for', 'the', 'prix', 'fixe', 'and', 'our', 'experience', 'with', 'the', 'food', 'has', 'been', 'comparable', 'to', 'blue', 'ribbon', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 3, 5, 5, 5, 5]"
"['tuk', 'tuk', 'is', 'my', 'second', 'favorite', 'neighborhood', 'thai', 'place', ' <LEFT PARENTHESIS> ', 'the', 'first', 'being', 'joya', ' <RIGHT PARENTHESIS> ', ' <PERIOD> ']","[5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['however', ' <COMMA> ', 'they', ""'ve"", 'got', 'the', 'most', 'amazing', 'pastrami', 'and', 'the', 'soups', 'hit', 'the', 'spot', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 3, 1, 5, 5, 1, 3, 4, 4, 5]"
"['great', 'bagels', 'made', 'the', 'old', ' <HYPHEN> ', 'fashioned', 'way', ' <PERIOD> ']","[3, 1, 5, 5, 5, 5, 5, 5, 5]"
"['this', 'is', 'some', 'really', 'good', ' <COMMA> ', 'inexpensive', 'sushi', ' <PERIOD> ']","[5, 5, 5, 5, 3, 5, 3, 1, 5]"
"['my', 'personal', 'favorite', 'is', 'an', 'everything', 'bagel', 'with', 'lox', 'spread', ' <COMMA> ', 'but', 'all', 'the', 'bagles', 'are', 'unbeliavably', 'good', ' <PERIOD> ']","[5, 5, 3, 5, 5, 5, 1, 2, 2, 2, 5, 5, 5, 5, 1, 5, 3, 4, 5]"
"['i', 'would', ""n't"", 'even', 'have', 'complained', 'at', 'all', 'if', 'the', 'food', 'at', 'least', 'tasted', 'good', 'but', 'the', 'quality', 'of', 'food', 'was', 'crappy', ' <COMMA> ', 'too', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 3, 5, 5, 1, 2, 2, 5, 3, 5, 5, 5]"
"['for', 'the', 'next', 'hour', 'and', 'a', 'half', 'we', 'stood', 'in', 'the', 'crowded', 'lobby', 'area', 'of', 'this', 'touristy', 'restaurant', 'listening', 'to', 'all', 'types', 'of', 'explanations', 'of', 'why', 'we', 'were', 'not', 'being', 'seated', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5]"
"['the', 'pizza', 'is', 'delicious', 'and', 'the', 'proprietor', 'is', 'one', 'of', 'the', 'nicest', 'in', 'nyc', ' <PERIOD> ']","[5, 1, 5, 3, 5, 5, 1, 5, 5, 5, 5, 3, 5, 5, 5]"
"['also', 'good', 'for', 'client', 'lunch', 'meetings', ' <COMMA> ', 'esp', ' <PERIOD> ']","[5, 3, 5, 5, 1, 2, 5, 5, 5]"
"['for', '$', '600', ' <LEFT PARENTHESIS> ', 'the', 'most', 'we', 'have', 'ever', 'paid', ' <RIGHT PARENTHESIS> ', 'not', 'even', 'waving', 'a', 'magic', 'wand', 'will', 'ever', 'get', 'us', 'back', 'for', 'a', 'repeat', 'performance', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'decor', 'is', 'dark', ' <COMMA> ', 'cool', 'and', 'soothing', ' <COMMA> ', 'while', 'the', 'food', ""'s"", 'presentation', 'is', 'spectacular', ' <COMMA> ', 'considering', 'the', 'low', 'prices', ' <PERIOD> ']","[5, 1, 5, 3, 5, 3, 5, 3, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 3, 1, 5]"
"['the', 'waitstaff', 'were', 'very', 'nice', 'and', 'suggested', 'swordfish', 'for', 'my', 'husband', 'he', 'enjoyed', 'his', 'meal', ' <PERIOD> ']","[5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5]"
"['the', 'setting', 'is', 'casual', 'and', 'romantic', ' <PERIOD> ']","[5, 1, 5, 3, 5, 3, 5]"
"['it', 'was', 'horrible', ' <PERIOD> ']","[5, 5, 3, 5]"
"['terrible', ' <COMMA> ', 'terrible', 'management', ' <HYPHEN> ', 'deserves', 'to', 'be', 'shut', ' <HYPHEN> ', 'down', ' <PERIOD> ']","[3, 5, 3, 1, 5, 5, 5, 5, 5, 5, 5, 5]"
"['great', 'friendly', 'service', ' <COMMA> ', 'fast', 'seating', ' <COMMA> ', 'fast', 'delivery', ' <COMMA> ', 'excellent', 'sushi', ' <PERIOD> ']","[3, 3, 1, 5, 3, 1, 5, 3, 5, 5, 3, 5, 5]"
"['the', 'desserts', 'are', 'more', 'appealing', 'then', 'stuffy', 'overpriced', 'french', 'restaurants', ' <PERIOD> ']","[5, 1, 5, 5, 3, 5, 3, 3, 5, 5, 5]"
"['the', 'italian', 'food', 'has', 'flavor', ' <LEFT PARENTHESIS> ', 'that', 'can', 'be', 'sort', 'of', 'surprising', 'on', 'the', 'ues', ' <RIGHT PARENTHESIS> ', ' <COMMA> ', 'and', 'the', 'service', 'turns', 'from', 'a', 'nightmare', 'to', 'attentive', ' <COMMA> ', 'they', 'sort', 'of', 'remind', 'me', 'of', 'the', 'ny', 'yankees', 'of', 'the', 'late', '90', ""'s"", ' <COMMA> ', 'no', 'matter', 'how', 'bad', 'it', 'look', ' <COMMA> ', 'you', 'knew', 'that', 'there', 'was', 'a', 'rally', 'just', 'around', 'the', 'corner', '...']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['as', 'many', 'other', 'reviewers', 'noticed', ' <COMMA> ', 'your', 'order', 'is', 'often', 'slow', 'to', 'arrive', ' <HYPHEN> ', 'this', 'is', 'particularly', 'true', 'in', 'the', 'evening', 'but', 'is', 'not', 'a', 'problem', 'during', 'lunch', 'time', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'found', 'the', 'food', 'to', 'be', 'outstanding', ' <COMMA> ', 'particulary', 'the', 'salmon', 'dish', 'i', 'had', ' <PERIOD> ']","[5, 5, 5, 1, 5, 5, 3, 5, 5, 5, 1, 2, 5, 5, 5]"
"['mizu', 'is', 'home', 'to', 'creative', 'and', 'unique', 'rolls', 'not', 'to', 'found', 'anywhere', 'else', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 3, 1, 5, 5, 5, 5, 5, 5]"
"['the', 'new', 'york', 'times', 'has', 'reviewed', 'this', 'place', 'three', 'times', 'already', ' <COMMA> ', 'you', 'know', 'it', ""'s"", 'going', 'to', 'be', 'good', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5]"
"['baluchi', ""'s"", 'has', 'solid', 'food', 'and', 'a', 'nice', 'decor', 'at', 'reasonable', 'prices', ' <PERIOD> ']","[5, 5, 5, 3, 1, 5, 5, 3, 1, 5, 3, 1, 5]"
"['emilio', ' <COMMA> ', 'the', 'owner', ' <COMMA> ', 'is', 'often', 'sitting', 'in', 'the', 'front', 'table', 'greeting', 'guests', 'as', 'they', 'come', 'and', 'go', ' <PERIOD> ']","[5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'have', 'been', 'to', 'spice', 'three', 'times-', 'twice', 'during', 'lunch', 'and', 'once', 'at', 'dinner', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 1, 5]"
"['moules', 'were', 'excellent', ' <COMMA> ', 'lobster', 'ravioli', 'was', 'very', 'salty', ' <EXCLAMATION_MARK> ']","[5, 5, 3, 5, 5, 5, 5, 5, 3, 5]"
"['i', 'came', 'to', 'this', 'restaurant', 'expecting', 'to', 'be', 'surprised', 'but', 'left', 'bored', 'and', 'overcharged', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 3, 5, 3, 5]"
"['a', 'cheap', 'eat', 'for', 'nyc', ' <COMMA> ', 'but', 'not', 'for', 'dosa', ' <PERIOD> ']","[5, 3, 5, 5, 5, 5, 5, 5, 5, 1, 5]"
"['the', 'atmosphere', 'is', 'noisy', 'and', 'the', 'waiters', 'are', 'literally', 'walking', 'around', 'doing', 'things', 'as', 'fast', 'as', 'they', 'can', ' <PERIOD> ']","[5, 1, 5, 3, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5]"
"['the', 'seafood', 'is', 'amazing', ' <COMMA> ', 'there', ""'s"", 'a', 'good', 'wine', 'list', ' <COMMA> ', 'and', 'the', 'ever', ' <HYPHEN> ', 'changing', 'menu', 'always', 'offers', 'some', 'great', 'surprises', ' <PERIOD> ']","[5, 1, 5, 3, 5, 5, 5, 5, 3, 1, 2, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5]"
"['i', 'do', ""n't"", 'usually', 'order', 'wine', 'with', 'indian', 'so', 'i', 'ca', ""n't"", 'comment', 'on', 'their', 'wine', 'list', 'or', 'their', 'wines', ' <PERIOD> ']","[5, 5, 5, 5, 5, 1, 5, 1, 5, 5, 5, 5, 5, 5, 5, 1, 2, 5, 5, 1, 5]"
"['pastrami', 'or', 'corned', 'beef', 'are', 'juicy', 'and', 'piled', 'high', ' <LEFT PARENTHESIS> ', 'ask', 'for', 'extra', 'rye', 'bread', ' <RIGHT PARENTHESIS> ', ' <PERIOD> ']","[5, 5, 5, 5, 5, 3, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5]"
"[' <LEFT PARENTHESIS> ', '$', '200', 'for', '2', 'glasses', 'of', 'champagne', ' <COMMA> ', 'not', 'too', 'expensive', 'bottle', 'of', 'wine', 'and', '2', 'after', 'dinner', 'drinks', ' <RIGHT PARENTHESIS> ', ' <PERIOD> ']","[5, 5, 5, 5, 5, 1, 2, 2, 5, 5, 5, 3, 1, 2, 2, 5, 5, 1, 2, 2, 5, 5]"
"['really', 'though', ' <COMMA> ', 'where', ""'s"", 'the', 'seasoning', ' <QUESTION_MARK> ']","[5, 5, 5, 5, 5, 5, 1, 5]"
"['the', 'food', 'was', 'just', 'ok', ' <COMMA> ', 'at', 'least', 'for', 'what', 'food', 'was', 'available', ' <PERIOD> ']","[5, 1, 5, 5, 3, 5, 5, 5, 5, 5, 1, 5, 5, 5]"
"['by', 'dinner', 'time', ' <COMMA> ', 'they', 'turn', 'it', 'around', 'and', 'mount', 'a', 'huge', 'comeback', ' <EXCLAMATION_MARK> ', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'waitress', 'was', 'very', 'patient', 'with', 'us', 'and', 'the', 'food', 'is', 'phenomenal', ' <EXCLAMATION_MARK> ']","[5, 1, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5]"
"['the', 'ambience', 'was', 'nice', ' <COMMA> ', 'but', 'service', 'was', ""n't"", 'so', 'great', ' <PERIOD> ']","[5, 1, 5, 3, 5, 5, 1, 5, 5, 5, 3, 5]"
"['solid', 'wine', 'list', ' <COMMA> ', 'knowledgeable', 'staff', ' <COMMA> ', 'friendly', 'owners', 'and', 'an', 'adventurous', ' <COMMA> ', 'ever', ' <HYPHEN> ', 'changing', 'menu', 'keep', 'us', 'coming', 'back', ' <PERIOD> ']","[3, 1, 2, 5, 3, 1, 5, 3, 1, 5, 5, 3, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5]"
"['the', 'people', 'that', 'work', 'there', 'are', 'always', 'so', 'friendly', 'you', 'forget', 'you', 'are', 'in', 'new', 'york', 'sometimes', ' <PERIOD> ']","[5, 1, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['we', 'did', ""n't"", 'even', 'see', 'a', 'menu', ' <COMMA> ', 'as', 'our', 'waiter', 'described', 'both', 'the', 'specials', 'and', 'the', 'main', 'dishes', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 5]"
"['the', 'location', 'and', 'ambience', 'is', 'ok', 'but', 'the', 'food', 'is', 'what', 'makes', 'up', 'for', 'it', ' <PERIOD> ']","[5, 1, 5, 1, 5, 3, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5]"
"['otherwise', ' <COMMA> ', 'good', 'stuff', 'for', 'late', 'nite', 'eats', ' <PERIOD> ']","[5, 5, 3, 1, 5, 5, 5, 1, 5]"
"['the', 'dinner', 'was', 'ok', ' <COMMA> ', 'nothing', 'i', 'would', 'have', 'again', ' <PERIOD> ']","[5, 1, 5, 3, 5, 5, 5, 5, 5, 5, 5]"
"['it', 'is', 'thick', 'and', 'slightly', 'soggy', ' <PERIOD> ']","[5, 5, 3, 5, 5, 3, 5]"
"['its', 'not', 'the', 'same', 'if', 'you', 'have', 'to', 'sit', 'inside', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'love', 'and', 'i', 'know', 'gourmet', 'food', 'by', 'excellence', ' <EXCLAMATION_MARK> ']","[5, 3, 5, 5, 5, 1, 2, 5, 5, 5]"
