Sentence,Sequence,Tags
"['with', 'the', 'theater|NOUN', '2', 'blocks|VERB', 'away', 'we', 'had|VERB', 'a', 'delicious|ADJ', 'meal|NOUN', 'in', 'a', 'beautiful|ADJ', 'room|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 5, 5, 3, 1, 5]","[('with', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('theater', 'NOUN', 'NN', 'pobj'), ('2', 'NUM', 'CD', 'nummod'), ('blocks', 'VERB', 'VBZ', 'npadvmod'), ('away', 'ADV', 'RB', 'advmod'), ('we', 'PRON', 'PRP', 'nsubj'), ('had', 'VERB', 'VBD', 'ROOT'), ('a', 'DET', 'DT', 'det'), ('delicious', 'ADJ', 'JJ', 'amod'), ('meal', 'NOUN', 'NN', 'dobj'), ('in', 'ADP', 'IN', 'prep'), ('a', 'DET', 'DT', 'det'), ('beautiful', 'ADJ', 'JJ', 'amod'), ('room', 'NOUN', 'NN', 'pobj'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['i', 'was|VERB', 'a', 'little|ADJ', 'leary|NOUN', 'about', 'mary|NOUN', ""'s"", 'at', 'first', ' <HYPHEN> ', 'it', ""'s|VERB"", 'small|ADJ', ' <COMMA> ', 'crowded|ADJ', 'and', 'you', 'usually', 'have|VERB', 'to', 'wait|VERB', 'on', 'line|NOUN', ' <HYPHEN> ', 'but', 'i', ""'m|VERB"", 'glad|ADJ', 'i', 'finally', 'tried|VERB', 'it', ' <PERIOD> ']","[5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5]","[('i', 'PRON', 'PRP', 'nsubj'), ('was', 'VERB', 'VBD', 'ROOT'), ('a', 'DET', 'DT', 'det'), ('little', 'ADJ', 'JJ', 'amod'), ('leary', 'NOUN', 'NN', 'acomp'), ('about', 'ADP', 'IN', 'prep'), ('mary', 'NOUN', 'NN', 'pobj'), (""'s"", 'PART', 'POS', 'case'), ('at', 'ADP', 'IN', 'prep'), ('first', 'ADV', 'RB', 'pobj'), (' <HYPHEN> ', 'PUNCT', ':', 'punct'), ('it', 'PRON', 'PRP', 'nsubj'), (""'s"", 'VERB', 'VBZ', 'conj'), ('small', 'ADJ', 'JJ', 'acomp'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('crowded', 'ADJ', 'JJ', 'acomp'), ('and', 'CCONJ', 'CC', 'cc'), ('you', 'PRON', 'PRP', 'nsubj'), ('usually', 'ADV', 'RB', 'advmod'), ('have', 'VERB', 'VBP', 'conj'), ('to', 'PART', 'TO', 'aux'), ('wait', 'VERB', 'VB', 'xcomp'), ('on', 'ADP', 'IN', 'prep'), ('line', 'NOUN', 'NN', 'pobj'), (' <HYPHEN> ', 'PUNCT', ':', 'punct'), ('but', 'CCONJ', 'CC', 'cc'), ('i', 'PRON', 'PRP', 'nsubj'), (""'m"", 'VERB', 'VBP', 'ROOT'), ('glad', 'ADJ', 'JJ', 'acomp'), ('i', 'PRON', 'PRP', 'nsubj'), ('finally', 'ADV', 'RB', 'advmod'), ('tried', 'VERB', 'VBD', 'ccomp'), ('it', 'PRON', 'PRP', 'dobj'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['we', 'were|VERB', 'not', 'dissappointed|VERB', 'in', 'the', 'least|ADJ', 'bit|NOUN', 'by', 'this', 'little|ADJ', 'gem|NOUN', ' <PERIOD> ']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('we', 'PRON', 'PRP', 'nsubjpass'), ('were', 'VERB', 'VBD', 'auxpass'), ('not', 'ADV', 'RB', 'neg'), ('dissappointed', 'VERB', 'VBN', 'ROOT'), ('in', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('least', 'ADJ', 'JJS', 'amod'), ('bit', 'NOUN', 'NN', 'pobj'), ('by', 'ADP', 'IN', 'agent'), ('this', 'DET', 'DT', 'det'), ('little', 'ADJ', 'JJ', 'amod'), ('gem', 'NOUN', 'NN', 'pobj'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['also', 'very', 'inexpensive|ADJ', ' <PERIOD> ']","[5, 5, 3, 5]","[('also', 'ADV', 'RB', 'advmod'), ('very', 'ADV', 'RB', 'advmod'), ('inexpensive', 'ADJ', 'JJ', 'ROOT'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['we', ""'ve|VERB"", 'only', 'eaten|VERB', 'in', 'the', 'restaurant|NOUN', 'once', ' <COMMA> ', 'but', 'we', 'have|VERB', 'ordered|VERB', 'many|ADJ', 'times|NOUN', 'for', 'dinner|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5]","[('we', 'PRON', 'PRP', 'nsubj'), (""'ve"", 'VERB', 'VB', 'aux'), ('only', 'ADV', 'RB', 'advmod'), ('eaten', 'VERB', 'VBN', 'ROOT'), ('in', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('restaurant', 'NOUN', 'NN', 'pobj'), ('once', 'ADV', 'RB', 'advmod'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('but', 'CCONJ', 'CC', 'cc'), ('we', 'PRON', 'PRP', 'nsubj'), ('have', 'VERB', 'VBP', 'aux'), ('ordered', 'VERB', 'VBN', 'conj'), ('many', 'ADJ', 'JJ', 'amod'), ('times', 'NOUN', 'NNS', 'dobj'), ('for', 'ADP', 'IN', 'prep'), ('dinner', 'NOUN', 'NN', 'pobj'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['i', 'got|VERB', 'enough|ADJ', 'reasons|NOUN', 'to', 'keep|VERB', 'coming|VERB', 'back', ' <EXCLAMATION_MARK> ', ' <EXCLAMATION_MARK> ', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('i', 'PRON', 'PRP', 'nsubj'), ('got', 'VERB', 'VBD', 'ROOT'), ('enough', 'ADJ', 'JJ', 'amod'), ('reasons', 'NOUN', 'NNS', 'dobj'), ('to', 'PART', 'TO', 'aux'), ('keep', 'VERB', 'VB', 'acl'), ('coming', 'VERB', 'VBG', 'xcomp'), ('back', 'ADV', 'RB', 'advmod'), (' <EXCLAMATION_MARK> ', 'PUNCT', '.', 'punct'), (' <EXCLAMATION_MARK> ', 'PUNCT', '.', 'punct'), (' <EXCLAMATION_MARK> ', 'PUNCT', '.', 'punct')]"
"['by', 'far', 'this', 'is|VERB', 'the', 'only|ADJ', 'chinese|ADJ', 'desserts|NOUN', 'place|VERB', 'i', 'know|VERB', 'in', 'ny|NOUN', 'or', 'anywhere', 'close|ADJ', 'in', 'the', 'northeastern|ADJ', 'america|NOUN', 'that|ADJ', 'serves|VERB', 'desserts|NOUN', 'with', 'frog|NOUN', 'jelly', 'in', 'a', 'couple|NOUN', 'of', 'varieties|NOUN', 'and', 'pig|NOUN', 'feet|NOUN', 'ginger|NOUN', 'simmered|VERB', 'in', 'black|ADJ', 'vinegar|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 2, 2, 2, 2, 2, 5]","[('by', 'ADP', 'IN', 'prep'), ('far', 'ADV', 'RB', 'pcomp'), ('this', 'DET', 'DT', 'nsubj'), ('is', 'VERB', 'VBZ', 'ROOT'), ('the', 'DET', 'DT', 'det'), ('only', 'ADJ', 'JJ', 'amod'), ('chinese', 'ADJ', 'JJ', 'amod'), ('desserts', 'NOUN', 'NNS', 'compound'), ('place', 'VERB', 'VBP', 'attr'), ('i', 'PRON', 'PRP', 'nsubj'), ('know', 'VERB', 'VBP', 'relcl'), ('in', 'ADP', 'IN', 'prep'), ('ny', 'NOUN', 'NN', 'pobj'), ('or', 'CCONJ', 'CC', 'cc'), ('anywhere', 'ADV', 'RB', 'advmod'), ('close', 'ADJ', 'JJ', 'conj'), ('in', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('northeastern', 'ADJ', 'JJ', 'amod'), ('america', 'NOUN', 'NN', 'pobj'), ('that', 'ADJ', 'WDT', 'nsubj'), ('serves', 'VERB', 'VBZ', 'relcl'), ('desserts', 'NOUN', 'NNS', 'dobj'), ('with', 'ADP', 'IN', 'prep'), ('frog', 'NOUN', 'NN', 'pobj'), ('jelly', 'ADV', 'RB', 'advmod'), ('in', 'ADP', 'IN', 'prep'), ('a', 'DET', 'DT', 'det'), ('couple', 'NOUN', 'NN', 'pobj'), ('of', 'ADP', 'IN', 'prep'), ('varieties', 'NOUN', 'NNS', 'pobj'), ('and', 'CCONJ', 'CC', 'cc'), ('pig', 'NOUN', 'NN', 'compound'), ('feet', 'NOUN', 'NNS', 'compound'), ('ginger', 'NOUN', 'NN', 'conj'), ('simmered', 'VERB', 'VBN', 'acl'), ('in', 'ADP', 'IN', 'prep'), ('black', 'ADJ', 'JJ', 'amod'), ('vinegar', 'NOUN', 'NN', 'pobj'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['the', 'food|NOUN', 'is|VERB', 'great|ADJ', 'and', 'reasonably', 'priced|VERB', ' <PERIOD> ']","[5, 1, 5, 3, 5, 3, 1, 5]","[('the', 'DET', 'DT', 'det'), ('food', 'NOUN', 'NN', 'nsubj'), ('is', 'VERB', 'VBZ', 'ROOT'), ('great', 'ADJ', 'JJ', 'acomp'), ('and', 'CCONJ', 'CC', 'cc'), ('reasonably', 'ADV', 'RB', 'advmod'), ('priced', 'VERB', 'VBN', 'conj'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['the', 'characters|NOUN', 'really', 'make|VERB', 'for', 'an', 'enjoyable|ADJ', 'experience|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 3, 5, 5]","[('the', 'DET', 'DT', 'det'), ('characters', 'NOUN', 'NNS', 'nsubj'), ('really', 'ADV', 'RB', 'advmod'), ('make', 'VERB', 'VBP', 'ROOT'), ('for', 'ADP', 'IN', 'prep'), ('an', 'DET', 'DT', 'det'), ('enjoyable', 'ADJ', 'JJ', 'amod'), ('experience', 'NOUN', 'NN', 'pobj'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['i', 'would|VERB', 'definitely', 'recommend|VERB', 'sea|NOUN', 'if', 'you', 'like|VERB', 'thai|ADJ', 'cuisine|NOUN', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 3, 5, 5, 5, 3, 1, 2, 5]","[('i', 'PRON', 'PRP', 'nsubj'), ('would', 'VERB', 'MD', 'aux'), ('definitely', 'ADV', 'RB', 'advmod'), ('recommend', 'VERB', 'VB', 'ROOT'), ('sea', 'NOUN', 'NN', 'dobj'), ('if', 'ADP', 'IN', 'mark'), ('you', 'PRON', 'PRP', 'nsubj'), ('like', 'VERB', 'VBP', 'advcl'), ('thai', 'ADJ', 'JJ', 'compound'), ('cuisine', 'NOUN', 'NN', 'dobj'), (' <EXCLAMATION_MARK> ', 'PUNCT', '.', 'punct')]"
"['over', 'the', 'years|NOUN', 'the', 'host|NOUN', ' <COMMA> ', 'vittorio|ADJ', ' <COMMA> ', 'and', 'his|ADJ', 'crew|NOUN', ' <COMMA> ', 'have|VERB', 'always', 'treated|VERB', 'me', 'as', 'family|NOUN', '--', 'although', 'with', 'all|ADJ', 'the', 'business|NOUN', 'this', 'not', ' <HYPHEN> ', 'so', ' <HYPHEN> ', 'little|ADJ', 'gem|NOUN', 'does|VERB', ' <COMMA> ', 'it', 'amazing|ADJ', 'he', ""'s|VERB"", 'even', 'able|ADJ', 'to', 'remember|VERB', 'a', 'consistent|ADJ', 'but', 'not', ' <HYPHEN> ', 'so', ' <HYPHEN> ', 'frequent|ADJ', 'visitor|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('over', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('years', 'NOUN', 'NNS', 'pobj'), ('the', 'DET', 'DT', 'det'), ('host', 'NOUN', 'NN', 'nsubj'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('vittorio', 'ADJ', 'JJ', 'conj'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('and', 'CCONJ', 'CC', 'cc'), ('his', 'ADJ', 'PRP$', 'poss'), ('crew', 'NOUN', 'NN', 'conj'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('have', 'VERB', 'VBP', 'aux'), ('always', 'ADV', 'RB', 'advmod'), ('treated', 'VERB', 'VBN', 'ROOT'), ('me', 'PRON', 'PRP', 'dobj'), ('as', 'ADP', 'IN', 'prep'), ('family', 'NOUN', 'NN', 'pobj'), ('--', 'PUNCT', ':', 'punct'), ('although', 'ADP', 'IN', 'mark'), ('with', 'ADP', 'IN', 'mark'), ('all', 'ADJ', 'PDT', 'predet'), ('the', 'DET', 'DT', 'det'), ('business', 'NOUN', 'NN', 'pobj'), ('this', 'DET', 'DT', 'det'), ('not', 'ADV', 'RB', 'neg'), (' <HYPHEN> ', 'PUNCT', 'HYPH', 'punct'), ('so', 'ADV', 'RB', 'advmod'), (' <HYPHEN> ', 'PUNCT', 'HYPH', 'punct'), ('little', 'ADJ', 'JJ', 'amod'), ('gem', 'NOUN', 'NN', 'nsubj'), ('does', 'VERB', 'VBZ', 'advcl'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('it', 'PRON', 'PRP', 'nsubj'), ('amazing', 'ADJ', 'JJ', 'conj'), ('he', 'PRON', 'PRP', 'nsubj'), (""'s"", 'VERB', 'VBZ', 'ccomp'), ('even', 'ADV', 'RB', 'advmod'), ('able', 'ADJ', 'JJ', 'acomp'), ('to', 'PART', 'TO', 'aux'), ('remember', 'VERB', 'VB', 'xcomp'), ('a', 'DET', 'DT', 'det'), ('consistent', 'ADJ', 'JJ', 'amod'), ('but', 'CCONJ', 'CC', 'cc'), ('not', 'ADV', 'RB', 'neg'), (' <HYPHEN> ', 'PUNCT', 'HYPH', 'punct'), ('so', 'ADV', 'RB', 'advmod'), (' <HYPHEN> ', 'PUNCT', 'HYPH', 'punct'), ('frequent', 'ADJ', 'JJ', 'amod'), ('visitor', 'NOUN', 'NN', 'dobj'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['the', 'restuarant|NOUN', 'itself', 'is|VERB', 'not', 'large|ADJ', ' <COMMA> ', 'but', 'seems|VERB', 'to', 'have|VERB', 'several|ADJ', 'round|ADJ', 'tables|NOUN', 'to', 'accomodate|VERB', 'large|ADJ', 'groups|NOUN', 'hoping|VERB', 'to', 'save|VERB', 'a', 'buck|NOUN', 'to', 'eat|VERB', 'authentic|ADJ', 'taiwanese|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 3, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5]","[('the', 'DET', 'DT', 'det'), ('restuarant', 'NOUN', 'NN', 'nsubj'), ('itself', 'PRON', 'PRP', 'appos'), ('is', 'VERB', 'VBZ', 'ROOT'), ('not', 'ADV', 'RB', 'neg'), ('large', 'ADJ', 'JJ', 'acomp'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('but', 'CCONJ', 'CC', 'cc'), ('seems', 'VERB', 'VBZ', 'conj'), ('to', 'PART', 'TO', 'aux'), ('have', 'VERB', 'VB', 'xcomp'), ('several', 'ADJ', 'JJ', 'amod'), ('round', 'ADJ', 'JJ', 'amod'), ('tables', 'NOUN', 'NNS', 'dobj'), ('to', 'PART', 'TO', 'aux'), ('accomodate', 'VERB', 'VB', 'xcomp'), ('large', 'ADJ', 'JJ', 'amod'), ('groups', 'NOUN', 'NNS', 'dobj'), ('hoping', 'VERB', 'VBG', 'acl'), ('to', 'PART', 'TO', 'aux'), ('save', 'VERB', 'VB', 'xcomp'), ('a', 'DET', 'DT', 'det'), ('buck', 'NOUN', 'NN', 'dobj'), ('to', 'PART', 'TO', 'aux'), ('eat', 'VERB', 'VB', 'relcl'), ('authentic', 'ADJ', 'JJ', 'amod'), ('taiwanese', 'NOUN', 'NNS', 'dobj'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['my|ADJ', 'husband|NOUN', 'said|VERB', 'he', 'could|VERB', ""'ve|VERB"", 'eaten|VERB', 'several|ADJ', 'more|ADJ', ' <COMMA> ', 'the', 'portion|NOUN', 'was|VERB', 'fine|ADJ', 'for', 'me', 'he', 'even', 'exclaimed|VERB', 'that', 'the', 'french|ADJ', 'fries|NOUN', 'were|VERB', 'the', 'best|ADJ', 'he', 'has|VERB', 'had|VERB', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 3, 5, 5, 5, 5, 5, 5, 5, 1, 2, 5, 5, 3, 5, 5, 5, 5]","[('my', 'ADJ', 'PRP$', 'poss'), ('husband', 'NOUN', 'NN', 'nsubj'), ('said', 'VERB', 'VBD', 'ROOT'), ('he', 'PRON', 'PRP', 'nsubj'), ('could', 'VERB', 'MD', 'aux'), (""'ve"", 'VERB', 'VB', 'aux'), ('eaten', 'VERB', 'VBN', 'ccomp'), ('several', 'ADJ', 'JJ', 'amod'), ('more', 'ADJ', 'JJR', 'dobj'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('the', 'DET', 'DT', 'det'), ('portion', 'NOUN', 'NN', 'nsubj'), ('was', 'VERB', 'VBD', 'ccomp'), ('fine', 'ADJ', 'JJ', 'acomp'), ('for', 'ADP', 'IN', 'mark'), ('me', 'PRON', 'PRP', 'pobj'), ('he', 'PRON', 'PRP', 'nsubj'), ('even', 'ADV', 'RB', 'advmod'), ('exclaimed', 'VERB', 'VBD', 'advcl'), ('that', 'ADP', 'IN', 'mark'), ('the', 'DET', 'DT', 'det'), ('french', 'ADJ', 'JJ', 'amod'), ('fries', 'NOUN', 'NNS', 'nsubj'), ('were', 'VERB', 'VBD', 'ccomp'), ('the', 'DET', 'DT', 'det'), ('best', 'ADJ', 'JJS', 'attr'), ('he', 'PRON', 'PRP', 'nsubj'), ('has', 'VERB', 'VBZ', 'aux'), ('had', 'VERB', 'VBN', 'relcl'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['you', 'can|VERB', 'not', 'go|VERB', 'wrong|ADJ', 'with', 'this', 'place|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 3, 5, 5, 5, 5]","[('you', 'PRON', 'PRP', 'nsubj'), ('can', 'VERB', 'MD', 'aux'), ('not', 'ADV', 'RB', 'neg'), ('go', 'VERB', 'VB', 'ROOT'), ('wrong', 'ADJ', 'JJ', 'acomp'), ('with', 'ADP', 'IN', 'prep'), ('this', 'DET', 'DT', 'det'), ('place', 'NOUN', 'NN', 'pobj'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['it', 'is|VERB', 'the', 'type|NOUN', 'of', 'place|NOUN', 'to', 'run|VERB', 'into', 'old|ADJ', 'friends|NOUN', 'and', 'have|VERB', 'a', 'late|ADJ', ' <COMMA> ', 'raucus|NOUN', 'dinner|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5]","[('it', 'PRON', 'PRP', 'nsubj'), ('is', 'VERB', 'VBZ', 'ROOT'), ('the', 'DET', 'DT', 'det'), ('type', 'NOUN', 'NN', 'attr'), ('of', 'ADP', 'IN', 'prep'), ('place', 'NOUN', 'NN', 'pobj'), ('to', 'PART', 'TO', 'aux'), ('run', 'VERB', 'VB', 'relcl'), ('into', 'ADP', 'IN', 'prep'), ('old', 'ADJ', 'JJ', 'amod'), ('friends', 'NOUN', 'NNS', 'pobj'), ('and', 'CCONJ', 'CC', 'cc'), ('have', 'VERB', 'VBP', 'conj'), ('a', 'DET', 'DT', 'det'), ('late', 'ADJ', 'JJ', 'amod'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('raucus', 'NOUN', 'NN', 'compound'), ('dinner', 'NOUN', 'NN', 'dobj'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['the', 'food|NOUN', 'is|VERB', 'delicious|ADJ', ' <HYPHEN> ', 'from', 'the', 'specials|NOUN', 'to', 'the', 'regular|ADJ', 'menu|NOUN', ' <HYPHEN> ', 'fare|NOUN', ' <COMMA> ', 'the', 'dishes|NOUN', 'are|VERB', 'never', 'a', 'disappointment|NOUN', ' <PERIOD> ']","[5, 1, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 3, 5]","[('the', 'DET', 'DT', 'det'), ('food', 'NOUN', 'NN', 'nsubj'), ('is', 'VERB', 'VBZ', 'ccomp'), ('delicious', 'ADJ', 'JJ', 'acomp'), (' <HYPHEN> ', 'PUNCT', ':', 'punct'), ('from', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('specials', 'NOUN', 'NNS', 'pobj'), ('to', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('regular', 'ADJ', 'JJ', 'amod'), ('menu', 'NOUN', 'NN', 'compound'), (' <HYPHEN> ', 'PUNCT', 'HYPH', 'punct'), ('fare', 'NOUN', 'NN', 'pobj'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('the', 'DET', 'DT', 'det'), ('dishes', 'NOUN', 'NNS', 'nsubj'), ('are', 'VERB', 'VBP', 'ROOT'), ('never', 'ADV', 'RB', 'neg'), ('a', 'DET', 'DT', 'det'), ('disappointment', 'NOUN', 'NN', 'attr'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['prices|NOUN', 'are|VERB', 'in', 'line|NOUN', ' <PERIOD> ']","[5, 5, 3, 4, 5]","[('prices', 'NOUN', 'NNS', 'nsubj'), ('are', 'VERB', 'VBP', 'ROOT'), ('in', 'ADP', 'IN', 'prep'), ('line', 'NOUN', 'NN', 'pobj'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['the', 'combination|NOUN', 'of', 'fresh|ADJ', 'tomato|NOUN', 'sauce|NOUN', ' <COMMA> ', 'fresh|ADJ', 'mozz|NOUN', 'cheese|NOUN', ' <COMMA> ', 'basil|NOUN', 'and', 'the', 'dough|NOUN', 'they', 'make|VERB', 'with', 'imported|VERB', 'flour|NOUN', ' <COMMA> ', 'makes|VERB', 'this', 'is|VERB', 'one', 'of', 'the', 'better|ADJ', 'pizza|NOUN', ""'s"", 'in', 'ny|NOUN', ' <PERIOD> ']","[5, 5, 5, 1, 2, 2, 5, 1, 2, 2, 5, 1, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5]","[('the', 'DET', 'DT', 'det'), ('combination', 'NOUN', 'NN', 'nsubj'), ('of', 'ADP', 'IN', 'prep'), ('fresh', 'ADJ', 'JJ', 'amod'), ('tomato', 'NOUN', 'NN', 'compound'), ('sauce', 'NOUN', 'NN', 'pobj'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('fresh', 'ADJ', 'JJ', 'amod'), ('mozz', 'NOUN', 'NNS', 'compound'), ('cheese', 'NOUN', 'NN', 'conj'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('basil', 'NOUN', 'NN', 'conj'), ('and', 'CCONJ', 'CC', 'cc'), ('the', 'DET', 'DT', 'det'), ('dough', 'NOUN', 'NN', 'conj'), ('they', 'PRON', 'PRP', 'nsubj'), ('make', 'VERB', 'VBP', 'relcl'), ('with', 'ADP', 'IN', 'prep'), ('imported', 'VERB', 'VBN', 'amod'), ('flour', 'NOUN', 'NN', 'pobj'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('makes', 'VERB', 'VBZ', 'ROOT'), ('this', 'DET', 'DT', 'nsubj'), ('is', 'VERB', 'VBZ', 'ccomp'), ('one', 'NUM', 'CD', 'attr'), ('of', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('better', 'ADJ', 'JJR', 'amod'), ('pizza', 'NOUN', 'NN', 'pobj'), (""'s"", 'PART', 'POS', 'case'), ('in', 'ADP', 'IN', 'prep'), ('ny', 'NOUN', 'NN', 'pobj'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['the', 'food|NOUN', 'is|VERB', 'prepared|VERB', 'quickly', 'and', 'efficiently', ' <PERIOD> ']","[5, 1, 5, 5, 3, 5, 3, 5]","[('the', 'DET', 'DT', 'det'), ('food', 'NOUN', 'NN', 'nsubjpass'), ('is', 'VERB', 'VBZ', 'auxpass'), ('prepared', 'VERB', 'VBN', 'ROOT'), ('quickly', 'ADV', 'RB', 'advmod'), ('and', 'CCONJ', 'CC', 'cc'), ('efficiently', 'ADV', 'RB', 'conj'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
"['and', 'for', 'this', 'i', 'had|VERB', 'to', 'shell|VERB', 'out', 'a', 'small|ADJ', 'fortune|NOUN', ' <QUESTION_MARK> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('and', 'CCONJ', 'CC', 'cc'), ('for', 'ADP', 'IN', 'prep'), ('this', 'DET', 'DT', 'pobj'), ('i', 'PRON', 'PRP', 'nsubj'), ('had', 'VERB', 'VBD', 'ROOT'), ('to', 'PART', 'TO', 'aux'), ('shell', 'VERB', 'VB', 'xcomp'), ('out', 'PART', 'RP', 'prt'), ('a', 'DET', 'DT', 'det'), ('small', 'ADJ', 'JJ', 'amod'), ('fortune', 'NOUN', 'NN', 'dobj'), (' <QUESTION_MARK> ', 'PUNCT', '.', 'punct')]"
"['for', 'all', 'of', 'you', 'new|ADJ', 'to', 'indian|ADJ', 'food|NOUN', ' <COMMA> ', 'try|VERB', 'the', 'paneer|NOUN', 'roll|NOUN', ' <COMMA> ', 'it', 'is|VERB', 'a', 'piece|NOUN', 'of', 'heaven', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5]","[('for', 'ADP', 'IN', 'mark'), ('all', 'DET', 'DT', 'pobj'), ('of', 'ADP', 'IN', 'prep'), ('you', 'PRON', 'PRP', 'pobj'), ('new', 'ADJ', 'JJ', 'amod'), ('to', 'ADP', 'IN', 'aux'), ('indian', 'ADJ', 'JJ', 'advcl'), ('food', 'NOUN', 'NN', 'dobj'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('try', 'VERB', 'VB', 'conj'), ('the', 'DET', 'DT', 'det'), ('paneer', 'NOUN', 'NN', 'compound'), ('roll', 'NOUN', 'NN', 'dobj'), (' <COMMA> ', 'PUNCT', ',', 'punct'), ('it', 'PRON', 'PRP', 'nsubj'), ('is', 'VERB', 'VBZ', 'ROOT'), ('a', 'DET', 'DT', 'det'), ('piece', 'NOUN', 'NN', 'attr'), ('of', 'ADP', 'IN', 'prep'), ('heaven', 'PROPN', 'NNP', 'pobj'), (' <PERIOD> ', 'PUNCT', '.', 'punct')]"
