Sentence,Sequence
"['my|ADJ', 'friend|NOUN', 'from', 'milan|NOUN', 'and', 'myself', 'were|VERB', 'pleasantly', 'surprised|ADJ', 'when', 'we', 'arrived|VERB', 'and', 'everyone|NOUN', 'spoke|VERB', 'italian|ADJ', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5]"
"['others|NOUN', 'have|VERB', 'to', 'go|VERB', 'to', 'other|ADJ', 'restaurants|NOUN', 'and', 'feel|VERB', 'sad|ADJ', 'until', 'they', ""'re|VERB"", 'eaten|VERB', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5]"
"['why', 'make|VERB', 'a', 'reservation|NOUN', 'if', 'you', 'are|VERB', ""n't"", 'going|VERB', 'to', 'keep|VERB', 'it', ' <QUESTION_MARK> ']","[5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'pad|NOUN', 'thai|NOUN', 'is|VERB', 'excellent|ADJ', 'here', ' <COMMA> ', 'as', 'well', ' <PERIOD> ']","[5, 5, 5, 5, 3, 5, 5, 5, 5, 5]"
"['big|ADJ', 'and', 'gawky|ADJ', 'on', 'the', 'outside|NOUN', ' <PERIOD> ']","[3, 5, 3, 5, 5, 5, 5]"
"['i', 'have|VERB', 'been|VERB', 'to', 'mary|VERB', ""'s"", 'many|ADJ', 'times|NOUN', 'and', 'i', 'like|VERB', 'it', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5]"
"['searching|VERB', 'to', 'get|VERB', 'out', 'from', 'the', 'cold|ADJ', ' <COMMA> ', 'freezing|ADJ', 'weather|NOUN', ' <COMMA> ', 'we', 'went|VERB', 'into', 'what|NOUN', 'we', 'thought|VERB', 'was|VERB', 'a', 'deli|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'do|VERB', 'not', 'recommend|VERB', 'lunch|NOUN', 'specials|NOUN', 'just', 'because', 'it', 'tasts|VERB', 'the', 'same|ADJ', 'with', 'other|ADJ', 'regular|ADJ', 'chinese|ADJ', 'restaurant|NOUN', ' <PERIOD> ']","[5, 5, 5, 3, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['highly', 'recommended|VERB', ' <EXCLAMATION_MARK> ', ' <EXCLAMATION_MARK> ', ' <EXCLAMATION_MARK> ', ' <EXCLAMATION_MARK> ', ' <EXCLAMATION_MARK> ']","[5, 3, 5, 5, 5, 5, 5]"
"['this', 'is|VERB', 'the', 'best|ADJ', 'thing|NOUN', 'in', 'soho|NOUN', ' <PERIOD> ']","[5, 5, 5, 3, 5, 5, 5, 5]"
"['went|VERB', 'here', 'last|ADJ', 'night|NOUN', 'and', 'had|VERB', 'a', 'pleasant|ADJ', 'experience|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 3, 5, 5]"
"['we', 'parked|VERB', 'on', 'the', 'block|NOUN', 'of', 'nina|NOUN', ""'s"", 'the', 'place|NOUN', 'looked|VERB', 'nice|ADJ', ' <COMMA> ', 'with', 'people|NOUN', 'obviously', 'enjoying|VERB', 'their|ADJ', 'pizzas|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 3, 5, 5, 5, 5, 3, 5, 1, 5]"
"['i', 'came|VERB', 'here', 'with', 'my|ADJ', 'boyfriend|NOUN', 'for', 'our|ADJ', 'anniversary|NOUN', 'because', 'it', 'was|VERB', 'highly', 'recommended|VERB', 'to', 'him', 'by', 'a', 'friend|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['for', '$', '760', 'for', '2', 'people|NOUN', ' <COMMA> ', 'it', ""'s|VERB"", 'a', 'once', 'in', 'a', 'lifetime|NOUN', 'experience|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'food|NOUN', 'is|VERB', 'o.k', ' <PERIOD> ', ' <COMMA> ', 'but', 'not', 'any', 'better|ADJ', 'than', 'what|NOUN', 'you', 'get|VERB', 'at', 'a', 'good|ADJ', 'neighborhood|NOUN', 'restaurant|NOUN', ' <PERIOD> ']","[5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['we', 'had|VERB', 'the', 'pot|NOUN', ' <HYPHEN> ', 'stickers|NOUN', 'which|ADJ', 'were|VERB', 'great|ADJ', 'and', 'a', 'tempura|ADJ', 'dish|NOUN', 'that|ADJ', 'was|VERB', 'great|ADJ', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 3, 5]"
"['i', 'think|VERB', 'the', 'stuff|NOUN', 'was|VERB', 'better|ADJ', 'than', 'disney|NOUN', ' <PERIOD> ']","[5, 5, 5, 1, 5, 3, 5, 5, 5]"
"['after', 'reading|VERB', 'the', 'good|ADJ', 'reviews|NOUN', 'of', 'this', 'restaurant|NOUN', ' <COMMA> ', 'i', 'decided|VERB', 'to', 'give|VERB', 'it', 'a', 'try|NOUN', 'with', 'two', 'friends|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['while', 'the', '$', '20', 'entree|NOUN', 'range|NOUN', 'is|VERB', 'not', 'overly', 'expensive|ADJ', ' <COMMA> ', 'in', 'new|ADJ', 'york|NOUN', 'city|NOUN', ' <COMMA> ', 'there', 'is|VERB', 'definitely', 'better|ADJ', 'food|NOUN', 'in', 'that', 'range|NOUN', ' <COMMA> ', 'and', 'so', 'sapphire|NOUN', ' <COMMA> ', 'despite', 'it', ""'s|VERB"", 'lovely|ADJ', 'atmosphere|NOUN', ' <COMMA> ', 'will|VERB', 'most', 'likely', 'not', 'be|VERB', 'a', 'restaurant|NOUN', 'to', 'which|ADJ', 'i', 'will|VERB', 'return|VERB', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['orsay|NOUN', ' <COMMA> ', 'is|VERB', 'without', 'a', 'doubt|NOUN', 'one', 'of', 'the', 'best|ADJ', 'values|NOUN', 'for', 'authentic|ADJ', 'french|ADJ', 'food|NOUN', 'in', 'nyc|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 3, 5, 5, 5, 5, 5]"
"['i', 'had|VERB', 'been|VERB', 'searching|VERB', 'really', 'hard', 'for', 'a', 'restaurant|NOUN', 'in', 'new|ADJ', 'york|NOUN', 'where', 'i', 'could|VERB', 'really', 'feel|VERB', 'unwanted|ADJ', 'and', 'ignored|VERB', 'and', 'i', 'finally', 'found|VERB', 'it', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 3, 5, 5, 5, 5, 5, 5]"
"['it', ""'s|VERB"", 'definately', 'not', 'a', 'place|NOUN', 'to', 'go|VERB', 'if', 'you', 'want|VERB', 'to', 'impress|VERB', 'someone|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5]"
"['well', ' <COMMA> ', 'their|ADJ', 'deliveries|NOUN', 'take|VERB', 'for', 'ever', 'and', 'the', 'food|NOUN', 'is|VERB', 'usually', 'cold|ADJ', ' <PERIOD> ']","[5, 5, 5, 1, 5, 5, 5, 5, 5, 1, 5, 5, 3, 5]"
"['the', 'staff|NOUN', 'is|VERB', 'no', 'nonsense|NOUN', ' <PERIOD> ']","[5, 1, 5, 5, 3, 5]"
"['chinese|ADJ', 'desserts|NOUN', 'are|VERB', 'known|VERB', 'for', 'healthful|ADJ', 'benefits|NOUN', 'in', 'addition|NOUN', 'to', 'the', 'sweetness|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5]"
"['wonderful|ADJ', 'at', 'holiday|NOUN', 'time|NOUN', ' <PERIOD> ']","[3, 5, 5, 5, 5]"
"['and', 'really', 'large|ADJ', 'portions|NOUN', ' <PERIOD> ']","[5, 5, 3, 1, 5]"
"['the', 'place|NOUN', 'is|VERB', 'a', 'lot|NOUN', 'of', 'fun|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 3, 5]"
"['this', 'is|VERB', 'a', 'great|ADJ', 'thai|ADJ', 'restaurant|NOUN', 'with', 'a', 'very', 'friendly|ADJ', 'staff|NOUN', ' <PERIOD> ']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 3, 1, 5]"
"['have|VERB', 'eaten|VERB', 'at', 'ginger|NOUN', 'house|NOUN', 'several|ADJ', 'times|NOUN', ' <COMMA> ', 'and', 'it', ""'s|VERB"", 'always', 'good|ADJ', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5]"
"['i', 'ordered|VERB', 'the', 'smoked|ADJ', 'salmon|NOUN', 'and', 'roe|NOUN', 'appetizer|NOUN', 'and', 'it', 'was|VERB', 'off', 'flavor|NOUN', ' <PERIOD> ']","[5, 5, 5, 1, 2, 2, 2, 2, 5, 5, 5, 3, 5, 5]"
"['we', 'went|VERB', 'here', 'for', 'lunch|NOUN', 'a', 'couple|NOUN', 'of', 'weeks|NOUN', 'ago', 'on', 'a', 'saturday|NOUN', ' <COMMA> ', 'and', 'i', 'was|VERB', 'thoroughly', 'impressed|ADJ', 'with', 'the', 'food|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 1, 5]"
"['i', 'recommend|VERB', 'the', 'garlic|ADJ', 'shrimp|NOUN', ' <COMMA> ', 'okra|NOUN', ' <LEFT PARENTHESIS> ', 'bindi|NOUN', ' <RIGHT PARENTHESIS> ', ' <COMMA> ', 'and', 'anything|NOUN', 'with', 'lamb|NOUN', ' <PERIOD> ']","[5, 3, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5]"
"['as', 'a', 'japanese|ADJ', 'native|NOUN', ' <COMMA> ', 'i', ""'ve|VERB"", 'lived|VERB', 'in', 'the', 'tristate|ADJ', 'area|NOUN', 'for', 'over', '8', 'years|NOUN', ' <COMMA> ', 'but', 'i', 'was|VERB', 'just', 'so', 'amazed|ADJ', 'at', 'this', 'place|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5]"
"['to', 'give|VERB', 'you', 'an', 'idea|NOUN', 'of', 'how', 'good|ADJ', 'we', 'thought|VERB', 'it', 'was|VERB', ' <COMMA> ', 'we', 'ended|VERB', 'up', 'going|VERB', 'to', 'ping|NOUN', ""'s"", 'three', 'weekends|NOUN', 'in', 'a', 'row|NOUN', ' <EXCLAMATION_MARK> ', ' <EXCLAMATION_MARK> ', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['as', 'we', 'were|VERB', 'leaving|VERB', ' <COMMA> ', 'the', 'couple|NOUN', 'standing|VERB', 'by', 'the', 'door|NOUN', 'said|VERB', 'to', 'another', 'waiter|NOUN', ' <COMMA> ', 'we', ""'re|VERB"", 'not', 'in', 'a', 'hurry|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'menu|NOUN', 'was|VERB', 'impressive|ADJ', 'with', 'selections|NOUN', 'ranging|VERB', 'from', 'a', 'burger|NOUN', ' <COMMA> ', 'to', 'steak|VERB', ' <COMMA> ', 'to', 'escargot|VERB', ' <PERIOD> ']","[5, 1, 5, 3, 5, 5, 5, 5, 5, 1, 5, 5, 1, 5, 5, 1, 5]"
"['in', 'fact|NOUN', ' <COMMA> ', 'two', 'people|NOUN', 'could|VERB', 'really', 'share|VERB', 'one', 'plate|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5]"
"['the', 'food|NOUN', 'is|VERB', 'great|ADJ', 'and', 'authentic|ADJ', ' <PERIOD> ']","[5, 1, 5, 3, 5, 3, 5]"
"['this', 'was|VERB', 'a', 'repeat|NOUN', 'visit|NOUN', 'and', 'we', ""'ll|VERB"", 'definitely', 'be|VERB', 'back', 'again', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['during', 'happy|ADJ', 'hour|NOUN', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 5]"
"['good|ADJ', 'for', 'casual|ADJ', 'dinner|NOUN', 'with', 'jeans|NOUN', 'and', 'sneakers|NOUN', ' <PERIOD> ']","[3, 5, 1, 2, 5, 5, 5, 5, 5]"
"['love|NOUN', 'yuka|NOUN', ' <PERIOD> ']","[3, 5, 5]"
"['anyway', ' <COMMA> ', 'the', 'food|NOUN', 'is|VERB', 'good|ADJ', ' <COMMA> ', 'the', 'price|NOUN', 'is|VERB', 'right|ADJ', 'and', 'they', 'have|VERB', 'a', 'decent|ADJ', 'wine|NOUN', 'list|NOUN', ' <PERIOD> ']","[5, 5, 5, 1, 5, 3, 5, 5, 1, 5, 3, 5, 5, 5, 5, 3, 1, 2, 5]"
"['go|VERB', ' <COMMA> ', 'go|VERB', ' <COMMA> ', 'hurry|VERB', ' <COMMA> ', 'before', 'everyone|NOUN', 'finds|VERB', 'out', 'about', 'it', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['prices|NOUN', 'are|VERB', 'higher|ADJ', 'to', 'dine|VERB', 'in', 'and', 'their|ADJ', 'chicken|NOUN', 'tikka|NOUN', 'marsala|NOUN', 'is|VERB', 'quite', 'good|ADJ', ' <PERIOD> ']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5]"
"['i', 'am|VERB', 'bringing|VERB', 'my|ADJ', 'whole|ADJ', 'family|NOUN', 'back', 'next|ADJ', 'time|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['this', 'place|NOUN', 'has|VERB', 'many|ADJ', 'different|ADJ', 'styles|NOUN', 'of', 'pizza|NOUN', 'and', 'they', 'are|VERB', 'all', 'amazing|ADJ', ' <PERIOD> ']","[5, 5, 5, 5, 3, 1, 2, 2, 5, 5, 5, 5, 3, 5]"
"['the', 'photos|NOUN', 'of', 'the', 'restaurant|NOUN', 'in', 'its|ADJ', 'web|NOUN', 'site|NOUN', 'are|VERB', 'way', 'better|ADJ', 'than', 'the', 'real|ADJ', 'look|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 1, 5]"
"['the', 'food|NOUN', 'was|VERB', 'lousy|ADJ', ' <HYPHEN> ', 'too', 'sweet|ADJ', 'or', 'too', 'salty|ADJ', 'and', 'the', 'portions|NOUN', 'tiny|ADJ', ' <PERIOD> ']","[5, 1, 5, 3, 5, 5, 3, 5, 5, 3, 5, 5, 1, 3, 5]"
"['but', 'the', 'coconut|NOUN', 'rice|NOUN', 'was|VERB', 'good|ADJ', ' <PERIOD> ']","[5, 5, 1, 2, 5, 3, 5]"
"['it', 'took|VERB', 'them', '25', 'minutes|NOUN', 'to', 'bring|VERB', 'our|ADJ', 'appetizer|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 1, 5]"
"['a', 'guaranteeed|NOUN', 'delight|NOUN', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 5]"
"['i', 'have|VERB', 'been|VERB', 'coming|VERB', 'to', 'this', 'neighborhood|NOUN', 'spot|NOUN', 'for', 'years|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['overall', 'i', 'would|VERB', 'recommend|VERB', 'it', 'and', 'go|VERB', 'back', 'again', ' <PERIOD> ']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5]"
"['the', 'food|NOUN', 'was|VERB', 'great|ADJ', ' <PERIOD> ']","[5, 1, 5, 3, 5]"
"['pair|NOUN', 'you', 'food|NOUN', 'with', 'the', 'excellent|ADJ', 'beers|NOUN', 'on', 'tap|NOUN', 'or', 'their|ADJ', 'well', 'priced|VERB', 'wine|NOUN', 'list|NOUN', ' <PERIOD> ']","[5, 5, 1, 5, 5, 3, 1, 2, 2, 5, 5, 3, 5, 1, 2, 5]"
"['if', 'you', 'like|VERB', 'your|ADJ', 'music|NOUN', 'blasted|VERB', 'and', 'the', 'system|NOUN', 'is|VERB', 'nt', 'that', 'great|ADJ', 'and', 'if', 'you', 'want|VERB', 'to', 'pay|VERB', 'at', 'least', '100', 'dollar|NOUN', 'bottle|NOUN', 'minimun|NOUN', 'then', 'you', ""'ll|VERB"", 'love|VERB', 'it', 'here', ' <PERIOD> ']","[5, 5, 3, 5, 1, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 5, 5, 5, 3, 5, 5, 5]"
"['all', 'of', 'my|ADJ', 'co|NOUN', ' <HYPHEN> ', 'workers|NOUN', 'stated|VERB', 'that', 'the', 'food|NOUN', 'was|VERB', 'amazing|ADJ', 'and', 'wondered|VERB', 'why', 'they', 'had|VERB', ""n't"", 'heard|VERB', 'about', 'this', 'place|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['anyway', ' <COMMA> ', 'this', 'is|VERB', 'the', 'last|ADJ', 'time|NOUN', 'i', 'cross|VERB', 'the', 'williamsburg|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['metrazur|NOUN', 'has|VERB', 'a', 'beautiful|ADJ', 'spot|NOUN', 'overlooking|VERB', 'the', 'main|ADJ', 'terminal|NOUN', ' <PERIOD> ']","[5, 5, 5, 3, 1, 5, 5, 5, 5, 5]"
"['friendly|ADJ', 'staff|NOUN', 'that|ADJ', 'actually', 'lets|VERB', 'you', 'enjoy|VERB', 'your|ADJ', 'meal|NOUN', 'and', 'the', 'company|NOUN', 'you', ""'re|VERB"", 'with', ' <PERIOD> ']","[3, 1, 5, 5, 5, 5, 3, 5, 1, 5, 5, 5, 5, 5, 5, 5]"
"['when', 'i', ""'m|VERB"", 'feeling|VERB', 'stressed|VERB', 'by', 'the', 'noise|NOUN', 'and', 'congestion|NOUN', 'around', 'my|ADJ', 'office|NOUN', ' <COMMA> ', 'i', 'head|VERB', 'for', 'cafe|NOUN', 'st|NOUN', ' <PERIOD> ', 'bart|VERB', ""'s"", ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['guess|VERB', 'the', '555soul', 'ads|NOUN', 'did|VERB', ""n't"", 'launch|VERB', 'her|ADJ', 'big|ADJ', 'modeling|NOUN', 'career|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'restaurant|NOUN', 'is|VERB', 'rather', 'small|ADJ', 'but', 'we', 'were|VERB', 'lucky|ADJ', 'to', 'get|VERB', 'a', 'table|NOUN', 'quickly', ' <PERIOD> ']","[5, 5, 5, 5, 3, 5, 5, 5, 3, 5, 5, 5, 1, 3, 5]"
"['besides', ' <COMMA> ', 'we', 'were|VERB', 'on', 'vacation|NOUN', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 5, 5, 5, 5]"
"['i', 'love|VERB', 'this', 'cozy|NOUN', 'around', 'the', 'way|NOUN', 'rest|NOUN', ' <PERIOD> ']","[5, 3, 5, 3, 5, 5, 5, 5, 5]"
"['quality|NOUN', 'of', 'food|NOUN', 'is|VERB', 'excellent|ADJ', 'and', 'price|NOUN', 'is|VERB', 'cheap|ADJ', ' <COMMA> ', 'stick|VERB', 'to', 'pork|NOUN', ' <COMMA> ', 'fish|NOUN', ' <COMMA> ', 'chicken|NOUN', ' <COMMA> ', 'lamb|NOUN', 'and', 'vegetables|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 3, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['do|VERB', ""n't"", 'leave|VERB', 'without', 'trying|VERB', 'one', 'night|NOUN', 'in', 'tokyo|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['save|VERB', 'yourself', 'the', 'time|NOUN', 'and', 'trouble|NOUN', 'and', 'skip|VERB', 'this', 'one|NOUN', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['this', 'is|VERB', 'my|ADJ', 'favorite|ADJ', 'italian|ADJ', 'restaurant|NOUN', 'in', 'all', 'of', 'new|ADJ', 'york|NOUN', 'city|NOUN', ' <PERIOD> ']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'place|NOUN', 'is|VERB', 'a', 'little|ADJ', 'tight|ADJ', 'and', 'on', 'a', 'cold|ADJ', 'day|NOUN', ' <COMMA> ', 'the', 'seating|NOUN', 'by', 'the', 'entranceway|NOUN', 'can|VERB', 'be|VERB', 'pretty', 'drafty|ADJ', ' <PERIOD> ']","[5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 3, 5]"
"['the', 'appetizing|NOUN', 'is|VERB', 'excellent|ADJ', ' <HYPHEN> ', 'just', 'as', 'good|ADJ', 'as', 'zabars|VERB', 'barney|NOUN', 'greengrass|NOUN', 'at', 'a', 'reasonable|ADJ', 'price|NOUN', ' <LEFT PARENTHESIS> ', 'if', 'bought|VERB', 'by', 'the', 'pound|NOUN', ' <RIGHT PARENTHESIS> ', ' <PERIOD> ']","[5, 1, 5, 3, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 3, 1, 5, 5, 5, 5, 5, 5, 5, 5]"
"['but', ' <COMMA> ', 'they', 'were|VERB', 'too', 'big|ADJ', 'for', 'the', 'bun|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 3, 5, 5, 1, 5]"
"['the', 'food|NOUN', 'is|VERB', 'fresh|ADJ', ' <COMMA> ', 'delicious|ADJ', ' <COMMA> ', 'and', 'reasonably', 'priced|VERB', ' <PERIOD> ']","[5, 1, 5, 3, 5, 3, 5, 5, 3, 1, 5]"
"['raga|NOUN', 'stands|VERB', 'out', 'with', 'an', 'interesting|ADJ', 'fusion|NOUN', 'of', 'french|ADJ', 'and', 'indian|ADJ', 'cooking|NOUN', ' <PERIOD> ']","[5, 3, 4, 5, 5, 3, 1, 2, 2, 2, 2, 2, 5]"
"['a', 'few|ADJ', 'tips|NOUN', ' <COLON> ', 'skip|VERB', 'the', 'turnip|NOUN', 'cake|NOUN', ' <COMMA> ', 'roast|VERB', 'pork|NOUN', 'buns|NOUN', 'and', 'egg|NOUN', 'custards|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 1, 2, 5, 1, 2, 2, 5, 1, 2, 5]"
"['the', 'bagels|NOUN', 'are|VERB', 'fabulous|ADJ', ' <PERIOD> ']","[5, 1, 5, 3, 5]"
"['oh', 'yes', ' <COMMA> ', 'and', 'they', 'lie|VERB', 'on', 'the', 'phone|NOUN', ' <COMMA> ', 'claiming|VERB', 'they', 'have|VERB', 'seating|VERB', 'in', 'the', 'garden|NOUN', ' <COMMA> ', 'then', 'of', 'course|NOUN', 'the', 'seats|NOUN', 'are|VERB', 'not', 'available|ADJ', ' <PERIOD> ']","[5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 1, 2, 2, 2, 5, 5, 5, 5, 5, 1, 5, 5, 3, 5]"
"['although', 'they', 'do|VERB', 'the', 'typical|ADJ', 'what|NOUN', 'kind|NOUN', 'of', 'water|NOUN', 'would|VERB', 'you', 'like|VERB', 'questions|NOUN', 'the', 'service|NOUN', 'was|VERB', 'good|ADJ', 'and', 'overall', 'very', 'relaxing|ADJ', 'to', 'place|VERB', 'to', 'eat|VERB', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 3, 5, 5, 5, 3, 5, 1, 5, 5, 5]"
"['the', 'food|NOUN', 'was|VERB', 'very', 'good|ADJ', ' <COMMA> ', 'a', 'great|ADJ', 'deal|NOUN', ' <COMMA> ', 'and', 'the', 'place|NOUN', 'its|ADJ', 'self|NOUN', 'was|VERB', 'great|ADJ', ' <PERIOD> ']","[5, 1, 5, 5, 3, 5, 5, 3, 5, 5, 5, 5, 1, 5, 5, 5, 3, 5]"
"['the', 'food|NOUN', 'options|NOUN', 'rule|NOUN', ' <PERIOD> ']","[5, 1, 2, 5, 5]"
"['a', 'great|ADJ', 'choice|NOUN', 'at', 'any', 'cost|NOUN', 'and', 'a', 'great|ADJ', 'deal|NOUN', ' <PERIOD> ']","[5, 3, 5, 5, 5, 1, 5, 5, 3, 5, 5]"
"['anybody|NOUN', 'who|NOUN', 'likes|VERB', 'this', 'place|NOUN', 'must|VERB', 'be|VERB', 'from', 'a', 'different|ADJ', 'planet|NOUN', ' <COMMA> ', 'where', 'greasy|NOUN', ' <COMMA> ', 'dry|ADJ', 'and', 'tasteless|ADJ', 'are|VERB', 'complimentary|ADJ', ' <PERIOD> ']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 3, 5, 3, 5, 5, 5]"
"['we', 'ate|VERB', 'here', 'in', 'march|NOUN', ' <COMMA> ', '2006', 'and', 'ordered|VERB', 'the', 'pre|ADJ', ' <HYPHEN> ', 'theatre|NOUN', '3-course|NOUN', 'dinner|NOUN', 'with', 'wine|NOUN', 'flight|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['definately', 'check|VERB', 'it', 'out', ' <EXCLAMATION_MARK> ', ' <EXCLAMATION_MARK> ', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 5, 5, 5, 5]"
"['probably', 'much', 'busier|ADJ', 'for', 'lunch|NOUN', ' <COMMA> ', 'it', ""'s|VERB"", 'seldom', 'crowded|VERB', 'for', 'dinner|NOUN', ' <LEFT PARENTHESIS> ', 'too', 'close|ADJ', 'to', 'downtown|NOUN', ' <RIGHT PARENTHESIS> ', ' <PERIOD> ']","[5, 5, 3, 5, 1, 5, 5, 5, 5, 3, 5, 1, 5, 5, 5, 5, 5, 5, 5]"
