Sentence,Sequence
"['i', 'had', 'this', 'computer', 'for', 'one', 'month', 'and', 'had', 'to', 'send', 'it', 'in', 'for', 'repair']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'screen', 'is', 'a', 'little', 'glary', 'and', 'i', 'hated', 'the', 'clicking', 'buttons', 'but', 'i', 'got', 'used', 'to', 'them']","[5, 1, 5, 5, 5, 3, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5]"
"['not', 'to', 'mention', 'the', 'battery', 'life', 'is', 'absolutely', 'amazing']","[5, 5, 5, 5, 1, 2, 5, 5, 3]"
"['i', 'realize', 'that', 'not', 'every', 'unit', 'has', 'this', 'issue', 'but', 'the', 'ones', 'that', 'do', 'cannot', 'be', 'repaired']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'have', 'had', 'a', 'mac', 'for', '6', 'years', 'and', 'wont', 'go', 'back', 'to', 'pc']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'love', 'to', 'use', 'it', 'it', 'is', 'esay', 'and', 'light']","[5, 3, 5, 5, 5, 5, 5, 5, 5, 5]"
"['windows', 'also', 'shuts', 'the', 'computer', 'down', 'for', 'no', 'reason', 'without', 'warning']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['not', 'using', 'wired', 'lan', 'not', 'sure', 'what', 'thats', 'about']","[5, 5, 1, 2, 5, 5, 5, 5, 5]"
"['after', 'about', 'another', 'month', 'i', 'had', 'to', 'send', 'it', 'in', 'again', 'to', 'acer', 'for', 'repairs']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'macbook', 'rarely', 'requires', 'a', 'hard', 'reboot']","[5, 5, 3, 5, 5, 1, 2]"
"['i', 'love', 'it']","[5, 3, 5]"
"['the', '1', 'reason', 'that', 'is', 'always', 'repeated']","[5, 5, 5, 5, 5, 5, 5]"
"['now', 'for', 'the', 'hardware', 'problems']","[5, 5, 5, 1, 3]"
"['unfortunately', 'that', 'is', 'not', 'the', 'case']","[5, 5, 5, 5, 5, 5]"
"['anyways', 'i', 'bought', 'this', 'two', 'months', 'ago', 'and', 'when', 'i', 'first', 'brought', 'it', 'home', 'it', 'kept', 'giving', 'me', 'a', 'message', 'about', 'a', 'vibration', 'in', 'the', 'hard', 'drive', 'and', 'it', 'is', 'putting', 'it', 'temporaly', 'in', 'save', 'zone']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['its', 'fast', 'and', 'has', 'excellent', 'battery', 'life']","[5, 3, 5, 5, 3, 1, 2]"
"['its', 'face', 'and', 'depanable']","[5, 5, 5, 5]"
"['no', 'viruses']","[5, 5]"
"['im', 'just', 'really', 'happy', 'that', 'i', 'waited', 'to', 'buy', 'because', 'this', 'thing', 'kicks', 'a']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'hewitt', 'packard', 'pavillion', 'dv6700', 'was', 'my', 'first', 'laptop', 'before', 'this', 'i', 'had', 'a', 'dell', 'desktop', 'that', 'i', 'loved']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3]"
"['apple', 'care', 'included']","[5, 5, 3]"
"['it', 'was', 'an', 'all', 'around', 'waste', 'of', 'money', 'for', 'me']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'worked', 'in', 'it', 'retail', 'sales', 'before']","[5, 5, 5, 5, 5, 5, 5]"
"['features', 'like', 'the', 'font', 'are', 'very', 'blocklike', 'and', 'old', 'school']","[5, 5, 5, 1, 5, 5, 5, 5, 5, 5]"
"['it', 'has', 'everything', 'you', 'need', 'to', 'get', 'the', 'job', 'done']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['it', 'is', 'loaded', 'with', 'programs', 'that', 'is', 'of', 'no', 'good', 'for', 'the', 'average', 'user', 'that', 'makes', 'it', 'run', 'way', 'to', 'slow']","[5, 5, 5, 5, 1, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 3]"
"['i', 'feel', 'that', 'it', 'was', 'poorly', 'put', 'together', 'because', 'once', 'in', 'a', 'while', 'different', 'plastic', 'pieces', 'would', 'come', 'off', 'of', 'it']","[5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 5, 3, 4, 5, 5]"
"['it', 'cant', 'fuction', 'well', 'with', 'lots', 'of', 'webpages', 'open', 'at', 'once']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5]"
"['finally', 'i', 'should', 'note', 'that', 'i', 'took', 'the', '2gb', 'ram', 'stick', 'from', 'my', 'old', 'eeepc', 'and', 'installed', 'it', 'before', 'i', 'even', 'powered', 'on', 'for', 'the', 'first', 'time']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['this', 'laptop', 'has', 'left', 'me', 'with', 'a', 'horrible', 'taste', 'in', 'my', 'mouth', 'for', 'acer', 'brand', 'products']","[5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5]"
"['its', 'not', 'bad', 'just', 'very', 'very', 'annoying']","[5, 5, 3, 5, 5, 5, 3]"
"['well', 'maybe', 'more', 'like', 'week', 'one']","[5, 5, 5, 5, 5, 5]"
"['windows', 'is', 'also', 'rather', 'unsteady', 'on', 'its', 'feet', 'and', 'is', 'susceptible', 'to', 'many', 'bugs']","[5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 3, 5, 5, 5]"
"['after', 'sending', 'out', 'documents', 'via', 'email', 'and', 'having', 'recipients', 'tell', 'me', 'they', 'could', 'not', 'open', 'the', 'documents', 'or', 'they', 'came', 'through', 'as', 'gibberish', 'i', 'broke', 'down', 'and', 'spent', 'another', '100', 'to', 'get', 'microsoft', 'word', 'for', 'mac']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'believe', 'i', 'purchased', 'this', 'in', 'dec', '09', 'for', 'my', 'primary', 'work', 'laptop', 'which', 'is', 'used', '510', 'hours', 'a', 'day', '46', 'days', 'a', 'week']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['do', 'not', 'buy', 'gateway', 'computers', 'they', 'are', 'junk', 'and', 'the', 'warranty', 'company', 'is', 'horrible']","[5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 3]"
"['then', 'on', 'top', 'of', 'it', 'all', 'their', 'cusromer', 'service', 'center', 'is', 'in', 'the', 'middle', 'east']","[5, 5, 5, 5, 5, 5, 5, 1, 2, 2, 5, 5, 5, 5, 5]"
"['the', 'only', 'bad', 'part', 'is', 'the', 'sizeweight']","[5, 5, 3, 5, 5, 5, 5]"
"['the', 'little', 'battery', 'that', 'it', 'did', 'have', 'would', 'only', 'last', 'about', 'an', 'hour', 'while', 'just', 'having', 'it', 'on', 'the', 'desktop']","[5, 3, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'liked', 'the', 'aluminum', 'body']","[5, 3, 5, 1, 2]"
"['also', 'it', 'is', 'light', 'weight', 'compared', 'to', 'others']","[5, 5, 5, 3, 5, 5, 5, 5]"
"['its', 'good', 'for', 'playing', 'my', 'apps', 'on', 'facebook', 'or', 'watching', 'movies']","[5, 3, 5, 5, 5, 5, 5, 5, 5, 1, 2]"
"['from', 'the', 'build', 'quality', 'to', 'the', 'performance', 'everything', 'about', 'it', 'has', 'been', 'subpar', 'from', 'what', 'i', 'would', 'have', 'expected', 'from', 'apple']","[5, 5, 1, 2, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'love', 'the', 'dock', 'where', 'i', 'can', 'simply', 'drop', 'a', 'file', 'ontop', 'of', 'a', 'particular', 'program', 'and', 'the', 'program', 'will', 'simply', 'open', 'that', 'file']","[5, 3, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 1, 5, 5, 5, 5, 5]"
"['sorry', 'newegg']","[5, 5]"
"['be', 'safe', 'buy', 'a', 'sony']","[5, 5, 5, 5, 5]"
"['pretty', 'much', 'everything', 'else', 'about', 'the', 'computer', 'is', 'good', 'it', 'just', 'stops', 'working', 'out', 'of', 'no', 'were']","[5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 1, 5, 5, 5, 5]"
"['originally', 'bought', 'it', 'for', 'my', 'wife']","[5, 5, 5, 5, 5, 5]"
"['it', 'was', 'truly', 'a', 'great', 'computer', 'costing', 'less', 'than', 'one', 'thousand', 'bucks', 'before', 'tax']","[5, 5, 5, 5, 3, 5, 1, 3, 5, 5, 5, 5, 5, 5]"
"['waiting', 'for', 'the', 'i7', 'was', 'well', 'worth', 'it', 'great', 'value', 'for', 'the', 'price']","[5, 5, 5, 5, 5, 3, 4, 5, 3, 5, 5, 5, 1]"
"['i', 'bought', 'this', 'laptop', 'on', 'saturday', 'and', 'am', 'completely', 'in', 'love', 'with', 'it']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5]"
"['i', 'asked', 'how', 'they', 'would', 'determine', 'that', 'since', 'there', 'are', 'no', 'scratches', 'dents', 'or', 'other', 'signs', 'of', 'damage', 'and', 'was', 'told', 'that', 'was', 'the', 'only', 'way', 'this', 'type', 'of', 'damage', 'could', 'happen']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['nowmy', 'monitor', 'has', 'been', 'acting', 'up', 'for', 'about', '2', 'months']","[5, 1, 5, 5, 3, 4, 5, 5, 5, 5]"
"['also', 'the', 'extended', 'warranty', 'was', 'a', 'problem']","[5, 5, 1, 2, 5, 5, 3]"
"['boots', 'up', 'fast', 'and', 'runs', 'great']","[5, 5, 3, 5, 5, 3]"
"['lightweight', 'and', 'the', 'screen', 'is', 'beautiful']","[5, 5, 5, 1, 5, 3]"
"['buy', 'it', 'love', 'it', 'and', 'i', 'promise', 'you', 'wont', 'regret', 'it']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'needed', 'a', 'driver', 'for', 'my', 'hp', 'and', 'they', 'would', 'not', 'help', 'me', 'with', 'out', 'me', 'paying', 'over', '50', 'for', 'it']","[5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['if', 'you', 'dont', 'like', 'fingerprints', 'this', 'might', 'not', 'be', 'the', 'laptop', 'for', 'you']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['call', 'tech', 'support', 'standard', 'email', 'the', 'form', 'and', 'fax', 'it', 'back', 'in', 'to', 'us']","[5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['just', 'a', 'month', 'and', 'a', 'half', 'or', 'two', 'months', 'ago', 'my', 'vaio', 'crashed', 'again']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5]"
"['they', 'sent', 'it', 'back', 'with', 'a', 'huge', 'crack', 'in', 'it', 'and', 'it', 'still', 'didnt', 'work']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1]"
"['a', 'coupla', 'months', 'later', 'they', 'change', 'my', 'hard', 'drive']","[5, 5, 5, 5, 5, 5, 5, 1, 2]"
"['i', 'did', 'contact', 'hp', 'and', 'share', 'how', 'unhappy', 'i', 'am']","[5, 5, 5, 5, 5, 5, 5, 3, 5, 5]"
"['the', 'macbook', 'arrived', 'in', 'a', 'nice', 'twin', 'packing', 'and', 'sealed', 'in', 'the', 'box', 'all', 'the', 'functions', 'works', 'great']","[5, 5, 5, 5, 5, 3, 1, 2, 5, 5, 5, 5, 5, 5, 5, 1, 5, 3]"
"['the', '13', 'macbook', 'pro', 'is', 'portable', 'durable', 'and', 'very', 'capable']","[5, 5, 5, 5, 5, 3, 3, 5, 5, 3]"
"['i', 'should', 'have', 'spent', 'an', 'extra', 'hundred', 'bucks', 'and', 'got', 'a', 'full', 'sized', 'computer']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['great', 'overall']","[3, 5]"
"['my', 'smart', 'phone', 'is', 'faster']","[5, 5, 5, 5, 3]"
"['they', 'say', 'sorry', 'out', 'of', 'warranty']","[5, 5, 5, 3, 4, 1]"
"['i', 'have', 'full', 'control', 'at', 'all', 'times', 'of', 'what', 'is', 'going', 'on', 'there', 'is', 'no', 'controlaltdelete', 'business', 'anymore']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'bought', 'this', 'laptop', 'because', 'of', 'the', 'performance', 'to', 'price', 'ratio']","[5, 5, 5, 5, 5, 5, 5, 1, 5, 1, 5]"
"['pc', 'never', 'worked', 'right', 'even', 'after', 'bios', 'fixed']","[5, 5, 5, 3, 5, 5, 5, 3]"
"['after', 'having', 'two', 'pc', 'laptops', 'die', 'with', 'in', 'the', 'past', '3', 'years', 'i', 'was', 'led', 'to', 'the', 'apple', 'display', 'at', 'best', 'buy', 'by', 'the', 'sleek', 'design', 'and', 'promise', 'of', 'less', 'tech', 'issues']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 5, 5, 5, 3, 1, 2]"
"['i', 'have', 'a', 'laptop', 'as', 'my', 'regular', 'computer', 'but', 'found', 'that', 'disconnecting', 'it', 'and', 'lugging', 'it', 'around', 'was', 'a', 'drag']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['this', 'is', 'my', 'second', 'macbook']","[5, 5, 5, 5, 5]"
"['the', 'size', 'is', 'perfect', 'and', 'i', 'do', 'not', 'recomend', 'anything', 'bigger', 'except', 'for', 'any', 'person', 'who', 'can', 'exceed', 'the', 'limited', 'space', 'it', 'gives', 'you']","[5, 1, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5]"
"['the', 'service', 'i', 'received', 'from', 'toshiba', 'went', 'above', 'and', 'beyond', 'the', 'call', 'of', 'duty']","[5, 1, 5, 5, 5, 5, 5, 3, 5, 3, 5, 5, 5, 5]"
"['have', 'had', 'many', 'higher', 'priced', 'computers', 'crash', 'and', 'burn', 'long', 'before', 'ever', 'got', 'to', 'use', 'all', 'that', 'great', 'memory', 'and', 'speed', 'etc']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 5, 1, 5]"
"['i', 'would', 'recommend', 'it', 'just', 'because', 'of', 'the', 'internet', 'speed', 'probably', 'because', 'thats', 'the', 'only', 'thing', 'i', 'really', 'care', 'about']","[5, 5, 3, 5, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'own', 'other', 'macs', 'but', 'always', 'find', 'myself', 'navigation', 'to', 'the', 'macbook', 'pro', 'to', 'get', 'my', 'work', 'done']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['there', 'are', 'several', 'programs', 'for', 'school', 'or', 'office', 'use', 'pages', 'numbers', 'keynote', 'etc', 'music', 'garageband', 'photo', 'management', 'photo', 'booth', 'iphoto', 'videoediting', 'or', 'moviemaking', 'imovie', 'etc']","[5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['this', 'is', 'my', '3rd', 'apple', 'laptop', 'and', 'first', 'macbook', 'pro']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'have', 'had', 'this', 'laptop', 'for', 'a', 'few', 'months', 'now', 'and', 'i', 'would', 'say', 'im', 'pretty', 'satisfied']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3]"
"['the', 'love', 'part', 'of', 'my', 'relationship', 'with', 'this', 'laptop', 'doesnt', 'take', 'very', 'long']","[5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['not', 'enough', 'time', 'for', 'me', 'to', 'give', 'it', '5', 'stars']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'screen', 'shows', 'great', 'colors']","[5, 1, 5, 3, 1]"
"['reason', 'why', 'its', 'because', 'when', 'you', 'buy', 'it', 'you', 'know', 'first', 'thing', 'that', 'you', 'will', 'not', 'lose', 'any', 'value', 'for', 'that', 'laptop', 'the', 'price', 'will', 'stay', 'the', 'same', 'for', 'the', 'next', 'year', 'and', 'even', 'if', 'apple', 'does', 'decides', 'to', 'change', 'mode', 'your', 'laptop', 'value', 'will', 'only', 'drop', '1020', 'unlike', 'pc', 'laptops', 'which', 'drop', 'more', 'than', '80']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['thats', 'a', 'huge', 'difference']","[5, 5, 5, 5]"
"['dells', 'are', 'ok', 'hps', 'arent', 'that', 'good', 'but', 'macs', 'or', 'fantastic']","[5, 5, 3, 5, 5, 5, 3, 5, 5, 5, 3]"
"['so', 'buyers', 'beware']","[5, 5, 5]"
"['i', 'am', 'totally', 'satisfied', 'with', 'my', 'little', 'toshie']","[5, 5, 5, 3, 5, 5, 5, 5]"
"['i', 'have', 'no', 'idea', 'how', 'to', 'burn', 'cds', 'or', 'to', 'use', 'the', 'web', 'cam', 'just', 'for', 'starters']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 5, 5, 5]"
"['again', 'i', 'sent', 'it', 'off', 'to', 'acer', 'by', 'this', 'time', 'they', 'were', 'paying', 'for', 'me', 'to', 'send', 'it', 'to', 'them', 'and', 'everything', 'but', 'it', 'was', 'still', 'inconvienent', 'because', 'of', 'my', 'classes', 'and', 'my', 'communication', 'with', 'my', 'fiance']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['definitely', 'recommended']","[5, 3]"
"['it', 'is', 'extremely', 'user', 'friendly', 'and', 'intuitive']","[5, 5, 5, 3, 4, 5, 3]"
"['let', 'me', 'start', 'with', 'the', 'goodso', 'awesome']","[5, 5, 5, 5, 5, 5, 5]"
"['i', 'had', 'finally', 'reached', 'my', 'limit', 'and', 'broke', 'down']","[5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', '17', 'inch', 'screen', 'is', 'very', 'large', 'but', 'the', 'computer', 'is', 'very', 'light']","[5, 1, 2, 2, 5, 5, 3, 5, 5, 5, 5, 5, 3]"
"['my', 'opinion', 'of', 'sony', 'has', 'been', 'dropping', 'as', 'fast', 'as', 'the', 'stock', 'market', 'given', 'their', 'horrible', 'support', 'but', 'this', 'machine', 'just', 'caused', 'another', 'plunge']","[5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 5, 5, 5, 5, 5, 5, 5]"
"['do', 'i', 'like', 'the', 'computer', 'well', 'other', 'than', 'not', 'getting', 'viruses', 'i', 'guess', 'it', 'is', 'ok']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3]"
"['for', 'the', 'bluetooth', 'to', 'work', 'properly', 'you', 'must', 'install', 'the', 'launch', 'manager', 'on', 'the', 'driversapplications', 'dvd', 'or', 'it', 'will', 'not', 'show', 'after', 'the', 'reload']","[5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'waited', 'and', 'waited', 'and', 'no', 'laptop']","[5, 5, 5, 5, 5, 5, 5]"
"['everything', 'is', 'falling', 'apart', 'internally', 'and', 'externally']","[5, 5, 5, 5, 5, 5, 5]"
"['i', 'also', 'liked', 'the', 'glass', 'screen']","[5, 5, 3, 5, 1, 2]"
"['the', 'switchable', 'graphic', 'card', 'is', 'pretty', 'sweet', 'when', 'you', 'want', 'gaming', 'on', 'the', 'laptop']","[5, 1, 2, 2, 5, 5, 3, 5, 5, 5, 1, 5, 5, 5]"
"['it', 'super', 'shiny', 'so', 'you', 'can', 'see', 'the', 'fingerprints', 'easily']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 3]"
"['its', 'not', 'a', 'wearandtear', 'issue', 'not', 'due', 'to', 'user', 'carelessness', 'and', 'most', 'importantly', 'they', 'cant', 'guarantee', 'the', 'problem', 'will', 'be', 'solved', 'if', 'it', 'is', 'sent', 'for', 'service', 'and', 'i', 'have', 'to', 'accept', 'the', 'outcome']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'battery', 'life', 'has', 'not', 'decreased', 'since', 'i', 'bought', 'it', 'so', 'im', 'thrilled', 'with', 'that']","[5, 1, 2, 5, 5, 3, 5, 5, 5, 5, 5, 5, 3, 5, 5]"
"['its', 'a', 'dog', 'plain', 'and', 'simple']","[5, 5, 5, 5, 5, 5]"
"['when', 'i', 'called', 'toshiba', 'they', 'would', 'not', 'do', 'anything', 'and', 'even', 'tried', 'to', 'charge', 'me', '35', 'for', 'the', 'phone', 'call', 'even', 'though', 'they', 'didnt', 'offer', 'any', 'technical', 'support']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2]"
"['my', 'hp', 'is', 'very', 'heavy']","[5, 5, 5, 5, 3]"
"['i', 'bought', 'this', 'notebook', 'and', 'only', 'had', 'it', 'for', '3', 'months', 'if', 'it', 'is', 'overload', 'with', 'updates', 'the', 'boot', 'mgr']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5]"
"['oh', 'and', 'if', 'thats', 'not', 'bad', 'enough', 'it', 'doesnt', 'come', 'with', 'a', 'recovery', 'cd', 'so', 'you', 'can', 'make', 'one', 'if', 'you', 'know', 'how', 'to', 'or', 'buy', 'one', 'if', 'you', 'buy', 'it', 'the', 'cost', 'is', '25', 'for', 'two', 'cds']","[5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'price', 'and', 'features', 'more', 'than', 'met', 'my', 'needs']","[5, 1, 5, 1, 3, 5, 5, 5, 5]"
"['they', 'refuse']","[5, 5]"
"['big', 'mistake']","[5, 5]"
"['best', 'buy', 'was', 'great', 'as', 'always', 'and', 'accepted', 'the', 'return', 'and', 'gave', 'me', 'another', 'model', '1764']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['and', 'dell', 'and', 'best', 'buy', 'both', 'refused', 'to', 'take', 'it', 'back', 'after', 'i', 'only', 'had', 'it', 'for', '1', 'hour']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['my', 'friends', 'or', 'children', 'use', 'that', 'when', 'they', 'need', 'to', 'borrow', 'the', 'net', 'when', 'i', 'out', 'grow', 'this', 'meaning', 'when', 'its', 'old', 'and', 'my', 'oldest', 'child', 'is', 'ready', 'for', 'one', 'she', 'will', 'get', 'this', 'one', 'and', 'i', 'will', 'be', 'buying', 'only', 'toshiba']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['first', 'of', 'all', 'ive', 'been', 'dell', 'fan', 'for', 'more', 'than', 'fifteen', 'years']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['great', 'investment']","[3, 5]"
"['i', 'am', 'just', 'amazed']","[5, 5, 5, 3]"
"['i', 'burned', 'my', 'leg', 'after', 'lifting', 'it', 'from', 'my', 'desk', 'and', 'for', 'less', 'than', '5', 'second', 'putting', 'it', 'on', 'my', 'lap', 'to', 'clean', 'my', 'coffee', 'table', 'so', 'i', 'can', 'place', 'it', 'there']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'thought', 'all', 'my', 'problems', 'would', 'finally', 'be', 'solved', 'being', 'that', 'my', 'old', 'computer', 'wouldnt', 'go', 'onto', 'our', 'wireless', 'network', 'and', 'i', 'wouldnt', 'have', 'the', 'same', 'problems', 'because', 'it', 'was', 'updated']","[5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['skype', 'is', 'just', 'so', 'dang', 'cool', 'with', 'this', 'machine', 'too']","[5, 5, 5, 5, 5, 3, 5, 5, 5, 5]"
"['i', 'would', 'buy', 'this', 'lap', 'top', 'over', 'and', 'over', 'again']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'mouse', 'buttons', 'are', 'hard', 'to', 'push']","[5, 1, 2, 5, 3, 5, 5]"
"['i', 'can', 'actually', 'get', 'work', 'done', 'with', 'this', 'mac', 'and', 'not', 'fight', 'with', 'it', 'like', 'my', 'tired', 'old', 'pc', 'laptop']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['also', 'hdd', 'secures', 'inside', 'using', 'rails', 'and', 'there', 'is', 'only', 'one', 'set', 'on', 'the', 'main', 'hard', 'drive']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['if', 'youre', 'not', 'wanting', 'to', 'be', 'mobile', 'this', 'is', 'a', 'good', 'laptop', 'to', 'sit', 'on', 'a', 'desk']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5]"
