ID,Sentence,Aspects,Aspect_Polarities,Opinions,Opinion_Polarities
667,Prices are in line.,Prices,neutral,in line,+1
1600,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",fresh tomato sauce;fresh mozz cheese;basil;dough;pizza;flour,positive;positive;positive;positive;positive;positive,fresh;fresh;better,+1;+1;+1
134,The food is prepared quickly and efficiently.,food,positive,quickly;efficiently,+1;+1
3336,and for this i had to shell out a small fortune?,NIL,NIL,NIL,NIL
2421,"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.",Indian food;Paneer Roll,positive;positive,heaven,+1
159,The food looked very appetizing and delicious since it came on a variety of fancy plates.,food;plates,positive;positive,appetizing;delicious;fancy,+1;+1;+1
1490,Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,fresh mozzerella slices;Plain Cheese slice,positive;positive,fresh;phenomenal,+1;+1
3546,I have tried literally every restaurant on curry row.,NIL,NIL,NIL,NIL
1548,"The food is terrible and overall, I would have to say avoid at all costs.",food,negative,terrible;avoid,-1;-1
2107,"I've been to this monster sushi twice, the 46th st once, the 23rd st one a number of times.",NIL,NIL,NIL,NIL
1709,"Unfortunately, the food was NOT something to get worked up about.",food,negative,NIL,NIL
1550,"It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).",food,positive,surprisingly fresh,+1
3305,I had Filet Mignon with garlic mash.,Filet Mignon with garlic mash,neutral,NIL,NIL
874,"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",pre-theater menu;roasted tomato soup with chevre;steak frites;creme brulee,positive;positive;positive;positive,marvelous,+1
3116,"The waitstaff were attentive, polite and helpful - an impressive feat in such close quarters.",waitstaff,positive,attentive;polite;helpful;impressive,+1;+1;+1;+1
2707,Go inside and you won't want to leave.,NIL,NIL,NIL,NIL
2630,I loving bringing friends here - and I do so every chance I get.,NIL,NIL,loving,+1
3353,"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",bread;pizza;margarite pizza with cold prosciutto and baby arugula on top;salad;Peter's Favourite pizza with prosciutto and baby arugula,positive;positive;neutral;neutral;neutral,super tasty;delicious;warned,+1;+1;-1
2081,"Yes, the prices are high, but I felt it was worth it.",prices,conflict,high;worth,-1;+1
533,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",bruschettas;paninis;tramezzinis,positive;positive;positive,large,+1
972,"Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.",waiters;diners,positive;neutral,helpful;busy,+1;-1
3420,"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",chef;dishes;cuisine;Indian,positive;positive;neutral;positive,classical;new;innovative;tasty;genuinely;heavy,+1;+1;+1;+1;+1;-1
2329,The owner truly caters to all your needs.,owner,positive,caters,+1
1827,He takes real pride in his food and his business.,food,positive,pride,+1
692,Every time in New York I make it a point to visit Restaurant Saul on Smith Street.,NIL,NIL,NIL,NIL
217,My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.,NIL,NIL,magnificent,+1
878,"So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.",meal;pre-theater prix-fixe,positive;positive,nice;enjoyable,+1;+1
2891,"Over the years, it has always provided a pleasurable dining experience with quality food and wine.",food;wine;dining,positive;positive;positive,pleasurable;quality,+1;+1
2673,I would go back tho.,NIL,NIL,NIL,NIL
2276,"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",menu;fried chicken;pork chop;noodle dishes,positive;neutral;neutral;neutral,cute,+1
3199,too large for just two people but nothing was left.,NIL,NIL,large,-1
3414,I cannot imagine better Indian food in all of the city.,Indian food,positive,better,+1
209,Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,privacy;corner booth table;place,positive;positive;positive,great;romantic,+1;+1
3077,A pleasant surprise.,NIL,NIL,pleasant,+1
1228,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,manager;open faced cheese sandwich,negative;neutral,NIL,NIL
3297,If you don't mind all that noise then go to the Chart House.,NIL,NIL,NIL,NIL
1759,We got most of it back at home with us.,NIL,NIL,NIL,NIL
2966,Get there before 7pm.,NIL,NIL,NIL,NIL
2077,very good breads as well.,breads,positive,good,+1
3554,"if this happens, just ask for real naan.",naan,neutral,NIL,NIL
410,We were fans of the half-price Saturday night option until some inedible squid during a recent visit.,squid;half-price Saturday night option,negative;positive,fans;inedible,+1;-1
202,"So, if yo really don't care who is sittingnext to you, which is about 2 inches away, I would say try it.",NIL,NIL,NIL,NIL
3492,"Pizza is terrific, as is homemade pasta.",Pizza;homemade pasta,positive;positive,terrific,+1
537,Definitely a neighborhood favorite.,NIL,NIL,favorite,+1
2439,This is a wonderful place on all stand points especially value ofr money.,value ofr money,positive,wonderful,+1
3562,My first encounter happened one friday evening with a friend.,NIL,NIL,NIL,NIL
3280,Example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,soup;mushrooms,positive;positive,NIL,NIL
2189,"Service is not exactly five star, but thats not really a big deal.",Service,conflict,five star,+1
3573,There are other people waiting!,waiting,negative,NIL,NIL
277,"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",beginning appetizers;scallops;chocolate souffle with rasberry mint sorbet;taste,positive;positive;positive;positive,incredible;delicious;delighted,+1;+1;+1
2460,OU MUST TRY THIS RESTAURANT.,NIL,NIL,NIL,NIL
952,"We left, never to return.",NIL,NIL,NIL,NIL
2811,Consistently good Japanese Tapas.,Japanese Tapas,positive,good,+1
2024,No apologies during restaurant week.,NIL,NIL,NIL,NIL
3020,"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",fish;rice;seaweed,positive;positive;positive,amazing,+1
3079,"This place started off a little iffy, but is now one of my favorite indian restaurants in NYC (and I'm indian, so I should know).",NIL,NIL,iffy;favorite,-1;+1
2716,They also do a great job for restaurant week.,NIL,NIL,great,+1
746,I went to this restaurant with a woman that I met recently.,NIL,NIL,NIL,NIL
2912,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",dishes;lamb sausages;sardines with biscuits;large whole shrimp;pistachio ice cream,positive;positive;positive;positive;positive,unique;tasty;fresh;large;amazing;best;freshest,+1;+1;+1;+1;+1;+1;+1
3566,This is where the aforementioned line was.,NIL,NIL,NIL,NIL
1702,The food is reliable and the price is moderate.,food;price,positive;neutral,reliable;moderate,+1;+1
199,"Aside from the bearded, courdoroy blazer professor type with the NYU student he's sleeping with that week, you see a strange mix of hipsters, frat boys, Will Smith types who need to be told they are black, bitter cougars who cant understand why they arent married yet....",NIL,NIL,NIL,NIL
882,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",ambiance;atmosphere;food;service,positive;positive;negative;negative,great;better,+1;+1
2324,We always go there on the weekends and leave extremely full and satisfied.,NIL,NIL,full;satisfied,+1;+1
2524,i dont how this place is still running.,NIL,NIL,NIL,NIL
628,The server was really cool and served us our food and drinks with a smile.,server;food;drinks;served,positive;neutral;neutral;positive,cool,+1
3563,We were in search of food and stumbled on this block of Indian restaurants on East Sixth Street.,food,neutral,NIL,NIL
727,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",sushi;thai food,positive;positive,great;excellent,+1;+1
1925,"Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record.",Chef,negative,excited,+1
2740,Excellent experience.,NIL,NIL,excellent,+1
3422,"Well worth the trip, close to City Hall and downtown subway stops.",NIL,NIL,well worth,+1
3144,I had to share my table with a loud group of kids and the service was rude an unattentive.,service;table,negative;negative,loud;rude;unattentive,-1;-1;-1
2202,What more could you want?,NIL,NIL,NIL,NIL
618,"If you are the type of person who likes being scared and entertained, this is a great place to go and eat.",NIL,NIL,scared;entertained;great,+1;+1;+1
1919,"All in all, I don't see how you can go wrong.",NIL,NIL,wrong,-1
1487,The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,garlic;fresh tomatoes;sauce on the pizza,positive;positive;positive,good,+1
2120,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",outdoor seating,positive,delight;perfect,+1;+1
1868,"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",mesclun;salmon;ice cream;courses,positive;positive;positive;positive,enjoyed,+1
770,We were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.,wait,neutral,NIL,NIL
2205,The food is usually good but it certainly isn't a relaxing place to go.,food;place,positive;negative,good;relaxing,+1;+1
948,I'm told that it is open 24hrs which is good.,NIL,NIL,good,+1
1940,"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",staff;bistro fare;chilaquiles;jazz brunch;live jazz,positive;positive;positive;positive;positive,friendly;knowledgable;fabulous;wonderful;great;awesome,+1;+1;+1;+1;+1;+1
2451,The prices were fantastic.,prices,positive,fantastic,+1
56,What a great place!,NIL,NIL,great,+1
1632,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",bill;measures of liquers,conflict;positive,off-set,+1
1961,"The table service could have been a little more attentive but as someone who also works in the service industry, I understood they were busy.",table service;service,conflict;neutral,attentive;busy,+1;-1
710,"It's not mind-blowing, but to me, thai food never is and never will be.",thai food,neutral,mind-blowing,+1
911,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",Food;pork belly;fat,positive;negative;negative,good;longer,+1;+1
3607,"Although, one night we went it was super cheesy, and another night it was less cheesy.",NIL,NIL,cheesy,+1
1955,"Even though it is a little loud, you don't have to yell at each other to talk.",NIL,NIL,loud,-1
2903,"i've been to sapphire twice and both times the food was fine, if not good.",food,positive,fine;good,+1;+1
1887,It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,tables;dinner;place,negative;positive;positive,nosiy;close;beautiful;enjoy;nice,-1;-1;+1;+1;+1
3495,Was surprisingly disappointed.,NIL,NIL,disappointed,-1
1273,I love the fact that the pizza tastes so good and is so cheap.,pizza,positive,love;good;cheap,+1;+1;+1
590,Nicky the Nose at the bar is a treat.,bar,neutral,NIL,NIL
762,I went to Ruby Foo's after work with a group of 6.,NIL,NIL,NIL,NIL
3374,I'm amazed we haven't been kicked out of this place yet.,NIL,NIL,NIL,NIL
179,"Service was prompt, friendly and great.",Service,positive,prompt friendly;great,+1;+1
109,"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",lamb chop;salads;lemon;extra virgnin olive oil,positive;positive;positive;positive,delicious;nice,+1;+1
339,The sushi was awful!,sushi,negative,awful,-1
489,Katz's has been a NYC original for over 100 years.,NIL,NIL,NIL,NIL
2487,You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.,meal;cost;dishes,positive;conflict;positive,excellent;dainty,+1;+1
499,"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",Pastrami sandwich;beer;pickles,positive;positive;positive,pleasurable,+1
2589,The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,plain pizza;truffle oil;wild mushroom(third generation-Fornini) pizza,negative;neutral;positive,soggy;drenched;soggy,-1;-1;-1
3701,"Late nite omelletes are not good here, there is no variety!",omelletes,negative,good,+1
381,Everything at Sala Thai is tasty and well-portioned.,NIL,NIL,tasty;well-portioned,+1;+1
3050,"After all that, they complained to me about the small tip.",tip,negative,small,-1
1185,It's a great place to pick up a cheap lunch or dinner.,lunch;dinner,positive;positive,great;cheap,+1;+1
1555,"Behind this counter, two men are squeezed in.",counter,negative,squeezed,-1
1112,Great find!!!,NIL,NIL,great,+1
3368,"If only they delivered, they'd make a mint!",NIL,NIL,NIL,NIL
1032,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",fish;service;Sushi fix,positive;positive;positive,quality;great,+1;+1
1124,"Our waitress was sweet and accomodating, not overbearing.",waitress,positive,sweet;accomodating;overbearing,+1;+1;-1
1663,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,reservation sigh;table,neutral;negative,NIL,NIL
1690,I was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.,food,negative,disappointed,-1
788,The website and rating makes this place look wonderful but in reality it was very disappointing.,place,conflict,wonderful;disappointing,+1;-1
1780,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",menu;food art,negative;positive,limited;perfection;ultra fresh,-1;+1;+1
742,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,outdoor atmosphere,positive,wonderful,+1
1471,"A large is $20, and toppings are about $3 each.",toppings,neutral,NIL,NIL
1789,"In any event, this is a place I'll be sure to stop by again when I'm in this part of town.",NIL,NIL,NIL,NIL
2751,I definitely wouldn't go back.,NIL,NIL,NIL,NIL
1189,It is not worth for that bucks.,NIL,NIL,worth,+1
3352,brick oven gallery is My pick for best pizza restaurant anywhere.,pizza,positive,best,+1
3315,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,service;food;price,positive;positive;positive,great;great;reasonable,+1;+1;+1
3393,"For many people, this may not seem like Aunthentic Thai food because most places in NYC arent quite authentic.",Thai food,negative,authentic,+1
2157,"Growing up in NY, I have eaten my share of bagels.",bagels,neutral,NIL,NIL
3018,"Oh, don't even let me start with how expensive the bills were!",bills,negative,expensive,-1
1401,A hearty two thumbs up!,NIL,NIL,NIL,NIL
257,The scallion pancakes and fried dumplings were nothing out of the ordinary.,scallion pancakes;fried dumplings,neutral;neutral,ordinary,-1
813,"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",appetizers;salads;steak;pasta,positive;positive;positive;positive,fabulous;watering;delicious,+1;+1;+1
2862,"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",table;served;dishes;table;served;bill,negative;negative;negative;negative;negative;negative,undercooked,-1
3292,Service is top notch.,Service,positive,top notch,+1
3343,The food now is inconsistent.,food,negative,inconsistent,-1
3045,All pretty good.,NIL,NIL,good,+1
3135,"You can also special order any kind of dumpling,etc.",dumpling,positive,NIL,NIL
3391,you guys rock.,NIL,NIL,NIL,NIL
3651,Chance is a joke.,NIL,NIL,NIL,NIL
2018,I was pretty much full after our fondue appetizer.,fondue appetizer,neutral,full,+1
3551,BE CAREFUL before you request extra spice.,spice,neutral,careful,-1
2355,The octopus eaters were floored by the Octopus salad.,Octopus salad,positive,floored,+1
3178,We thought that this place is using too much of MSG cooking in the foods.,foods;MSG cooking,negative;negative,too much,-1
586,I was at Rao's last Wed.,NIL,NIL,NIL,NIL
2211,And the Tom Kha soup was pathetic.,Tom Kha soup,negative,pathetic,-1
2317,I started out with a Bombay beer which was big enough for two.,Bombay beer,positive,big enough,+1
175,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",decor;dining hall;semi-private boths,positive;positive;positive,vibrant;eye-pleasing;great,+1;+1;+1
1609,Service was quick.,Service,positive,quick,+1
2706,Tends to turn people away.,NIL,NIL,NIL,NIL
1860,We thought this a prelude to what the evening will be like.,NIL,NIL,NIL,NIL
961,"I was turned on to this restaurant by a fellow foodie friend of mine, and have been going back regularly ever since.",NIL,NIL,NIL,NIL
1057,Drawbacks: service is slow and they don't toast!,service,negative,slow,-1
3188,Went there for an office lunch.,office lunch,neutral,NIL,NIL
65,I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,NIL,NIL,disappointed,-1
2735,"Everytime I decide to try another place on the UES, I get angry that I didn't just go to Zucchero Pomodori.",NIL,NIL,NIL,NIL
2882,The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,sweet lassi;lamb chettinad;garlic naan;rasamalai,positive;positive;positive;negative,excellent;forgettable,+1;-1
1948,"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",bistro fare;chef;food,positive;positive;positive,classic,+1
2041,The best thing I tasted were the lambchops.,lambchops,positive,best,+1
1046,it's delicious!,NIL,NIL,delicious,+1
1656,The spicy tuna and salmon are the best we've ever had.,spicy tuna;salmon,positive;positive,best,+1
3440,"Even though its good seafood, the prices are too high.",seafood;prices,positive;negative,good;high,+1;-1
870,"In addition, the food is very good and the prices are reasonable.",food;prices,positive;positive,good;reasonable,+1;+1
2986,"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.",owners;hosts,positive;positive,gracious,+1
288,"If you live outside the neighborhood, don't bother!",NIL,NIL,NIL,NIL
284,Been going here since it opened have seen the quality value decrease considerably.,quality value,negative,decrease,-1
3418,"Meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.",Meat dishes;vegetarian-friendly choices,neutral;positive,large,+1
3358,I never had anything I didn't like here.,NIL,NIL,like,+1
83,Reasonable prices.,prices,positive,reasonable,+1
2940,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,amuse bouche;dessert;tables;service,positive;positive;positive;positive,complementary,+1
2141,"Try the crunchy tuna, it is to die for.",crunchy tuna,positive,die for,+1
1854,It won't break the bank but I also wouldnt come back for the food.,food,negative,NIL,NIL
396,"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",sushi,positive,favorite,+1
3471,I've been to Joya twice and I will never go again.,NIL,NIL,NIL,NIL
3577,So rushing us out was absolutely unnecessary!,NIL,NIL,NIL,NIL
2283,However it is the ONLY Taiwanese restaurant in town.,NIL,NIL,NIL,NIL
614,It is a lot of fun with live entertainment and all kinds of Disney type special effects.,live entertainment;special effects,positive;positive,fun;live;special,+1;+1;+1
3012,"if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).",sushi;sushi,positive;positive,perfect;interesting,+1;+1
2621,"No refills on fountain drinks, though.",fountain drinks,negative,NIL,NIL
605,Wow over 100 beers to choose from.,beers,positive,NIL,NIL
2017,Be careful of portions - they're HUGE.,portions,positive,hugh,+1
2974,"The Steak Tartare is a great bet, they fix it for you at the table.",Steak Tartare,positive,great,+1
2456,My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.,Crab Croquette apt,negative,like;happy,+1;+1
25,Great for large groups and celebrations - our SUPER HAPPY waiter was the entertainment of the evening.,waiter,positive,great;super happy,+1;+1
520,Did I mention the wine?,wine,neutral,NIL,NIL
3383,"Plus, on Wednesday nights the house wine is unlimited!",house wine,positive,unlimited,+1
2186,It is by far my favorite restaurant in Brooklyn.,NIL,NIL,favorite,+1
3478,Now it's so crowded and loud you can't even talk to the person next to you.,NIL,NIL,crowded;loud,-1;-1
1283,Love Pizza 33..,NIL,NIL,love,+1
3411,Even my Indian friend couldn't believe how good and tasty everything was.,NIL,NIL,good;tasty,+1;+1
3221,"I'm from England, and Haru's was the best I had in NYC.",NIL,NIL,best,+1
1923,Less = More in their case.,NIL,NIL,NIL,NIL
756,Ruby Foo's is a tourist trap.,NIL,NIL,NIL,NIL
1194,I've been here a couple of times and have not been impressed.,NIL,NIL,impressed,+1
3372,I've been many time and have never been disappointed.,NIL,NIL,disappointed,-1
123,Ciao Bella,NIL,NIL,NIL,NIL
2522,like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,bread,negative,NIL,NIL
2386,The dim sum servings here are a bit larger than I'm used to.,dim sum servings,neutral,larger,-1
3332,"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",management;door;glass front,neutral;positive;negative,great big,+1
717,We won't go to this place again for a good meal.,meal,negative,good,+1
680,It's a much more grown up restaurant compared to the rest of the street.,NIL,NIL,NIL,NIL
1345,"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",Barbecued codfish;seasoning;texture;spice rub;herb mix;sauce,positive;negative;conflict;negative;negative;negative,NIL,NIL
3013,We were treated with attitude ever since the moment we stepped into the restaurant!,NIL,NIL,moist;fabulous;bland;overwhelmed,-1;+1;-1;+1
1159,"After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.",dance floor;dinner,positive;neutral,huge;biggest,+1;+1
3547,Taj Mahal offeres gret value and great food.,value;food,positive;positive,great;great,+1;+1
792,Has the chef and owner changed???,chef;owner,neutral;neutral,NIL,NIL
2015,My boyfriend and I recently had an early dinner at Artisanal and was satisfied with our experience.,dinner,positive,satisfied,+1
92,I absolutely Loved this place.,NIL,NIL,loved,+1
548,I wish I lived there as I would eat at this place as often as possible!,NIL,NIL,NIL,NIL
3692,"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",bacon;platter;in sandwiches;frying;bacos,negative;negative;negative;negative;negative,hurt,-1
1209,"Outstanding Bagels, but you get what you pay for.",Bagels,positive,outstanding,+1
443,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",Pizza;crust;pizza;toppings;bread,positive;positive;positive;neutral;positive,best;freshly,+1;+1
400,"If you're in town, it's worth searching for another place.",NIL,NIL,worth,+1
1486,I have tried the various slice joints around the village but this is by far the best one.,NIL,NIL,best,+1
1377,"I found it on a cold night, the perfect spot to warm up.",spot,positive,perfect,+1
1439,They even have a section in the menu called American Chinese food!,menu;American Chinese food,negative;negative,NIL,NIL
2741,"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",Service;beef carpaachio;pasta;portion,positive;positive;positive;positive,warm;attentive;exellent;huge;fresh;well-prepared,+1;+1;+1;+1;+1;+1
370,kalbi and nebbiolo do work together.,kalbi;nebbiolo,neutral;neutral,NIL,NIL
599,"Best Italian food I ever had (and being Italian, that means alot).",Italian food,positive,best,+1
803,I will recommend Scopa to all of my friends for a place to go for wonderful Italian food.,Italian food,positive,recommend;wonderful,+1;+1
1750,Located at the end of a magnificent block.,Located,positive,NIL,NIL
737,"This restaurant is not worth the time, effort, or money to say the least.",NIL,NIL,worth,+1
847,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",meal;room;clubhouse,positive;neutral;negative,enjoying;real;fabulous,+1;+1;+1
81,Keep up the good work guys!,NIL,NIL,good,+1
2144,Hurley's is terrific!,NIL,NIL,terrific,+1
1007,They don't walk around with the trays of Dim Sum.,trays of Dim Sum,neutral,NIL,NIL
3687,Took my sister here before attending a show one evening.,NIL,NIL,NIL,NIL
1161,"Great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).",bar;bartenders,positive;positive,great;gorgeous,+1;+1
3123,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,dessert;waitress;bill,neutral;negative;neutral,NIL,NIL
2301,Really.,NIL,NIL,NIL,NIL
3405,I really loved the different and inovated touch that's the cheff gives to the food.,cheff;food,positive;positive,loved;different;inovated,+1;+1;+1
3576,Our friends have not arrived yet.,NIL,NIL,NIL,NIL
3702,They came out over cooked and the cheese was almost non existant.,cheese,negative,over cooked;non existant,-1;-1
1911,"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",meal;server;wine;wine;price rang;priced,positive;positive;positive;negative;positive;neutral,terrific;nice;good,+1;+1;+1
703,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",svc,negative,rude,-1
619,"My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise it was fantastic.",NIL,NIL,great;fantastic,+1;+1
907,Never once did I leave feeling unwelcome or impressed.,NIL,NIL,unwelcome;impressed,-1;+1
1000,"The food is good, especially their more basic dishes, and the drinks are delicious.",food;dishes;drinks,positive;positive;positive,good;delicious,+1;+1
3241,But the main hit was the whole grilled fish.,whole grilled fish,positive,hit,+1
1866,"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",tuna tartare;sake;mushroom ravioli;pinot noir;chocolate sampler;dessert wine,positive;positive;positive;positive;positive;positive,NIL,NIL
2570,On a hot day it was fabulous to stop in and enjoy lunch.,lunch,positive,fabulous;enjoy,+1;+1
280,The food is delicious and beautifully prepared along with the friendly and personable service.,food;service,positive;positive,delicious;beautifully;friendly;personable,+1;+1;+1;+1
1021,I usually go there later at night when I get off work so I don't have to deal with crowds or lines.,lines;crowds,negative;negative,NIL,NIL
1729,Pizza here is consistently good.,Pizza,positive,good,+1
610,We had a great tiem watching the shows and characters and ar food was just what we were looking for.,shows;food;characters,positive;positive;positive,great,+1
3211,"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",waiter;beers;manager;reservations,negative;neutral;negative;positive,NIL,NIL
2984,Wouldn't recomend it for dinner!,dinner,negative,recomend,+1
1429,Sauce was watery and the food didn't have much flavor.,Sauce;food;flavor,negative;negative;negative,watery,-1
1855,My husband and I enjoy Sangria.,Sangria,positive,enjoy,+1
3409,"But after last night, Spice Grill is the only place I'm eating indian cuisine.",indian cuisine,positive,NIL,NIL
579,We both opted for a pasta dish and they were served timely and fresh.,pasta dish;served,positive;positive,timely;fresh,+1;+1
3670,"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",bread;appetizer;glass of wine;main course,negative;neutral;neutral;neutral,wrong,-1
685,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",neighborhood;food,positive;positive,great;great,+1;+1
428,"In an area sadly lacking in decent Thai food, this is one of the best spots.",Thai food,positive,decent;best,+1;+1
3378,Tell them Herky sent you and get a free confused look from the waiter.,waiter,negative,NIL,NIL
779,Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,hosting staff;reservations;reservation;seating,negative;negative;neutral;negative,delayed,-1
916,The food was average or above including some surprising tasty dishes.,food;dishes,positive;positive,average;surprising tasty,+1;+1
2194,They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,specials;ingredients;thai,negative;negative;neutral,good,+1
1066,Other apetizers and food,apetizers;food,neutral;neutral,NIL,NIL
127,The noodle and rices dishes taste great.,noodle and rices dishes,positive,great,+1
427,The food's as good as ever.,food,positive,good,+1
2298,"The crust is thin, the ingredients are fresh and the staff is friendly.",crust;staff;ingredients,positive;positive;positive,thin;fresh;friendly,+1;+1;+1
269,Your friends will thank you for introducing them to this gem!,NIL,NIL,NIL,NIL
3169,Also a little more expensive than your average bagel place.,bagel,neutral,expensive,-1
3335,"the food was undercooked-the sauce watery, and the vegetables raw.",food;vegetables;sauce,negative;negative;negative,undercooked;watery;raw,-1;-1;-1
2356,And the fried clams had just enough kick to them to make 'em worth eating.,fried clams,positive,enough;worth,+1;+1
1199,The sauces used are also not that exciting.,sauces,negative,exciting,+1
2444,The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,lunch menu;appetizer;entree,positive;positive;positive,secret;complimentary,+1;+1
