Sentence,Sequence
"['dont', 'leave', 'without', 'trying', 'one', 'night', 'in', 'tokyo']","[5, 5, 5, 5, 5, 5, 5, 5]"
"['save', 'yourself', 'the', 'time', 'and', 'trouble', 'and', 'skip', 'this', 'one']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['this', 'is', 'my', 'favorite', 'italian', 'restaurant', 'in', 'all', 'of', 'new', 'york', 'city']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'place', 'is', 'a', 'little', 'tight', 'and', 'on', 'a', 'cold', 'day', 'the', 'seating', 'by', 'the', 'entranceway', 'can', 'be', 'pretty', 'drafty']","[5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 3]"
"['the', 'appetizing', 'is', 'excellent', 'just', 'as', 'good', 'as', 'zabars', 'barney', 'greengrass', 'at', 'a', 'reasonable', 'price', 'if', 'bought', 'by', 'the', 'pound']","[5, 1, 5, 3, 5, 5, 3, 5, 5, 5, 5, 5, 5, 3, 1, 5, 5, 5, 5, 5]"
"['but', 'they', 'were', 'too', 'big', 'for', 'the', 'bun']","[5, 5, 5, 5, 3, 5, 5, 1]"
"['the', 'food', 'is', 'fresh', 'delicious', 'and', 'reasonably', 'priced']","[5, 1, 5, 3, 3, 5, 3, 1]"
"['raga', 'stands', 'out', 'with', 'an', 'interesting', 'fusion', 'of', 'french', 'and', 'indian', 'cooking']","[5, 3, 4, 5, 5, 3, 1, 2, 2, 2, 2, 2]"
"['a', 'few', 'tips', 'skip', 'the', 'turnip', 'cake', 'roast', 'pork', 'buns', 'and', 'egg', 'custards']","[5, 5, 5, 5, 5, 1, 2, 1, 2, 2, 5, 1, 2]"
"['the', 'bagels', 'are', 'fabulous']","[5, 1, 5, 3]"
"['oh', 'yes', 'and', 'they', 'lie', 'on', 'the', 'phone', 'claiming', 'they', 'have', 'seating', 'in', 'the', 'garden', 'then', 'of', 'course', 'the', 'seats', 'are', 'not', 'available']","[5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 1, 2, 2, 2, 5, 5, 5, 5, 1, 5, 5, 3]"
"['although', 'they', 'do', 'the', 'typical', 'what', 'kind', 'of', 'water', 'would', 'you', 'like', 'questions', 'the', 'service', 'was', 'good', 'and', 'overall', 'very', 'relaxing', 'to', 'place', 'to', 'eat']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 3, 5, 5, 5, 3, 5, 1, 5, 5]"
"['the', 'food', 'was', 'very', 'good', 'a', 'great', 'deal', 'and', 'the', 'place', 'its', 'self', 'was', 'great']","[5, 1, 5, 5, 3, 5, 3, 5, 5, 5, 1, 5, 5, 5, 3]"
"['the', 'food', 'options', 'rule']","[5, 1, 2, 5]"
"['a', 'great', 'choice', 'at', 'any', 'cost', 'and', 'a', 'great', 'deal']","[5, 3, 5, 5, 5, 1, 5, 5, 3, 5]"
"['anybody', 'who', 'likes', 'this', 'place', 'must', 'be', 'from', 'a', 'different', 'planet', 'where', 'greasy', 'dry', 'and', 'tasteless', 'are', 'complimentary']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 3, 5, 3, 5, 5]"
"['we', 'ate', 'here', 'in', 'march', '2006', 'and', 'ordered', 'the', 'pretheatre', '3course', 'dinner', 'with', 'wine', 'flight']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['definately', 'check', 'it', 'out']","[5, 5, 5, 5]"
"['probably', 'much', 'busier', 'for', 'lunch', 'its', 'seldom', 'crowded', 'for', 'dinner', 'too', 'close', 'to', 'downtown']","[5, 5, 3, 5, 1, 5, 5, 3, 5, 1, 5, 5, 5, 5]"
"['their', 'calzones', 'are', 'horrific', 'bad', 'vomitinducing', 'yuck']","[5, 1, 5, 3, 3, 5, 5]"
"['it', 'takes', 'forever', 'to', 'get', 'a', 'drink', 'and', 'they', 'almost', 'always', 'forget', 'to', 'bring', 'something', 'although', 'they', 'dont', 'forget', 'to', 'charge', 'you', 'for', 'it']","[5, 5, 3, 5, 5, 5, 1, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'place', 'itself', 'is', 'beautiful', 'the', 'bar', 'scene', 'seems', 'to', 'be', 'happening']","[5, 1, 5, 5, 3, 5, 1, 2, 5, 5, 5, 3]"
"['saturday', 'nov', '6th', 'i', 'had', 'a', 'group', 'from', 'work', 'come', 'in', 'with', 'about', '35', 'people', 'and', 'the', 'staff', 'was', 'amazing', 'to', 'accomodate', 'us']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 3, 5, 5, 5]"
"['good', 'spreads', 'great', 'beverage', 'selections', 'and', 'bagels', 'really', 'tasty']","[3, 1, 3, 1, 2, 5, 1, 5, 3]"
"['first', 'the', 'waiter', 'who', 'served', 'us', 'neglected', 'to', 'fill', 'us', 'in', 'on', 'the', 'specials', 'which', 'i', 'would', 'have', 'chosen', 'had', 'i', 'known', 'about', 'them']","[5, 5, 1, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['we', 'will', 'be', 'back']","[5, 5, 5, 5]"
"['also', 'top', 'the', 'meal', 'with', 'a', 'delicious', 'and', 'perfect', 'slice', 'of', 'tiramisu']","[5, 5, 5, 5, 5, 5, 3, 5, 3, 5, 5, 1]"
"['it', 'seems', 'like', 'this', 'is', 'a', 'place', 'the', 'locals', 'like', 'and', 'the', 'people', 'working', 'here', 'liked', 'it', 'too']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5]"
"['check', 'out', 'the', 'secret', 'back', 'room']","[5, 5, 5, 1, 2, 2]"
"['its', 'also', 'attached', 'to', 'angels', 'share', 'which', 'is', 'a', 'cool', 'more', 'romantic', 'bar']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 3, 1]"
"['authentic', 'food', 'and', 'they', 'have', 'real', 'service', 'not', 'just', 'the', 'rush', 'you', 'get', 'sometimes', 'when', 'they', 'try', 'to', 'push', 'you', 'out', 'the', 'door']","[3, 1, 5, 5, 5, 3, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['stick', 'to', 'the', 'gulab', 'jamun']","[5, 5, 5, 1, 2]"
"['i', 'am', 'amazed', 'by', 'the', 'poor', 'reviews', 'i', 'find', 'this', 'place', 'to', 'be', 'standout', 'italian', 'in', 'an', 'area', 'flooded', 'with', 'italian', 'great', 'prices', 'great', 'atmosphere', 'good', 'service', 'and', 'a', 'wonderful', 'wine', 'list']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 3, 1, 3, 1, 3, 1, 5, 5, 3, 1, 2]"
"['i', 'was', 'backtoback', 'with', 'the', 'diner', 'at', 'the', 'table', 'behind', 'me', 'and', 'wait', 'staff', 'had', 'to', 'hoist', 'trays', 'over', 'our', 'heads', 'as', 'they', 'squeezed', 'past', 'us', 'again', 'and', 'again']","[5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['with', 'the', 'theater', '2', 'blocks', 'away', 'we', 'had', 'a', 'delicious', 'meal', 'in', 'a', 'beautiful', 'room']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 5, 5, 3, 1]"
"['i', 'was', 'a', 'little', 'leary', 'about', 'marys', 'at', 'first', 'its', 'small', 'crowded', 'and', 'you', 'usually', 'have', 'to', 'wait', 'on', 'line', 'but', 'im', 'glad', 'i', 'finally', 'tried', 'it']","[5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5]"
"['we', 'were', 'not', 'dissappointed', 'in', 'the', 'least', 'bit', 'by', 'this', 'little', 'gem']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5]"
"['also', 'very', 'inexpensive']","[5, 5, 3]"
"['weve', 'only', 'eaten', 'in', 'the', 'restaurant', 'once', 'but', 'we', 'have', 'ordered', 'many', 'times', 'for', 'dinner']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1]"
"['i', 'got', 'enough', 'reasons', 'to', 'keep', 'coming', 'back']","[5, 5, 5, 5, 5, 5, 5, 5]"
"['by', 'far', 'this', 'is', 'the', 'only', 'chinese', 'desserts', 'place', 'i', 'know', 'in', 'ny', 'or', 'anywhere', 'close', 'in', 'the', 'northeastern', 'america', 'that', 'serves', 'desserts', 'with', 'frog', 'jelly', 'in', 'a', 'couple', 'of', 'varieties', 'and', 'pig', 'feet', 'ginger', 'simmered', 'in', 'black', 'vinegar']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 2, 2, 2, 2, 2]"
"['the', 'food', 'is', 'great', 'and', 'reasonably', 'priced']","[5, 1, 5, 3, 5, 3, 1]"
"['the', 'characters', 'really', 'make', 'for', 'an', 'enjoyable', 'experience']","[5, 5, 5, 5, 5, 5, 3, 5]"
"['i', 'would', 'definitely', 'recommend', 'sea', 'if', 'you', 'like', 'thai', 'cuisine']","[5, 5, 5, 3, 5, 5, 5, 3, 1, 2]"
"['over', 'the', 'years', 'the', 'host', 'vittorio', 'and', 'his', 'crew', 'have', 'always', 'treated', 'me', 'as', 'familyalthough', 'with', 'all', 'the', 'business', 'this', 'notsolittle', 'gem', 'does', 'it', 'amazing', 'hes', 'even', 'able', 'to', 'remember', 'a', 'consistent', 'but', 'notsofrequent', 'visitor']","[5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'restuarant', 'itself', 'is', 'not', 'large', 'but', 'seems', 'to', 'have', 'several', 'round', 'tables', 'to', 'accomodate', 'large', 'groups', 'hoping', 'to', 'save', 'a', 'buck', 'to', 'eat', 'authentic', 'taiwanese']","[5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 3, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5]"
"['my', 'husband', 'said', 'he', 'couldve', 'eaten', 'several', 'more', 'the', 'portion', 'was', 'fine', 'for', 'me', 'he', 'even', 'exclaimed', 'that', 'the', 'french', 'fries', 'were', 'the', 'best', 'he', 'has', 'had']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 3, 5, 5, 5, 5, 5, 5, 5, 1, 2, 5, 5, 3, 5, 5, 5]"
"['you', 'cannot', 'go', 'wrong', 'with', 'this', 'place']","[5, 5, 5, 3, 5, 5, 5]"
"['it', 'is', 'the', 'type', 'of', 'place', 'to', 'run', 'into', 'old', 'friends', 'and', 'have', 'a', 'late', 'raucus', 'dinner']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1]"
"['the', 'food', 'is', 'delicious', 'from', 'the', 'specials', 'to', 'the', 'regular', 'menufare', 'the', 'dishes', 'are', 'never', 'a', 'disappointment']","[5, 1, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 3]"
"['prices', 'are', 'in', 'line']","[5, 5, 3, 4]"
"['the', 'combination', 'of', 'fresh', 'tomato', 'sauce', 'fresh', 'mozz', 'cheese', 'basil', 'and', 'the', 'dough', 'they', 'make', 'with', 'imported', 'flour', 'makes', 'this', 'is', 'one', 'of', 'the', 'better', 'pizzas', 'in', 'ny']","[5, 5, 5, 1, 2, 2, 1, 2, 2, 1, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'food', 'is', 'prepared', 'quickly', 'and', 'efficiently']","[5, 1, 5, 5, 3, 5, 3]"
"['and', 'for', 'this', 'i', 'had', 'to', 'shell', 'out', 'a', 'small', 'fortune']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['for', 'all', 'of', 'you', 'new', 'to', 'indian', 'food', 'try', 'the', 'paneer', 'roll', 'it', 'is', 'a', 'piece', 'of', 'heaven']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3]"
"['the', 'food', 'looked', 'very', 'appetizing', 'and', 'delicious', 'since', 'it', 'came', 'on', 'a', 'variety', 'of', 'fancy', 'plates']","[5, 1, 5, 5, 3, 5, 3, 5, 5, 5, 5, 5, 5, 5, 3, 1]"
"['both', 'the', 'fresh', 'mozzerella', 'slices', 'and', 'the', 'plain', 'cheese', 'slice', 'are', 'phenomenal']","[5, 5, 1, 2, 2, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'have', 'tried', 'literally', 'every', 'restaurant', 'on', 'curry', 'row']","[5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'food', 'is', 'terrible', 'and', 'overall', 'i', 'would', 'have', 'to', 'say', 'avoid', 'at', 'all', 'costs']","[5, 1, 5, 3, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5]"
"['ive', 'been', 'to', 'this', 'monster', 'sushi', 'twice', 'the', '46th', 'st', 'once', 'the', '23rd', 'st', 'one', 'a', 'number', 'of', 'times']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['unfortunately', 'the', 'food', 'was', 'not', 'something', 'to', 'get', 'worked', 'up', 'about']","[5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5]"
"['its', 'constantly', 'open', 'catering', 'to', 'the', 'pakistani', 'cabbies', 'lined', 'up', 'on', 'crosby', 'st', 'so', 'theres', 'more', 'turnover', 'with', 'the', 'food', 'than', 'youd', 'expect', 'ie', 'surprisingly', 'fresh']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 3, 4]"
"['i', 'had', 'filet', 'mignon', 'with', 'garlic', 'mash']","[5, 5, 5, 5, 5, 5, 5]"
"['i', 'went', 'at', '600', 'pm', 'specifically', 'for', 'the', 'pretheater', 'menu', '1995', 'for', 'roasted', 'tomato', 'soup', 'with', 'chevre', 'steak', 'frites', 'creme', 'brulee', 'and', 'it', 'was', 'marvelous']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3]"
"['the', 'waitstaff', 'were', 'attentive', 'polite', 'and', 'helpful', 'an', 'impressive', 'feat', 'in', 'such', 'close', 'quarters']","[5, 1, 5, 3, 3, 5, 3, 5, 3, 5, 5, 5, 5, 5]"
"['go', 'inside', 'and', 'you', 'wont', 'want', 'to', 'leave']","[5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'loving', 'bringing', 'friends', 'here', 'and', 'i', 'do', 'so', 'every', 'chance', 'i', 'get']","[5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'bread', 'at', 'the', 'beginning', 'is', 'super', 'tasty', 'and', 'makes', 'you', 'want', 'more', 'the', 'pizza', 'is', 'delicious', 'and', 'comes', 'in', 'personal', 'sizes', 'however', 'be', 'warned', 'that', 'the', 'peters', 'favourite', 'pizza', 'with', 'prosciutto', 'and', 'baby', 'arugula', 'is', 'actually', 'a', 'margarite', 'pizza', 'with', 'cold', 'prosciutto', 'and', 'baby', 'arugula', 'on', 'top', 'like', 'a', 'salad']","[5, 1, 5, 5, 5, 5, 3, 4, 5, 5, 5, 5, 5, 5, 1, 5, 3, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 5, 1]"
"['yes', 'the', 'prices', 'are', 'high', 'but', 'i', 'felt', 'it', 'was', 'worth', 'it']","[5, 5, 1, 5, 3, 5, 5, 5, 5, 5, 3, 5]"
"['the', 'large', 'selection', 'of', 'bruschettas', 'paninis', 'tramezzinis', 'keep', 'the', 'palate', 'from', 'stagnating']","[5, 3, 5, 5, 1, 1, 1, 5, 5, 5, 5, 5]"
"['have', 'always', 'found', 'that', 'the', 'waiters', 'will', 'go', 'out', 'of', 'their', 'way', 'to', 'be', 'helpful', 'despite', 'the', 'fact', 'they', 'are', 'often', 'busy', 'with', 'lots', 'of', 'diners']","[5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 1]"
"['while', 'this', 'isnt', 'classical', 'restaurant', 'fare', 'the', 'chef', 'has', 'given', 'new', 'life', 'to', 'an', 'old', 'cuisine', 'with', 'some', 'really', 'innovative', 'and', 'tasty', 'dishes', 'that', 'are', 'genuinely', 'indian', 'without', 'being', 'heavy', 'or', 'same', 'old', 'restaurant', 'burnouts']","[5, 5, 5, 3, 5, 5, 5, 1, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 3, 1, 5, 5, 3, 5, 5, 5, 3, 5, 5, 5, 5, 5]"
"['the', 'owner', 'truly', 'caters', 'to', 'all', 'your', 'needs']","[5, 1, 5, 3, 5, 5, 5, 5]"
"['he', 'takes', 'real', 'pride', 'in', 'his', 'food', 'and', 'his', 'business']","[5, 5, 5, 3, 5, 5, 1, 5, 5, 5]"
"['every', 'time', 'in', 'new', 'york', 'i', 'make', 'it', 'a', 'point', 'to', 'visit', 'restaurant', 'saul', 'on', 'smith', 'street']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['my', 'boyfriend', 'and', 'i', 'went', 'there', 'to', 'celebrate', 'my', 'birthday', 'the', 'other', 'night', 'and', 'all', 'i', 'can', 'say', 'is', 'that', 'it', 'was', 'magnificent']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3]"
"['so', 'if', 'you', 'want', 'a', 'nice', 'enjoyable', 'meal', 'at', 'montparnasse', 'go', 'early', 'for', 'the', 'pretheater', 'prixfixe']","[5, 5, 5, 5, 5, 3, 3, 1, 5, 5, 5, 5, 5, 5, 5, 5]"
"['over', 'the', 'years', 'it', 'has', 'always', 'provided', 'a', 'pleasurable', 'dining', 'experience', 'with', 'quality', 'food', 'and', 'wine']","[5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 3, 1, 5, 1]"
"['i', 'would', 'go', 'back', 'tho']","[5, 5, 5, 5, 5]"
"['the', 'photobook', 'menu', 'was', 'a', 'cute', 'touch', 'certainly', 'helped', 'my', 'group', 'and', 'i', 'pick', 'the', 'fried', 'chicken', 'pork', 'chop', 'and', 'noodle', 'dishes', 'that', 'we', 'all', 'ordered']","[5, 5, 1, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 1, 2, 5, 1, 2, 5, 5, 5, 5]"
"['too', 'large', 'for', 'just', 'two', 'people', 'but', 'nothing', 'was', 'left']","[5, 3, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'cannot', 'imagine', 'better', 'indian', 'food', 'in', 'all', 'of', 'the', 'city']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5]"
"['great', 'romantic', 'place', 'for', 'a', 'date', 'try', 'to', 'get', 'the', 'corner', 'booth', 'table', 'for', 'a', 'little', 'privacy', 'and', 'to', 'sit', 'close']","[3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5]"
"['a', 'pleasant', 'surprise']","[5, 3, 5]"
"['i', 'asked', 'for', 'an', 'open', 'faced', 'cheese', 'sandwich', 'and', 'the', 'manager', 'basically', 'told', 'me', 'to', 'take', 'my', 'business', 'elsewhere']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5]"
"['if', 'you', 'dont', 'mind', 'all', 'that', 'noise', 'then', 'go', 'to', 'the', 'chart', 'house']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['we', 'got', 'most', 'of', 'it', 'back', 'at', 'home', 'with', 'us']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['get', 'there', 'before', '7pm']","[5, 5, 5, 5]"
"['very', 'good', 'breads', 'as', 'well']","[5, 3, 1, 5, 5]"
"['if', 'this', 'happens', 'just', 'ask', 'for', 'real', 'naan']","[5, 5, 5, 5, 5, 5, 5, 1]"
"['we', 'were', 'fans', 'of', 'the', 'halfprice', 'saturday', 'night', 'option', 'until', 'some', 'inedible', 'squid', 'during', 'a', 'recent', 'visit']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 5, 5, 5, 5]"
"['so', 'if', 'yo', 'really', 'dont', 'care', 'who', 'is', 'sittingnext', 'to', 'you', 'which', 'is', 'about', '2', 'inches', 'away', 'i', 'would', 'say', 'try', 'it']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['pizza', 'is', 'terrific', 'as', 'is', 'homemade', 'pasta']","[5, 5, 3, 5, 5, 5, 5]"
"['definitely', 'a', 'neighborhood', 'favorite']","[5, 5, 5, 3]"
"['this', 'is', 'a', 'wonderful', 'place', 'on', 'all', 'stand', 'points', 'especially', 'value', 'ofr', 'money']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 1, 2, 2]"
"['my', 'first', 'encounter', 'happened', 'one', 'friday', 'evening', 'with', 'a', 'friend']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['example', 'is', 'the', 'soup', 'which', 'was', 'about', '6', 'oz', 'for', '12', 'dollars', 'and', 'the', 'mushrooms', 'where', '12', 'for', 'about', '1oz']","[5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5]"
"['service', 'is', 'not', 'exactly', 'five', 'star', 'but', 'thats', 'not', 'really', 'a', 'big', 'deal']","[5, 5, 5, 5, 3, 4, 5, 5, 5, 5, 5, 5, 5]"
"['there', 'are', 'other', 'people', 'waiting']","[5, 5, 5, 5, 1]"
"['from', 'beginning', 'appetizers', 'the', 'scallops', 'were', 'incredible', 'to', 'the', 'delicious', 'chocolate', 'souffle', 'with', 'rasberry', 'mint', 'sorbet', 'we', 'were', 'delighted', 'by', 'the', 'taste', 'sensations']","[5, 1, 2, 5, 1, 5, 3, 5, 5, 3, 1, 2, 2, 2, 2, 2, 5, 5, 3, 5, 5, 1, 5]"
"['ou', 'must', 'try', 'this', 'restaurant']","[5, 5, 5, 5, 5]"
"['we', 'left', 'never', 'to', 'return']","[5, 5, 5, 5, 5]"
"['consistently', 'good', 'japanese', 'tapas']","[5, 3, 5, 5]"
"['no', 'apologies', 'during', 'restaurant', 'week']","[5, 5, 5, 5, 5]"
"['my', 'goodness', 'everything', 'from', 'the', 'fish', 'to', 'the', 'rice', 'to', 'the', 'seaweed', 'was', 'absolutely', 'amazing']","[5, 5, 5, 5, 5, 1, 5, 5, 1, 5, 5, 1, 5, 5, 3]"
"['this', 'place', 'started', 'off', 'a', 'little', 'iffy', 'but', 'is', 'now', 'one', 'of', 'my', 'favorite', 'indian', 'restaurants', 'in', 'nyc', 'and', 'im', 'indian', 'so', 'i', 'should', 'know']","[5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['they', 'also', 'do', 'a', 'great', 'job', 'for', 'restaurant', 'week']","[5, 5, 5, 5, 3, 5, 5, 5, 5]"
"['i', 'went', 'to', 'this', 'restaurant', 'with', 'a', 'woman', 'that', 'i', 'met', 'recently']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'dishes', 'offered', 'were', 'unique', 'very', 'tasty', 'and', 'fresh', 'from', 'the', 'lamb', 'sausages', 'sardines', 'with', 'biscuits', 'large', 'whole', 'shrimp', 'to', 'the', 'amazing', 'pistachio', 'ice', 'cream', 'the', 'best', 'and', 'freshest', 'ive', 'ever', 'had']","[5, 1, 5, 5, 3, 5, 3, 5, 3, 5, 5, 1, 2, 1, 2, 2, 1, 2, 2, 5, 5, 5, 1, 2, 2, 5, 5, 5, 5, 5, 5, 5]"
"['this', 'is', 'where', 'the', 'aforementioned', 'line', 'was']","[5, 5, 5, 5, 5, 5, 5]"
"['the', 'food', 'is', 'reliable', 'and', 'the', 'price', 'is', 'moderate']","[5, 1, 5, 3, 5, 5, 1, 5, 3]"
"['aside', 'from', 'the', 'bearded', 'courdoroy', 'blazer', 'professor', 'type', 'with', 'the', 'nyu', 'student', 'hes', 'sleeping', 'with', 'that', 'week', 'you', 'see', 'a', 'strange', 'mix', 'of', 'hipsters', 'frat', 'boys', 'will', 'smith', 'types', 'who', 'need', 'to', 'be', 'told', 'they', 'are', 'black', 'bitter', 'cougars', 'who', 'cant', 'understand', 'why', 'they', 'arent', 'married', 'yet']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['while', 'the', 'ambiance', 'and', 'atmosphere', 'were', 'great', 'the', 'food', 'and', 'service', 'could', 'have', 'been', 'a', 'lot', 'better']","[5, 5, 1, 5, 1, 5, 3, 5, 1, 5, 1, 5, 5, 5, 5, 5, 3]"
"['we', 'always', 'go', 'there', 'on', 'the', 'weekends', 'and', 'leave', 'extremely', 'full', 'and', 'satisfied']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 3]"
"['i', 'dont', 'how', 'this', 'place', 'is', 'still', 'running']","[5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'server', 'was', 'really', 'cool', 'and', 'served', 'us', 'our', 'food', 'and', 'drinks', 'with', 'a', 'smile']","[5, 1, 5, 5, 3, 5, 5, 5, 5, 1, 5, 1, 5, 5, 5]"
"['we', 'were', 'in', 'search', 'of', 'food', 'and', 'stumbled', 'on', 'this', 'block', 'of', 'indian', 'restaurants', 'on', 'east', 'sixth', 'street']","[5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['planet', 'thailand', 'has', 'always', 'been', 'a', 'hit', 'with', 'me', 'i', 'go', 'there', 'usually', 'for', 'the', 'sushi', 'which', 'is', 'great', 'the', 'thai', 'food', 'is', 'excellent', 'too']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 3, 5, 1, 2, 5, 3, 5]"
"['very', 'excited', 'to', 'hear', 'that', 'shortterm', 'chef', 'jason', 'narone', 'has', 'moved', 'on', 'he', 'truly', 'was', 'a', 'low', 'point', 'of', 'their', 'sterling', 'track', 'record']","[5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['excellent', 'experience']","[3, 5]"
