Sentence,Sequence
"[u'The', u'pizza', u'is', u'good', u'though', u'.']","[5, 1, 5, 3, 5, 5]"
"[u'bottles', u'of', u'wine', u'are', u'cheap', u'and', u'good', u'.']","[1, 2, 2, 5, 3, 5, 3, 5]"
"[u'You', u'will', u'not', u'be', u'disapointed', u'at', u'all', u'.']","[5, 5, 5, 5, 3, 5, 5, 5]"
"[u'Walk', u'-', u'ins', u'are', u'risky', u'too', u'.']","[5, 5, 5, 5, 5, 5, 5]"
"[u'The', u'have', u'over', u'100', u'different', u'beers', u'to', u'offer', u'thier', u'guest', u'so', u'that', u'made', u'my', u'husband', u'very', u'happy', u'and', u'the', u'food', u'was', u'delicious', u',', u'if', u'I', u'must', u'recommend', u'a', u'dish', u'it', u'must', u'be', u'the', u'pumkin', u'tortelini', u'.']","[5, 5, 5, 5, 3, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 1, 5, 3, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 1, 2, 5]"
"[u'They', u'did', u""n't"", u'give', u'us', u'the', u'dinner', u'special', u'until', u'we', u'asked', u'for', u'it', u'.']","[5, 5, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5]"
"[u'You', u'must', u'have', u'the', u'crabmeat', u'lasagna', u'which', u'is', u'out', u'of', u'this', u'world', u'and', u'the', u'chocolate', u'bread', u'pudding', u'for', u'dessert', u'.']","[5, 5, 5, 5, 1, 2, 5, 5, 3, 4, 4, 4, 5, 5, 1, 2, 2, 5, 1, 5]"
"[u'word', u'of', u'advice', u',', u'save', u'room', u'for', u'pasta', u'dishes', u'and', u'never', u'leave', u'until', u'you', u""'ve"", u'had', u'the', u'tiramisu', u'.']","[5, 5, 5, 5, 3, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5]"
"[u'Very', u'good', u'service', u'and', u'very', u'good', u'prices', u'.']","[5, 3, 1, 5, 5, 3, 1, 5]"
"[u'I', u'recently', u'went', u'to', u'this', u'restaurant', u'with', u'some', u'co', u'-', u'workers', u'for', u'lunch', u'and', u'had', u'an', u'amazing', u'time', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 3, 5, 5]"
"[u'The', u'service', u'was', u'impeccable', u'and', u'unobtrusive', u'--', u'the', u'staff', u'knows', u'what', u'they', u'are', u'there', u'to', u'do', u'--', u'to', u'know', u'their', u'menu', u',', u'present', u'your', u'meal', u',', u'and', u'attend', u'to', u'your', u'needs', u'.']","[5, 1, 5, 3, 5, 3, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5]"
"[u'Ess', u'-', u'A', u'-', u'Bagel', u'(', u'either', u'by', u'Sty', u'-', u'town', u'or', u'midtown', u')', u'is', u'by', u'far', u'the', u'best', u'bagel', u'in', u'NY', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 5, 5, 5]"
"[u'Our', u'food', u'was', u'great', u'too', u'!']","[5, 1, 5, 3, 5, 5]"
"[u'Open', u'late', u'(', u'well', u'as', u'late', u'as', u'I', u'ever', u'got', u'there', u'and', u'I', u""'m"", u'a', u'night', u'person', u')']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'The', u'most', u'annoying', u'thing', u',', u'though', u',', u'is', u'the', u'fact', u'that', u'the', u'servers', u'seem', u'to', u'be', u'trained', u'to', u'drive', u'revenue', u'.']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'Get', u'your', u'food', u'to', u'go', u',', u'find', u'a', u'bench', u',', u'and', u'kick', u'back', u'with', u'a', u'plate', u'of', u'dumplings', u'.']","[5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 2, 5]"
"[u'Please', u'try', u'the', u'Filet', u'Mignon', u',', u'its', u'just', u'the', u'most', u'tender', u'piece', u'ever', u'.']","[5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 3, 5, 5, 5]"
"[u'Everything', u'we', u'had', u'was', u'pretty', u'good', u',', u'but', u'we', u'have', u'only', u'been', u'there', u'once', u'.']","[5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'We', u'were', u'still', u'sitting', u'at', u'the', u'bar', u'while', u'we', u'drank', u'the', u'sangria', u',', u'but', u'facing', u'away', u'from', u'the', u'bar', u'when', u'we', u'turned', u'back', u'around', u',', u'the', u'$', u'2', u'was', u'gone', u'the', u'people', u'next', u'to', u'us', u'said', u'the', u'bartender', u'took', u'it', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'Something', u'about', u'them', u'being', u'busy', u'with', u'holiday', u'party', u""'s"", u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'The', u'sake', u'menu', u'should', u'not', u'be', u'overlooked', u'!']","[5, 1, 2, 5, 5, 5, 3, 5]"
"[u'I', u'would', u'highly', u'recommend', u'.']","[5, 5, 5, 3, 5]"
"[u'This', u'place', u'is', u'great', u'.']","[5, 5, 5, 3, 5]"
"[u'the', u'drinks', u'are', u'amazing', u'and', u'half', u'off', u'till', u'8', u'pm', u'.']","[5, 1, 5, 3, 5, 5, 5, 5, 5, 5, 5]"
"[u'i', u""'ve"", u'been', u'back', u'to', u'nha', u'trang', u'literally', u'a', u'hundred', u'times', u'for', u'the', u'beef', u'cubes', u'-', u'they', u""'re"", u'that', u'good', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 3, 5]"
"[u'With', u'so', u'many', u'poor', u'experiences', u'to', u'be', u'had', u'in', u'the', u'theater', u'district', u',', u'is', u'truly', u'an', u'excellent', u'find', u'!']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5]"
"[u'This', u'has', u'got', u'to', u'be', u'one', u'of', u'the', u'most', u'overrated', u'restaurants', u'in', u'Brooklyn', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5]"
"[u'The', u'service', u',', u'wine', u'selection', u',', u'ambiance', u'are', u'all', u'outstanding', u'and', u'deserve', u'recognition', u'.']","[5, 1, 5, 1, 2, 5, 1, 5, 5, 3, 5, 3, 5, 5]"
"[u'Went', u'there', u'last', u'night', u'for', u'2', u'year', u'anniversery', u',', u'and', u'was', u""n't"", u'all', u'that', u'impressed', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5]"
"[u'It', u'was', u'rather', u'pathetic', u'that', u'it', u'took', u'them', u'over', u'an', u'hour', u'to', u'seat', u'us', u'.']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'We', u'were', u'seated', u'promptly', u'as', u'we', u'had', u'reservations', u',', u'however', u'after', u'that', u'the', u'service', u'was', u'slow', u'.']","[5, 5, 5, 3, 5, 5, 5, 1, 5, 5, 5, 5, 5, 1, 5, 3, 5]"
"[u'At', u'first', u'I', u'was', u'slightly', u'skeptical', u'because', u'it', u'was', u'a', u'sushi', u'restaurant', u'in', u'the', u'middle', u'of', u'NYC', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'It', u""'s"", u'really', u'also', u'the', u'service', u',', u'is', u'good', u'and', u'the', u'waiters', u'are', u'friendly', u'.']","[5, 5, 5, 5, 5, 1, 5, 5, 3, 5, 5, 1, 5, 3, 5]"
"[u'Suan', u'was', u'a', u'recommendation', u'that', u'I', u'am', u'glad', u'we', u'heeded', u'.']","[5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5]"
"[u'The', u'food', u'was', u'pretty', u'good', u',', u'but', u'a', u'little', u'flavorless', u'and', u'the', u'portions', u'very', u'small', u',', u'including', u'dessert', u'.']","[5, 1, 5, 5, 3, 5, 5, 5, 5, 3, 5, 5, 5, 5, 3, 5, 5, 1, 5]"
"[u'We', u'visit', u'at', u'least', u'once', u'a', u'month', u'.']","[5, 5, 5, 5, 5, 5, 5, 5]"
"[u'It', u'is', u'set', u'far', u'from', u'the', u'small', u'street', u'it', u""'s"", u'on', u',', u'and', u'there', u'is', u'no', u'traffic', u'noise', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 5]"
"[u'Also', u',', u'the', u'place', u'is', u'popular', u'with', u'families', u',', u'so', u'if', u'you', u""'re"", u'bothered', u'by', u'children', u'running', u'loose', u'like', u'wild', u'animals', u',', u'come', u'later', u'at', u'night', u'to', u'avoid', u'them', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'I', u""'ll"", u'keep', u'this', u'short', u'.']","[5, 5, 5, 5, 5, 5]"
"[u'I', u'felt', u'as', u'though', u'I', u'were', u'eating', u'in', u'Paris', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'Lived', u'in', u'Shanghai', u'most', u'of', u'my', u'life', u'and', u'thought', u'the', u'food', u'was', u'comparable', u'to', u'the', u'flagship', u'Green', u'Bo', u'restaurant', u'there', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'I', u'highly', u'recommend', u'Cafe', u'St.', u'Bart', u""'s"", u'for', u'their', u'food', u',', u'the', u'ambience', u'and', u'wonderful', u'service', u'.']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 1, 5, 5, 1, 5, 3, 1, 5]"
"[u'However', u',', u'it', u""'s"", u'not', u'worth', u'a', u'special', u'trip', u'.']","[5, 5, 5, 5, 5, 3, 5, 5, 5, 5]"
"[u'Nice', u'value', u'.']","[5, 5, 5]"
"[u'Gigino', u""'s"", u'in', u'Wagner', u'Park', u'is', u'so', u'enjoyable', u'.']","[5, 5, 5, 5, 5, 5, 5, 3, 5]"
"[u'And', u'it', u'was', u'quick', u'which', u'is', u'very', u'important', u'.']","[5, 5, 5, 3, 5, 5, 5, 5, 5]"
"[u'This', u'is', u'a', u'nice', u'restaurant', u'if', u'you', u'are', u'looking', u'for', u'a', u'good', u'place', u'to', u'host', u'an', u'intimate', u'dinner', u'meeting', u'with', u'business', u'associates', u'.']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5]"
"[u'All', u'the', u'NYU', u'students', u'love', u'this', u'place', u'so', u'it', u'makes', u'for', u'a', u'fun', u'young', u'atmosphere', u'.']","[5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 3, 3, 1, 5]"
"[u'The', u'food', u'here', u'does', u'a', u'great', u'service', u'to', u'the', u'name', u'(', u'Cantonese', u'that', u'is', u'...', u')', u'.']","[5, 1, 5, 5, 5, 3, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5]"
"[u'But', u',', u'nothing', u'stands', u'out', u'about', u'the', u'cooking', u'.']","[5, 5, 5, 3, 4, 5, 5, 1, 5]"
"[u'Joya', u'used', u'to', u'be', u'a', u'cool', u'spot', u'with', u'decent', u'food', u'and', u'a', u'colorful', u'-', u'if', u'not', u'relaxed', u'-', u'atmosphere', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 5, 5, 3, 5, 5, 5, 3, 5, 1, 5]"
"[u'If', u'that', u""'s"", u'a', u'problem', u',', u'go', u'to', u'McDonald', u""'s"", u'and', u'destroy', u'your', u'insides', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'The', u'Prix', u'Fixe', u'menu', u'is', u'worth', u'every', u'penny', u'and', u'you', u'get', u'more', u'than', u'enough', u'(', u'both', u'in', u'quantity', u'AND', u'quality', u')', u'.']","[5, 1, 2, 2, 5, 3, 5, 5, 5, 5, 5, 3, 4, 4, 5, 5, 5, 1, 5, 1, 5, 5]"
"[u'I', u""'ve"", u'been', u'here', u'3', u'times', u'for', u'lunch', u'and', u'it', u'is', u'one', u'of', u'my', u'favorites', u'in', u'the', u'city', u'.']","[5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5]"
"[u'I', u'had', u'their', u'eggs', u'benedict', u'for', u'brunch', u',', u'which', u'were', u'the', u'worst', u'in', u'my', u'entire', u'life', u',', u'I', u'tried', u'removing', u'the', u'hollondaise', u'sauce', u'completely', u'that', u'was', u'how', u'failed', u'it', u'was', u'.']","[5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 3, 5, 5, 5]"
"[u'I', u'work', u'near', u'-', u'by', u',', u'and', u'they', u'have', u'the', u'BEST', u'oatmeal', u'in', u'the', u'neighborhood-', u'not', u'a', u'packaged', u'or', u'quick', u'-', u'cooked', u'item', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'Always', u'busy', u'but', u'fast', u'moving', u'.']","[5, 3, 5, 3, 4, 5]"
"[u'Too', u'bad', u'the', u'food', u'was', u""n't"", u'of', u'the', u'same', u'heritage', u'.']","[5, 3, 5, 1, 5, 5, 5, 5, 5, 5, 5]"
"[u'The', u'menu', u'looked', u'good', u',', u'except', u'for', u'offering', u'the', u'Chilean', u'Sea', u'Bass', u',', u'but', u'the', u'server', u'does', u'not', u'offer', u'up', u'the', u'specials', u'that', u'were', u'written', u'on', u'the', u'board', u'outside', u'.']","[5, 1, 5, 3, 5, 5, 5, 5, 5, 1, 2, 2, 5, 5, 5, 1, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'Sexy', u'.']","[5, 5]"
"[u'The', u'food', u'was', u'really', u'good', u',', u'I', u'had', u'the', u'onion', u'soup', u'and', u'it', u'was', u'one', u'of', u'the', u'best', u'ever', u'.']","[5, 1, 5, 5, 3, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 3, 5, 5]"
"[u'I', u'will', u'have', u'to', u'say', u',', u'this', u'Bengali', u'Fast', u'Food', u'joint', u'is', u'clearly', u'my', u'favorite', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5]"
"[u'I', u""'m"", u'not', u'picky', u'-', u'but', u'it', u'was', u'actually', u'gross', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'overall', u',', u'a', u'solid', u'restaurant', u'and', u'at', u'less', u'than', u'$', u'40pp', u'(', u'including', u'wine', u')', u',', u'a', u'solid', u'deal', u'as', u'well', u'.']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 3, 5, 5, 5, 5]"
"[u'Since', u'it', u'literally', u'is', u'a', u'complete', u'hole', u'in', u'the', u'wall', u',', u'it', u""'s"", u'a', u'bit', u'intimidating', u'at', u'first', u',', u'but', u'you', u'get', u'over', u'that', u'very', u'quickly', u'as', u'soon', u'as', u'the', u'friendly', u'staff', u'welcomes', u'you', u'-', u'do', u""n't"", u'hesitate', u'to', u'ask', u'for', u'help', u'with', u'what', u'to', u'get', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'Based', u'on', u'the', u'reviews', u'for', u'dinner', u',', u'this', u'is', u'a', u'place', u'I', u'would', u'reconsider', u'revisiting', u'for', u'that', u',', u'but', u'definitely', u'not', u'for', u'Dim', u'Sum', u'again', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 5, 5]"
"[u'It', u'costs', u'$', u'2', u'extra', u'to', u'turn', u'a', u'regular', u'roll', u'into', u'an', u'inside', u'-', u'out', u'roll', u',', u'but', u'the', u'roll', u'more', u'than', u'triples', u'in', u'size', u',', u'and', u'that', u""'s"", u'not', u'just', u'from', u'the', u'rice', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 1, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5]"
"[u'Even', u'with', u'John', u""'s"", u'and', u'Joe', u""'s"", u'around', u'the', u'corner', u',', u'this', u'place', u'will', u'make', u'a', u'name', u'for', u'itself', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'It', u'melted', u'in', u'my', u'little', u'mouth', u'and', u'the', u'perfect', u'consistency', u'-', u'not', u'too', u'fishy', u',', u'creamy', u',', u'and', u'slightly', u'buttery', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 3, 5, 3, 5, 5, 5, 3, 5]"
"[u'When', u'he', u'finally', u'did', u',', u'he', u'was', u'unable', u'to', u'make', u'a', u'gin', u'and', u'tonic', u'--', u'could', u""n't"", u'find', u'tonic', u'.']","[5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 1, 2, 2, 5, 5, 5, 5, 1, 5]"
"[u'My', u'girlfriend', u'convinced', u'me', u'to', u'go', u'in', u'the', u'other', u'night', u'for', u'a', u'quick', u'bite', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'The', u'dim', u'sum', u'is', u'ok', u'but', u'does', u""n't"", u'taste', u'that', u'fresh', u',', u'and', u'the', u'little', u'dishes', u'do', u""n't"", u'look', u'steamy', u'hot', u'as', u'they', u'should', u'(', u'also', u'note', u'lack', u'of', u'Chinese', u'here', u')', u'.']","[5, 1, 2, 5, 3, 5, 5, 5, 5, 5, 3, 5, 5, 5, 1, 2, 5, 5, 5, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'despite', u'the', u'untasteful', u'previous', u'review', u'...']","[5, 5, 5, 5, 5, 5]"
"[u'Do', u""n't"", u'judge', u'this', u'place', u'prima', u'facie', u',', u'you', u'have', u'to', u'try', u'it', u'to', u'believe', u'it', u',', u'a', u'home', u'away', u'from', u'home', u'for', u'the', u'literate', u'heart', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'Sure', u',', u'everyone', u""'s"", u'got', u'their', u'favorite', u',', u'but', u'to', u'know', u'Sal', u',', u'is', u'to', u'know', u'New', u'York', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'I', u'think', u'that', u'it', u'is', u'absolutely', u'brilliant', u'and', u'well', u'runned', u'business', u'operation', u'.']","[5, 5, 5, 5, 5, 5, 3, 5, 3, 4, 5, 5, 5]"
"[u'Also', u'they', u'were', u'$', u'15', u'each', u'!']","[5, 5, 5, 5, 5, 5, 5]"
"[u'The', u'service', u'is', u'ok', u',', u'some', u'of', u'the', u'people', u'did', u""n't"", u'get', u'what', u'they', u'asked', u'for', u'.']","[5, 1, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'My', u'friends', u'spoke', u'so', u'much', u'about', u'it', u'for', u'months', u',', u'I', u'finally', u'made', u'the', u'time', u'to', u'come', u'down', u'ear', u'and', u'dine', u'in', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'If', u'you', u'want', u'good', u'authentic', u'Thai', u'this', u'place', u'is', u'not', u'the', u'place', u'to', u'go', u'.']","[5, 5, 5, 3, 3, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'I', u'recommend', u'getting', u'a', u'reservation', u'even', u'though', u'we', u'saw', u'people', u'seated', u'without', u'one', u'.']","[5, 3, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'The', u'only', u'thing', u'I', u'moderately', u'enjoyed', u'was', u'their', u'Grilled', u'Chicken', u'special', u'with', u'Edamame', u'Puree', u'.']","[5, 5, 5, 5, 5, 3, 5, 5, 1, 2, 2, 2, 2, 2, 5]"
"[u'This', u'is', u'as', u'good', u'as', u'neighborhood', u'restaurants', u'come', u'.']","[5, 5, 5, 3, 5, 5, 5, 5, 5]"
"[u'If', u'you', u'want', u'some', u'roast', u'duck', u',', u'pork', u'or', u'chicken', u'on', u'rice', u'with', u'ginger', u',', u'try', u'them', u'out', u'!']","[5, 5, 5, 5, 1, 2, 5, 1, 5, 1, 2, 2, 2, 2, 5, 5, 5, 5, 5]"
"[u'You', u'order', u'from', u'a', u'menu', u',', u'so', u'you', u'leave', u'feeling', u'like', u'you', u'missed', u'the', u'full', u'experience', u'.']","[5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'One', u'of', u'the', u'more', u'authentic', u'Shanghainese', u'restaurants', u'in', u'the', u'US', u'definitely', u'the', u'best', u'in', u'Manhattan', u'Chinatown', u'.']","[5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5]"
"[u'We', u'will', u'go', u'back', u'every', u'time', u'we', u'are', u'in', u'the', u'City', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'we', u'love', u'th', u'pink', u'pony', u'.']","[5, 3, 5, 5, 5, 5]"
"[u'So', u'eat', u'fast', u'and', u'order', u'a', u'lot', u'.']","[5, 5, 5, 5, 5, 5, 5, 5]"
"[u'Staff', u'is', u'very', u'accomodating', u'.']","[1, 5, 5, 3, 5]"
"[u'I', u'have', u'to', u'agree', u'with', u'the', u'previous', u'reviewer', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'--Eat', u'Club', u'is', u'a', u'roving', u'group', u'of', u'NYC', u'gluttons']","[5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'If', u'you', u'were', u'there', u'when', u'it', u'first', u'opened', u',', u'give', u'this', u'restaurant', u'a', u'second', u'chance', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'I', u'went', u'to', u'Del', u'Frisco', u""'s"", u'Friday', u'night', u'with', u'my', u'boyfriend', u'for', u'an', u'8:00', u'reservation', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5]"
"[u'If', u'you', u'like', u'Sakagura', u'but', u'you', u'feel', u'it', u""'s"", u'too', u'much', u',', u'you', u""'d"", u'better', u'try', u'Yokocho', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'yourself', u'a', u'favor', u'and', u'have', u'dinner', u'here', u'and', u'see', u'if', u'you', u'do', u'nt', u'agree', u'with', u'me', u'.']","[5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5]"
"[u'Definitely', u'a', u'great', u'spot', u'for', u'a', u'nice', u'occasion', u'or', u'date', u'.']","[5, 5, 3, 5, 5, 5, 3, 5, 5, 5, 5]"
"[u'You', u'ca', u""n't"", u'go', u'wrong', u'with', u'this', u'place', u'.']","[5, 5, 5, 5, 3, 5, 5, 5, 5]"
"[u'Very', u'popular', u'style', u'Izakaya', u'(', u'Sake', u'and', u'small', u'portion', u'of', u'sake', u'-', u'friendly', u'dishes', u')', u'.']","[5, 3, 5, 5, 5, 1, 5, 5, 5, 5, 3, 4, 4, 1, 5, 5]"
"[u'Hurley', u""'s"", u'is', u'like', u'Cheers', u'where', u'everyone', u'knows', u'your', u'name', u'and', u'they', u'are', u'ACTUALLY', u'glad', u'you', u'came', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'Not', u'pretentious', u'and', u'very', u'economical', u'.']","[5, 3, 5, 5, 3, 5]"
"[u'The', u'food', u'was', u'terrific', u'and', u'the', u'service', u'classy', u',', u'attentive', u',', u'without', u'being', u'overbearing', u'.']","[5, 1, 5, 3, 5, 5, 1, 3, 5, 3, 5, 5, 5, 3, 5]"
"[u'This', u'is', u'an', u'amazing', u'place', u'to', u'try', u'some', u'roti', u'rolls', u'.']","[5, 5, 5, 3, 5, 5, 5, 5, 1, 2, 5]"
"[u'Fresh', u'ingredients', u'and', u'everything', u'is', u'made', u'to', u'order', u'.']","[5, 1, 5, 5, 5, 5, 5, 5, 5]"
"[u'We', u'have', u'never', u'had', u'any', u'problems', u'with', u'charging', u'the', u'meal', u'or', u'the', u'tip', u',', u'and', u'the', u'food', u'was', u'delivered', u'quickly', u',', u'but', u'we', u'live', u'only', u'a', u'few', u'minutes', u'walk', u'from', u'them', u'.']","[5, 5, 5, 5, 5, 3, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 1, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'Quick', u'and', u'friendly', u'service', u'.']","[5, 5, 5, 1, 5]"
"[u'Authentic', u'bistro', u'!']","[5, 5, 5]"
"[u'They', u'are', u'tasty', u',', u'but', u'I', u'suggest', u'only', u'eating', u'one', u'with', u'meat', u'because', u'they', u'tend', u'not', u'to', u'mesh', u'that', u'well', u'with', u'the', u'average', u'American', u'digestive', u'system', u'.']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'Somewhat', u'pricey', u'but', u'what', u'the', u'heck', u'.']","[5, 3, 5, 5, 5, 5, 5]"
"[u'It', u""'s"", u'true', u',', u'this', u'place', u'is', u'not', u'cheap', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 3, 5]"
"[u'Try', u'the', u'hot', u'dogs', u'too', u',', u'they', u""'re"", u'snappy', u'and', u'delicious', u'.']","[5, 5, 1, 2, 5, 5, 5, 5, 3, 5, 3, 5]"
"[u'Delivery', u'is', u'fast', u'too', u'.']","[1, 5, 3, 5, 5]"
"[u'Being', u'from', u'the', u'south', u',', u'there', u'are', u""n't"", u'any', u'good', u'delis', u'in', u'my', u'area', u'and', u'while', u'watching', u'Foods', u'across', u'America', u'on', u'PBS', u'I', u'found', u'out', u'about', u'Katz', u""'s"", u'Deli', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
