Sentence,Sequence,Tags
"['although', 'one', 'night', 'we', 'went', 'it', 'was', 'super', 'cheesy', 'and', 'another', 'night', 'it', 'was', 'less', 'cheesy']","[5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5]","[('although', 'ADP', 'IN', 'mark'), ('one', 'NUM', 'CD', 'nummod'), ('night', 'NOUN', 'NN', 'npadvmod'), ('we', 'PRON', 'PRP', 'nsubj'), ('went', 'VERB', 'VBD', 'advcl'), ('it', 'PRON', 'PRP', 'nsubj'), ('was', 'VERB', 'VBD', 'ROOT'), ('super', 'ADJ', 'JJ', 'amod'), ('cheesy', 'NOUN', 'NN', 'attr'), ('and', 'CCONJ', 'CC', 'cc'), ('another', 'DET', 'DT', 'det'), ('night', 'NOUN', 'NN', 'npadvmod'), ('it', 'PRON', 'PRP', 'nsubj'), ('was', 'VERB', 'VBD', 'ROOT'), ('less', 'ADJ', 'JJR', 'amod'), ('cheesy', 'NOUN', 'NN', 'attr')]"
"['even', 'though', 'it', 'is', 'a', 'little', 'loud', 'you', 'dont', 'have', 'to', 'yell', 'at', 'each', 'other', 'to', 'talk']","[5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('even', 'ADV', 'RB', 'advmod'), ('though', 'ADP', 'IN', 'mark'), ('it', 'PRON', 'PRP', 'nsubj'), ('is', 'VERB', 'VBZ', 'advcl'), ('a', 'DET', 'DT', 'det'), ('little', 'ADJ', 'JJ', 'advmod'), ('loud', 'NOUN', 'NN', 'acomp'), ('you', 'PRON', 'PRP', 'nsubj'), ('do', 'VERB', 'VBP', 'aux'), ('nt', 'ADV', 'RB', 'advmod'), ('have', 'VERB', 'VB', 'ROOT'), ('to', 'PART', 'TO', 'aux'), ('yell', 'VERB', 'VB', 'xcomp'), ('at', 'ADP', 'IN', 'prep'), ('each', 'DET', 'DT', 'det'), ('other', 'ADJ', 'JJ', 'pobj'), ('to', 'PART', 'TO', 'aux'), ('talk', 'VERB', 'VB', 'advcl')]"
"['ive', 'been', 'to', 'sapphire', 'twice', 'and', 'both', 'times', 'the', 'food', 'was', 'fine', 'if', 'not', 'good']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 3, 5, 5, 3]","[('i', 'PRON', 'PRP', 'nsubj'), ('ve', 'VERB', 'VB', 'aux'), ('been', 'VERB', 'VBN', 'ROOT'), ('to', 'PART', 'TO', 'aux'), ('sapphire', 'VERB', 'VB', 'xcomp'), ('twice', 'ADV', 'RB', 'advmod'), ('and', 'CCONJ', 'CC', 'cc'), ('both', 'DET', 'DT', 'det'), ('times', 'NOUN', 'NNS', 'npadvmod'), ('the', 'DET', 'DT', 'det'), ('food', 'NOUN', 'NN', 'nsubj'), ('was', 'VERB', 'VBD', 'advcl'), ('fine', 'ADJ', 'JJ', 'acomp'), ('if', 'ADP', 'IN', 'prep'), ('not', 'ADV', 'RB', 'neg'), ('good', 'ADJ', 'JJ', 'amod')]"
"['it', 'is', 'kinda', 'nosiy', 'and', 'the', 'tables', 'are', 'close', 'together', 'but', 'its', 'still', 'a', 'beautiful', 'place', 'to', 'enjoy', 'a', 'nice', 'dinner']","[5, 5, 5, 3, 5, 5, 1, 5, 3, 5, 5, 5, 5, 5, 3, 5, 5, 3, 5, 3, 1]","[('it', 'PRON', 'PRP', 'nsubj'), ('is', 'VERB', 'VBZ', 'ROOT'), ('kinda', 'ADV', 'RB', 'compound'), ('nosiy', 'NOUN', 'NN', 'acomp'), ('and', 'CCONJ', 'CC', 'cc'), ('the', 'DET', 'DT', 'det'), ('tables', 'NOUN', 'NNS', 'conj'), ('are', 'VERB', 'VBP', 'conj'), ('close', 'ADJ', 'JJ', 'acomp'), ('together', 'ADV', 'RB', 'advmod'), ('but', 'CCONJ', 'CC', 'cc'), ('its', 'ADJ', 'PRP$', 'poss'), ('still', 'ADV', 'RB', 'advmod'), ('a', 'DET', 'DT', 'det'), ('beautiful', 'ADJ', 'JJ', 'amod'), ('place', 'NOUN', 'NN', 'conj'), ('to', 'PART', 'TO', 'aux'), ('enjoy', 'VERB', 'VB', 'relcl'), ('a', 'DET', 'DT', 'det'), ('nice', 'ADJ', 'JJ', 'amod'), ('dinner', 'NOUN', 'NN', 'dobj')]"
"['was', 'surprisingly', 'disappointed']","[5, 5, 3]","[('was', 'VERB', 'VBD', 'ROOT'), ('surprisingly', 'ADV', 'RB', 'advmod'), ('disappointed', 'ADJ', 'JJ', 'acomp')]"
"['i', 'love', 'the', 'fact', 'that', 'the', 'pizza', 'tastes', 'so', 'good', 'and', 'is', 'so', 'cheap']","[5, 3, 5, 5, 5, 5, 1, 5, 5, 3, 5, 5, 5, 3]","[('i', 'PRON', 'PRP', 'nsubj'), ('love', 'VERB', 'VBP', 'ROOT'), ('the', 'DET', 'DT', 'det'), ('fact', 'NOUN', 'NN', 'dobj'), ('that', 'ADP', 'IN', 'mark'), ('the', 'DET', 'DT', 'det'), ('pizza', 'NOUN', 'NN', 'nsubj'), ('tastes', 'VERB', 'VBZ', 'acl'), ('so', 'ADV', 'RB', 'advmod'), ('good', 'ADJ', 'JJ', 'advmod'), ('and', 'CCONJ', 'CC', 'cc'), ('is', 'VERB', 'VBZ', 'conj'), ('so', 'ADV', 'RB', 'advmod'), ('cheap', 'ADJ', 'JJ', 'acomp')]"
"['nicky', 'the', 'nose', 'at', 'the', 'bar', 'is', 'a', 'treat']","[5, 5, 5, 5, 5, 1, 5, 5, 5]","[('nicky', 'ADJ', 'JJ', 'advmod'), ('the', 'DET', 'DT', 'det'), ('nose', 'NOUN', 'NN', 'nsubj'), ('at', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('bar', 'NOUN', 'NN', 'pobj'), ('is', 'VERB', 'VBZ', 'ROOT'), ('a', 'DET', 'DT', 'det'), ('treat', 'NOUN', 'NN', 'attr')]"
"['i', 'went', 'to', 'ruby', 'foos', 'after', 'work', 'with', 'a', 'group', 'of', '6']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('i', 'PRON', 'PRP', 'nsubj'), ('went', 'VERB', 'VBD', 'ROOT'), ('to', 'ADP', 'IN', 'prep'), ('ruby', 'PROPN', 'NNP', 'compound'), ('foos', 'NOUN', 'NNS', 'pobj'), ('after', 'ADP', 'IN', 'prep'), ('work', 'NOUN', 'NN', 'pobj'), ('with', 'ADP', 'IN', 'prep'), ('a', 'DET', 'DT', 'det'), ('group', 'NOUN', 'NN', 'pobj'), ('of', 'ADP', 'IN', 'prep'), ('6', 'NUM', 'CD', 'pobj')]"
"['im', 'amazed', 'we', 'havent', 'been', 'kicked', 'out', 'of', 'this', 'place', 'yet']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('i', 'PRON', 'PRP', 'nsubjpass'), ('m', 'VERB', 'VBP', 'npadvmod'), ('amazed', 'ADJ', 'JJ', 'amod'), ('we', 'PRON', 'PRP', 'nsubjpass'), ('have', 'VERB', 'VBP', 'aux'), ('nt', 'ADV', 'RB', 'advmod'), ('been', 'VERB', 'VBN', 'auxpass'), ('kicked', 'VERB', 'VBN', 'ROOT'), ('out', 'ADP', 'IN', 'prep'), ('of', 'ADP', 'IN', 'prep'), ('this', 'DET', 'DT', 'det'), ('place', 'NOUN', 'NN', 'pobj'), ('yet', 'ADV', 'RB', 'advmod')]"
"['service', 'was', 'prompt', 'friendly', 'and', 'great']","[5, 5, 3, 4, 5, 3]","[('service', 'NOUN', 'NN', 'nsubj'), ('was', 'VERB', 'VBD', 'ROOT'), ('prompt', 'ADJ', 'JJ', 'acomp'), ('friendly', 'ADJ', 'JJ', 'advmod'), ('and', 'CCONJ', 'CC', 'cc'), ('great', 'ADJ', 'JJ', 'conj')]"
"['i', 'havent', 'eat', 'a', 'lamb', 'chop', 'as', 'delicious', 'as', 'thatthe', 'salads', 'are', 'really', 'nice', 'dressed', 'with', 'lemon', 'and', 'extra', 'virgnin', 'olive', 'oil']","[5, 5, 5, 5, 1, 2, 5, 3, 5, 5, 1, 5, 5, 3, 5, 5, 1, 5, 1, 2, 2, 2]","[('i', 'PRON', 'PRP', 'nsubj'), ('have', 'VERB', 'VBP', 'aux'), ('nt', 'ADV', 'RB', 'advmod'), ('eat', 'VERB', 'VB', 'ROOT'), ('a', 'DET', 'DT', 'det'), ('lamb', 'NOUN', 'NN', 'compound'), ('chop', 'NOUN', 'NN', 'dobj'), ('as', 'ADV', 'RB', 'advmod'), ('delicious', 'ADJ', 'JJ', 'amod'), ('as', 'ADP', 'IN', 'mark'), ('thatthe', 'DET', 'DT', 'det'), ('salads', 'NOUN', 'NNS', 'nsubj'), ('are', 'VERB', 'VBP', 'auxpass'), ('really', 'ADV', 'RB', 'advmod'), ('nice', 'ADJ', 'JJ', 'acomp'), ('dressed', 'VERB', 'VBN', 'advcl'), ('with', 'ADP', 'IN', 'prep'), ('lemon', 'NOUN', 'NN', 'nmod'), ('and', 'CCONJ', 'CC', 'cc'), ('extra', 'ADJ', 'JJ', 'conj'), ('virgnin', 'NOUN', 'NN', 'compound'), ('olive', 'NOUN', 'NN', 'compound'), ('oil', 'NOUN', 'NN', 'pobj')]"
"['the', 'sushi', 'was', 'awful']","[5, 1, 5, 3]","[('the', 'DET', 'DT', 'det'), ('sushi', 'NOUN', 'NN', 'nsubj'), ('was', 'VERB', 'VBD', 'ROOT'), ('awful', 'ADJ', 'JJ', 'acomp')]"
"['katzs', 'has', 'been', 'a', 'nyc', 'original', 'for', 'over', '100', 'years']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[('katzs', 'NOUN', 'NN', 'nsubj'), ('has', 'VERB', 'VBZ', 'aux'), ('been', 'VERB', 'VBN', 'ROOT'), ('a', 'DET', 'DT', 'det'), ('nyc', 'ADV', 'RB', 'amod'), ('original', 'ADJ', 'JJ', 'attr'), ('for', 'ADP', 'IN', 'prep'), ('over', 'ADP', 'IN', 'quantmod'), ('100', 'NUM', 'CD', 'nummod'), ('years', 'NOUN', 'NNS', 'pobj')]"
"['you', 'can', 'get', 'an', 'excellent', 'meal', 'at', 'most', 'of', 'the', 'many', 'indian', 'restaurants', 'on', 'nearby', 'lexington', 'avenue', 'for', 'the', 'cost', 'of', 'one', 'the', 'dainty', 'dishes', 'here']","[5, 5, 5, 5, 3, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 3, 1, 5]","[('you', 'PRON', 'PRP', 'nsubj'), ('can', 'VERB', 'MD', 'aux'), ('get', 'VERB', 'VB', 'ROOT'), ('an', 'DET', 'DT', 'det'), ('excellent', 'ADJ', 'JJ', 'amod'), ('meal', 'NOUN', 'NN', 'dobj'), ('at', 'ADP', 'IN', 'prep'), ('most', 'ADJ', 'JJS', 'pobj'), ('of', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('many', 'ADJ', 'JJ', 'amod'), ('indian', 'ADJ', 'JJ', 'amod'), ('restaurants', 'NOUN', 'NNS', 'pobj'), ('on', 'ADP', 'IN', 'prep'), ('nearby', 'ADJ', 'JJ', 'amod'), ('lexington', 'NOUN', 'NN', 'amod'), ('avenue', 'NOUN', 'NN', 'pobj'), ('for', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('cost', 'NOUN', 'NN', 'pobj'), ('of', 'ADP', 'IN', 'prep'), ('one', 'NUM', 'CD', 'pobj'), ('the', 'DET', 'DT', 'det'), ('dainty', 'ADJ', 'JJ', 'compound'), ('dishes', 'NOUN', 'NNS', 'conj'), ('here', 'ADV', 'RB', 'advmod')]"
"['the', 'pastrami', 'sandwich', 'was', 'like', 'buttah', 'and', 'with', 'pickles', 'and', 'an', 'icy', 'cold', 'beer', 'to', 'wash', 'it', 'down', 'it', 'was', 'a', 'pleasurable', 'experience']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5]","[('the', 'DET', 'DT', 'det'), ('pastrami', 'NOUN', 'NN', 'compound'), ('sandwich', 'NOUN', 'NN', 'nsubj'), ('was', 'VERB', 'VBD', 'ROOT'), ('like', 'ADP', 'IN', 'prep'), ('buttah', 'NOUN', 'NN', 'pobj'), ('and', 'CCONJ', 'CC', 'cc'), ('with', 'ADP', 'IN', 'conj'), ('pickles', 'NOUN', 'NNS', 'pobj'), ('and', 'CCONJ', 'CC', 'cc'), ('an', 'DET', 'DT', 'det'), ('icy', 'NOUN', 'NN', 'nmod'), ('cold', 'ADJ', 'JJ', 'amod'), ('beer', 'NOUN', 'NN', 'conj'), ('to', 'PART', 'TO', 'aux'), ('wash', 'VERB', 'VB', 'advcl'), ('it', 'PRON', 'PRP', 'dobj'), ('down', 'PART', 'RP', 'prt'), ('it', 'PRON', 'PRP', 'nsubj'), ('was', 'VERB', 'VBD', 'ROOT'), ('a', 'DET', 'DT', 'det'), ('pleasurable', 'ADJ', 'JJ', 'amod'), ('experience', 'NOUN', 'NN', 'attr')]"
"['the', 'plain', 'pizza', 'was', 'soggy', 'and', 'the', 'creative', 'wild', 'mushroomthird', 'generationfornini', 'pizza', 'we', 'had', 'was', 'drenched', 'with', 'truffle', 'oil', 'in', 'the', 'middle', 'again', 'making', 'it', 'soggy', 'and', 'nothingon', 'the', 'rest']","[5, 1, 2, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 1, 2, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5]","[('the', 'DET', 'DT', 'det'), ('plain', 'ADJ', 'JJ', 'amod'), ('pizza', 'NOUN', 'NN', 'nsubj'), ('was', 'VERB', 'VBD', 'ROOT'), ('soggy', 'ADJ', 'JJ', 'acomp'), ('and', 'CCONJ', 'CC', 'cc'), ('the', 'DET', 'DT', 'det'), ('creative', 'ADJ', 'JJ', 'amod'), ('wild', 'ADJ', 'JJ', 'amod'), ('mushroomthird', 'ADJ', 'JJ', 'amod'), ('generationfornini', 'NOUN', 'NN', 'amod'), ('pizza', 'NOUN', 'NN', 'nsubjpass'), ('we', 'PRON', 'PRP', 'nsubj'), ('had', 'VERB', 'VBD', 'relcl'), ('was', 'VERB', 'VBD', 'auxpass'), ('drenched', 'VERB', 'VBN', 'conj'), ('with', 'ADP', 'IN', 'prep'), ('truffle', 'NOUN', 'NN', 'amod'), ('oil', 'NOUN', 'NN', 'pobj'), ('in', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('middle', 'NOUN', 'NN', 'pobj'), ('again', 'ADV', 'RB', 'advmod'), ('making', 'VERB', 'VBG', 'advcl'), ('it', 'PRON', 'PRP', 'nsubj'), ('soggy', 'ADJ', 'JJ', 'ccomp'), ('and', 'CCONJ', 'CC', 'cc'), ('nothingon', 'VERB', 'VB', 'conj'), ('the', 'DET', 'DT', 'det'), ('rest', 'NOUN', 'NN', 'npadvmod')]"
"['late', 'nite', 'omelletes', 'are', 'not', 'good', 'here', 'there', 'is', 'no', 'variety']","[5, 5, 1, 5, 5, 3, 5, 5, 5, 5, 5]","[('late', 'ADJ', 'JJ', 'amod'), ('nite', 'ADJ', 'JJ', 'compound'), ('omelletes', 'NOUN', 'NNS', 'nsubj'), ('are', 'VERB', 'VBP', 'ccomp'), ('not', 'ADV', 'RB', 'neg'), ('good', 'ADJ', 'JJ', 'acomp'), ('here', 'ADV', 'RB', 'advmod'), ('there', 'ADV', 'EX', 'expl'), ('is', 'VERB', 'VBZ', 'ROOT'), ('no', 'DET', 'DT', 'det'), ('variety', 'NOUN', 'NN', 'attr')]"
"['everything', 'at', 'sala', 'thai', 'is', 'tasty', 'and', 'wellportioned']","[5, 5, 5, 5, 5, 3, 5, 5]","[('everything', 'NOUN', 'NN', 'nsubj'), ('at', 'ADP', 'IN', 'prep'), ('sala', 'NOUN', 'NN', 'compound'), ('thai', 'NOUN', 'NN', 'pobj'), ('is', 'VERB', 'VBZ', 'ROOT'), ('tasty', 'ADJ', 'JJ', 'acomp'), ('and', 'CCONJ', 'CC', 'cc'), ('wellportioned', 'ADJ', 'JJ', 'conj')]"
"['after', 'all', 'that', 'they', 'complained', 'to', 'me', 'about', 'the', 'small', 'tip']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1]","[('after', 'ADP', 'IN', 'prep'), ('all', 'DET', 'DT', 'pobj'), ('that', 'ADJ', 'WDT', 'dobj'), ('they', 'PRON', 'PRP', 'nsubj'), ('complained', 'VERB', 'VBD', 'ROOT'), ('to', 'ADP', 'IN', 'prep'), ('me', 'PRON', 'PRP', 'pobj'), ('about', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('small', 'ADJ', 'JJ', 'amod'), ('tip', 'NOUN', 'NN', 'pobj')]"
"['its', 'a', 'great', 'place', 'to', 'pick', 'up', 'a', 'cheap', 'lunch', 'or', 'dinner']","[5, 5, 3, 5, 5, 5, 5, 5, 3, 1, 5, 1]","[('its', 'ADJ', 'PRP$', 'poss'), ('a', 'DET', 'DT', 'det'), ('great', 'ADJ', 'JJ', 'amod'), ('place', 'NOUN', 'NN', 'ROOT'), ('to', 'PART', 'TO', 'aux'), ('pick', 'VERB', 'VB', 'relcl'), ('up', 'PART', 'RP', 'prt'), ('a', 'DET', 'DT', 'det'), ('cheap', 'ADJ', 'JJ', 'amod'), ('lunch', 'NOUN', 'NN', 'dobj'), ('or', 'CCONJ', 'CC', 'cc'), ('dinner', 'NOUN', 'NN', 'conj')]"
"['behind', 'this', 'counter', 'two', 'men', 'are', 'squeezed', 'in']","[5, 5, 1, 5, 5, 5, 3, 5]","[('behind', 'ADP', 'IN', 'prep'), ('this', 'DET', 'DT', 'det'), ('counter', 'NOUN', 'NN', 'pobj'), ('two', 'NUM', 'CD', 'nummod'), ('men', 'NOUN', 'NNS', 'nsubjpass'), ('are', 'VERB', 'VBP', 'auxpass'), ('squeezed', 'VERB', 'VBN', 'ROOT'), ('in', 'ADP', 'IN', 'prep')]"
"['great', 'find']","[3, 5]","[('great', 'ADJ', 'JJ', 'amod'), ('find', 'NOUN', 'NN', 'ROOT')]"
"['if', 'only', 'they', 'delivered', 'theyd', 'make', 'a', 'mint']","[5, 5, 5, 5, 5, 5, 5, 5]","[('if', 'ADP', 'IN', 'mark'), ('only', 'ADV', 'RB', 'advmod'), ('they', 'PRON', 'PRP', 'nsubj'), ('delivered', 'VERB', 'VBD', 'ROOT'), ('they', 'PRON', 'PRP', 'nsubj'), ('d', 'VERB', 'MD', 'aux'), ('make', 'VERB', 'VB', 'ccomp'), ('a', 'DET', 'DT', 'det'), ('mint', 'NOUN', 'NN', 'dobj')]"
"['whenever', 'you', 'need', 'a', 'sushi', 'fix', 'mizu', 'will', 'be', 'there', 'with', 'quality', 'fish', 'and', 'great', 'service']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 5, 3, 1]","[('whenever', 'ADV', 'WRB', 'advmod'), ('you', 'PRON', 'PRP', 'nsubj'), ('need', 'VERB', 'VBP', 'csubj'), ('a', 'DET', 'DT', 'det'), ('sushi', 'ADJ', 'JJ', 'compound'), ('fix', 'NOUN', 'NN', 'compound'), ('mizu', 'NOUN', 'NN', 'dobj'), ('will', 'VERB', 'MD', 'aux'), ('be', 'VERB', 'VB', 'ROOT'), ('there', 'ADV', 'RB', 'advmod'), ('with', 'ADP', 'IN', 'prep'), ('quality', 'NOUN', 'NN', 'compound'), ('fish', 'NOUN', 'NN', 'pobj'), ('and', 'CCONJ', 'CC', 'cc'), ('great', 'ADJ', 'JJ', 'amod'), ('service', 'NOUN', 'NN', 'conj')]"
"['our', 'waitress', 'was', 'sweet', 'and', 'accomodating', 'not', 'overbearing']","[5, 1, 5, 3, 5, 3, 5, 3]","[('our', 'ADJ', 'PRP$', 'poss'), ('waitress', 'NOUN', 'NN', 'nsubj'), ('was', 'VERB', 'VBD', 'ROOT'), ('sweet', 'ADJ', 'JJ', 'acomp'), ('and', 'CCONJ', 'CC', 'cc'), ('accomodating', 'VERB', 'VBG', 'conj'), ('not', 'ADV', 'RB', 'neg'), ('overbearing', 'ADJ', 'JJ', 'acomp')]"
"['went', 'there', 'with', 'my', 'wife', 'and', 'we', 'had', 'to', 'wait', 'for', 'a', 'table', 'even', 'though', 'you', 'could', 'see', 'there', 'many', 'that', 'were', 'empty', 'with', 'not', 'reservation', 'sigh', 'on', 'them']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 5, 5]","[('went', 'VERB', 'VBD', 'ROOT'), ('there', 'ADV', 'RB', 'advmod'), ('with', 'ADP', 'IN', 'prep'), ('my', 'ADJ', 'PRP$', 'poss'), ('wife', 'NOUN', 'NN', 'pobj'), ('and', 'CCONJ', 'CC', 'cc'), ('we', 'PRON', 'PRP', 'nsubj'), ('had', 'VERB', 'VBD', 'conj'), ('to', 'PART', 'TO', 'aux'), ('wait', 'VERB', 'VB', 'xcomp'), ('for', 'ADP', 'IN', 'prep'), ('a', 'DET', 'DT', 'det'), ('table', 'NOUN', 'NN', 'pobj'), ('even', 'ADV', 'RB', 'advmod'), ('though', 'ADP', 'IN', 'mark'), ('you', 'PRON', 'PRP', 'nsubj'), ('could', 'VERB', 'MD', 'aux'), ('see', 'VERB', 'VB', 'advcl'), ('there', 'ADV', 'RB', 'advmod'), ('many', 'ADJ', 'JJ', 'dobj'), ('that', 'ADJ', 'WDT', 'nsubj'), ('were', 'VERB', 'VBD', 'relcl'), ('empty', 'ADJ', 'JJ', 'acomp'), ('with', 'ADP', 'IN', 'prep'), ('not', 'ADV', 'RB', 'neg'), ('reservation', 'VERB', 'VB', 'compound'), ('sigh', 'NOUN', 'NN', 'pobj'), ('on', 'ADP', 'IN', 'prep'), ('them', 'PRON', 'PRP', 'pobj')]"
"['i', 'was', 'really', 'disappointed', 'ant', 'wanted', 'to', 'tell', 'everyone', 'not', 'to', 'go', 'eat', 'or', 'even', 'take', 'out', 'food', 'from', 'there']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5]","[('i', 'PRON', 'PRP', 'nsubj'), ('was', 'VERB', 'VBD', 'ROOT'), ('really', 'ADV', 'RB', 'advmod'), ('disappointed', 'ADJ', 'JJ', 'amod'), ('ant', 'NOUN', 'NN', 'nsubj'), ('wanted', 'VERB', 'VBD', 'ccomp'), ('to', 'PART', 'TO', 'aux'), ('tell', 'VERB', 'VB', 'xcomp'), ('everyone', 'NOUN', 'NN', 'dobj'), ('not', 'ADV', 'RB', 'neg'), ('to', 'PART', 'TO', 'aux'), ('go', 'VERB', 'VB', 'xcomp'), ('eat', 'VERB', 'VB', 'advcl'), ('or', 'CCONJ', 'CC', 'cc'), ('even', 'ADV', 'RB', 'advmod'), ('take', 'VERB', 'VB', 'conj'), ('out', 'PART', 'RP', 'prt'), ('food', 'NOUN', 'NN', 'dobj'), ('from', 'ADP', 'IN', 'prep'), ('there', 'ADV', 'RB', 'pcomp')]"
"['the', 'website', 'and', 'rating', 'makes', 'this', 'place', 'look', 'wonderful', 'but', 'in', 'reality', 'it', 'was', 'very', 'disappointing']","[5, 5, 5, 5, 5, 5, 1, 5, 3, 5, 5, 5, 5, 5, 5, 3]","[('the', 'DET', 'DT', 'det'), ('website', 'NOUN', 'NN', 'nsubj'), ('and', 'CCONJ', 'CC', 'cc'), ('rating', 'NOUN', 'NN', 'conj'), ('makes', 'VERB', 'VBZ', 'ROOT'), ('this', 'DET', 'DT', 'det'), ('place', 'NOUN', 'NN', 'nsubj'), ('look', 'VERB', 'VB', 'ccomp'), ('wonderful', 'ADJ', 'JJ', 'acomp'), ('but', 'CCONJ', 'CC', 'cc'), ('in', 'ADP', 'IN', 'prep'), ('reality', 'NOUN', 'NN', 'pobj'), ('it', 'PRON', 'PRP', 'nsubj'), ('was', 'VERB', 'VBD', 'conj'), ('very', 'ADV', 'RB', 'advmod'), ('disappointing', 'ADJ', 'JJ', 'acomp')]"
"['despite', 'a', 'slightly', 'limited', 'menu', 'everything', 'prepared', 'is', 'done', 'to', 'perfection', 'ultra', 'fresh', 'and', 'a', 'work', 'of', 'food', 'art']","[5, 5, 5, 3, 1, 5, 5, 5, 5, 5, 3, 3, 4, 5, 5, 5, 5, 1, 2]","[('despite', 'ADP', 'IN', 'prep'), ('a', 'DET', 'DT', 'det'), ('slightly', 'ADV', 'RB', 'advmod'), ('limited', 'VERB', 'VBN', 'amod'), ('menu', 'NOUN', 'NN', 'pobj'), ('everything', 'NOUN', 'NN', 'nsubj'), ('prepared', 'VERB', 'VBN', 'relcl'), ('is', 'VERB', 'VBZ', 'auxpass'), ('done', 'VERB', 'VBN', 'ROOT'), ('to', 'ADP', 'IN', 'prep'), ('perfection', 'NOUN', 'NN', 'pobj'), ('ultra', 'CCONJ', 'CC', 'conj'), ('fresh', 'ADJ', 'JJ', 'amod'), ('and', 'CCONJ', 'CC', 'cc'), ('a', 'DET', 'DT', 'det'), ('work', 'NOUN', 'NN', 'conj'), ('of', 'ADP', 'IN', 'prep'), ('food', 'NOUN', 'NN', 'compound'), ('art', 'NOUN', 'NN', 'pobj')]"
"['the', 'outdoor', 'atmosphere', 'of', 'sitting', 'on', 'the', 'sidewalk', 'watching', 'the', 'world', 'go', 'by', '50', 'feet', 'away', 'on', '6th', 'avenue', 'on', 'a', 'cool', 'evening', 'was', 'wonderful']","[5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3]","[('the', 'DET', 'DT', 'det'), ('outdoor', 'ADJ', 'JJ', 'amod'), ('atmosphere', 'NOUN', 'NN', 'nsubj'), ('of', 'ADP', 'IN', 'prep'), ('sitting', 'VERB', 'VBG', 'pcomp'), ('on', 'ADP', 'IN', 'prep'), ('the', 'DET', 'DT', 'det'), ('sidewalk', 'NOUN', 'NN', 'pobj'), ('watching', 'VERB', 'VBG', 'acl'), ('the', 'DET', 'DT', 'det'), ('world', 'NOUN', 'NN', 'nsubj'), ('go', 'VERB', 'VB', 'ccomp'), ('by', 'ADP', 'IN', 'prep'), ('50', 'NUM', 'CD', 'nummod'), ('feet', 'NOUN', 'NNS', 'pobj'), ('away', 'ADV', 'RB', 'advmod'), ('on', 'ADP', 'IN', 'prep'), ('6th', 'ADJ', 'JJ', 'amod'), ('avenue', 'NOUN', 'NN', 'pobj'), ('on', 'ADP', 'IN', 'prep'), ('a', 'DET', 'DT', 'det'), ('cool', 'ADJ', 'JJ', 'amod'), ('evening', 'NOUN', 'NN', 'pobj'), ('was', 'VERB', 'VBD', 'ROOT'), ('wonderful', 'ADJ', 'JJ', 'acomp')]"
"['a', 'large', 'is', '20', 'and', 'toppings', 'are', 'about', '3', 'each']","[5, 5, 5, 5, 5, 1, 5, 5, 5, 5]","[('a', 'DET', 'DT', 'det'), ('large', 'ADJ', 'JJ', 'nsubj'), ('is', 'VERB', 'VBZ', 'ROOT'), ('20', 'NUM', 'CD', 'attr'), ('and', 'CCONJ', 'CC', 'cc'), ('toppings', 'NOUN', 'NNS', 'conj'), ('are', 'VERB', 'VBP', 'conj'), ('about', 'ADV', 'RB', 'advmod'), ('3', 'NUM', 'CD', 'attr'), ('each', 'DET', 'DT', 'npadvmod')]"
